"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"2137","1","byui","tv",0,1,1
"2138","2","byui","tv",1,4,2
"2139","3","byui","ms",5.33333333333333,1,1
"2140","4","byui","ms",3.66666666666667,1,1
"2141","5","byui","tv",1.66666666666667,1,1
"2142","6","byui","ms",1,1,1
"2143","7","byui","tv",0.666666666666667,1,1
"2144","8","byui","ms",2.66666666666667,1,1
"2145","9","byui","ms",0.333333333333334,1,1
"2146","10","byui","ms",6.66666666666667,1,1
"2147","11","byui","tv",0,3,1
"2148","12","byui","tv",3.33333333333333,1,1
"2149","13","byui","tv",0,1,1
"2150","14","byui","ms",1.33333333333333,1,1
"2151","15","byui","tv",1.66666666666667,1,1
"2152","16","byui","ms",0.333333333333334,1,1
"2153","17","byui","ms",4.33333333333333,1,1
"2154","18","byui","ms",4.66666666666667,1,1
"2155","19","byui","tv",3.66666666666667,1,1
"2156","20","byui","tv",4,1,1
"2157","21","byui","tv",-0.333333333333333,1,1
"2158","22","byui","ms",2.33333333333333,1,1
"2159","23","byui","tv",3.33333333333333,1,1
"2160","24","byui","ms",0.333333333333334,1,1
"2161","25","byui","ms",-0.333333333333333,1,1
"2162","26","byui","ms",7,1,1
"2163","27","byui","tv",3.66666666666667,1,2
"2164","28","byui","tv",3,1,2
"2165","29","byui","ms",1.33333333333333,1,1
"2166","30","byui","tv",0.333333333333334,1,1
"2167","31","byui","ms",1.33333333333333,1,1
"2168","32","byui","tv",-1,1,1
"2169","33","byui","ms",6,1,2
"2170","34","byui","tv",-2.33333333333333,1,1
"2171","35","byui","ms",2,1,1
"2172","36","byui","tv",4.66666666666667,1,1
"2173","37","byui","tv",0.666666666666667,1,1
"2174","38","byui","ms",5.33333333333333,1,1
"2175","39","byui","tv",0,2,2
"2176","40","byui","ms",2,1,1
"2177","41","byui","tv",2,1,1
"2178","42","byui","tv",3.33333333333333,1,1
"2179","43","byui","ms",1.33333333333333,1,1
"2180","44","byui","ms",1.66666666666667,1,1
"2181","45","byui","tv",4.33333333333333,1,1
"2182","46","byui","ms",2.66666666666667,1,1
"2183","47","byui","tv",8,1,1
"2184","48","byui","ms",0.333333333333332,1,1
"2185","49","byui","ms",3,1,1
"2186","50","byui","ms",4.33333333333333,1,1
"2187","51","byui","tv",1.66666666666667,1,1
"2188","52","byui","tv",1.66666666666667,1,1
"2189","53","byui","tv",4.33333333333333,1,1
"2190","54","byui","ms",2.33333333333333,1,1
"2191","55","byui","tv",-1,1,1
"2192","56","byui","ms",0.333333333333333,1,1
"2193","57","byui","tv",2.33333333333333,6,1
"2194","58","byui","ms",1,1,1
"2195","59","byui","tv",-1,1,1
"2196","60","byui","ms",0.666666666666667,1,1
"2197","61","byui","ms",1,1,2
"2198","62","byui","ms",0.333333333333333,1,1
"2199","63","byui","tv",1.33333333333333,1,1
"2200","64","byui","tv",1,1,1
"2201","65","byui","ms",6,1,1
"2202","66","byui","tv",2,1,1
"2203","67","byui","ms",5.33333333333333,1,1
"2204","68","byui","tv",4,1,1
"2205","69","byui","ms",4,1,1
"2206","70","byui","tv",4,1,1
"2207","71","byui","ms",2.33333333333333,1,1
"2208","72","byui","tv",0.333333333333334,1,1
"2209","73","byui","tv",4.33333333333333,1,1
"2210","74","byui","ms",2.33333333333333,1,1
"2211","75","byui","tv",0.666666666666666,1,1
"2212","76","byui","ms",2.33333333333333,1,1
"2213","77","byui","ms",1.33333333333333,1,1
"2214","78","byui","ms",5.66666666666667,1,1
"2215","79","byui","tv",0.333333333333333,1,1
"2216","80","byui","tv",0.333333333333333,6,1
"2217","81","byui","tv",0.666666666666667,1,1
