"","participantnum","referrer","ms_condition","pro_minus_anti","race","countryofbirth"
"1229",NA,"uwmadison_inhouse","tv",-1.33333333333333,NA,NA
"1230",NA,"uwmadison_inhouse","ms",-3.33333333333333,NA,NA
"1231",NA,"uwmadison_inhouse","tv",-0.666666666666667,NA,NA
"1232",NA,"uwmadison_inhouse","tv",1.33333333333333,NA,NA
"1233",NA,"uwmadison_inhouse","ms",-2,NA,NA
"1234",NA,"uwmadison_inhouse","ms",-0.666666666666667,NA,NA
"1235",NA,"uwmadison_inhouse","tv",0,NA,NA
"1236",NA,"uwmadison_inhouse","ms",0.666666666666667,NA,NA
"1237",NA,"uwmadison_inhouse","tv",1.33333333333333,NA,NA
"1238",NA,"uwmadison_inhouse","ms",-4,NA,NA
"1239",NA,"uwmadison_inhouse","tv",0,NA,NA
"1240",NA,"uwmadison_inhouse","tv",-1.66666666666667,NA,NA
"1241",NA,"uwmadison_inhouse","tv",0,NA,NA
"1242",NA,"uwmadison_inhouse","ms",0.666666666666666,NA,NA
"1243",NA,"uwmadison_inhouse","tv",0,NA,NA
"1244",NA,"uwmadison_inhouse","ms",-4,NA,NA
"1245",NA,"uwmadison_inhouse","tv",1.33333333333333,NA,NA
"1246",NA,"uwmadison_inhouse","ms",1.66666666666667,NA,NA
"1247",NA,"uwmadison_inhouse","ms",-0.333333333333333,NA,NA
"1248",NA,"uwmadison_inhouse","tv",-1.66666666666667,NA,NA
"1249",NA,"uwmadison_inhouse","ms",-1.66666666666667,NA,NA
"1250",NA,"uwmadison_inhouse","ms",-2,NA,NA
"1251",NA,"uwmadison_inhouse","tv",2.66666666666667,NA,NA
"1252",NA,"uwmadison_inhouse","tv",-1.66666666666667,NA,NA
"1253",NA,"uwmadison_inhouse","tv",-1.33333333333333,NA,NA
"1254",NA,"uwmadison_inhouse","ms",1,NA,NA
"1255",NA,"uwmadison_inhouse","ms",-4,NA,NA
"1256",NA,"uwmadison_inhouse","ms",-0.333333333333333,NA,NA
"1257",NA,"uwmadison_inhouse","tv",0,NA,NA
"1258",NA,"uwmadison_inhouse","tv",2,NA,NA
"1259",NA,"uwmadison_inhouse","tv",-3.66666666666667,NA,NA
"1260",NA,"uwmadison_inhouse","ms",-1.33333333333333,NA,NA
"1261",NA,"uwmadison_inhouse","ms",-3.33333333333333,NA,NA
"1262",NA,"uwmadison_inhouse","ms",-1,NA,NA
"1263",NA,"uwmadison_inhouse","tv",-1,NA,NA
"1264",NA,"uwmadison_inhouse","ms",0,NA,NA
"1265",NA,"uwmadison_inhouse","tv",-0.666666666666667,NA,NA
"1266",NA,"uwmadison_inhouse","ms",-0.666666666666667,NA,NA
"1267",NA,"uwmadison_inhouse","tv",-3.33333333333333,NA,NA
"1268",NA,"uwmadison_inhouse","tv",2,NA,NA
"1269",NA,"uwmadison_inhouse","ms",-1,NA,NA
"1270",NA,"uwmadison_inhouse","tv",1,NA,NA
"1271",NA,"uwmadison_inhouse","ms",0.666666666666667,NA,NA
"1272",NA,"uwmadison_inhouse","ms",0.666666666666667,NA,NA
"1273",NA,"uwmadison_inhouse","tv",-0.666666666666667,NA,NA
"1274",NA,"uwmadison_inhouse","ms",-0.666666666666667,NA,NA
"1275",NA,"uwmadison_inhouse","tv",-0.333333333333334,NA,NA
"1276",NA,"uwmadison_inhouse","ms",0.333333333333334,NA,NA
"1277",NA,"uwmadison_inhouse","tv",-3.66666666666667,NA,NA
"1278",NA,"uwmadison_inhouse","ms",0,NA,NA
"1279",NA,"uwmadison_inhouse","tv",-2,NA,NA
"1280",NA,"uwmadison_inhouse","ms",-0.666666666666667,NA,NA
"1281",NA,"uwmadison_inhouse","ms",-0.666666666666667,NA,NA
"1282",NA,"uwmadison_inhouse","tv",-2.33333333333333,NA,NA
"1283",NA,"uwmadison_inhouse","tv",-6,NA,NA
"1284",NA,"uwmadison_inhouse","ms",0,NA,NA
"1285",NA,"uwmadison_inhouse","tv",-1.66666666666667,NA,NA
"1286",NA,"uwmadison_inhouse","tv",2,NA,NA
"1287",NA,"uwmadison_inhouse","tv",-2.33333333333333,NA,NA
"1288",NA,"uwmadison_inhouse","ms",1,NA,NA
"1289",NA,"uwmadison_inhouse","ms",1.66666666666667,NA,NA
"1290",NA,"uwmadison_inhouse","tv",2.33333333333333,NA,NA
"1291",NA,"uwmadison_inhouse","tv",-2.66666666666667,NA,NA
"1292",NA,"uwmadison_inhouse","ms",0,NA,NA
"1293",NA,"uwmadison_inhouse","tv",1,NA,NA
"1294",NA,"uwmadison_inhouse","tv",-4.66666666666667,NA,NA
"1295",NA,"uwmadison_inhouse","ms",-4.66666666666667,NA,NA
"1296",NA,"uwmadison_inhouse","ms",0,NA,NA
"1297",NA,"uwmadison_inhouse","tv",-0.333333333333333,NA,NA
"1298",NA,"uwmadison_inhouse","ms",-2.66666666666667,NA,NA
