"","session_id","referrer","anch1group","anchoring1"
"1071",2478783,"lse","lowanchor",5000
"1072",2478785,"lse","lowanchor",2000
"1074",2478787,"lse","highanchor",4500
"1075",2478789,"lse","lowanchor",5000
"1077",2478791,"lse","highanchor",3000
"1078",2478792,"lse","highanchor",5000
"1079",2478793,"lse","highanchor",4000
"1080",2478795,"lse","highanchor",5000
"1081",2478796,"lse","highanchor",4000
"1082",2478858,"lse","highanchor",5000
"1083",2478859,"lse","highanchor",3000
"1084",2478860,"lse","highanchor",5000
"1085",2478862,"lse","lowanchor",3000
"1086",2478867,"lse","lowanchor",4500
"1087",2478868,"lse","highanchor",3000
"1089",2478872,"lse","highanchor",5500
"1091",2478875,"lse","highanchor",5000
"1092",2478876,"lse","lowanchor",3000
"1093",2478877,"lse","lowanchor",2000
"1094",2478891,"lse","highanchor",2000
"1096",2478894,"lse","highanchor",4500
"1097",2478895,"lse","lowanchor",2600
"1098",2478896,"lse","highanchor",5000
"1100",2478899,"lse","highanchor",5000
"1101",2478900,"lse","highanchor",4000
"1102",2478901,"lse","lowanchor",3000
"1103",2478904,"lse","highanchor",5900
"1104",2478905,"lse","lowanchor",2500
"1106",2478913,"lse","lowanchor",3000
"1107",2478914,"lse","lowanchor",3000
"1108",2478915,"lse","highanchor",3000
"1109",2478916,"lse","highanchor",4000
"1110",2478917,"lse","highanchor",4500
"1111",2478918,"lse","lowanchor",4000
"1112",2478941,"lse","lowanchor",1800
"1113",2478942,"lse","highanchor",2500
"1114",2478948,"lse","highanchor",4500
"1115",2478950,"lse","lowanchor",3000
"1116",2478951,"lse","highanchor",2000
"1118",2478954,"lse","highanchor",4500
"1119",2478955,"lse","highanchor",3000
"1120",2478957,"lse","lowanchor",2000
"1122",2478959,"lse","highanchor",3000
"1123",2478960,"lse","highanchor",2000
"1126",2478980,"lse","lowanchor",5000
"1127",2478983,"lse","highanchor",5000
"1129",2478985,"lse","highanchor",5300
"1130",2478986,"lse","highanchor",5000
"1131",2478990,"lse","lowanchor",2000
"1133",2478996,"lse","highanchor",5900
"1134",2478997,"lse","highanchor",3000
"1135",2479012,"lse","highanchor",3000
"1136",2479015,"lse","highanchor",4200
"1137",2479020,"lse","lowanchor",3000
"1138",2479021,"lse","highanchor",3000
"1140",2479024,"lse","lowanchor",3000
"1141",2479025,"lse","highanchor",5000
"1142",2479026,"lse","highanchor",3000
"1144",2479030,"lse","highanchor",3000
