"","session_id","referrer","anch1group","anchoring1"
"2907",2374915,"pi","highanchor",4620
"2908",2374924,"pi","lowanchor",3000
"2909",2374971,"pi","lowanchor",5000
"2910",2375038,"pi","highanchor",5500
"2911",2375052,"pi","highanchor",3600
"2912",2375054,"pi","lowanchor",3000
"2913",2375070,"pi","lowanchor",4500
"2914",2375084,"pi","lowanchor",5000
"2915",2375142,"pi","highanchor",3121
"2916",2375144,"pi","highanchor",3000
"2918",2375168,"pi","lowanchor",3000
"2919",2375176,"pi","lowanchor",3500
"2920",2375182,"pi","highanchor",5400
"2921",2375215,"pi","lowanchor",3200
"2922",2375225,"pi","lowanchor",3000
"2923",2375279,"pi","highanchor",4500
"2924",2375320,"pi","lowanchor",1600
"2925",2375322,"pi","lowanchor",2500
"2926",2375383,"pi","lowanchor",2400
"2927",2375443,"pi","lowanchor",3000
"2928",2375461,"pi","highanchor",5000
"2929",2375465,"pi","highanchor",4955
"2930",2375473,"pi","highanchor",4700
"2931",2375480,"pi","lowanchor",2400
"2932",2375482,"pi","highanchor",4000
"2933",2375499,"pi","highanchor",4000
"2934",2375682,"pi","highanchor",4000
"2935",2375747,"pi","highanchor",4500
"2936",2375751,"pi","highanchor",3000
"2937",2375759,"pi","highanchor",4200
"2938",2375787,"pi","highanchor",3000
"2939",2375799,"pi","highanchor",5000
"2940",2375811,"pi","lowanchor",3100
"2941",2375832,"pi","lowanchor",2500
"2942",2375851,"pi","highanchor",4500
"2943",2375858,"pi","lowanchor",2750
"2944",2375902,"pi","lowanchor",2000
"2945",2375912,"pi","lowanchor",3000
"2946",2375933,"pi","lowanchor",3000
"2947",2375936,"pi","highanchor",4000
"2948",2375942,"pi","highanchor",5400
"2949",2375978,"pi","lowanchor",2500
"2950",2375984,"pi","highanchor",5500
"2952",2376133,"pi","lowanchor",3500
"2953",2376147,"pi","highanchor",3500
"2954",2376170,"pi","lowanchor",3000
"2955",2376191,"pi","highanchor",4000
"2956",2376237,"pi","highanchor",5000
"2957",2376261,"pi","highanchor",5000
"2958",2376264,"pi","lowanchor",3000
"2959",2376348,"pi","lowanchor",2300
"2960",2376351,"pi","highanchor",4500
"2961",2376367,"pi","highanchor",3000
"2962",2376368,"pi","lowanchor",2000
"2964",2376383,"pi","lowanchor",3000
"2965",2376385,"pi","lowanchor",3000
"2967",2376471,"pi","highanchor",4000
"2968",2376485,"pi","highanchor",3000
"2969",2376497,"pi","lowanchor",3000
"2970",2376498,"pi","highanchor",3500
"2971",2376509,"pi","lowanchor",5000
"2972",2376533,"pi","lowanchor",3000
"2973",2376548,"pi","highanchor",5300
"2974",2376570,"pi","highanchor",5000
"2975",2376586,"pi","lowanchor",3000
"2976",2376661,"pi","lowanchor",3000
"2977",2376686,"pi","lowanchor",3200
"2978",2376712,"pi","highanchor",3222
"2979",2376752,"pi","lowanchor",3000
"2980",2376766,"pi","highanchor",3000
"2981",2376818,"pi","lowanchor",4000
"2982",2376819,"pi","lowanchor",3000
"2983",2376821,"pi","lowanchor",3000
"2984",2376845,"pi","lowanchor",2000
"2986",2376874,"pi","lowanchor",3000
"2987",2376893,"pi","lowanchor",3000
"2988",2376918,"pi","lowanchor",3000
"2990",2376948,"pi","highanchor",3500
"2991",2376962,"pi","highanchor",5000
"2992",2376971,"pi","highanchor",4500
"2993",2376973,"pi","lowanchor",1600
"2994",2376988,"pi","highanchor",4800
"2995",2377002,"pi","highanchor",4000
"2996",2377008,"pi","lowanchor",2600
"2997",2377060,"pi","highanchor",5473
"2998",2377064,"pi","highanchor",2000
"2999",2377090,"pi","highanchor",3865
"3000",2377110,"pi","highanchor",3000
"3001",2377134,"pi","lowanchor",2000
"3003",2377180,"pi","highanchor",3800
"3004",2377193,"pi","highanchor",4250
"3006",2377216,"pi","highanchor",3500
"3007",2377227,"pi","highanchor",5300
"3008",2377235,"pi","highanchor",3000
"3009",2377260,"pi","highanchor",4500
"3010",2377266,"pi","highanchor",4200
"3011",2377338,"pi","lowanchor",3200
"3013",2377407,"pi","highanchor",3050
"3014",2377553,"pi","lowanchor",2200
"3015",2377754,"pi","lowanchor",2500
"3016",2377933,"pi","lowanchor",4500
"3017",2377957,"pi","lowanchor",2200
"3018",2377970,"pi","lowanchor",3750
"3019",2377989,"pi","lowanchor",2600
"3020",2377997,"pi","lowanchor",3000
"3021",2378031,"pi","lowanchor",4500
"3022",2378061,"pi","highanchor",3000
"3023",2378071,"pi","lowanchor",1990
"3024",2378073,"pi","highanchor",5000
"3025",2378091,"pi","lowanchor",3500
"3026",2378098,"pi","highanchor",3000
"3027",2378104,"pi","lowanchor",3000
"3028",2378107,"pi","highanchor",3000
"3029",2378118,"pi","lowanchor",3000
"3030",2378148,"pi","lowanchor",3000
"3031",2378165,"pi","highanchor",2879
"3032",2378174,"pi","lowanchor",1700
"3033",2378182,"pi","highanchor",2800
"3035",2378213,"pi","highanchor",5800
"3036",2378257,"pi","lowanchor",3000
"3037",2378277,"pi","highanchor",3500
"3038",2378291,"pi","lowanchor",3000
"3039",2378321,"pi","lowanchor",3100
"3040",2378337,"pi","lowanchor",3000
"3041",2378340,"pi","lowanchor",3000
"3042",2378511,"pi","highanchor",2900
"3043",2378525,"pi","lowanchor",2200
"3044",2378601,"pi","lowanchor",2500
"3045",2378622,"pi","highanchor",3500
"3046",2378660,"pi","highanchor",3000
"3047",2378696,"pi","highanchor",2000
"3048",2378706,"pi","highanchor",3000
"3049",2378727,"pi","lowanchor",2000
"3050",2378743,"pi","highanchor",4000
"3052",2378786,"pi","lowanchor",3000
"3056",2378846,"pi","highanchor",3000
"3057",2378861,"pi","lowanchor",3500
"3058",2378868,"pi","lowanchor",2900
"3059",2378920,"pi","highanchor",3900
"3061",2378957,"pi","highanchor",4000
"3062",2378972,"pi","highanchor",3800
"3063",2378991,"pi","highanchor",3000
"3064",2378998,"pi","lowanchor",2800
"3065",2379007,"pi","lowanchor",3000
"3066",2379029,"pi","lowanchor",2800
"3067",2379037,"pi","highanchor",4800
"3068",2379044,"pi","lowanchor",3000
"3069",2379085,"pi","highanchor",3500
"3070",2379090,"pi","lowanchor",2500
"3071",2379116,"pi","highanchor",3000
"3072",2379135,"pi","lowanchor",2800
"3073",2379156,"pi","highanchor",5200
"3074",2379183,"pi","highanchor",4000
"3075",2379190,"pi","lowanchor",3300
"3076",2379222,"pi","highanchor",5500
"3077",2379227,"pi","lowanchor",1800
"3078",2379299,"pi","lowanchor",1550
"3079",2379333,"pi","lowanchor",5000
"3080",2379335,"pi","lowanchor",2600
"3081",2379337,"pi","highanchor",3000
"3082",2379342,"pi","highanchor",3000
"3083",2379343,"pi","lowanchor",2800
"3084",2379349,"pi","highanchor",4000
"3085",2379353,"pi","highanchor",2905
"3086",2379369,"pi","lowanchor",2600
"3087",2379377,"pi","highanchor",4700
"3088",2379416,"pi","lowanchor",2000
"3089",2379417,"pi","highanchor",3300
"3090",2379427,"pi","highanchor",4500
"3091",2379471,"pi","lowanchor",4000
"3092",2379483,"pi","highanchor",5678
"3093",2379551,"pi","highanchor",3000
"3094",2379593,"pi","lowanchor",3227
"3095",2379625,"pi","lowanchor",2500
"3096",2379633,"pi","highanchor",3000
"3097",2379845,"pi","highanchor",4000
"3098",2379848,"pi","lowanchor",3200
"3099",2379876,"pi","highanchor",4000
"3100",2379898,"pi","highanchor",3000
"3101",2379952,"pi","highanchor",5000
"3102",2379972,"pi","highanchor",5000
"3103",2379979,"pi","highanchor",4000
"3104",2379991,"pi","highanchor",5000
"3106",2380006,"pi","highanchor",5000
"3107",2380054,"pi","highanchor",5000
"3108",2380094,"pi","lowanchor",3000
"3109",2380160,"pi","highanchor",5000
"3110",2380175,"pi","lowanchor",2000
"3111",2380176,"pi","lowanchor",2700
"3112",2380183,"pi","lowanchor",2900
"3113",2380194,"pi","lowanchor",5000
"3114",2380203,"pi","lowanchor",3000
"3115",2380313,"pi","lowanchor",3000
"3116",2380324,"pi","highanchor",3000
"3118",2380327,"pi","highanchor",3500
"3119",2380341,"pi","highanchor",3000
"3120",2380346,"pi","lowanchor",2900
"3121",2380348,"pi","lowanchor",3000
"3122",2380355,"pi","highanchor",3475
"3123",2380360,"pi","highanchor",2900
"3124",2380372,"pi","lowanchor",2755
"3125",2380381,"pi","highanchor",4000
"3126",2380415,"pi","highanchor",5000
"3128",2380433,"pi","lowanchor",2500
"3129",2380456,"pi","highanchor",3500
"3130",2380493,"pi","highanchor",2500
"3131",2380530,"pi","highanchor",4000
"3132",2380629,"pi","lowanchor",3000
"3133",2380643,"pi","lowanchor",2000
"3135",2380660,"pi","highanchor",5000
"3136",2380739,"pi","highanchor",4000
"3137",2380789,"pi","lowanchor",3000
"3139",2380842,"pi","lowanchor",3000
"3140",2380944,"pi","highanchor",3000
"3141",2380954,"pi","lowanchor",2000
"3142",2380960,"pi","highanchor",3300
"3143",2381016,"pi","lowanchor",3500
"3144",2381037,"pi","lowanchor",3100
"3145",2381170,"pi","highanchor",5837
"3146",2381173,"pi","highanchor",4564
"3147",2381178,"pi","lowanchor",1648
"3148",2381367,"pi","lowanchor",3000
"3149",2381380,"pi","lowanchor",2704
"3150",2381436,"pi","lowanchor",3000
"3151",2381440,"pi","highanchor",4000
"3152",2381441,"pi","highanchor",4000
"3153",2381442,"pi","lowanchor",4000
"3154",2381489,"pi","lowanchor",3000
"3155",2381510,"pi","lowanchor",3500
"3157",2381626,"pi","lowanchor",3000
"3158",2381651,"pi","lowanchor",2000
"3159",2381746,"pi","lowanchor",2217
"3160",2381759,"pi","highanchor",5000
"3161",2381767,"pi","highanchor",3000
"3162",2381811,"pi","highanchor",3500
"3164",2381869,"pi","lowanchor",3000
"3165",2381886,"pi","lowanchor",2000
"3166",2381891,"pi","lowanchor",3000
"3167",2381927,"pi","lowanchor",2000
"3168",2382000,"pi","highanchor",3000
"3171",2382025,"pi","lowanchor",1501
"3172",2382143,"pi","lowanchor",1501
"3173",2382197,"pi","lowanchor",2800
"3174",2382210,"pi","lowanchor",2000
"3175",2382234,"pi","highanchor",2000
"3176",2382261,"pi","highanchor",3500
"3177",2382280,"pi","highanchor",5500
"3178",2382284,"pi","lowanchor",3500
"3179",2382294,"pi","lowanchor",3100
"3180",2382296,"pi","highanchor",3400
"3181",2382352,"pi","highanchor",3000
"3182",2382381,"pi","lowanchor",3500
"3183",2382387,"pi","highanchor",3400
"3184",2382398,"pi","highanchor",4800
"3185",2382435,"pi","lowanchor",2500
"3186",2382466,"pi","highanchor",3000
"3187",2382475,"pi","highanchor",4500
"3188",2382478,"pi","lowanchor",3400
"3190",2382539,"pi","highanchor",3500
"3191",2382554,"pi","highanchor",5000
"3192",2382570,"pi","lowanchor",3000
"3193",2382575,"pi","highanchor",4500
"3194",2382607,"pi","lowanchor",1800
"3195",2382611,"pi","lowanchor",3000
"3196",2382623,"pi","lowanchor",3500
"3197",2382630,"pi","highanchor",3000
"3198",2382639,"pi","lowanchor",3500
"3199",2382662,"pi","highanchor",3000
"3200",2382713,"pi","highanchor",3500
"3201",2382745,"pi","lowanchor",3000
"3203",2382798,"pi","lowanchor",3000
"3204",2382809,"pi","lowanchor",3000
"3205",2382891,"pi","highanchor",3000
"3206",2382896,"pi","lowanchor",3300
"3207",2382938,"pi","highanchor",3900
"3208",2382943,"pi","highanchor",3000
"3209",2383131,"pi","highanchor",5000
"3210",2383194,"pi","lowanchor",3000
"3211",2383314,"pi","lowanchor",2900
"3212",2383453,"pi","lowanchor",3000
"3213",2383507,"pi","lowanchor",3500
"3214",2383612,"pi","highanchor",2500
"3215",2383645,"pi","lowanchor",3000
"3216",2383647,"pi","highanchor",3500
"3217",2383776,"pi","lowanchor",2500
"3218",2383825,"pi","lowanchor",3000
"3219",2383950,"pi","lowanchor",2100
"3220",2384078,"pi","highanchor",4500
"3221",2384108,"pi","lowanchor",3000
"3222",2384122,"pi","highanchor",3000
"3223",2384151,"pi","lowanchor",3100
"3224",2384204,"pi","lowanchor",2000
"3225",2384239,"pi","lowanchor",2000
"3227",2384329,"pi","lowanchor",3000
"3228",2384367,"pi","lowanchor",3000
"3229",2384730,"pi","lowanchor",3500
"3231",2384897,"pi","lowanchor",3000
"3232",2384908,"pi","lowanchor",3000
"3233",2385056,"pi","highanchor",3000
"3234",2385090,"pi","lowanchor",3000
"3235",2385388,"pi","lowanchor",3000
"3237",2385467,"pi","highanchor",3000
"3238",2385542,"pi","highanchor",5500
"3240",2386016,"pi","lowanchor",5000
"3241",2386055,"pi","lowanchor",2000
"3242",2386067,"pi","lowanchor",2000
"3243",2386106,"pi","highanchor",2400
"3244",2386214,"pi","lowanchor",3000
"3245",2386239,"pi","highanchor",3000
"3246",2386263,"pi","lowanchor",3000
"3247",2386286,"pi","lowanchor",2987
"3248",2386419,"pi","highanchor",5934
"3249",2386735,"pi","highanchor",3500
"3250",2387031,"pi","lowanchor",3000
"3251",2387346,"pi","lowanchor",2100
"3252",2387488,"pi","highanchor",4000
"3253",2387534,"pi","highanchor",2500
"3254",2387635,"pi","highanchor",5997
"3255",2387683,"pi","lowanchor",5000
"3256",2387690,"pi","lowanchor",4000
"3257",2387709,"pi","lowanchor",2892
"3258",2387718,"pi","lowanchor",3000
"3259",2387731,"pi","highanchor",2800
"3260",2387759,"pi","highanchor",4000
"3261",2387774,"pi","highanchor",4500
"3262",2387807,"pi","lowanchor",3000
"3263",2387809,"pi","lowanchor",1800
"3264",2387830,"pi","lowanchor",4000
"3265",2387965,"pi","lowanchor",3000
"3266",2388005,"pi","lowanchor",2800
"3267",2388006,"pi","highanchor",3000
"3269",2388024,"pi","highanchor",3000
"3270",2388040,"pi","highanchor",3500
"3271",2388127,"pi","lowanchor",5800
"3272",2388169,"pi","lowanchor",2900
"3273",2388172,"pi","highanchor",5500
"3274",2388224,"pi","highanchor",5000
"3275",2388292,"pi","highanchor",2000
"3276",2388344,"pi","highanchor",4000
"3277",2388456,"pi","lowanchor",4000
"3278",2388474,"pi","lowanchor",2300
"3279",2388551,"pi","lowanchor",3000
"3280",2388565,"pi","highanchor",5999
"3281",2388600,"pi","lowanchor",3000
"3282",2389116,"pi","highanchor",2444
"3284",2389213,"pi","highanchor",4000
"3285",2389216,"pi","highanchor",3000
"3286",2389221,"pi","lowanchor",4000
"3287",2389230,"pi","lowanchor",4200
"3289",2389466,"pi","highanchor",4000
"3290",2389500,"pi","highanchor",2900
"3291",2389592,"pi","highanchor",3000
"3292",2389614,"pi","highanchor",5000
"3293",2389630,"pi","highanchor",5000
"3295",2389709,"pi","highanchor",4000
"3296",2389807,"pi","lowanchor",3000
"3297",2389954,"pi","highanchor",3800
"3298",2389959,"pi","highanchor",3300
"3299",2390029,"pi","highanchor",5200
"3300",2390034,"pi","lowanchor",3000
"3301",2390077,"pi","lowanchor",3000
"3302",2390134,"pi","lowanchor",2300
"3303",2390158,"pi","highanchor",3000
"3305",2390252,"pi","highanchor",5550
"3306",2390260,"pi","lowanchor",3000
"3307",2390270,"pi","lowanchor",5000
"3308",2390297,"pi","lowanchor",3000
"3309",2390347,"pi","lowanchor",3500
"3310",2390360,"pi","lowanchor",3000
"3311",2390374,"pi","highanchor",3000
"3313",2390445,"pi","lowanchor",1850
"3314",2390466,"pi","highanchor",5000
"3315",2390484,"pi","lowanchor",1800
"3316",2390499,"pi","highanchor",3000
"3318",2390549,"pi","highanchor",4500
"3319",2390552,"pi","lowanchor",3300
"3320",2390576,"pi","highanchor",5500
"3321",2390588,"pi","highanchor",2000
"3322",2390617,"pi","lowanchor",1600
"3325",2390740,"pi","highanchor",3000
"3326",2390954,"pi","lowanchor",3000
"3327",2390960,"pi","highanchor",3000
"3328",2390978,"pi","highanchor",5000
"3329",2391000,"pi","lowanchor",2300
