"","session_id","referrer","allowedforbiddenGroup","allowedforbidden"
"959",2456203,"laurier","allowed","support banning anti-democratic speeches"
"960",2456205,"laurier","allowed","support banning anti-democratic speeches"
"961",2456207,"laurier","forbidden","does not support banning anti-democratic speeches"
"962",2456209,"laurier","allowed","does not support banning anti-democratic speeches"
"963",2456213,"laurier","forbidden","does not support banning anti-democratic speeches"
"964",2456214,"laurier","forbidden","does not support banning anti-democratic speeches"
"965",2456217,"laurier","forbidden","does not support banning anti-democratic speeches"
"966",2456219,"laurier","allowed","support banning anti-democratic speeches"
"967",2456221,"laurier","allowed","support banning anti-democratic speeches"
"968",2456222,"laurier","allowed","support banning anti-democratic speeches"
"969",2456225,"laurier","allowed","support banning anti-democratic speeches"
"970",2456226,"laurier","forbidden","does not support banning anti-democratic speeches"
"971",2456229,"laurier","allowed","support banning anti-democratic speeches"
"972",2456230,"laurier","forbidden","does not support banning anti-democratic speeches"
"973",2456232,"laurier","allowed","does not support banning anti-democratic speeches"
"974",2456236,"laurier","forbidden","does not support banning anti-democratic speeches"
"975",2456283,"laurier","forbidden","does not support banning anti-democratic speeches"
"976",2456285,"laurier","forbidden","does not support banning anti-democratic speeches"
"977",2456287,"laurier","forbidden","does not support banning anti-democratic speeches"
"978",2456289,"laurier","allowed","support banning anti-democratic speeches"
"979",2456292,"laurier","allowed","does not support banning anti-democratic speeches"
"980",2456297,"laurier","allowed","support banning anti-democratic speeches"
"981",2456298,"laurier","forbidden","does not support banning anti-democratic speeches"
"982",2456299,"laurier","forbidden","does not support banning anti-democratic speeches"
"983",2456300,"laurier","allowed","does not support banning anti-democratic speeches"
"984",2456302,"laurier","forbidden","does not support banning anti-democratic speeches"
"985",2456304,"laurier","forbidden","support banning anti-democratic speeches"
"986",2456305,"laurier","allowed","does not support banning anti-democratic speeches"
"987",2456308,"laurier","forbidden","does not support banning anti-democratic speeches"
"988",2456310,"laurier","allowed","support banning anti-democratic speeches"
"989",2456345,"laurier","allowed","support banning anti-democratic speeches"
"990",2456354,"laurier","allowed","support banning anti-democratic speeches"
"991",2456356,"laurier","allowed","support banning anti-democratic speeches"
"992",2456357,"laurier","allowed","support banning anti-democratic speeches"
"993",2456358,"laurier","forbidden","does not support banning anti-democratic speeches"
"994",2456359,"laurier","forbidden","support banning anti-democratic speeches"
"995",2456361,"laurier","allowed","does not support banning anti-democratic speeches"
"996",2456362,"laurier","allowed","support banning anti-democratic speeches"
"997",2456364,"laurier","forbidden","does not support banning anti-democratic speeches"
"998",2456367,"laurier","allowed","support banning anti-democratic speeches"
"999",2456368,"laurier","forbidden","does not support banning anti-democratic speeches"
"1000",2456369,"laurier","forbidden","does not support banning anti-democratic speeches"
"1001",2456370,"laurier","allowed","support banning anti-democratic speeches"
"1002",2456372,"laurier","allowed","support banning anti-democratic speeches"
"1003",2456375,"laurier","forbidden","does not support banning anti-democratic speeches"
"1004",2456378,"laurier","allowed","does not support banning anti-democratic speeches"
"1005",2456383,"laurier","allowed","does not support banning anti-democratic speeches"
"1006",2456386,"laurier","allowed","support banning anti-democratic speeches"
"1007",2456493,"laurier","allowed","support banning anti-democratic speeches"
"1008",2456495,"laurier","allowed","does not support banning anti-democratic speeches"
"1009",2456496,"laurier","forbidden","support banning anti-democratic speeches"
"1010",2456499,"laurier","allowed","support banning anti-democratic speeches"
"1011",2456502,"laurier","forbidden","does not support banning anti-democratic speeches"
"1012",2456503,"laurier","allowed","support banning anti-democratic speeches"
"1013",2456504,"laurier","forbidden","does not support banning anti-democratic speeches"
"1014",2456505,"laurier","allowed","does not support banning anti-democratic speeches"
"1015",2456507,"laurier","forbidden","does not support banning anti-democratic speeches"
"1016",2456508,"laurier","allowed","does not support banning anti-democratic speeches"
"1017",2456509,"laurier","forbidden","does not support banning anti-democratic speeches"
"1018",2456510,"laurier","allowed","support banning anti-democratic speeches"
"1019",2456513,"laurier","allowed","does not support banning anti-democratic speeches"
"1020",2456514,"laurier","forbidden","does not support banning anti-democratic speeches"
"1021",2456517,"laurier","allowed","does not support banning anti-democratic speeches"
"1022",2456518,"laurier","forbidden","does not support banning anti-democratic speeches"
"1023",2456536,"laurier","allowed","does not support banning anti-democratic speeches"
"1024",2456583,"laurier","allowed","does not support banning anti-democratic speeches"
"1025",2456586,"laurier","allowed","does not support banning anti-democratic speeches"
"1026",2456590,"laurier","allowed","does not support banning anti-democratic speeches"
"1027",2456591,"laurier","allowed","does not support banning anti-democratic speeches"
"1028",2456592,"laurier","allowed","support banning anti-democratic speeches"
"1029",2456593,"laurier","allowed","support banning anti-democratic speeches"
"1030",2456594,"laurier","allowed","does not support banning anti-democratic speeches"
"1031",2456596,"laurier","allowed","support banning anti-democratic speeches"
"1032",2456598,"laurier","forbidden","does not support banning anti-democratic speeches"
"1033",2456601,"laurier","forbidden","does not support banning anti-democratic speeches"
"1034",2456602,"laurier","forbidden","does not support banning anti-democratic speeches"
"1035",2456603,"laurier","allowed","support banning anti-democratic speeches"
"1036",2456605,"laurier","allowed","does not support banning anti-democratic speeches"
"1037",2456606,"laurier","forbidden","does not support banning anti-democratic speeches"
"1038",2456612,"laurier","allowed","does not support banning anti-democratic speeches"
"1039",2456617,"laurier","allowed","does not support banning anti-democratic speeches"
"1040",2456639,"laurier","forbidden","does not support banning anti-democratic speeches"
"1041",2456685,"laurier","allowed","does not support banning anti-democratic speeches"
"1042",2456686,"laurier","allowed","support banning anti-democratic speeches"
