"","session_id","referrer","allowedforbiddenGroup","allowedforbidden"
"205",2430718,"charles","forbidden","does not support banning anti-democratic speeches"
"206",2430722,"charles","allowed","does not support banning anti-democratic speeches"
"207",2430809,"charles","allowed","does not support banning anti-democratic speeches"
"208",2430815,"charles","allowed","support banning anti-democratic speeches"
"209",2430817,"charles","allowed","does not support banning anti-democratic speeches"
"210",2458124,"charles","allowed","does not support banning anti-democratic speeches"
"211",2458125,"charles","forbidden","does not support banning anti-democratic speeches"
"212",2458127,"charles","forbidden","does not support banning anti-democratic speeches"
"213",2458128,"charles","allowed","does not support banning anti-democratic speeches"
"214",2458129,"charles","allowed","does not support banning anti-democratic speeches"
"215",2458130,"charles","forbidden","does not support banning anti-democratic speeches"
"216",2458136,"charles","forbidden","support banning anti-democratic speeches"
"217",2458138,"charles","forbidden","does not support banning anti-democratic speeches"
"218",2458139,"charles","forbidden","does not support banning anti-democratic speeches"
"219",2458156,"charles","forbidden","does not support banning anti-democratic speeches"
"220",2458158,"charles","forbidden","does not support banning anti-democratic speeches"
"221",2458159,"charles","allowed","does not support banning anti-democratic speeches"
"222",2458160,"charles","forbidden","does not support banning anti-democratic speeches"
"223",2458161,"charles","forbidden","does not support banning anti-democratic speeches"
"224",2458162,"charles","allowed","does not support banning anti-democratic speeches"
"225",2458165,"charles","forbidden","does not support banning anti-democratic speeches"
"226",2458168,"charles","allowed","does not support banning anti-democratic speeches"
"227",2458193,"charles","allowed","does not support banning anti-democratic speeches"
"228",2458195,"charles","allowed","does not support banning anti-democratic speeches"
"229",2458197,"charles","allowed","does not support banning anti-democratic speeches"
"230",2458198,"charles","forbidden","does not support banning anti-democratic speeches"
"231",2458200,"charles","allowed","does not support banning anti-democratic speeches"
"232",2458202,"charles","allowed","does not support banning anti-democratic speeches"
"233",2467052,"charles","forbidden","support banning anti-democratic speeches"
"234",2467053,"charles","forbidden","does not support banning anti-democratic speeches"
"235",2467054,"charles","forbidden","does not support banning anti-democratic speeches"
"236",2467055,"charles","forbidden","support banning anti-democratic speeches"
"237",2467057,"charles","forbidden","support banning anti-democratic speeches"
"238",2467058,"charles","allowed","support banning anti-democratic speeches"
"239",2467059,"charles","forbidden","does not support banning anti-democratic speeches"
"240",2469642,"charles","allowed","does not support banning anti-democratic speeches"
"241",2469646,"charles","allowed","support banning anti-democratic speeches"
"242",2469648,"charles","allowed","does not support banning anti-democratic speeches"
"243",2469799,"charles","allowed","does not support banning anti-democratic speeches"
"244",2469803,"charles","forbidden","support banning anti-democratic speeches"
"245",2469810,"charles","forbidden","does not support banning anti-democratic speeches"
"246",2469814,"charles","allowed","does not support banning anti-democratic speeches"
"247",2469821,"charles","allowed","support banning anti-democratic speeches"
"248",2469823,"charles","allowed","support banning anti-democratic speeches"
"249",2469829,"charles","forbidden","does not support banning anti-democratic speeches"
"250",2469833,"charles","allowed","does not support banning anti-democratic speeches"
"251",2471619,"charles","forbidden","does not support banning anti-democratic speeches"
"252",2471620,"charles","forbidden","does not support banning anti-democratic speeches"
"253",2471621,"charles","allowed","does not support banning anti-democratic speeches"
"254",2471623,"charles","forbidden","does not support banning anti-democratic speeches"
"255",2471626,"charles","allowed","support banning anti-democratic speeches"
"256",2471628,"charles","forbidden","does not support banning anti-democratic speeches"
"257",2478671,"charles","forbidden","does not support banning anti-democratic speeches"
"258",2478675,"charles","forbidden","does not support banning anti-democratic speeches"
"259",2478695,"charles","allowed","does not support banning anti-democratic speeches"
"260",2478696,"charles","forbidden","does not support banning anti-democratic speeches"
"261",2478697,"charles","allowed","does not support banning anti-democratic speeches"
"262",2481659,"charles","allowed","does not support banning anti-democratic speeches"
"263",2481660,"charles","allowed","does not support banning anti-democratic speeches"
"264",2481672,"charles","allowed","does not support banning anti-democratic speeches"
"265",2481673,"charles","allowed","support banning anti-democratic speeches"
"266",2481674,"charles","forbidden","does not support banning anti-democratic speeches"
"267",2481677,"charles","forbidden","does not support banning anti-democratic speeches"
"268",2481691,"charles","allowed","does not support banning anti-democratic speeches"
"269",2481697,"charles","allowed","does not support banning anti-democratic speeches"
"270",2481698,"charles","allowed","support banning anti-democratic speeches"
"271",2481708,"charles","allowed","does not support banning anti-democratic speeches"
"272",2481827,"charles","allowed","does not support banning anti-democratic speeches"
"273",2481828,"charles","allowed","support banning anti-democratic speeches"
"274",2481830,"charles","forbidden","does not support banning anti-democratic speeches"
"275",2481831,"charles","forbidden","does not support banning anti-democratic speeches"
"276",2481833,"charles","allowed","does not support banning anti-democratic speeches"
"277",2481834,"charles","forbidden","does not support banning anti-democratic speeches"
"278",2483864,"charles","forbidden","support banning anti-democratic speeches"
"279",2483865,"charles","allowed","support banning anti-democratic speeches"
"280",2483867,"charles","allowed","does not support banning anti-democratic speeches"
"281",2483869,"charles","forbidden","does not support banning anti-democratic speeches"
"282",2483875,"charles","allowed","does not support banning anti-democratic speeches"
"283",2483877,"charles","allowed","does not support banning anti-democratic speeches"
"284",2484010,"charles","forbidden","does not support banning anti-democratic speeches"
"285",2484011,"charles","allowed","support banning anti-democratic speeches"
"286",2484012,"charles","forbidden","does not support banning anti-democratic speeches"
"287",2484013,"charles","forbidden","does not support banning anti-democratic speeches"
"288",2484014,"charles","forbidden","does not support banning anti-democratic speeches"
