"","session_id","referrer","allowedforbiddenGroup","allowedforbidden"
"5969",2451755,"wisc","forbidden","does not support banning anti-democratic speeches"
"5970",2451756,"wisc","forbidden","does not support banning anti-democratic speeches"
"5971",2451762,"wisc","allowed","does not support banning anti-democratic speeches"
"5972",2451763,"wisc","allowed","does not support banning anti-democratic speeches"
"5973",2451765,"wisc","forbidden","does not support banning anti-democratic speeches"
"5974",2451768,"wisc","forbidden","support banning anti-democratic speeches"
"5975",2451769,"wisc","allowed","does not support banning anti-democratic speeches"
"5976",2451773,"wisc","allowed","does not support banning anti-democratic speeches"
"5977",2451775,"wisc","forbidden","does not support banning anti-democratic speeches"
"5978",2451782,"wisc","forbidden","does not support banning anti-democratic speeches"
"5979",2451811,"wisc","allowed","does not support banning anti-democratic speeches"
"5980",2451854,"wisc","allowed","support banning anti-democratic speeches"
"5981",2451914,"wisc","allowed","support banning anti-democratic speeches"
"5982",2451915,"wisc","allowed","does not support banning anti-democratic speeches"
"5983",2451917,"wisc","allowed","does not support banning anti-democratic speeches"
"5984",2451918,"wisc","forbidden","does not support banning anti-democratic speeches"
"5985",2451920,"wisc","forbidden","does not support banning anti-democratic speeches"
"5986",2451921,"wisc","forbidden","does not support banning anti-democratic speeches"
"5987",2451924,"wisc","allowed","does not support banning anti-democratic speeches"
"5988",2451926,"wisc","forbidden","does not support banning anti-democratic speeches"
"5989",2451927,"wisc","allowed","does not support banning anti-democratic speeches"
"5990",2451929,"wisc","forbidden","does not support banning anti-democratic speeches"
"5991",2451942,"wisc","forbidden","does not support banning anti-democratic speeches"
"5992",2451979,"wisc","allowed","support banning anti-democratic speeches"
"5993",2451983,"wisc","allowed","support banning anti-democratic speeches"
"5994",2461615,"wisc","allowed","support banning anti-democratic speeches"
"5995",2461618,"wisc","allowed","support banning anti-democratic speeches"
"5996",2461619,"wisc","forbidden","does not support banning anti-democratic speeches"
"5997",2461623,"wisc","allowed","does not support banning anti-democratic speeches"
"5998",2461641,"wisc","forbidden","does not support banning anti-democratic speeches"
"5999",2461643,"wisc","allowed","does not support banning anti-democratic speeches"
"6000",2461658,"wisc","allowed","does not support banning anti-democratic speeches"
"6001",2461749,"wisc","allowed","does not support banning anti-democratic speeches"
"6002",2461756,"wisc","forbidden","does not support banning anti-democratic speeches"
"6003",2461765,"wisc","forbidden","does not support banning anti-democratic speeches"
"6004",2461774,"wisc","allowed","does not support banning anti-democratic speeches"
"6005",2461788,"wisc","allowed","does not support banning anti-democratic speeches"
