"","session_id","referrer","allowedforbiddenGroup","allowedforbidden"
"4682",2476887,"swps","forbidden","does not support banning anti-democratic speeches"
"4683",2476915,"swps","forbidden","does not support banning anti-democratic speeches"
"4684",2476916,"swps","allowed","does not support banning anti-democratic speeches"
"4685",2476919,"swps","forbidden","does not support banning anti-democratic speeches"
"4686",2476923,"swps","forbidden","does not support banning anti-democratic speeches"
"4687",2476927,"swps","allowed","support banning anti-democratic speeches"
"4688",2476928,"swps","forbidden","does not support banning anti-democratic speeches"
"4689",2476939,"swps","allowed","does not support banning anti-democratic speeches"
"4690",2476940,"swps","forbidden","does not support banning anti-democratic speeches"
"4691",2476942,"swps","allowed","support banning anti-democratic speeches"
"4692",2476946,"swps","forbidden","does not support banning anti-democratic speeches"
"4693",2476962,"swps","allowed","does not support banning anti-democratic speeches"
"4694",2476971,"swps","allowed","does not support banning anti-democratic speeches"
"4695",2476974,"swps","forbidden","does not support banning anti-democratic speeches"
"4696",2476978,"swps","allowed","does not support banning anti-democratic speeches"
"4697",2476979,"swps","allowed","support banning anti-democratic speeches"
"4698",2476985,"swps","forbidden","does not support banning anti-democratic speeches"
"4699",2476986,"swps","allowed","does not support banning anti-democratic speeches"
"4700",2476996,"swps","allowed","does not support banning anti-democratic speeches"
"4701",2480988,"swps","allowed","does not support banning anti-democratic speeches"
"4702",2480992,"swps","forbidden","does not support banning anti-democratic speeches"
"4703",2480993,"swps","allowed","does not support banning anti-democratic speeches"
"4704",2480997,"swps","forbidden","does not support banning anti-democratic speeches"
"4705",2481010,"swps","forbidden","support banning anti-democratic speeches"
"4706",2481026,"swps","allowed","does not support banning anti-democratic speeches"
"4707",2481061,"swps","forbidden","does not support banning anti-democratic speeches"
"4708",2481067,"swps","forbidden","does not support banning anti-democratic speeches"
"4709",2481068,"swps","forbidden","support banning anti-democratic speeches"
"4710",2481072,"swps","forbidden","does not support banning anti-democratic speeches"
"4711",2481073,"swps","forbidden","does not support banning anti-democratic speeches"
"4712",2481082,"swps","forbidden","does not support banning anti-democratic speeches"
"4713",2481083,"swps","forbidden","does not support banning anti-democratic speeches"
"4714",2481084,"swps","forbidden","does not support banning anti-democratic speeches"
"4715",2481085,"swps","allowed","support banning anti-democratic speeches"
"4716",2481094,"swps","allowed","support banning anti-democratic speeches"
"4717",2481095,"swps","forbidden","does not support banning anti-democratic speeches"
"4718",2481096,"swps","allowed","does not support banning anti-democratic speeches"
"4719",2481100,"swps","allowed","does not support banning anti-democratic speeches"
"4720",2481133,"swps","forbidden","does not support banning anti-democratic speeches"
"4721",2481148,"swps","allowed","does not support banning anti-democratic speeches"
"4722",2481219,"swps","allowed","does not support banning anti-democratic speeches"
"4723",2481221,"swps","allowed","does not support banning anti-democratic speeches"
"4724",2481223,"swps","allowed","support banning anti-democratic speeches"
"4725",2481243,"swps","forbidden","does not support banning anti-democratic speeches"
"4726",2481245,"swps","forbidden","does not support banning anti-democratic speeches"
"4727",2481246,"swps","allowed","support banning anti-democratic speeches"
"4728",2481248,"swps","allowed","does not support banning anti-democratic speeches"
"4729",2481291,"swps","allowed","does not support banning anti-democratic speeches"
"4730",2481292,"swps","allowed","support banning anti-democratic speeches"
"4731",2481295,"swps","forbidden","support banning anti-democratic speeches"
"4732",2481333,"swps","allowed","does not support banning anti-democratic speeches"
"4733",2481383,"swps","forbidden","does not support banning anti-democratic speeches"
"4734",2481435,"swps","allowed","support banning anti-democratic speeches"
"4735",2481437,"swps","forbidden","does not support banning anti-democratic speeches"
"4736",2481439,"swps","forbidden","does not support banning anti-democratic speeches"
"4737",2481474,"swps","forbidden","does not support banning anti-democratic speeches"
"4738",2481478,"swps","forbidden","support banning anti-democratic speeches"
"4739",2481490,"swps","allowed","support banning anti-democratic speeches"
"4740",2481498,"swps","allowed","support banning anti-democratic speeches"
"4741",2483562,"swps","allowed","support banning anti-democratic speeches"
"4742",2483564,"swps","allowed","does not support banning anti-democratic speeches"
"4743",2483580,"swps","allowed","does not support banning anti-democratic speeches"
"4744",2483603,"swps","allowed","does not support banning anti-democratic speeches"
"4745",2483618,"swps","forbidden","does not support banning anti-democratic speeches"
"4746",2483620,"swps","forbidden","does not support banning anti-democratic speeches"
"4747",2483622,"swps","forbidden","does not support banning anti-democratic speeches"
"4748",2483645,"swps","forbidden","does not support banning anti-democratic speeches"
"4749",2483646,"swps","allowed","does not support banning anti-democratic speeches"
"4750",2483680,"swps","allowed","does not support banning anti-democratic speeches"
"4751",2483697,"swps","forbidden","does not support banning anti-democratic speeches"
"4752",2483709,"swps","forbidden","does not support banning anti-democratic speeches"
"4753",2483716,"swps","forbidden","does not support banning anti-democratic speeches"
"4754",2483729,"swps","forbidden","does not support banning anti-democratic speeches"
"4755",2483731,"swps","forbidden","does not support banning anti-democratic speeches"
"4756",2483761,"swps","forbidden","does not support banning anti-democratic speeches"
"4757",2483781,"swps","forbidden","does not support banning anti-democratic speeches"
"4758",2483787,"swps","forbidden","does not support banning anti-democratic speeches"
"4759",2483788,"swps","allowed","does not support banning anti-democratic speeches"
"4760",2483815,"swps","forbidden","does not support banning anti-democratic speeches"
