"","label","effect.size","ci.low","ci.high","p.value","diamond.ratio","dr.low","dr.high","I2","I2.low","I2.high"
"1","Overall",-0.0742727157623957,-0.138005443985568,-0.010539987539223,0.0223657252153226,1.86659773270963,1.3850637278828,2.69362060545472,69.4666199498865,52.9185777298997,83.1462304519923
