"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck","Temperatureinlab"
"613","18","MichiganStateUniversity","Agentic",65,"18","First-year","Male","White, non-Hispanic or latino","Fail",70
"614","180","MichiganStateUniversity","Communal",70,"22","Senior","Female","White, non-Hispanic or latino","Pass",71
"615","181","MichiganStateUniversity","Communal",65,"20","Junior","Female","White, non-Hispanic or latino","Fail",71
"616","182","MichiganStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",73
"617","183","MichiganStateUniversity","Agentic",70,"21","Senior","Female","White, non-Hispanic or latino","Pass",73
"618","184","MichiganStateUniversity","Communal",73,"18","First-year","Female","White, non-Hispanic or latino","Fail",71
"619","185","MichiganStateUniversity","Communal",70,"24","Senior","Female","White, non-Hispanic or latino","Pass",71
"620","186","MichiganStateUniversity","Agentic",72,"18","First-year","Female","Asian-American","Pass",70
"621","187","MichiganStateUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"622","188","MichiganStateUniversity","Communal",74,"19","Sophomore","Female","White, non-Hispanic or latino","Fail",70
"623","189","MichiganStateUniversity","Agentic",60,"21","Senior","Female","Multiracial","Fail",70
"624","19","MichiganStateUniversity","Agentic",70,"19","Sophomore","Female","African-American","Pass",71
"625","190","MichiganStateUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"626","191","MichiganStateUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"627","192","MichiganStateUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"628","193","MichiganStateUniversity","Agentic",75,"20","Junior","Female","Asian-American","Pass",70
"629","194","MichiganStateUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"630","195","MichiganStateUniversity","Agentic",72,"18","First-year","Female","White, non-Hispanic or latino","Fail",70
"632","197","MichiganStateUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",71
"635","2","MichiganStateUniversity","Agentic",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",71
"636","20","MichiganStateUniversity","Communal",68,"18","First-year","Male","White, non-Hispanic or latino","Pass",71
"640","203","MichiganStateUniversity","Communal",70,"21","Senior","Female","White, non-Hispanic or latino","Pass",71
"641","204","MichiganStateUniversity","Communal",70,"19","First-year","Female","White, non-Hispanic or latino","Pass",71
"642","205","MichiganStateUniversity","Agentic",69,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"643","206","MichiganStateUniversity","Agentic",65,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"645","208","MichiganStateUniversity","Agentic",70,"22","Other","Female","White, non-Hispanic or latino","Fail",71
"646","209","MichiganStateUniversity","Agentic",70,"20","Junior","Female","White, non-Hispanic or latino","Fail",70
"647","21","MichiganStateUniversity","Agentic",70,"20","Junior","Female","White, non-Hispanic or latino","Pass",70
"648","210","MichiganStateUniversity","Communal",70,"20","Junior","Female","White, non-Hispanic or latino","Pass",70
"650","212","MichiganStateUniversity","Communal",60,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"652","214","MichiganStateUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"653","215","MichiganStateUniversity","Agentic",68,"20","Sophomore","Female","White, non-Hispanic or latino","Pass",70
"654","216","MichiganStateUniversity","Communal",60,"19","First-year","Female","White, non-Hispanic or latino","Fail",70
"658","22","MichiganStateUniversity","Communal",66,"20","Junior","Male","White, non-Hispanic or latino","Pass",70
"659","220","MichiganStateUniversity","Communal",67,"20","Junior","Female","Latino or Hispanic","Pass",70
"660","221","MichiganStateUniversity","Agentic",72,"20","Junior","Female","White, non-Hispanic or latino","Pass",70
"661","222","MichiganStateUniversity","Communal",60,"22","Senior","Female","Other","Fail",70
"662","223","MichiganStateUniversity","Communal",72,"21","Senior","Female","Asian-American","Pass",71
"663","224","MichiganStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"664","225","MichiganStateUniversity","Agentic",55,"21","Senior","Female","African-American","Pass",71
"665","226","MichiganStateUniversity","Communal",70,"21","Senior","Male","Asian-American","Pass",71
"667","228","MichiganStateUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Fail",71
"668","229","MichiganStateUniversity","Agentic",70,"20","Sophomore","Female","White, non-Hispanic or latino","Pass",71
"669","23","MichiganStateUniversity","Agentic",68,"20","First-year","Female","Other","Pass",70
"670","230","MichiganStateUniversity","Communal",60,"21","Junior","Female","Other","Fail",71
"671","231","MichiganStateUniversity","Agentic",71,"18","First-year","Female","White, non-Hispanic or latino","Pass",72
"672","232","MichiganStateUniversity","Communal",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",71
"673","233","MichiganStateUniversity","Agentic",70,"23","Other","Female","White, non-Hispanic or latino","Pass",71
"674","234","MichiganStateUniversity","Agentic",63,"18","First-year","Male","White, non-Hispanic or latino","Pass",71
"675","235","MichiganStateUniversity","Communal",78,"21","First-year","Female","African-American","Fail",71
"676","236","MichiganStateUniversity","Agentic",72,"18","First-year","Female","White, non-Hispanic or latino","Fail",71
"677","237","MichiganStateUniversity","Agentic",65,NA,"First-year","Female","White, non-Hispanic or latino","Fail",71
"678","238","MichiganStateUniversity","Communal",74,"20","Junior","Male","White, non-Hispanic or latino","Pass",NA
"679","239","MichiganStateUniversity","Agentic",68,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",71
"680","24","MichiganStateUniversity","Agentic",72,"20","Junior","Female","White, non-Hispanic or latino","Pass",70
"681","240","MichiganStateUniversity","Communal",70,"19","Sophomore","Female","Multiracial","Pass",71
"682","241","MichiganStateUniversity","Agentic",62,"22","Senior","Female","White, non-Hispanic or latino","Pass",73
"683","242","MichiganStateUniversity","Agentic",70,"21","Senior","Female","White, non-Hispanic or latino","Pass",73
"684","243","MichiganStateUniversity","Agentic",65,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",73
"685","244","MichiganStateUniversity","Agentic",74,"18","First-year","Female","White, non-Hispanic or latino","Pass",74
"689","248","MichiganStateUniversity","Communal",61,"20","Junior","Female","White, non-Hispanic or latino","Pass",71
"690","249","MichiganStateUniversity","Agentic",72,"20","Junior","Male","White, non-Hispanic or latino","Fail",71
"693","251","MichiganStateUniversity","Agentic",70,"21","Junior","Female","Asian-American","Fail",72
"694","252","MichiganStateUniversity","Agentic",70,"21","Senior","Female","White, non-Hispanic or latino","Pass",71
"695","253","MichiganStateUniversity","Agentic",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",71
"696","254","MichiganStateUniversity","Communal",70,"21","Senior","Female","White, non-Hispanic or latino","Fail",71
"697","255","MichiganStateUniversity","Communal",70,"21","Junior","Female","White, non-Hispanic or latino","Pass",71
"698","256","MichiganStateUniversity","Agentic",70,"18","First-year","Female","African-American","Fail",71
"699","257","MichiganStateUniversity","Communal",75,"19",NA,"Female","White, non-Hispanic or latino","Pass",71
"701","259","MichiganStateUniversity","Communal",78,"18","First-year",NA,"White, non-Hispanic or latino","Fail",71
"702","26","MichiganStateUniversity","Agentic",75,"19","Sophomore","Male","White, non-Hispanic or latino","Pass",70
"704","261","MichiganStateUniversity","Communal",70,"20","Junior","Male","Asian-American","Pass",71
"705","262","MichiganStateUniversity","Communal",70,"18","First-year","Male","Other","Pass",71
"707","264","MichiganStateUniversity","Communal",73,"18","First-year","Female","White, non-Hispanic or latino","Fail",71
"708","265","MichiganStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"709","266","MichiganStateUniversity","Agentic",70,"21","Junior","Female","White, non-Hispanic or latino","Fail",72
"710","267","MichiganStateUniversity","Communal",76,"20","Junior","Female","White, non-Hispanic or latino","Pass",72
"711","268","MichiganStateUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Pass",73
"712","269","MichiganStateUniversity","Communal",70,"18","First-year","Female","Asian-American","Pass",73
"713","27","MichiganStateUniversity","Communal",72,"21","Senior","Male","Other","Pass",70
"715","271","MichiganStateUniversity","Communal",72,"23","Other","Male","White, non-Hispanic or latino","Pass",71
"716","272","MichiganStateUniversity","Agentic",76,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"717","273","MichiganStateUniversity","Agentic",78,"20","Junior","Male","White, non-Hispanic or latino","Fail",71
"718","274","MichiganStateUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Fail",71
"719","275","MichiganStateUniversity","Agentic",71,"20","Junior","Female","Other","Fail",71
"720","276","MichiganStateUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"721","277","MichiganStateUniversity","Communal",68,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",71
"722","278","MichiganStateUniversity","Agentic",65,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",71
"723","279","MichiganStateUniversity","Agentic",80,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"724","28","MichiganStateUniversity","Agentic",65,"18","Sophomore","Male","African-American","Pass",70
"725","280","MichiganStateUniversity","Communal",72,"22","Junior","Male","Asian-American","Fail",71
"726","281","MichiganStateUniversity","Agentic",73,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"728","283","MichiganStateUniversity","Communal",68,"20","Sophomore","Female","White, non-Hispanic or latino","Pass",70
"729","284","MichiganStateUniversity","Agentic",70,"20","Sophomore","Female","Other","Fail",70
"730","285","MichiganStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",70
"731","286","MichiganStateUniversity","Communal",65,"19","Sophomore","Female","White, non-Hispanic or latino","Fail",70
"732","287","MichiganStateUniversity","Communal",65,"18","First-year","Female","African-American","Fail",70
"733","288","MichiganStateUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"734","289","MichiganStateUniversity","Agentic",65,"18","First-year","Female","Asian-American","Pass",70
"735","29","MichiganStateUniversity","Communal",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",70
"736","290","MichiganStateUniversity","Agentic",70,"19","Other","Female","White, non-Hispanic or latino","Fail",70
"737","291","MichiganStateUniversity","Communal",58,"21","Senior","Female","White, non-Hispanic or latino","Fail",70
"739","293","MichiganStateUniversity","Communal",68,"19","First-year","Female","White, non-Hispanic or latino","Pass",71
"740","294","MichiganStateUniversity","Agentic",78,"18","First-year","Female","African-American","Fail",71
"741","295","MichiganStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",71
"742","296","MichiganStateUniversity","Communal",65,"21","Senior","Female","African-American","Fail",71
"743","297","MichiganStateUniversity","Agentic",70,"20","Junior","Male","Asian-American","Pass",71
"744","298","MichiganStateUniversity","Communal",65,"21","Senior","Female",NA,"Fail",71
"745","299","MichiganStateUniversity","Communal",68,"21","Senior","Female","White, non-Hispanic or latino","Pass",71
"746","3","MichiganStateUniversity","Agentic",68,"20","Junior","Female","White, non-Hispanic or latino","Fail",70
"747","30","MichiganStateUniversity","Communal",68,"19","Sophomore","Male","White, non-Hispanic or latino","Fail",70
"748","300","MichiganStateUniversity","Communal",65,"19","Sophomore","Female","Latino or Hispanic","Fail",70
"749","301","MichiganStateUniversity","Communal",70,"19","First-year","Female","Asian-American","Fail",70
"750","302","MichiganStateUniversity","Agentic",70,"19","Sophomore","Male","White, non-Hispanic or latino",NA,70
"752","304","MichiganStateUniversity","Communal",55,"20","First-year","Male","Asian-American","Pass",70
"753","304","MichiganStateUniversity","Communal",78,"19","Sophomore","Male","White, non-Hispanic or latino","Fail",70
"756","307","MichiganStateUniversity","Communal",70,"21","Junior","Male","White, non-Hispanic or latino","Fail",70
"758","309","MichiganStateUniversity","Communal",68,"19",NA,"Female","White, non-Hispanic or latino","Fail",70
"759","31","MichiganStateUniversity","Communal",70,"21","Senior","Female","White, non-Hispanic or latino","Fail",70
"761","311","MichiganStateUniversity","Communal",59,"19","First-year","Male","Other","Fail",71
"762","312","MichiganStateUniversity","Communal",70,"21","Senior","Female","White, non-Hispanic or latino","Pass",71
"763","313","MichiganStateUniversity","Agentic",73,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"764","314","MichiganStateUniversity","Agentic",60,"21","Sophomore","Male","Other","Pass",71
"765","315","MichiganStateUniversity","Communal",72,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"767","317","MichiganStateUniversity","Communal",67,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"769","319","MichiganStateUniversity","Agentic",65,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",70
"770","32","MichiganStateUniversity","Communal",62,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"771","33","MichiganStateUniversity","Agentic",75,"20","Junior","Female","White, non-Hispanic or latino","Pass",70
"772","34","MichiganStateUniversity","Agentic",70,"19","Sophomore","Female","Latino or Hispanic","Pass",70
"774","36","MichiganStateUniversity","Agentic",70,"19","Sophomore","Female","Asian-American","Fail",70
"776","38","MichiganStateUniversity","Agentic",66,"19","Sophomore","Male","White, non-Hispanic or latino","Pass",71
"777","39","MichiganStateUniversity","Communal",75,NA,"Sophomore","Male","White, non-Hispanic or latino","Fail",71
"778","4","MichiganStateUniversity","Communal",73,"20","Junior","Female","White, non-Hispanic or latino","Pass",70
"779","40","MichiganStateUniversity","Agentic",68,"20","Junior","Female","Multiracial","Pass",71
"780","41","MichiganStateUniversity","Agentic",70,"19","Junior","Female","White, non-Hispanic or latino","Pass",71
"781","42","MichiganStateUniversity","Communal",72,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",71
"782","43","MichiganStateUniversity","Communal",70,"22","Senior","Female","Other","Fail",71
"784","45","MichiganStateUniversity","Agentic",70,"20","Junior","Male","Native Hawaiian and other Pacific Islander","Pass",71
"785","46","MichiganStateUniversity","Agentic",67,"18","First-year","Female","White, non-Hispanic or latino","Fail",70
"787","48","MichiganStateUniversity","Communal",70,"19","First-year","Male","White, non-Hispanic or latino","Fail",70
"788","49","MichiganStateUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"789","5","MichiganStateUniversity","Agentic",69,"19","Junior","Male","Asian-American","Pass",70
"790","50","MichiganStateUniversity","Agentic",72,"20","Junior","Female","White, non-Hispanic or latino","Fail",70
"791","50268576","MichiganStateUniversity","Communal",72,"19","First-year","Female","Latino or Hispanic","Fail",NA
"792","51","MichiganStateUniversity","Communal",67,"21","Senior","Male","White, non-Hispanic or latino","Fail",70
"793","52","MichiganStateUniversity","Communal",72,"19","Sophomore","Female","African-American","Pass",70
"795","54","MichiganStateUniversity","Communal",70,"19","Sophomore","Male","White, non-Hispanic or latino","Pass",70
"796","55","MichiganStateUniversity","Communal",65,"19","Sophomore","Female","White, non-Hispanic or latino","Fail",70
"797","56","MichiganStateUniversity","Communal",70,"19","Sophomore","Female","White, non-Hispanic or latino","Fail",70
"798","57","MichiganStateUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"799","58","MichiganStateUniversity","Agentic",70,"22 years","Senior","Female","White, non-Hispanic or latino","Fail",70
"800","59","MichiganStateUniversity","Agentic",75,"21","Senior","Male","Other","Fail",70
"802","60","MichiganStateUniversity","Communal",77,"20","Senior","Male","Latino or Hispanic","Pass",70
"804","62","MichiganStateUniversity","Agentic",70,"21","Junior","Female","Other","Pass",70
"806","64","MichiganStateUniversity","Communal",75,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",70
"807","65","MichiganStateUniversity","Agentic",74,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"808","66","MichiganStateUniversity","Agentic",65,"21","Senior","Female","White, non-Hispanic or latino","Pass",70
"809","67","MichiganStateUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",70
"810","68","MichiganStateUniversity","Agentic",78,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",70
"811","69","MichiganStateUniversity","Communal",65,"18","First-year","Female","White, non-Hispanic or latino","Fail",70
"813","70","MichiganStateUniversity","Agentic",78,"20","Junior","Male","White, non-Hispanic or latino","Fail",70
"814","71","MichiganStateUniversity","Agentic",77,"18","Sophomore","Female","Other","Fail",70
"815","72","MichiganStateUniversity","Communal",74,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",70
"816","73","MichiganStateUniversity","Communal",65,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"817","74","MichiganStateUniversity","Agentic",72,"19","Sophomore","Male","White, non-Hispanic or latino","Pass",71
"818","75","MichiganStateUniversity","Communal",70,"18","First-year","Male","African-American","Fail",71
"819","76","MichiganStateUniversity","Agentic",70,"22","Senior","Female","African-American","Pass",70
"820","77","MichiganStateUniversity","Agentic",70,"18","First-year","Female","African-American","Pass",70
"821","78","MichiganStateUniversity","Agentic",74,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",70
"822","79","MichiganStateUniversity","Agentic",72,"20","Junior","Female","White, non-Hispanic or latino","Pass",70
"823","8","MichiganStateUniversity","Communal",62,"22","Junior","Female","White, non-Hispanic or latino","Fail",70
"824","80","MichiganStateUniversity","Communal",68,"20","Junior","Female","White, non-Hispanic or latino","Pass",70
"825","81","MichiganStateUniversity","Communal",68,"18","First-year","Male","White, non-Hispanic or latino","Pass",70
"826","82","MichiganStateUniversity","Agentic",72,"20","Junior","Female","White, non-Hispanic or latino","Pass",70
"827","83","MichiganStateUniversity","Communal",70,"40","Senior","Male","White, non-Hispanic or latino","Pass",70
"828","84","MichiganStateUniversity","Communal",68,"18","First-year",NA,"White, non-Hispanic or latino","Fail",70
"829","85","MichiganStateUniversity","Agentic",60,"18","First-year","Female","White, non-Hispanic or latino","Fail",70
"830","86","MichiganStateUniversity","Communal",75,"18","First-year","Male","White, non-Hispanic or latino","Pass",70
"832","88","MichiganStateUniversity","Communal",72,"21","Senior","Female","Other","Pass",70
"833","89","MichiganStateUniversity","Agentic",65,"18","First-year","Female",NA,"Fail",70
"834","9","MichiganStateUniversity","Agentic",75,"19","Sophomore","Female","Other","Fail",71
"835","90","MichiganStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"836","91","MichiganStateUniversity","Agentic",70,"20","Junior","Female","White, non-Hispanic or latino","Fail",70
"837","92","MichiganStateUniversity","Agentic",70,"19","Sophomore",NA,"African-American","Fail",70
"838","93","MichiganStateUniversity","Agentic",75,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",71
"839","94","MichiganStateUniversity","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"840","95","MichiganStateUniversity","Agentic",73,"21","Senior","Female","Other","Fail",74
"841","96","MichiganStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",73
"842","97","MichiganStateUniversity","Agentic",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",73
"843","98","MichiganStateUniversity","Agentic",65,"20","Junior","Female","White, non-Hispanic or latino","Pass",72
"845","A47964621","MichiganStateUniversity","Agentic",66,"19","Sophomore","Female","Multiracial","Fail",NA
"846",NA,"MichiganStateUniversity","Agentic",70,NA,NA,NA,NA,NA,NA
"847",NA,"MichiganStateUniversity","Agentic",74,"22","Senior","Female","White, non-Hispanic or latino","Pass",NA
"848",NA,"MichiganStateUniversity","Agentic",68,"18","First-year","Male","White, non-Hispanic or latino","Pass",NA
"849",NA,"MichiganStateUniversity","Communal",75,"19","Junior","Female","Multiracial","Pass",NA
"850",NA,"MichiganStateUniversity","Agentic",60,NA,NA,NA,NA,NA,NA
"851",NA,"MichiganStateUniversity","Agentic",68,"32","Senior","Male","White, non-Hispanic or latino","Pass",NA
"852",NA,"MichiganStateUniversity","Agentic",75,NA,NA,NA,NA,NA,NA
