"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck","Temperatureinlab"
"2676","10","UCDavis","Communal",68,"21","Senior","Male","Asian-American","Fail",77
"2677","100","UCDavis","Agentic",75,"18","First-year","Female","Asian-American","Fail",73
"2679","102","UCDavis","Agentic",72,"21","Senior","Female","Latino or Hispanic","Pass",73
"2681","104","UCDavis","Communal",72,"19","Sophomore","Male","White, non-Hispanic or latino","Pass",72
"2682","105","UCDavis","Agentic",80,"18","First-year","Female","Other","Pass",72
"2683","106","UCDavis","Agentic",75,"19","Sophomore","Female","Latino or Hispanic","Fail",72
"2684","107","UCDavis","Communal",68,"20","Junior","Female","Other","Fail",72
"2685","108","UCDavis","Communal",72,"25","Senior","Male","Other","Fail",72
"2686","109","UCDavis","Agentic",78,"21","Senior","Female","White, non-Hispanic or latino","Pass",72
"2688","110","UCDavis","Communal",70,"19","Sophomore","Female","Asian-American","Pass",72
"2689","111","UCDavis","Communal",65,"19","Sophomore","Female","Latino or Hispanic","Pass",72
"2690","112","UCDavis","Agentic",72,"22","Junior","Male","Latino or Hispanic","Fail",72
"2691","113","UCDavis","Agentic",74,"23","Senior","Male","White, non-Hispanic or latino","Fail",72
"2692","114","UCDavis","Communal",73,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",72
"2693","115","UCDavis","Agentic",67,"19","Sophomore","Male","Native American and Alaska Native","Pass",72
"2695","117","UCDavis","Agentic",73,"19","Sophomore","Female","Asian-American","Fail",72
"2697","119","UCDavis","Communal",79,"19","Sophomore","Female","Asian-American","Pass",72
"2698","12","UCDavis","Communal",70,"50","Junior","Female","Other","Pass",75
"2699","120","UCDavis","Communal",76,"18","First-year","Female","Multiracial","Pass",72
"2700","13","UCDavis","Communal",74,"18","First-year","Female","Multiracial","Pass",75
"2702","15","UCDavis","Agentic",80,"18","First-year","Female","Asian-American","Fail",75
"2703","16","UCDavis","Agentic",78,"19","Sophomore","Female","Asian-American","Pass",75
"2704","17","UCDavis","Communal",75,"18","First-year","Female","Other","Fail",75
"2706","19","UCDavis","Communal",68,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",72
"2708","20","UCDavis","Agentic",70,"19","Sophomore","Female","Multiracial","Pass",72
"2709","21","UCDavis","Communal",70,"20","Junior","Female","Multiracial","Fail",73
"2710","22","UCDavis","Communal",70,"19","Sophomore","Female","Asian-American","Fail",73
"2711","23","UCDavis","Agentic",73,"20","Junior","Female","Multiracial","Pass",72
"2712","24","UCDavis","Agentic",75,"20","Junior","Female","Asian-American","Pass",72
"2713","247712","UCDavis","Agentic",80,NA,"Senior","Male","Asian-American","Fail",NA
"2716","27","UCDavis","Communal",77,"19","Sophomore","Male","Asian-American","Fail",73
"2717","28","UCDavis","Communal",65,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",73
