"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck","Temperatureinlab"
"2335","1","SanDiegoStateUniversity","Agentic",85,"19","Sophomore","Female","Latino or Hispanic","Fail",74
"2336","10","SanDiegoStateUniversity","Agentic",72,"21","Senior","Male","Multiracial","Pass",73
"2337","100","SanDiegoStateUniversity","Agentic",67,"18","First-year","Female","Latino or Hispanic","Pass",74
"2338","101","SanDiegoStateUniversity","Communal",73,"19","Sophomore","Female","Multiracial","Pass",74
"2339","102","SanDiegoStateUniversity","Communal",75,"18","First-year","Female","African-American","Pass",74
"2342","106","SanDiegoStateUniversity","Communal",77,"18","First-year","Male","Asian-American","Pass",74
"2343","107","SanDiegoStateUniversity","Agentic",80,"18","First-year","Female","White, non-Hispanic or latino","Fail",74
"2344","108","SanDiegoStateUniversity","Agentic",80,"19","First-year","Female","White, non-Hispanic or latino","Pass",74
"2345","109","SanDiegoStateUniversity","Communal",80,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",74
"2346","11","SanDiegoStateUniversity","Agentic",65,"19","Sophomore","Female","Asian-American","Fail",73
"2347","110","SanDiegoStateUniversity","Agentic",75,"18","First-year","Female","Asian-American","Pass",74
"2348","111","SanDiegoStateUniversity","Communal",70,"19","Sophomore","Female","Multiracial","Pass",74
"2349","112","SanDiegoStateUniversity","Communal",70,"19","Sophomore","Female","Asian-American","Pass",74
"2351","114","SanDiegoStateUniversity","Agentic",70,"18","First-year","Female","Latino or Hispanic","Pass",NA
"2352","115","SanDiegoStateUniversity","Agentic",70,"18","First-year","Male","Latino or Hispanic","Pass",NA
"2354","117","SanDiegoStateUniversity","Agentic",70,"18","First-year","Female","Multiracial","Pass",NA
"2355","118","SanDiegoStateUniversity","Agentic",75,"18","First-year","Female","African-American","Pass",NA
"2356","119","SanDiegoStateUniversity","Communal",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",73
"2357","12","SanDiegoStateUniversity","Communal",78,"18","First-year","Female","White, non-Hispanic or latino","Pass",73
"2358","120","SanDiegoStateUniversity","Agentic",73,"18","First-year","Female","Latino or Hispanic","Pass",73
"2359","121","SanDiegoStateUniversity","Agentic",73,"19","Sophomore","Male","White, non-Hispanic or latino","Pass",73
"2360","122","SanDiegoStateUniversity","Communal",70,"18","First-year","Male","White, non-Hispanic or latino","Pass",73
"2361","123","SanDiegoStateUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",74
"2362","124","SanDiegoStateUniversity","Agentic",75,"31","Other","Male","Multiracial","Pass",74
"2364","126","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",73
"2365","127","SanDiegoStateUniversity","Communal",80,"35","Junior","Female","African-American","Fail",73
"2368","13","SanDiegoStateUniversity","Agentic",76,"18","Sophomore","Female","Asian-American","Pass",73
"2369","130","SanDiegoStateUniversity","Communal",80,"18","First-year","Female","Latino or Hispanic","Pass",73
"2370","131","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",73
"2371","132","SanDiegoStateUniversity","Agentic",75,"22","Junior","Female","White, non-Hispanic or latino","Pass",74
"2372","133","SanDiegoStateUniversity","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Pass",74
"2373","134","SanDiegoStateUniversity","Agentic",80,"19","Sophomore","Male","Latino or Hispanic","Pass",74
"2374","135","SanDiegoStateUniversity","Agentic",76,"21","Senior","Female","Latino or Hispanic",NA,74
"2375","136","SanDiegoStateUniversity","Communal",75,"21",NA,"Female","Other","Pass",74
"2376","137","SanDiegoStateUniversity","Communal",80,"22","Junior","Female","White, non-Hispanic or latino","Pass",74
"2377","14","SanDiegoStateUniversity","Agentic",72,"18","First-year","Female","Asian-American","Fail",73
"2378","15","SanDiegoStateUniversity","Agentic",78,"18","Sophomore","Female","White, non-Hispanic or latino","Pass",73
"2379","16","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","Asian-American","Pass",73
"2380","17","SanDiegoStateUniversity","Communal",70,"18",NA,"Female","White, non-Hispanic or latino","Fail",73
"2381","18","SanDiegoStateUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Pass",73
"2382","19","SanDiegoStateUniversity","Agentic",72,"18","First-year","Female","Latino or Hispanic","Pass",73
"2383","2","SanDiegoStateUniversity","Agentic",73,"38","Other","Female","Multiracial","Pass",74
"2384","20","SanDiegoStateUniversity","Communal",68,"45","Other","Male","White, non-Hispanic or latino","Pass",73
"2385","21","SanDiegoStateUniversity","Communal",70,"20","Sophomore","Male","Latino or Hispanic","Pass",73
"2386","22","SanDiegoStateUniversity","Agentic",68,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",73
"2387","23","SanDiegoStateUniversity","Communal",80,"18","First-year","Male","White, non-Hispanic or latino","Fail",73
"2388","24","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","Latino or Hispanic","Fail",73
"2389","25","SanDiegoStateUniversity","Communal",70,"18","First-year","Male","Asian-American","Pass",73
"2390","26","SanDiegoStateUniversity","Agentic",68,"19","Sophomore","Male","White, non-Hispanic or latino","Pass",73
"2392","28","SanDiegoStateUniversity","Communal",79,"30","Senior","Male","White, non-Hispanic or latino","Pass",73
"2394","3","SanDiegoStateUniversity","Communal",89,"20","Junior",NA,"Other","Fail",74
"2395","30","SanDiegoStateUniversity","Communal",72,"18","First-year","Male","White, non-Hispanic or latino","Pass",74
"2396","31","SanDiegoStateUniversity","Agentic",70,"18","First-year","Female","Latino or Hispanic","Pass",74
"2397","32","SanDiegoStateUniversity","Agentic",79,"18","First-year","Female","Latino or Hispanic","Pass",74
"2398","33","SanDiegoStateUniversity","Agentic",75,"19","Sophomore","Female","Multiracial","Pass",74
"2399","34","SanDiegoStateUniversity","Communal",75,"18","First-year","Female","Latino or Hispanic","Pass",74
"2400","35","SanDiegoStateUniversity","Agentic",72,"19","Sophomore","Male","White, non-Hispanic or latino","Pass",74
"2401","36","SanDiegoStateUniversity","Communal",72,"18","First-year","Female","White, non-Hispanic or latino","Pass",74
"2402","37","SanDiegoStateUniversity","Communal",70,"25","First-year","Male","Other","Pass",74
"2403","38","SanDiegoStateUniversity","Agentic",70,"19","Sophomore","Female","Multiracial","Pass",73
"2404","39","SanDiegoStateUniversity","Agentic",60,"18","First-year","Female","Latino or Hispanic","Pass",73
"2405","4","SanDiegoStateUniversity","Agentic",77,"21","Senior","Female","Other","Pass",74
"2406","40","SanDiegoStateUniversity","Communal",72,"23","Sophomore","Male","Latino or Hispanic","Pass",73
"2407","41","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","Multiracial","Pass",73
"2408","42","SanDiegoStateUniversity","Communal",70,"18",NA,"Female","Asian-American","Pass",73
"2409","43","SanDiegoStateUniversity","Communal",76,"18","First-year","Female","Latino or Hispanic","Pass",73
"2410","44","SanDiegoStateUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",73
"2411","45","SanDiegoStateUniversity","Agentic",68,"18","First-year","Female","Multiracial","Pass",73
"2412","46","SanDiegoStateUniversity","Agentic",65,"19","Sophomore","Male","Asian-American","Fail",73
"2414","48","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","Asian-American","Pass",73
"2415","49","SanDiegoStateUniversity","Agentic",72,"20","Sophomore","Male","White, non-Hispanic or latino","Pass",73
"2416","5","SanDiegoStateUniversity","Communal",77,"18","First-year","Female","Latino or Hispanic","Pass",74
"2417","50","SanDiegoStateUniversity","Communal",78,"18","Sophomore","Female","African-American","Pass",73
"2419","52","SanDiegoStateUniversity","Communal",80,"18","First-year","Female","Multiracial","Fail",73
"2420","53","SanDiegoStateUniversity","Agentic",73,"24","Junior","Male","Other","Fail",73
"2421","54","SanDiegoStateUniversity","Agentic",80,"20","Sophomore","Female","White, non-Hispanic or latino","Fail",73
"2422","55","SanDiegoStateUniversity","Agentic",60,"18","First-year","Male","Latino or Hispanic","Pass",73
"2423","56","SanDiegoStateUniversity","Communal",75,"22","Other","Male","White, non-Hispanic or latino","Pass",73
"2424","57","SanDiegoStateUniversity","Communal",79,"19","First-year","Male","Latino or Hispanic","Pass",73
"2425","58","SanDiegoStateUniversity","Agentic",70,"20","Sophomore","Male","White, non-Hispanic or latino",NA,73
"2426","59","SanDiegoStateUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Pass",73
"2427","6","SanDiegoStateUniversity","Communal",62,"23","First-year","Male","White, non-Hispanic or latino","Pass",73
"2428","60","SanDiegoStateUniversity","Agentic",75,"18","Sophomore","Female","White, non-Hispanic or latino","Pass",73
"2429","61","SanDiegoStateUniversity","Agentic",76,"18","First-year","Male","African-American","Fail",73
"2430","62","SanDiegoStateUniversity","Communal",70,"19","Sophomore","Female","Asian-American","Fail",73
"2431","63","SanDiegoStateUniversity","Agentic",80,"18","First-year","Female","Asian-American","Pass",73
"2432","64","SanDiegoStateUniversity","Communal",76,"19","Sophomore","Female","Asian-American","Pass",73
"2433","65","SanDiegoStateUniversity","Agentic",70,"19","Sophomore","Female","Other","Pass",73
"2434","66","SanDiegoStateUniversity","Agentic",75,"19","Sophomore","Male","Multiracial","Pass",73
"2435","67","SanDiegoStateUniversity","Agentic",80,"19","First-year","Female","Asian-American","Pass",73
"2436","68","SanDiegoStateUniversity","Communal",73,"18","First-year","Female","White, non-Hispanic or latino","Pass",73
"2437","69","SanDiegoStateUniversity","Agentic",80,"20","First-year","Female","Other","Fail",73
"2438","7","SanDiegoStateUniversity","Communal",90,"19","First-year","Male","Other","Pass",73
"2439","70","SanDiegoStateUniversity","Agentic",80,"20","Junior","Female","Native American and Alaska Native","Fail",NA
"2440","71","SanDiegoStateUniversity","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Pass",73
"2441","72","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",73
"2442","73","SanDiegoStateUniversity","Agentic",68,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",73
"2443","74","SanDiegoStateUniversity","Communal",67,"18","First-year","Female","Asian-American","Fail",73
"2444","75","SanDiegoStateUniversity","Communal",65,"20","Junior","Male","White, non-Hispanic or latino","Pass",73
"2445","76","SanDiegoStateUniversity","Agentic",78,"19","Sophomore","Female","Latino or Hispanic","Pass",73
"2446","77","SanDiegoStateUniversity","Communal",70,"19","Sophomore","Female","African-American","Pass",73
"2447","78","SanDiegoStateUniversity","Communal",70,"18","First-year","Male","Asian-American","Fail",73
"2448","79","SanDiegoStateUniversity","Agentic",85,"18","First-year","Female","White, non-Hispanic or latino","Fail",73
"2449","8","SanDiegoStateUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Fail",73
"2450","80","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",73
"2452","82","SanDiegoStateUniversity","Communal",74,"18","First-year","Male","Latino or Hispanic","Pass",73
"2453","83","SanDiegoStateUniversity","Agentic",74,"20","Junior","Female","White, non-Hispanic or latino","Pass",73
"2454","84","SanDiegoStateUniversity","Communal",67,"23","Senior","Male","Asian-American","Pass",73
"2455","85","SanDiegoStateUniversity","Agentic",65,"18","First-year","Male","White, non-Hispanic or latino","Fail",73
"2456","86","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","Asian-American","Pass",74
"2457","87","SanDiegoStateUniversity","Communal",78,"23","Junior","Female","White, non-Hispanic or latino","Pass",74
"2458","88","SanDiegoStateUniversity","Agentic",69,"18","First-year","Female","Latino or Hispanic","Pass",74
"2459","89","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","Asian-American","Pass",74
"2460","9","SanDiegoStateUniversity","Agentic",85,"19","Sophomore","Male","Asian-American","Pass",73
"2461","90","SanDiegoStateUniversity","Agentic",70,"18","First-year","Female","African-American","Fail",74
"2462","91","SanDiegoStateUniversity","Agentic",72,"29","Senior","Female","Latino or Hispanic","Pass",73
"2463","92","SanDiegoStateUniversity","Agentic",66,"18","First-year","Female","Latino or Hispanic","Pass",73
"2464","93","SanDiegoStateUniversity","Communal",72,"18","First-year","Male","Asian-American","Pass",73
"2465","94","SanDiegoStateUniversity","Agentic",73,"18","First-year","Female","White, non-Hispanic or latino","Pass",73
"2466","95","SanDiegoStateUniversity","Agentic",70,"19","First-year","Female","Asian-American","Fail",73
"2467","96","SanDiegoStateUniversity","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Pass",73
"2468","97","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","Multiracial","Pass",73
"2469","98","SanDiegoStateUniversity","Agentic",70,"18","First-year","Female","Multiracial","Pass",73
"2470","99","SanDiegoStateUniversity","Communal",75,"19","Sophomore","Female","White, non-Hispanic or latino","Fail",74
"2471",NA,"SanDiegoStateUniversity","Communal",70,NA,NA,NA,NA,NA,NA
"2472",NA,"SanDiegoStateUniversity","Communal",78,"18","First-year","Female","Asian-American","Fail",NA
"2473",NA,"SanDiegoStateUniversity","Communal",70,"18","First-year","Female","Asian-American","Pass",NA
"2474",NA,"SanDiegoStateUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Fail",NA
"2475",NA,"SanDiegoStateUniversity","Communal",75,"19","First-year","Male","Asian-American","Fail",NA
"2476",NA,"SanDiegoStateUniversity","Communal",73,"18","First-year","Female","Latino or Hispanic","Pass",NA
"2477",NA,"SanDiegoStateUniversity","Agentic",75,NA,NA,NA,NA,NA,NA
"2478",NA,"SanDiegoStateUniversity","Agentic",79,"23","Senior","Female","Asian-American","Fail",NA
"2479",NA,"SanDiegoStateUniversity","Agentic",72,NA,NA,NA,NA,NA,NA
"2480",NA,"SanDiegoStateUniversity","Communal",80,"23","Other","Female","Asian-American","Fail",NA
