itemID,Condition,stimDV,stimSD,N
15,Prominent2nd,9.65625,5.51016289789062,32
15,Prominent1st,9.81578947368421,6.96654268109037,38
16,Prominent2nd,10.8157894736842,5.49129661820188,38
16,Prominent1st,10.78125,4.50615618331046,32
17,Prominent2nd,10.5263157894737,5.76914833803313,38
17,Prominent1st,11.46875,4.45033072348417,32
18,Prominent2nd,12.2105263157895,5.34313348056931,38
18,Prominent1st,10.25,4.13482456623596,32
19,Prominent2nd,12.9210526315789,5.30365289184304,38
19,Prominent1st,11.875,4.00604382112505,32
20,Prominent2nd,10.09375,4.82172084794256,32
20,Prominent1st,9.8421052631579,5.25833349301424,38
21,Prominent2nd,10.875,4.47754252875103,32
21,Prominent1st,11.6578947368421,5.34878776763622,38
22,Prominent2nd,11.6842105263158,5.47280877122275,38
22,Prominent1st,10.09375,3.77905411445774,32
2,Prominent2nd,12.9,4.05099078199266,20
2,Prominent1st,12.45,5.30615332966309,20
3,Prominent2nd,10.8,3.44276510656004,20
3,Prominent1st,10.65,5.01864943040089,20
4,Prominent2nd,14.8,3.34978396789688,20
4,Prominent1st,13.15,5.01864943040089,20
5,Prominent2nd,14.7,3.98814031321551,20
5,Prominent1st,15.75,4.02459543569942,20
6,Prominent2nd,11.2,4.49092652496471,20
6,Prominent1st,9.35,4.33194984662614,20
7,Prominent2nd,5.25,3.69743865825776,20
7,Prominent1st,5.95,3.73426523456828,20
8,Prominent2nd,13.1,3.87841530307907,20
8,Prominent1st,13.85,4.77135090657606,20
9,Prominent2nd,7.6,4.38178046004133,20
9,Prominent1st,7.2,4.86231480502424,20
10,Prominent2nd,6.95,4.74036418765256,20
10,Prominent1st,7.4,4.82755250182686,20
11,Prominent2nd,12.65,4.35618133110568,20
11,Prominent1st,10.05,4.44232039888117,20
12,Prominent2nd,7.2,3.91488387943674,20
12,Prominent1st,6.6,3.88519456940129,20
13,Prominent2nd,14.2,4.86231480502424,20
13,Prominent1st,14.2,5.425087920704,20
14,Prominent2nd,9,4.46035165005017,20
14,Prominent1st,9.45,5.06250406107699,20
15,Prominent2nd,8.85,4.19617620421761,20
15,Prominent1st,9.1,4.24139996748839,20
16,Prominent2nd,8.6,4.25997281928566,20
16,Prominent1st,9.95,4.39467380982216,20
17,Prominent2nd,12.45,5.80811591880842,20
17,Prominent1st,10,5.09901951359278,20
18,Prominent2nd,13.9,4.14093810881697,20
18,Prominent1st,15.4,3.89871773792359,20
19,Prominent2nd,13.15,3.70312812291674,20
19,Prominent1st,14.25,4.76693656455866,20
20,Prominent2nd,11.2,4.67467983705273,20
20,Prominent1st,11.75,5.02493781056045,20
21,Prominent2nd,11.05,3.11996963547977,20
21,Prominent1st,11.45,4.44232039888117,20
22,Prominent2nd,11.55,4.14823995651675,20
22,Prominent1st,12.35,4.71587464678722,20
2,Prominent2nd,8.58823529411765,4.9378490196822,17
2,Prominent1st,8.25,4.20317340430616,16
3,Prominent2nd,5.94117647058824,3.09173471200421,17
3,Prominent1st,5,3.77712412645741,16
4,Prominent2nd,11.125,4.64578662158878,16
4,Prominent1st,11.1764705882353,5.38789492888511,17
5,Prominent2nd,5.58823529411765,3.48315273009618,17
5,Prominent1st,4.625,3.09569593683445,16
6,Prominent2nd,10.5,5.44058820349418,16
6,Prominent1st,11.9411764705882,5.17772377878656,17
7,Prominent2nd,4.1875,2.22766694099455,16
7,Prominent1st,6.82352941176471,4.26079942788978,17
8,Prominent2nd,4.9375,3.25512416557853,16
8,Prominent1st,6.05882352941176,4.46473107022268,17
9,Prominent2nd,4.1875,1.64189930669738,16
9,Prominent1st,6.64705882352941,4.27114118928695,17
10,Prominent2nd,5.25,2.64575131106459,16
10,Prominent1st,6.29411764705882,3.86918444058876,17
11,Prominent2nd,6.47058823529412,4.24437343813583,17
11,Prominent1st,4.5625,2.36555138040444,16
12,Prominent2nd,5.58823529411765,2.47635880703433,17
12,Prominent1st,3.9375,1.43614066163451,16
13,Prominent2nd,4.625,2.70493376382245,16
13,Prominent1st,6,3.53553390593274,17
14,Prominent2nd,5.76470588235294,3.15296312547233,17
14,Prominent1st,5.875,3.4423828956117,16
15,Prominent2nd,5.4375,2.85116935075184,16
15,Prominent1st,7.52941176470588,4.41754523263237,17
16,Prominent2nd,6.76470588235294,4.96902168143672,17
16,Prominent1st,4,1.93218356615859,16
17,Prominent2nd,10.7647058823529,4.76352563450521,17
17,Prominent1st,9.5625,4.83002760516611,16
18,Prominent2nd,10.8235294117647,5.174882777871,17
18,Prominent1st,10.875,4.99165971062398,16
19,Prominent2nd,6.05882352941176,3.81560264301876,17
19,Prominent1st,4.375,2.44608530786098,16
20,Prominent2nd,4.4375,2.85116935075184,16
20,Prominent1st,5.35294117647059,4.2122021626251,17
21,Prominent2nd,10.625,4.91087229183031,16
21,Prominent1st,11.5882352941176,5.28037431828241,17
22,Prominent2nd,11.5294117647059,5.33991628046292,17
22,Prominent1st,9.625,5.08428952755447,16
2,Prominent2nd,11.8461538461538,3.94656618028694,26
2,Prominent1st,11.695652173913,3.61102834268849,23
3,Prominent2nd,9.84615384615385,3.86463253303398,26
3,Prominent1st,9.1304347826087,4.00345700416399,23
4,Prominent2nd,13.1304347826087,3.32079327634072,23
4,Prominent1st,14.2307692307692,3.30221370971283,26
5,Prominent2nd,13.0384615384615,3.9342675987357,26
5,Prominent1st,13.9565217391304,3.5608765630436,23
6,Prominent2nd,11.3913043478261,4.14223403090632,23
6,Prominent1st,10.3846153846154,3.73177623205811,26
7,Prominent2nd,4.60869565217391,3.60226103787333,23
7,Prominent1st,5,3.69864840178139,26
8,Prominent2nd,13.5652173913043,3.05742147682594,23
8,Prominent1st,14.1153846153846,3.8504744962347,26
9,Prominent2nd,6.08695652173913,3.94176983182867,23
9,Prominent1st,5.69230769230769,3.58629871337267,26
10,Prominent2nd,4.73913043478261,3.2782671601202,23
10,Prominent1st,5.57692307692308,3.28844129548425,26
11,Prominent2nd,13.6153846153846,3.67779197972831,26
11,Prominent1st,12.2173913043478,3.8489257266167,23
12,Prominent2nd,5.03846153846154,4.04455949869223,26
12,Prominent1st,4.86956521739131,3.50719193328751,23
13,Prominent2nd,13.3913043478261,3.12961122236645,23
13,Prominent1st,14.1923076923077,4.15710698220992,26
14,Prominent2nd,10.3076923076923,5.08935540727296,26
14,Prominent1st,10.6521739130435,4.22770833745201,23
15,Prominent2nd,7.39130434782609,4.30368901414063,23
15,Prominent1st,6.84615384615385,3.37866610001412,26
16,Prominent2nd,9.96153846153846,3.51546035939271,26
16,Prominent1st,8.65217391304348,3.14221542650425,23
17,Prominent2nd,11.2307692307692,4.15025485779071,26
17,Prominent1st,10.6521739130435,3.60061479159745,23
18,Prominent2nd,14.6538461538462,2.92495890832412,26
18,Prominent1st,15.1304347826087,2.80104441278098,23
19,Prominent2nd,13.6153846153846,3.66689975949082,26
19,Prominent1st,13,3.04511531353531,23
20,Prominent2nd,8.82608695652174,3.66373100830093,23
20,Prominent1st,9.61538461538461,3.91996860270001,26
21,Prominent2nd,10.8695652173913,4.48537368288293,23
21,Prominent1st,11.6153846153846,3.86861135889273,26
22,Prominent2nd,10.6923076923077,3.86542862584972,26
22,Prominent1st,11.8695652173913,4.25659219036764,23
2,Prominent2nd,13.2,5.26757709208443,20
2,Prominent1st,13.2666666666667,3.82597637709582,15
3,Prominent2nd,10.6,4.25997281928566,20
3,Prominent1st,11.1333333333333,3.64234356790606,15
4,Prominent2nd,14.6,3.22490309931942,15
4,Prominent1st,13.6,4.30910907875765,20
5,Prominent2nd,13.15,4.19617620421761,20
5,Prominent1st,13.8666666666667,4.7187568984497,15
6,Prominent2nd,11.1333333333333,5.18054970423943,15
6,Prominent1st,11.5,3.98021422327466,20
7,Prominent2nd,5.66666666666667,2.49761791275112,15
7,Prominent1st,4.8,2.96647939483827,20
8,Prominent2nd,14.2666666666667,2.37446735881865,15
8,Prominent1st,12.25,3.75394529304276,20
9,Prominent2nd,4.6,3.15775688922193,15
9,Prominent1st,5.25,3.19333186829253,20
10,Prominent2nd,3.66666666666667,2.22539456105675,15
10,Prominent1st,4.45,2.66507628013672,20
11,Prominent2nd,14,3.90680917050434,20
11,Prominent1st,14.0666666666667,2.84018778721877,15
12,Prominent2nd,4.9,3.29113642187139,20
12,Prominent1st,4.53333333333333,3.41983012666391,15
13,Prominent2nd,15.2,3.54964786985977,15
13,Prominent1st,15.6,3.76129876785302,20
14,Prominent2nd,8.25,5.7204618878659,20
14,Prominent1st,8.8,4.67821699857053,15
15,Prominent2nd,8,3.89138242053607,15
15,Prominent1st,6.7,3.86754376017158,20
16,Prominent2nd,9.75,4.52914538238031,20
16,Prominent1st,9.8,4.50713719718911,15
17,Prominent2nd,11.6,5.74364637527508,20
17,Prominent1st,9.46666666666667,4.92612085384298,15
18,Prominent2nd,14.5,3.34821240601451,20
18,Prominent1st,15.3333333333333,3.61873432227873,15
19,Prominent2nd,13.65,3.36037278633754,20
19,Prominent1st,13.8,3.64887458187942,15
20,Prominent2nd,10.2666666666667,3.57504578725258,15
20,Prominent1st,8.55,4.19868400435435,20
21,Prominent2nd,10.8,3.82099463490856,15
21,Prominent1st,11.1,5.2405303066328,20
22,Prominent2nd,13.45,4.45415240918073,20
22,Prominent1st,12.9333333333333,3.65409098851971,15
2,Prominent2nd,13.0909090909091,4.73999287631664,22
2,Prominent1st,13.3333333333333,3.9660013447636,33
3,Prominent2nd,8.18181818181818,4.44689687027839,22
3,Prominent1st,10.6666666666667,4.46280927966529,33
4,Prominent2nd,14.3636363636364,3.52507253310288,33
4,Prominent1st,14.9090909090909,3.20578481452768,22
5,Prominent2nd,14.0454545454545,5.20510072842722,22
5,Prominent1st,14.3939393939394,4.89859287155119,33
6,Prominent2nd,13.1515151515152,4.22138315692567,33
6,Prominent1st,12.7727272727273,4.08168753828281,22
7,Prominent2nd,8,3.90512483795333,33
7,Prominent1st,6.54545454545455,4.02051018709096,22
8,Prominent2nd,14.1515151515152,3.87396124884797,33
8,Prominent1st,13.2727272727273,3.84437521311601,22
9,Prominent2nd,6.48484848484848,3.8252549924908,33
9,Prominent1st,7.59090909090909,5.24321866713014,22
10,Prominent2nd,7.63636363636364,3.99075636485571,33
10,Prominent1st,7.36363636363636,4.77638491056288,22
11,Prominent2nd,13.4545454545455,3.90027194079095,22
11,Prominent1st,14.9393939393939,3.18138525193226,33
12,Prominent2nd,6.36363636363636,3.94661343125439,22
12,Prominent1st,7.36363636363636,4.89143500045093,33
13,Prominent2nd,13.0909090909091,5.02719875007218,33
13,Prominent1st,11.9545454545455,4.60307632875142,22
14,Prominent2nd,11.5454545454545,6.09236268756901,22
14,Prominent1st,10.6969696969697,4.6198271645488,33
15,Prominent2nd,11.030303030303,4.89569229326181,33
15,Prominent1st,9.5,4.92563749802041,22
16,Prominent2nd,11.1818181818182,4.41465485504558,22
16,Prominent1st,12.6060606060606,4.1753696987467,33
17,Prominent2nd,12.0454545454545,5.0754054281151,22
17,Prominent1st,13.030303030303,4.36237355464924,33
18,Prominent2nd,14.7272727272727,3.69274472937998,22
18,Prominent1st,14.9090909090909,3.23422746150101,33
19,Prominent2nd,13.6818181818182,3.96876331507464,22
19,Prominent1st,15.4545454545455,3.07297605232807,33
20,Prominent2nd,11.5757575757576,4.03910806235658,33
20,Prominent1st,10.0909090909091,4.86884254270229,22
21,Prominent2nd,13.5151515151515,3.6410954062721,33
21,Prominent1st,13.8181818181818,4.36038840162055,22
22,Prominent2nd,12.4090909090909,4.09016347221443,22
22,Prominent1st,12.4242424242424,3.4281035485227,33
2,Prominent2nd,14.515625,4.07077149390083,64
2,Prominent1st,13.6571428571429,4.0820771718902,70
3,Prominent2nd,10.203125,4.26569813225872,64
3,Prominent1st,9.58571428571429,4.01624547846259,70
4,Prominent2nd,13.9714285714286,3.58325990583924,70
4,Prominent1st,15.703125,3.56205615447301,64
5,Prominent2nd,16.28125,4.39505042678332,64
5,Prominent1st,14.3285714285714,4.83262292201846,70
6,Prominent2nd,10.3285714285714,4.76314787086771,70
6,Prominent1st,11.96875,4.56685348940064,64
7,Prominent2nd,5.74285714285714,3.45859867025718,70
7,Prominent1st,6.421875,4.58709261415046,64
8,Prominent2nd,12.8571428571429,4.35153051297851,70
8,Prominent1st,15.09375,4.08527650557268,64
9,Prominent2nd,8.34285714285714,4.38999426986426,70
9,Prominent1st,7.84375,4.40857299735593,64
10,Prominent2nd,6.28571428571429,3.97507763899334,70
10,Prominent1st,6.8125,4.4396303292411,64
11,Prominent2nd,12.96875,3.68165227745146,64
11,Prominent1st,13.2,3.7863216825909,70
12,Prominent2nd,7.0625,4.5,64
12,Prominent1st,7.07142857142857,4.48934787095166,70
13,Prominent2nd,14.2857142857143,4.2157154468463,70
13,Prominent1st,15.390625,3.58841693663252,64
14,Prominent2nd,12,4.814000745181,64
14,Prominent1st,9.94285714285714,4.74841152473978,70
15,Prominent2nd,7.67142857142857,4.26553912378766,70
15,Prominent1st,8.859375,4.70010870357238,64
16,Prominent2nd,11.671875,4.5671521726623,64
16,Prominent1st,10.7714285714286,4.06886883319929,70
17,Prominent2nd,13.40625,4.87207380635835,64
17,Prominent1st,11.5285714285714,4.95697847592321,70
18,Prominent2nd,15.484375,3.99599874279021,64
18,Prominent1st,14.6571428571429,3.80269055887308,70
19,Prominent2nd,15.21875,3.46624883013048,64
19,Prominent1st,14.0857142857143,3.6702598618376,70
20,Prominent2nd,11.5857142857143,4.48020721940163,70
20,Prominent1st,11.875,4.32233035323998,64
21,Prominent2nd,11.7142857142857,4.10069932933982,70
21,Prominent1st,12.78125,4.86799965436735,64
22,Prominent2nd,13.1875,4.3053123331199,64
22,Prominent1st,11.9571428571429,4.60445818709296,70
2,Prominent2nd,12.32,4.54349351637408,25
2,Prominent1st,12.6071428571429,4.64550189222734,28
3,Prominent2nd,8.48,4.34089084559072,25
3,Prominent1st,10.6785714285714,4.6272427709572,28
4,Prominent2nd,16.2142857142857,3.37042851278415,28
4,Prominent1st,14.56,4.50074067978446,25
5,Prominent2nd,14.28,5.81320336246147,25
5,Prominent1st,13.6785714285714,5.01887969960961,28
6,Prominent2nd,12.5,3.99536768808116,28
6,Prominent1st,11.92,4.57274534606947,25
7,Prominent2nd,5.57142857142857,3.96679338199631,28
7,Prominent1st,6.64,3.59258495608199,25
8,Prominent2nd,13.6071428571429,3.9938775896437,28
8,Prominent1st,14.16,3.47227111076694,25
9,Prominent2nd,6.60714285714286,3.33710104525521,28
9,Prominent1st,6.96,4.95378643060034,25
10,Prominent2nd,6.21428571428571,3.9002102778748,28
10,Prominent1st,6.96,3.75810235801705,25
11,Prominent2nd,13.84,3.14483703870328,25
11,Prominent1st,14.9285714285714,3.42029424149629,28
12,Prominent2nd,6.64,3.76253460670685,25
12,Prominent1st,6.46428571428571,4.15872258571951,28
13,Prominent2nd,15.6071428571429,2.91025372082517,28
13,Prominent1st,13.92,4.13239236601108,25
14,Prominent2nd,9.68,5.11305518582905,25
14,Prominent1st,10.9285714285714,3.74095027963604,28
15,Prominent2nd,8.57142857142857,4.61421773337641,28
15,Prominent1st,8.68,4.69680742632695,25
16,Prominent2nd,11.36,4.37683294936723,25
16,Prominent1st,11.7857142857143,4.3915503282684,28
17,Prominent2nd,12.52,4.37911711040784,25
17,Prominent1st,12.5357142857143,4.80341038458628,28
18,Prominent2nd,15.44,2.94505234814822,25
18,Prominent1st,15.7857142857143,3.04724700110022,28
19,Prominent2nd,15.32,3.23676793525064,25
19,Prominent1st,14.1428571428571,3.79779941851599,28
20,Prominent2nd,11.3571428571429,4.42396073348629,28
20,Prominent1st,11.48,4.24381903478459,25
21,Prominent2nd,13.4642857142857,4.81111477693324,28
21,Prominent1st,13.36,4.60868744872117,25
22,Prominent2nd,12.08,4.12229709425865,25
22,Prominent1st,12.8214285714286,3.77176225075103,28
2,Prominent2nd,12.325,4.51429353873296,40
2,Prominent1st,11.1891891891892,3.90752719360579,37
3,Prominent2nd,9.4,4.12497086236795,40
3,Prominent1st,10.6216216216216,3.54613523079353,37
4,Prominent2nd,12.972972972973,4.01030953700367,37
4,Prominent1st,14.2,4.61991230908009,40
5,Prominent2nd,12.775,4.90153037326099,40
5,Prominent1st,13.5405405405405,4.78187895772848,37
6,Prominent2nd,10.1621621621622,4.04497983454329,37
6,Prominent1st,11.1,4.05601800430941,40
7,Prominent2nd,6.35135135135135,4.16477434506905,37
7,Prominent1st,6.225,4.11057111260648,40
8,Prominent2nd,12.8108108108108,3.90041192865744,37
8,Prominent1st,13.025,4.87530406678289,40
9,Prominent2nd,6.94594594594595,3.06363932046282,37
9,Prominent1st,7.35,4.35330702469767,40
10,Prominent2nd,7.32432432432433,3.41608982166302,37
10,Prominent1st,6.85,4.41181397659767,40
11,Prominent2nd,12.55,4.08216885541284,40
11,Prominent1st,12.027027027027,4.16657657560261,37
12,Prominent2nd,7.725,4.08240439459709,40
12,Prominent1st,7.72972972972973,3.21151269868481,37
13,Prominent2nd,12.8108108108108,4.64182577727197,37
13,Prominent1st,14.075,4.60427616182598,40
14,Prominent2nd,9.85,4.65502210190572,40
14,Prominent1st,9.94594594594595,5.42599681546547,37
15,Prominent2nd,8.7027027027027,4.2417558265997,37
15,Prominent1st,8.1,4.08122656273947,40
16,Prominent2nd,10.7,4.53589671116517,40
16,Prominent1st,10.5135135135135,3.64860415944403,37
17,Prominent2nd,12.6,5.31471107833284,40
17,Prominent1st,11.3243243243243,4.0896485454407,37
18,Prominent2nd,14.25,4.29519707914759,40
18,Prominent1st,13.6216216216216,3.92535455830533,37
19,Prominent2nd,13.625,4.46460438423074,40
19,Prominent1st,13.1621621621622,4.53084192270361,37
20,Prominent2nd,10.1081081081081,3.51017397308471,37
20,Prominent1st,10.1,3.94058436379747,40
21,Prominent2nd,11.2702702702703,3.89906433682527,37
21,Prominent1st,11.3,4.54718848047044,40
22,Prominent2nd,11.3,3.95617012415822,40
22,Prominent1st,11.4594594594595,4.02488505422201,37
2,Prominent2nd,11.2666666666667,4.83474018367876,30
2,Prominent1st,11.2432432432432,4.87285796476203,37
3,Prominent2nd,10.2333333333333,4.78995596649067,30
3,Prominent1st,7.72972972972973,3.8488717585565,37
4,Prominent2nd,15.7027027027027,3.45498725568372,37
4,Prominent1st,13.6,4.38335409286636,30
5,Prominent2nd,6.4,5.524865421984,30
5,Prominent1st,9.02702702702703,6.00687793971066,37
6,Prominent2nd,13.0810810810811,4.32934674555449,37
6,Prominent1st,12.6,4.97995983919549,30
7,Prominent2nd,7.35135135135135,4.42979944502267,37
7,Prominent1st,8.66666666666667,5.70138115954694,30
8,Prominent2nd,12.2432432432432,4.35510814641462,37
8,Prominent1st,10.9333333333333,5.16575817003316,30
9,Prominent2nd,7.67567567567568,5.16426855127323,37
9,Prominent1st,7.3,5.08649327072232,30
10,Prominent2nd,7.78378378378378,5.20755399574682,37
10,Prominent1st,7.53333333333333,4.33695692880375,30
11,Prominent2nd,9.83333333333333,3.99208987989942,30
11,Prominent1st,11.8378378378378,4.11307882460541,37
12,Prominent2nd,6.93333333333333,4.14340633922791,30
12,Prominent1st,5.94594594594595,4.50891675797307,37
13,Prominent2nd,11.3243243243243,4.53415466857479,37
13,Prominent1st,10.6666666666667,5.93257130583785,30
14,Prominent2nd,11.1666666666667,6.06336274818619,30
14,Prominent1st,10.0810810810811,4.74563178312656,37
15,Prominent2nd,10.3513513513514,4.54738151892698,37
15,Prominent1st,10.3666666666667,5.04793117974109,30
16,Prominent2nd,9.43333333333333,3.35983716080503,30
16,Prominent1st,10.6216216216216,4.31632142346126,37
17,Prominent2nd,13.5333333333333,4.75418750688009,30
17,Prominent1st,12.972972972973,4.27841148147356,37
18,Prominent2nd,16.5,2.56971754787604,30
18,Prominent1st,16.5675675675676,3.38739936743137,37
19,Prominent2nd,10.5,5.05657646211756,30
19,Prominent1st,11.5945945945946,4.9185559051608,37
20,Prominent2nd,10.4054054054054,4.68721345470526,37
20,Prominent1st,11.2,4.18041410256993,30
21,Prominent2nd,16.1891891891892,3.47081352805744,37
21,Prominent1st,15.6333333333333,5.13596737913514,30
22,Prominent2nd,12.8333333333333,5.2330734249831,30
22,Prominent1st,12.2702702702703,4.74721350225962,37
2,Prominent2nd,12.703488372093,4.61745854692953,172
2,Prominent1st,12.1724137931035,4.28657508179103,174
3,Prominent2nd,9.72674418604651,4.66174990156088,172
3,Prominent1st,9.64367816091954,4.08430525288097,174
4,Prominent2nd,14.1436781609195,3.86432328945396,174
4,Prominent1st,13.9767441860465,4.0637514549235,172
5,Prominent2nd,12.9825581395349,4.88160868558441,172
5,Prominent1st,12.2586206896552,4.93973043949056,174
6,Prominent2nd,12.1494252873563,4.31700157029964,174
6,Prominent1st,12.953488372093,4.32294835695964,172
7,Prominent2nd,6.20114942528736,4.37937874689515,174
7,Prominent1st,7.01162790697674,5.03553265775199,172
8,Prominent2nd,13.0977011494253,4.49363009689764,174
8,Prominent1st,13.2790697674419,4.44761888536889,172
9,Prominent2nd,7.36781609195402,4.55058896659113,174
9,Prominent1st,7.27325581395349,4.71662294737917,172
10,Prominent2nd,6.11494252873563,4.30331311362576,174
10,Prominent1st,6.47093023255814,4.58503454945167,172
11,Prominent2nd,12.9941860465116,4.12593720421645,172
11,Prominent1st,13.2931034482759,3.70443549492462,174
12,Prominent2nd,6.30813953488372,4.50773772999322,172
12,Prominent1st,6.14942528735632,4.20714705863706,174
13,Prominent2nd,13.3505747126437,4.32335701194885,174
13,Prominent1st,13.4825581395349,4.5195790276577,172
14,Prominent2nd,10.7616279069767,5.12032228071612,172
14,Prominent1st,9.81609195402299,4.65957584621606,174
15,Prominent2nd,8.03448275862069,4.55143571545895,174
15,Prominent1st,8.09302325581395,4.52834582962392,172
16,Prominent2nd,11.1220930232558,4.7844998556264,172
16,Prominent1st,10.6379310344828,4.29422899145521,174
17,Prominent2nd,11.2616279069767,4.80693136494446,172
17,Prominent1st,11.9425287356322,4.79247078525192,174
18,Prominent2nd,14.1453488372093,4.3119352102876,172
18,Prominent1st,14.6149425287356,3.82960867424258,174
19,Prominent2nd,13.4941860465116,4.38697846306085,172
19,Prominent1st,12.9137931034483,4.26689562163919,174
20,Prominent2nd,10.2068965517241,4.51750079516576,174
20,Prominent1st,10.9244186046512,4.90256970562196,172
21,Prominent2nd,11.9827586206897,4.82703625957231,174
21,Prominent1st,11.6744186046512,4.77797544652597,172
22,Prominent2nd,12.3313953488372,4.53324978323181,172
22,Prominent1st,12.2586206896552,3.90890643679183,174
2,Prominent2nd,13.0277777777778,3.86742343250126,72
2,Prominent1st,12.9887640449438,4.48354157401995,89
3,Prominent2nd,10.4444444444444,4.68407216867729,72
3,Prominent1st,9.73033707865168,3.98224481275614,89
4,Prominent2nd,14.8202247191011,3.49857697614593,89
4,Prominent1st,15.1527777777778,3.08864217499098,72
5,Prominent2nd,12.7222222222222,4.79795209312785,72
5,Prominent1st,13.7078651685393,4.78682435818982,89
6,Prominent2nd,10.8426966292135,4.13108745424829,89
6,Prominent1st,11.6666666666667,4.37341520592091,72
7,Prominent2nd,5.51685393258427,4.12341528664639,89
7,Prominent1st,5.94444444444445,4.36015534317167,72
8,Prominent2nd,14.2808988764045,3.60551586286693,89
8,Prominent1st,14.5416666666667,3.91435602603948,72
9,Prominent2nd,6.79775280898876,4.74624199494356,89
9,Prominent1st,7.20833333333333,4.63585991840765,72
10,Prominent2nd,6.1123595505618,4.09666772080784,89
10,Prominent1st,7.01388888888889,4.95470485059348,72
11,Prominent2nd,13.7222222222222,3.62006233788915,72
11,Prominent1st,13.2134831460674,3.79734330011355,89
12,Prominent2nd,6.44444444444445,4.46232709102467,72
12,Prominent1st,5.42696629213483,3.91061388010954,89
13,Prominent2nd,14.3033707865169,4.10765497793732,89
13,Prominent1st,15.4166666666667,3.44677845098011,72
14,Prominent2nd,10.0416666666667,4.63434058697204,72
14,Prominent1st,9.51685393258427,5.12372458531381,89
15,Prominent2nd,6.73033707865169,3.93343489997731,89
15,Prominent1st,8.65277777777778,4.58767400091312,72
16,Prominent2nd,10.5277777777778,3.94316031908854,72
16,Prominent1st,10.5168539325843,4.6321808126081,89
17,Prominent2nd,11.5694444444444,4.8898468793933,72
17,Prominent1st,12.5280898876405,4.85959661541528,89
18,Prominent2nd,15.5277777777778,3.33133743062487,72
18,Prominent1st,14.9887640449438,3.6602731580334,89
19,Prominent2nd,13.5138888888889,3.93608461905045,72
19,Prominent1st,13.6629213483146,3.89330375080295,89
20,Prominent2nd,10.5280898876405,4.6025928651943,89
20,Prominent1st,10.9166666666667,4.50586472293704,72
21,Prominent2nd,12.247191011236,4.2487455337814,89
21,Prominent1st,12.1666666666667,4.54709317454879,72
22,Prominent2nd,12.6805555555556,4.51235046613896,72
22,Prominent1st,12.752808988764,4.12938719555667,89
2,Prominent2nd,10.5232558139535,5.52156572889387,86
2,Prominent1st,10.0923076923077,5.42195501215624,65
3,Prominent2nd,11.2209302325581,4.68138029617635,86
3,Prominent1st,10.7384615384615,4.6913381722227,65
4,Prominent2nd,14.0769230769231,4.36358400682459,65
4,Prominent1st,13.7441860465116,4.68837372158137,86
5,Prominent2nd,13.5581395348837,5.25492407996379,86
5,Prominent1st,13.3076923076923,5.15364881941389,65
6,Prominent2nd,12.8769230769231,4.9133354642865,65
6,Prominent1st,11.5581395348837,5.26833973437283,86
7,Prominent2nd,7.36923076923077,5.45884955476321,65
7,Prominent1st,7.6046511627907,5.63242517982199,86
8,Prominent2nd,13.5538461538462,4.73032361878778,65
8,Prominent1st,13.1744186046512,4.47527024610244,86
9,Prominent2nd,8.92307692307692,6.01900036423121,65
9,Prominent1st,10.0116279069767,5.9931219126527,86
10,Prominent2nd,10.2769230769231,4.86218730455907,65
10,Prominent1st,10.1046511627907,5.28043908550269,86
11,Prominent2nd,12.2674418604651,4.99040118298802,86
11,Prominent1st,12.4,4.57848228128056,65
12,Prominent2nd,9.90697674418605,5.18056982325019,86
12,Prominent1st,9.49230769230769,4.48303425749192,65
13,Prominent2nd,13.4307692307692,5.08665297239142,65
13,Prominent1st,13.5697674418605,5.10718224988258,86
14,Prominent2nd,10.4418604651163,5.57854008134068,86
14,Prominent1st,9.35384615384615,5.50122364010604,65
15,Prominent2nd,9.10769230769231,5.99250332948144,65
15,Prominent1st,9.52325581395349,5.93241691483635,86
16,Prominent2nd,11.3488372093023,4.90082212037331,86
16,Prominent1st,10.8307692307692,4.76828464560773,65
17,Prominent2nd,11.7558139534884,4.73519003037925,86
17,Prominent1st,12.2,5.15448833542186,65
18,Prominent2nd,12.4883720930233,4.86704206836268,86
18,Prominent1st,13.5076923076923,5.02842879574188,65
19,Prominent2nd,13.1744186046512,4.54828179701539,86
19,Prominent1st,13.7692307692308,4.54755851656012,65
20,Prominent2nd,12.2307692307692,4.75252969075822,65
20,Prominent1st,11.4651162790698,4.63921310370781,86
21,Prominent2nd,12.2769230769231,5.04513284112672,65
21,Prominent1st,12.0813953488372,5.2473301138973,86
22,Prominent2nd,11.8372093023256,4.53706426231578,86
22,Prominent1st,12.6769230769231,4.50731243476813,65
2,Prominent2nd,12.4117647058824,3.42889966916159,17
2,Prominent1st,13.1818181818182,4.00756859711797,22
3,Prominent2nd,8.17647058823529,2.72110487940209,17
3,Prominent1st,8.5,3.92489005002203,22
4,Prominent2nd,12.2272727272727,3.71524296689063,22
4,Prominent1st,13.5882352941176,3.1436209919735,17
5,Prominent2nd,13.0588235294118,4.64314801933039,17
5,Prominent1st,11.6818181818182,4.09862187798549,22
6,Prominent2nd,12.0454545454545,4.83516161868328,22
6,Prominent1st,11.4705882352941,3.72688957206314,17
7,Prominent2nd,5.09090909090909,3.2937038191806,22
7,Prominent1st,6,3.64005494464026,17
8,Prominent2nd,12.2272727272727,4.69986644371354,22
8,Prominent1st,14.1176470588235,3.49789852878083,17
9,Prominent2nd,5.95454545454545,4.76572357697351,22
