uID,CounterBalance,Prominent2nd,Prominent1st,Asymmetry
32,CBA,12.6,9.54545454545454,3.05454545454545
36,CBB,10,11.1,-1.1
80,CBA,11.7,8.36363636363636,3.33636363636364
89,CBB,5.27272727272727,5.4,-0.127272727272728
119,CBA,12.2,12.4545454545455,-0.254545454545456
187,CBA,8.5,6.18181818181818,2.31818181818182
314,CBA,10,9.27272727272727,0.727272727272727
330,CBB,10.3636363636364,11.5,-1.13636363636364
353,CBB,10.7272727272727,13.3,-2.57272727272727
361,CBB,9.81818181818182,12.1,-2.28181818181818
366,CBA,8.4,7.09090909090909,1.30909090909091
377,CBA,11.5,10.0909090909091,1.40909090909091
383,CBA,12.7,12.6363636363636,0.0636363636363626
430,CBA,10,9.36363636363636,0.636363636363637
439,CBB,5,5.7,-0.7
450,CBB,11.6363636363636,12.9,-1.26363636363636
480,CBA,11.5,12.7272727272727,-1.22727272727273
518,CBB,9.81818181818182,9.8,0.0181818181818176
567,CBA,11.2,6.36363636363636,4.83636363636364
582,CBA,11.2,9.18181818181818,2.01818181818182
586,CBB,9,13.5,-4.5
675,CBB,7.36363636363636,11.4,-4.03636363636364
677,CBB,8.54545454545455,10.1,-1.55454545454545
689,CBB,11,11.6,-0.6
716,CBB,11.9090909090909,10,1.90909090909091
737,CBA,8.4,6.36363636363636,2.03636363636364
797,CBB,10.5454545454545,9.6,0.945454545454545
853,CBA,13.8,10.5454545454545,3.25454545454546
947,CBA,8.9,8,0.9
956,CBA,8.6,7.54545454545455,1.05454545454545
1037,CBB,7.45454545454545,9.8,-2.34545454545455
1096,CBB,12,11.9,0.0999999999999996
1120,CBA,7.4,4,3.4
1190,CBA,10.8,10.5454545454545,0.254545454545456
1247,CBA,10.4,9.90909090909091,0.490909090909092
1284,CBA,8.8,8.36363636363636,0.436363636363637
1330,CBA,12.3,13,-0.699999999999999
1344,CBA,13,11.7272727272727,1.27272727272727
1386,CBB,12.9090909090909,12.2,0.709090909090909
1390,CBA,13.3,9.72727272727273,3.57272727272727
1411,CBB,12.0909090909091,11.3,0.790909090909091
1449,CBA,15.3,12.6363636363636,2.66363636363636
1472,CBB,11.7272727272727,12.5,-0.772727272727273
1695,CBB,13,11.7,1.3
1699,CBB,15.2727272727273,15.1,0.172727272727274
1726,CBA,18.2,15.3636363636364,2.83636363636364
1746,CBB,12,11.2,0.800000000000001
1795,CBB,13.1818181818182,12.9,0.281818181818181
1915,CBA,8.5,8.63636363636364,-0.136363636363637
1943,CBA,9.6,3.81818181818182,5.78181818181818
1987,CBA,10.3,4.45454545454545,5.84545454545455
2063,CBB,7.81818181818182,8.4,-0.581818181818182
2087,CBB,10.4545454545455,11.7,-1.24545454545454
2150,CBA,8.6,10.1818181818182,-1.58181818181818
2237,CBA,10.6,10.3636363636364,0.236363636363636
2255,CBB,12.1818181818182,10.8,1.38181818181818
2289,CBA,10.9,7.18181818181818,3.71818181818182
2331,CBB,6.36363636363636,8.8,-2.43636363636364
2355,CBA,12.6,9.72727272727273,2.87272727272727
2495,CBB,8.45454545454546,9.2,-0.745454545454544
2527,CBB,9.18181818181818,12.9,-3.71818181818182
2539,CBA,9.5,7.54545454545455,1.95454545454545
2609,CBA,10.9,10.3636363636364,0.536363636363637
2624,CBA,13.8,7.18181818181818,6.61818181818182
