"","session_id","referrer","reciprocitygroup","reciprocityus"
"1130",2478986,"lse","Asked first","yes"
"1131",2478990,"lse","Asked first","yes"
"1132",2478991,"lse","Asked first","yes"
"1133",2478996,"lse","Asked second","yes"
"1134",2478997,"lse","Asked second","yes"
"1135",2479012,"lse","Asked first","yes"
"1136",2479015,"lse","Asked second","yes"
"1137",2479020,"lse","Asked first","yes"
"1138",2479021,"lse","Asked second","yes"
"1139",2479022,"lse","Asked second","yes"
"1140",2479024,"lse","Asked first","yes"
"1141",2479025,"lse","Asked first","yes"
"1142",2479026,"lse","Asked first","yes"
"1143",2479029,"lse","Asked first","no"
"1144",2479030,"lse","Asked first","yes"
"1145",2479032,"lse","Asked second","yes"
"1146",2479033,"lse","Asked first","yes"
"1147",2479047,"lse","Asked second","yes"
"1148",2479050,"lse","Asked first","no"
"1149",2479065,"lse","Asked first","yes"
"1150",2479074,"lse","Asked first","yes"
"1151",2479075,"lse","Asked second","yes"
"1152",2479078,"lse","Asked second","yes"
"1153",2479081,"lse","Asked second","no"
"1154",2479082,"lse","Asked second","yes"
"1155",2479089,"lse","Asked first","yes"
"1156",2479090,"lse","Asked first","yes"
"1157",2479091,"lse","Asked second","yes"
"1158",2479098,"lse","Asked first","yes"
"1159",2479110,"lse","Asked first","yes"
"1160",2479112,"lse","Asked first","yes"
"1161",2479114,"lse","Asked first","no"
"1162",2479119,"lse","Asked second","yes"
"1163",2479121,"lse","Asked first","yes"
"1164",2479126,"lse","Asked second","yes"
"1165",2479128,"lse","Asked first","no"
"1166",2479131,"lse","Asked second","yes"
"1167",2479134,"lse","Asked second","yes"
"1168",2479147,"lse","Asked second","yes"
"1169",2479162,"lse","Asked first","yes"
"1170",2479163,"lse","Asked second","yes"
"1171",2479165,"lse","Asked first","yes"
"1172",2479166,"lse","Asked first","yes"
"1173",2479167,"lse","Asked second","yes"
"1174",2479171,"lse","Asked first","no"
"1175",2479175,"lse","Asked second","yes"
"1176",2479180,"lse","Asked second","yes"
"1177",2479192,"lse","Asked first","yes"
"1178",2479199,"lse","Asked second","yes"
"1179",2479229,"lse","Asked first","yes"
"1180",2479240,"lse","Asked second","yes"
"1181",2479254,"lse","Asked second","yes"
"1182",2479258,"lse","Asked second","yes"
"1183",2479265,"lse","Asked first","yes"
"1184",2479269,"lse","Asked second","yes"
"1185",2479273,"lse","Asked second","yes"
"1186",2479275,"lse","Asked second","yes"
"1187",2479276,"lse","Asked first","no"
"1188",2479278,"lse","Asked second","yes"
"1189",2479280,"lse","Asked second","yes"
"1190",2479283,"lse","Asked second","no"
"1191",2479285,"lse","Asked second","yes"
"1192",2479287,"lse","Asked second","yes"
"1193",2479297,"lse","Asked first","yes"
"1194",2479300,"lse","Asked second","yes"
"1195",2479326,"lse","Asked second","yes"
"1196",2479330,"lse","Asked first","yes"
"1197",2479331,"lse","Asked first","yes"
"1198",2479334,"lse","Asked first","yes"
"1199",2479336,"lse","Asked first","yes"
"1200",2479337,"lse","Asked second","yes"
"1201",2479342,"lse","Asked first","yes"
"1202",2479345,"lse","Asked first","no"
"1203",2479348,"lse","Asked second","yes"
"1204",2479358,"lse","Asked first","no"
"1205",2479368,"lse","Asked first","no"
"1206",2481107,"lse","Asked first","yes"
"1207",2481108,"lse","Asked first","yes"
"1208",2481109,"lse","Asked first","no"
"1209",2481111,"lse","Asked second","no"
"1210",2481113,"lse","Asked first","yes"
"1211",2481115,"lse","Asked first","yes"
"1212",2481118,"lse","Asked second","yes"
"1213",2481121,"lse","Asked first","yes"
"1214",2481122,"lse","Asked first","yes"
"1215",2481124,"lse","Asked second","no"
"1216",2481125,"lse","Asked second","yes"
"1217",2481134,"lse","Asked first","yes"
"1218",2481136,"lse","Asked first","yes"
"1219",2481137,"lse","Asked second","yes"
"1220",2481138,"lse","Asked second","no"
"1221",2481139,"lse","Asked second","yes"
"1222",2481140,"lse","Asked second","yes"
"1223",2481151,"lse","Asked second","yes"
"1224",2481152,"lse","Asked first","yes"
"1225",2481154,"lse","Asked first","yes"
"1226",2481156,"lse","Asked first","yes"
"1227",2481157,"lse","Asked second","yes"
"1228",2481164,"lse","Asked second","yes"
"1229",2481165,"lse","Asked second","yes"
"1230",2481166,"lse","Asked second","yes"
"1231",2481190,"lse","Asked second","yes"
"1232",2481191,"lse","Asked first","yes"
"1233",2481193,"lse","Asked second","no"
"1234",2481194,"lse","Asked first","yes"
"1235",2481195,"lse","Asked second","yes"
"1236",2481199,"lse","Asked first","yes"
"1237",2481200,"lse","Asked first","no"
"1239",2481207,"lse","Asked first","no"
"1240",2481209,"lse","Asked first","yes"
"1241",2481210,"lse","Asked second","yes"
"1242",2481211,"lse","Asked second","yes"
"1243",2481212,"lse","Asked first","no"
"1244",2481216,"lse","Asked first","yes"
"1245",2481217,"lse","Asked second","yes"
"1246",2481220,"lse","Asked second","yes"
"1247",2481225,"lse","Asked first","yes"
"1248",2481227,"lse","Asked second","yes"
"1249",2481229,"lse","Asked second","yes"
"1250",2481231,"lse","Asked first","yes"
"1251",2481233,"lse","Asked first","yes"
"1252",2481236,"lse","Asked first","yes"
"1253",2481251,"lse","Asked second","yes"
"1254",2481252,"lse","Asked second","yes"
"1255",2481255,"lse","Asked second","yes"
"1256",2481256,"lse","Asked second","yes"
"1257",2481257,"lse","Asked second","yes"
"1258",2481258,"lse","Asked first","yes"
"1259",2481259,"lse","Asked first","yes"
"1260",2481262,"lse","Asked second","no"
"1261",2481263,"lse","Asked second","yes"
"1262",2481264,"lse","Asked first","no"
"1263",2481268,"lse","Asked second","yes"
"1264",2481271,"lse","Asked second","yes"
"1265",2481273,"lse","Asked first","yes"
"1266",2481283,"lse","Asked first","no"
"1267",2481305,"lse","Asked first","yes"
"1268",2481309,"lse","Asked second","yes"
"1269",2481310,"lse","Asked first","yes"
"1270",2481311,"lse","Asked first","yes"
"1271",2481312,"lse","Asked first","yes"
"1272",2481316,"lse","Asked second","yes"
"1273",2481320,"lse","Asked second","yes"
"1274",2481323,"lse","Asked first","yes"
"1275",2481326,"lse","Asked first","yes"
"1276",2481328,"lse","Asked second","yes"
"1277",2481330,"lse","Asked second","yes"
"1278",2481337,"lse","Asked second","yes"
"1279",2481341,"lse","Asked second","yes"
"1280",2481348,"lse","Asked first","yes"
"1281",2481353,"lse","Asked first","yes"
"1282",2481354,"lse","Asked first","yes"
"1283",2481356,"lse","Asked second","yes"
"1284",2481359,"lse","Asked first","yes"
"1285",2481360,"lse","Asked second","no"
"1286",2481364,"lse","Asked first","yes"
"1287",2481369,"lse","Asked first","yes"
"1288",2481389,"lse","Asked first","yes"
"1289",2481393,"lse","Asked second","no"
"1290",2481420,"lse","Asked second","yes"
"1291",2481422,"lse","Asked second","yes"
"1292",2481425,"lse","Asked second","yes"
"1293",2481427,"lse","Asked first","yes"
"1294",2481431,"lse","Asked first","yes"
"1295",2481438,"lse","Asked second","yes"
"1296",2481448,"lse","Asked first","yes"
"1297",2481454,"lse","Asked first","yes"
"1298",2481456,"lse","Asked second","yes"
"1299",2481458,"lse","Asked first","yes"
"1300",2481463,"lse","Asked first","yes"
"1301",2481467,"lse","Asked second","yes"
"1302",2481493,"lse","Asked first","yes"
"1303",2481495,"lse","Asked second","yes"
"1304",2481500,"lse","Asked second","yes"
"1305",2481502,"lse","Asked second","yes"
"1306",2481505,"lse","Asked second","yes"
"1307",2481509,"lse","Asked first","yes"
"1308",2481514,"lse","Asked second","yes"
"1309",2481517,"lse","Asked first","yes"
"1310",2481528,"lse","Asked second","yes"
"1311",2481530,"lse","Asked first","no"
"1312",2481531,"lse","Asked second","yes"
"1313",2481539,"lse","Asked first","yes"
"1314",2481577,"lse","Asked second","yes"
"1315",2481589,"lse","Asked second","yes"
"1316",2481595,"lse","Asked first","yes"
"1317",2481604,"lse","Asked first","yes"
"1318",2481606,"lse","Asked first","yes"
"1319",2481608,"lse","Asked first","no"
"1320",2481613,"lse","Asked first","yes"
"1321",2481617,"lse","Asked second","yes"
"1322",2481620,"lse","Asked first","yes"
"1323",2481624,"lse","Asked first","yes"
"1324",2481627,"lse","Asked first","no"
"1325",2481630,"lse","Asked first","yes"
"1326",2481670,"lse","Asked second","yes"
"1327",2481679,"lse","Asked second","no"
"1328",2481682,"lse","Asked first","yes"
"1329",2481700,"lse","Asked second","yes"
"1330",2481703,"lse","Asked second","yes"
"1331",2481711,"lse","Asked first","yes"
"1332",2481715,"lse","Asked first","yes"
"1333",2481719,"lse","Asked second","yes"
"1334",2481720,"lse","Asked second","yes"
"1335",2481723,"lse","Asked second","yes"
"1336",2481732,"lse","Asked second","yes"
"1337",2481752,"lse","Asked second","yes"
"1338",2481755,"lse","Asked first","yes"
"1339",2481757,"lse","Asked first","yes"
"1340",2481769,"lse","Asked first","yes"
"1341",2481770,"lse","Asked first","no"
"1342",2481775,"lse","Asked second","yes"
"1343",2481777,"lse","Asked first","yes"
"1344",2481779,"lse","Asked first","yes"
"1345",2481781,"lse","Asked second","no"
"1346",2481783,"lse","Asked first","yes"
"1347",2481790,"lse","Asked second","yes"
