"","session_id","referrer","anch4group","anchoring4"
"4682",2476887,"swps","highanchor",40000
"4683",2476915,"swps","lowanchor",500
"4684",2476916,"swps","highanchor",35000
"4685",2476919,"swps","highanchor",32000
"4686",2476923,"swps","highanchor",25000
"4687",2476927,"swps","highanchor",49000
"4688",2476928,"swps","lowanchor",300
"4690",2476940,"swps","lowanchor",130
"4692",2476946,"swps","highanchor",40000
"4693",2476962,"swps","highanchor",49000
"4694",2476971,"swps","highanchor",45000
"4695",2476974,"swps","lowanchor",120
"4696",2476978,"swps","highanchor",45000
"4697",2476979,"swps","lowanchor",103
"4698",2476985,"swps","lowanchor",12000
"4699",2476986,"swps","lowanchor",12000
"4700",2476996,"swps","highanchor",40000
"4701",2480988,"swps","lowanchor",200
"4702",2480992,"swps","lowanchor",10000
"4704",2480997,"swps","lowanchor",300
"4705",2481010,"swps","highanchor",5000
"4706",2481026,"swps","lowanchor",104
"4707",2481061,"swps","lowanchor",101
"4708",2481067,"swps","highanchor",10000
"4709",2481068,"swps","highanchor",22000
"4710",2481072,"swps","highanchor",40000
"4713",2481083,"swps","highanchor",48000
"4715",2481085,"swps","lowanchor",110
"4716",2481094,"swps","lowanchor",105
"4718",2481096,"swps","lowanchor",230
"4719",2481100,"swps","highanchor",23000
"4720",2481133,"swps","lowanchor",1000
"4721",2481148,"swps","highanchor",35000
"4722",2481219,"swps","highanchor",20000
"4723",2481221,"swps","highanchor",25000
"4725",2481243,"swps","lowanchor",500
"4726",2481245,"swps","lowanchor",120
"4727",2481246,"swps","highanchor",10000
"4728",2481248,"swps","highanchor",10000
"4729",2481291,"swps","highanchor",30000
"4730",2481292,"swps","highanchor",45000
"4732",2481333,"swps","lowanchor",500
"4733",2481383,"swps","highanchor",10000
"4734",2481435,"swps","highanchor",5000
"4735",2481437,"swps","highanchor",40000
"4736",2481439,"swps","highanchor",45000
"4737",2481474,"swps","lowanchor",120
"4738",2481478,"swps","lowanchor",500
"4739",2481490,"swps","lowanchor",345
"4740",2481498,"swps","lowanchor",120
"4741",2483562,"swps","lowanchor",150
"4742",2483564,"swps","lowanchor",120
"4743",2483580,"swps","lowanchor",558
"4744",2483603,"swps","highanchor",48000
"4745",2483618,"swps","lowanchor",5000
"4746",2483620,"swps","highanchor",2000
"4747",2483622,"swps","lowanchor",500
"4749",2483646,"swps","highanchor",30000
"4752",2483709,"swps","highanchor",10000
"4753",2483716,"swps","highanchor",40000
"4754",2483729,"swps","lowanchor",500
"4755",2483731,"swps","lowanchor",30000
"4756",2483761,"swps","lowanchor",156
"4757",2483781,"swps","highanchor",25000
"4759",2483788,"swps","lowanchor",500
"4760",2483815,"swps","highanchor",48000
