"","session_id","referrer","MoneyGroup","Sysjust"
"959",2456203,"laurier","Money priming group",3.625
"960",2456205,"laurier","Money priming group",2.5
"961",2456207,"laurier","Money priming group",4.625
"962",2456209,"laurier","Control group",4.875
"963",2456213,"laurier","Money priming group",5.375
"964",2456214,"laurier","Money priming group",3.375
"965",2456217,"laurier","Control group",3.25
"966",2456219,"laurier","Control group",5.625
"967",2456221,"laurier","Money priming group",3.75
"968",2456222,"laurier","Money priming group",5.75
"969",2456225,"laurier","Money priming group",4.875
"970",2456226,"laurier","Control group",4.875
"971",2456229,"laurier","Control group",6.125
"972",2456230,"laurier","Control group",4.375
"973",2456232,"laurier","Control group",4.75
"974",2456236,"laurier","Control group",4.125
"975",2456283,"laurier","Money priming group",3.875
"976",2456285,"laurier","Control group",4
"977",2456287,"laurier","Money priming group",5.625
"978",2456289,"laurier","Control group",5.875
"979",2456292,"laurier","Control group",3.5
"980",2456297,"laurier","Control group",4.75
"981",2456298,"laurier","Control group",4.625
"982",2456299,"laurier","Money priming group",5.125
"983",2456300,"laurier","Money priming group",5.125
"984",2456302,"laurier","Money priming group",6
"985",2456304,"laurier","Money priming group",4.125
"986",2456305,"laurier","Money priming group",3.5
"987",2456308,"laurier","Control group",5
"988",2456310,"laurier","Control group",3.75
"989",2456345,"laurier","Control group",4.25
"990",2456354,"laurier","Control group",4.5
"991",2456356,"laurier","Money priming group",2.5
"992",2456357,"laurier","Money priming group",5.5
"993",2456358,"laurier","Control group",4.75
"994",2456359,"laurier","Control group",4.875
"995",2456361,"laurier","Money priming group",4.375
"996",2456362,"laurier","Money priming group",3.5
"997",2456364,"laurier","Money priming group",3.375
"998",2456367,"laurier","Money priming group",6.125
"999",2456368,"laurier","Money priming group",4.125
"1000",2456369,"laurier","Money priming group",4.375
"1001",2456370,"laurier","Control group",3.875
"1002",2456372,"laurier","Money priming group",4.125
"1003",2456375,"laurier","Control group",5.125
"1004",2456378,"laurier","Control group",5.25
"1005",2456383,"laurier","Control group",5
"1006",2456386,"laurier","Money priming group",4.5
"1007",2456493,"laurier","Money priming group",5.375
"1008",2456495,"laurier","Money priming group",3.5
"1009",2456496,"laurier","Control group",4
"1010",2456499,"laurier","Money priming group",4.25
"1011",2456502,"laurier","Control group",4.625
"1012",2456503,"laurier","Control group",3.875
"1013",2456504,"laurier","Money priming group",5.375
"1014",2456505,"laurier","Control group",3.5
"1015",2456507,"laurier","Money priming group",4.75
"1016",2456508,"laurier","Control group",4.5
"1017",2456509,"laurier","Control group",5.375
"1018",2456510,"laurier","Control group",5
"1019",2456513,"laurier","Money priming group",4.625
"1020",2456514,"laurier","Control group",4.625
"1021",2456517,"laurier","Money priming group",3.25
"1022",2456518,"laurier","Money priming group",4.125
"1023",2456536,"laurier","Money priming group",3.875
"1024",2456583,"laurier","Control group",4.5
"1025",2456586,"laurier","Control group",3.5
"1026",2456590,"laurier","Money priming group",4.5
"1027",2456591,"laurier","Money priming group",4.75
"1028",2456592,"laurier","Money priming group",4.75
"1029",2456593,"laurier","Control group",4.75
"1030",2456594,"laurier","Control group",5.625
"1031",2456596,"laurier","Money priming group",5.125
"1032",2456598,"laurier","Control group",3.125
"1033",2456601,"laurier","Control group",2.875
"1034",2456602,"laurier","Money priming group",4.75
"1035",2456603,"laurier","Money priming group",4.75
"1036",2456605,"laurier","Control group",4
"1037",2456606,"laurier","Money priming group",2.875
"1038",2456612,"laurier","Control group",4.75
"1039",2456617,"laurier","Control group",6
"1040",2456639,"laurier","Control group",5.5
"1041",2456685,"laurier","Money priming group",4.5
"1042",2456686,"laurier","Money priming group",5.625
"1043",2456687,"laurier","Control group",4.375
"1044",2456689,"laurier","Money priming group",5.375
"1045",2456692,"laurier","Money priming group",4.125
"1046",2456697,"laurier","Control group",5.5
"1047",2456700,"laurier","Control group",3.375
"1048",2456701,"laurier","Control group",4.75
"1049",2456702,"laurier","Money priming group",5
"1050",2456703,"laurier","Control group",5.375
"1051",2456711,"laurier","Control group",4
"1052",2456715,"laurier","Money priming group",4.5
"1053",2456717,"laurier","Money priming group",4.125
"1054",2456718,"laurier","Money priming group",3.5
"1055",2456757,"laurier","Control group",5.625
"1056",2456759,"laurier","Money priming group",3.75
"1057",2456760,"laurier","Control group",3.375
"1058",2456763,"laurier","Control group",3.75
"1059",2456768,"laurier","Money priming group",4.25
"1060",2456770,"laurier","Control group",5.25
"1061",2456772,"laurier","Control group",4.125
"1062",2456776,"laurier","Control group",5
"1063",2456779,"laurier","Money priming group",4
"1064",2456781,"laurier","Money priming group",5.25
"1065",2456783,"laurier","Money priming group",5
"1066",2456787,"laurier","Control group",3.25
"1067",2456790,"laurier","Money priming group",4.625
"1068",2456797,"laurier","Money priming group",4.375
"1069",2456805,"laurier","Control group",5
"1070",2456807,"laurier","Money priming group",4.25
