"","session_id","referrer","MoneyGroup","Sysjust"
"1677",2402411,"mturk","Money priming group",3.875
"1678",2402412,"mturk","Control group",1.625
"1679",2402414,"mturk","Control group",3.25
"1680",2402415,"mturk","Money priming group",5
"1681",2402416,"mturk","Money priming group",3.75
"1682",2402417,"mturk","Money priming group",4.5
"1683",2402421,"mturk","Control group",4.5
"1684",2402422,"mturk","Control group",4.25
"1685",2402426,"mturk","Money priming group",4.625
"1686",2402447,"mturk","Control group",4.75
"1687",2402449,"mturk","Money priming group",2.625
"1688",2402450,"mturk","Control group",3
"1689",2402451,"mturk","Control group",4.625
"1690",2402452,"mturk","Control group",5.5
"1691",2402453,"mturk","Control group",4.375
"1692",2402454,"mturk","Money priming group",2.375
"1693",2402456,"mturk","Money priming group",4
"1694",2402457,"mturk","Money priming group",4
"1695",2402459,"mturk","Control group",2.625
"1696",2402460,"mturk","Money priming group",3.25
"1697",2402466,"mturk","Money priming group",4.5
"1698",2402467,"mturk","Control group",5.375
"1699",2402468,"mturk","Control group",4.28571428571429
"1700",2402470,"mturk","Money priming group",5.25
"1701",2402471,"mturk","Control group",3.75
"1702",2402472,"mturk","Control group",5.125
"1703",2402474,"mturk","Control group",3.5
"1704",2402476,"mturk","Money priming group",3.375
"1705",2402478,"mturk","Money priming group",4.375
"1706",2402479,"mturk","Money priming group",5.625
"1707",2402484,"mturk","Money priming group",4.25
"1708",2402485,"mturk","Control group",4.125
"1709",2402488,"mturk","Money priming group",3.25
"1710",2402489,"mturk","Control group",3.625
"1711",2402490,"mturk","Control group",4.375
"1712",2402493,"mturk","Control group",4.375
"1713",2402494,"mturk","Control group",3.125
"1714",2402495,"mturk","Control group",3.375
"1715",2402496,"mturk","Money priming group",4
"1716",2402498,"mturk","Control group",4.125
"1717",2402499,"mturk","Money priming group",2.75
"1718",2402502,"mturk","Control group",4.875
"1719",2402504,"mturk","Money priming group",4
"1720",2402507,"mturk","Control group",2.125
"1721",2402508,"mturk","Control group",4.125
"1722",2402509,"mturk","Money priming group",2.125
"1723",2402511,"mturk","Money priming group",4.375
"1724",2402512,"mturk","Control group",3.375
"1725",2402513,"mturk","Control group",4
"1726",2402514,"mturk","Control group",5.125
"1727",2402515,"mturk","Control group",4.125
"1728",2402518,"mturk","Money priming group",4.125
"1729",2402521,"mturk","Money priming group",4.875
"1730",2402522,"mturk","Control group",4.75
