"","session_id","referrer","MoneyGroup","Sysjust"
"5636",2479466,"unipd","Control group",1.25
"5637",2481208,"unipd","Money priming group",2.375
"5638",2481277,"unipd","Control group",1.375
"5639",2481290,"unipd","Money priming group",2.25
"5640",2481300,"unipd","Money priming group",1.5
"5641",2481329,"unipd","Money priming group",2.25
"5642",2481381,"unipd","Control group",3.25
"5643",2481594,"unipd","Money priming group",1.875
"5644",2481642,"unipd","Control group",1.375
"5645",2481650,"unipd","Money priming group",3
"5646",2481666,"unipd","Money priming group",3.875
"5647",2481669,"unipd","Money priming group",2.25
"5648",2481678,"unipd","Control group",2.625
"5649",2481688,"unipd","Control group",1.75
"5650",2481705,"unipd","Money priming group",2.125
"5651",2481724,"unipd","Money priming group",2.5
"5652",2481736,"unipd","Money priming group",1.375
"5653",2481756,"unipd","Control group",1.375
"5654",2481761,"unipd","Money priming group",2.625
"5655",2481762,"unipd","Money priming group",2.5
"5656",2481766,"unipd","Money priming group",2.875
"5657",2481772,"unipd","Control group",2.25
"5658",2481780,"unipd","Control group",2.125
"5659",2481795,"unipd","Money priming group",1.875
"5660",2481809,"unipd","Money priming group",3.125
"5661",2481814,"unipd","Money priming group",1.75
"5662",2481863,"unipd","Money priming group",3.375
"5663",2481866,"unipd","Control group",2.25
"5664",2481867,"unipd","Money priming group",1.625
"5665",2481915,"unipd","Control group",4.75
"5666",2481937,"unipd","Control group",2
"5667",2482069,"unipd","Control group",3.375
"5668",2482157,"unipd","Money priming group",1.5
"5669",2482162,"unipd","Control group",2.14285714285714
"5670",2482188,"unipd","Money priming group",3.25
"5671",2482220,"unipd","Control group",1.375
"5672",2482247,"unipd","Money priming group",1.875
"5673",2482249,"unipd","Control group",2.25
"5674",2482262,"unipd","Money priming group",1.5
"5675",2482438,"unipd","Money priming group",1
"5676",2482453,"unipd","Money priming group",1.625
"5677",2482461,"unipd","Money priming group",2.5
"5678",2482476,"unipd","Control group",2.25
"5679",2482519,"unipd","Money priming group",2.75
"5680",2482591,"unipd","Control group",1.375
"5682",2482641,"unipd","Money priming group",2
"5683",2482777,"unipd","Control group",2.75
"5684",2482864,"unipd","Control group",3
"5685",2483502,"unipd","Control group",1.57142857142857
"5686",2483553,"unipd","Money priming group",4
"5687",2483595,"unipd","Control group",2.28571428571429
"5688",2483612,"unipd","Money priming group",1.375
"5689",2483629,"unipd","Control group",2
"5690",2483770,"unipd","Money priming group",2.25
"5691",2483791,"unipd","Money priming group",1.625
"5692",2483792,"unipd","Control group",2
"5693",2483871,"unipd","Money priming group",3.75
"5694",2483932,"unipd","Money priming group",2.875
"5695",2483985,"unipd","Control group",1.25
"5696",2484019,"unipd","Control group",1.875
"5697",2484059,"unipd","Money priming group",1.75
"5698",2484318,"unipd","Control group",4.625
"5699",2484326,"unipd","Control group",1.75
"5700",2484426,"unipd","Money priming group",2.25
"5701",2484434,"unipd","Control group",2
"5702",2484464,"unipd","Control group",2.75
"5703",2484467,"unipd","Money priming group",2.75
"5704",2484491,"unipd","Control group",2.625
"5706",2484642,"unipd","Control group",2.5
"5707",2484702,"unipd","Money priming group",2.625
"5708",2484722,"unipd","Money priming group",4.375
"5709",2484843,"unipd","Money priming group",2.875
"5710",2484977,"unipd","Control group",3
"5711",2485013,"unipd","Money priming group",4
"5712",2485029,"unipd","Control group",2.875
"5713",2485084,"unipd","Money priming group",2.875
"5714",2485107,"unipd","Money priming group",2.5
"5715",2485579,"unipd","Money priming group",2.875
"5716",2485979,"unipd","Control group",2.125
"5717",2485980,"unipd","Money priming group",1.5
"5718",2485997,"unipd","Control group",3.5
"5719",2486001,"unipd","Control group",2.125
"5720",2486003,"unipd","Money priming group",2.5
"5721",2486015,"unipd","Money priming group",3.125
"5722",2486023,"unipd","Control group",2.375
"5723",2486027,"unipd","Control group",3.25
"5724",2486037,"unipd","Money priming group",2
"5725",2486040,"unipd","Money priming group",2.125
"5726",2486108,"unipd","Control group",2.875
"5727",2486115,"unipd","Control group",3.875
"5728",2486145,"unipd","Money priming group",3
"5729",2486157,"unipd","Control group",2.125
"5730",2486158,"unipd","Money priming group",1
"5731",2486167,"unipd","Money priming group",1.25
"5732",2486181,"unipd","Control group",3.5
"5733",2486191,"unipd","Money priming group",2.875
"5734",2486204,"unipd","Money priming group",2.375
"5735",2486230,"unipd","Control group",3
"5736",2486263,"unipd","Money priming group",3.125
"5737",2486285,"unipd","Control group",1.125
"5738",2486620,"unipd","Money priming group",3.75
"5739",2486678,"unipd","Money priming group",2.75
"5740",2486682,"unipd","Money priming group",2.75
"5741",2486702,"unipd","Money priming group",1.875
"5742",2486982,"unipd","Control group",2.5
"5743",2487020,"unipd","Control group",1.75
"5744",2487026,"unipd","Control group",2.375
"5745",2487058,"unipd","Control group",1.375
"5746",2487140,"unipd","Money priming group",4
"5747",2487183,"unipd","Control group",3
"5748",2487244,"unipd","Money priming group",1
"5749",2487591,"unipd","Money priming group",2.625
"5750",2487605,"unipd","Money priming group",2.25
"5751",2487621,"unipd","Money priming group",2.125
"5752",2487622,"unipd","Money priming group",2.375
"5753",2487624,"unipd","Money priming group",1.75
"5754",2487632,"unipd","Money priming group",2.75
"5755",2487640,"unipd","Control group",3.25
"5756",2487668,"unipd","Money priming group",1.375
"5757",2487815,"unipd","Control group",1.375
"5758",2487825,"unipd","Control group",1.5
"5759",2487830,"unipd","Money priming group",2
"5760",2487891,"unipd","Money priming group",2
"5761",2487978,"unipd","Control group",3.125
"5762",2488018,"unipd","Control group",2.75
"5763",2488497,"unipd","Money priming group",2.875
"5764",2488508,"unipd","Money priming group",2.25
"5765",2488532,"unipd","Control group",3
"5766",2488542,"unipd","Control group",1
"5767",2488545,"unipd","Control group",2.125
"5768",2488556,"unipd","Control group",4
"5769",2488614,"unipd","Control group",1.875
"5770",2488655,"unipd","Control group",3.375
"5771",2488731,"unipd","Money priming group",2
"5772",2488886,"unipd","Money priming group",1.625
"5773",2489769,"unipd","Control group",3.5
"5774",2489807,"unipd","Money priming group",2.125
"5775",2489876,"unipd","Control group",3.5
"5776",2490054,"unipd","Control group",2
"5777",2490369,"unipd","Money priming group",3.25
"5778",2491671,"unipd","Money priming group",2.875
"5779",2493475,"unipd","Money priming group",2.25
