"","session_id","referrer","MoneyGroup","Sysjust"
"6258",2454344,"wpi","Control group",4.125
"6259",2454353,"wpi","Control group",4
"6260",2454385,"wpi","Control group",3.875
"6261",2456569,"wpi","Control group",4.375
"6262",2456576,"wpi","Money priming group",3.5
"6263",2458809,"wpi","Money priming group",4.625
"6264",2458813,"wpi","Money priming group",4
"6265",2458816,"wpi","Control group",3.75
"6266",2458872,"wpi","Money priming group",4.5
"6267",2458893,"wpi","Money priming group",3.875
"6268",2458967,"wpi","Money priming group",3.875
"6269",2458970,"wpi","Money priming group",3.375
"6270",2458987,"wpi","Money priming group",3.625
"6271",2459014,"wpi","Control group",1.875
"6272",2461595,"wpi","Money priming group",3.5
"6273",2467812,"wpi","Control group",4
"6274",2472292,"wpi","Money priming group",3.625
"6275",2472304,"wpi","Control group",4.875
"6276",2472376,"wpi","Money priming group",3.25
"6277",2472395,"wpi","Money priming group",2.25
"6278",2474017,"wpi","Money priming group",3.75
"6279",2474025,"wpi","Control group",5
"6280",2474095,"wpi","Control group",4
"6281",2474102,"wpi","Control group",3.625
"6282",2477627,"wpi","Money priming group",2.5
"6283",2477634,"wpi","Control group",4.875
"6284",2477719,"wpi","Money priming group",4.125
"6285",2477729,"wpi","Money priming group",5.125
"6286",2477731,"wpi","Money priming group",4.25
"6287",2477736,"wpi","Control group",2.875
"6288",2477756,"wpi","Control group",3.25
"6289",2477766,"wpi","Money priming group",3.125
"6290",2477773,"wpi","Money priming group",2.625
"6291",2477776,"wpi","Control group",2.125
"6292",2481938,"wpi","Money priming group",4
"6293",2481944,"wpi","Control group",5.125
"6294",2482004,"wpi","Money priming group",1.75
"6295",2482043,"wpi","Control group",2.375
"6296",2482055,"wpi","Money priming group",4.625
"6297",2482067,"wpi","Money priming group",4.125
"6298",2482078,"wpi","Control group",4.875
"6299",2484324,"wpi","Control group",3.25
"6300",2484327,"wpi","Control group",4.25
"6301",2484328,"wpi","Money priming group",4.5
"6302",2484570,"wpi","Money priming group",2.75
"6303",2484574,"wpi","Money priming group",4.25
"6304",2484654,"wpi","Money priming group",4.5
"6305",2484679,"wpi","Money priming group",3.25
"6306",2484690,"wpi","Money priming group",3.375
"6307",2484696,"wpi","Money priming group",2.5
"6308",2484748,"wpi","Money priming group",3.875
"6309",2484783,"wpi","Money priming group",4
"6310",2484805,"wpi","Control group",2.25
"6311",2484862,"wpi","Money priming group",3
"6312",2484863,"wpi","Money priming group",3
"6313",2484876,"wpi","Money priming group",5.125
"6314",2484887,"wpi","Control group",3
"6315",2484890,"wpi","Control group",4.125
"6316",2484896,"wpi","Control group",2.5
"6317",2484969,"wpi","Control group",5.125
"6318",2484972,"wpi","Money priming group",4.375
"6319",2484973,"wpi","Control group",2.75
"6320",2486492,"wpi","Control group",4.25
"6321",2490381,"wpi","Control group",3.25
"6322",2490384,"wpi","Control group",6.125
"6323",2492391,"wpi","Control group",4.25
"6324",2492394,"wpi","Control group",5
"6325",2493944,"wpi","Money priming group",4
"6326",2493955,"wpi","Control group",2.5
"6327",2493959,"wpi","Money priming group",3.75
"6328",2493964,"wpi","Money priming group",2.875
"6329",2493970,"wpi","Control group",3.75
"6330",2493974,"wpi","Control group",5.125
"6331",2494028,"wpi","Money priming group",3.875
"6332",2494032,"wpi","Money priming group",3.25
"6333",2494074,"wpi","Control group",2.375
"6334",2494078,"wpi","Money priming group",3.875
"6335",2494402,"wpi","Money priming group",2.75
"6336",2494404,"wpi","Control group",3.625
"6337",2494405,"wpi","Money priming group",3.25
"6338",2494407,"wpi","Control group",4.375
"6339",2495930,"wpi","Money priming group",4.25
"6340",2495934,"wpi","Money priming group",3.375
"6341",2496017,"wpi","Money priming group",2.625
"6342",2496023,"wpi","Control group",4.25
"6343",2496026,"wpi","Money priming group",3.625
"6344",2496226,"wpi","Control group",2.75
