"","session_id","referrer","MoneyGroup","Sysjust"
"5969",2451755,"wisc","Money priming group",5
"5970",2451756,"wisc","Money priming group",3.625
"5971",2451762,"wisc","Control group",3.875
"5972",2451763,"wisc","Control group",3.875
"5973",2451765,"wisc","Money priming group",4.875
"5974",2451768,"wisc","Control group",5.625
"5975",2451769,"wisc","Money priming group",4.25
"5976",2451773,"wisc","Money priming group",4
"5977",2451775,"wisc","Money priming group",5.125
"5978",2451782,"wisc","Money priming group",4.375
"5979",2451811,"wisc","Money priming group",4.125
"5980",2451854,"wisc","Money priming group",3.75
"5981",2451914,"wisc","Control group",4.75
"5982",2451915,"wisc","Money priming group",4
"5983",2451917,"wisc","Money priming group",2.625
"5984",2451918,"wisc","Money priming group",4.25
"5985",2451920,"wisc","Money priming group",2.625
"5986",2451921,"wisc","Money priming group",4.625
"5987",2451924,"wisc","Control group",5.25
"5988",2451926,"wisc","Control group",4.875
"5989",2451927,"wisc","Money priming group",4.125
"5990",2451929,"wisc","Money priming group",3.875
"5991",2451942,"wisc","Money priming group",4.125
"5992",2451979,"wisc","Control group",3.25
"5993",2451983,"wisc","Money priming group",4
"5994",2461615,"wisc","Money priming group",3
"5995",2461618,"wisc","Control group",3.5
"5996",2461619,"wisc","Control group",3.375
"5997",2461623,"wisc","Money priming group",4.25
"5998",2461641,"wisc","Control group",3.5
"5999",2461643,"wisc","Control group",2.75
"6000",2461658,"wisc","Money priming group",4.375
"6001",2461749,"wisc","Money priming group",3.625
"6002",2461756,"wisc","Money priming group",4.25
"6003",2461765,"wisc","Control group",4.25
"6004",2461774,"wisc","Money priming group",2.625
"6005",2461788,"wisc","Money priming group",3
"6006",2461790,"wisc","Control group",4
"6007",2461792,"wisc","Control group",2.25
"6008",2461806,"wisc","Control group",3.375
"6009",2461810,"wisc","Control group",3.25
"6010",2461899,"wisc","Money priming group",2
"6011",2461906,"wisc","Control group",4.75
"6012",2461911,"wisc","Money priming group",3.125
"6013",2461913,"wisc","Control group",3.125
"6014",2461915,"wisc","Control group",3.375
"6015",2461918,"wisc","Control group",4.375
"6016",2461920,"wisc","Control group",3.875
"6017",2461921,"wisc","Money priming group",3.125
"6018",2461924,"wisc","Control group",4.125
"6019",2461974,"wisc","Control group",4.25
"6020",2461982,"wisc","Money priming group",4.625
"6021",2461986,"wisc","Control group",3.875
"6022",2461988,"wisc","Control group",4.375
"6023",2461994,"wisc","Money priming group",3.125
"6024",2462000,"wisc","Control group",4.125
"6025",2462005,"wisc","Control group",4.625
"6026",2462007,"wisc","Control group",4.375
"6027",2462009,"wisc","Control group",3.25
"6028",2462013,"wisc","Money priming group",3.875
"6029",2462014,"wisc","Control group",3.875
"6030",2462063,"wisc","Money priming group",4
"6031",2462080,"wisc","Control group",3.875
"6032",2462088,"wisc","Control group",4.125
"6033",2462094,"wisc","Control group",4.125
"6034",2462102,"wisc","Money priming group",4
"6035",2462104,"wisc","Money priming group",3.125
"6036",2462128,"wisc","Control group",4.125
"6037",2462132,"wisc","Control group",4.125
"6038",2462133,"wisc","Control group",3.625
"6039",2462137,"wisc","Control group",4.125
"6040",2462152,"wisc","Control group",4.125
"6041",2462184,"wisc","Money priming group",4.875
"6042",2462186,"wisc","Money priming group",2.5
"6043",2462187,"wisc","Money priming group",4.125
"6044",2462188,"wisc","Control group",4.125
"6045",2462194,"wisc","Control group",4.25
"6046",2465656,"wisc","Control group",5
"6047",2465659,"wisc","Money priming group",4.5
"6048",2465663,"wisc","Control group",5.25
"6049",2465664,"wisc","Money priming group",4.375
"6050",2465666,"wisc","Money priming group",4.25
"6051",2465667,"wisc","Money priming group",3.25
"6052",2465671,"wisc","Money priming group",4
"6053",2465672,"wisc","Money priming group",4.875
"6054",2465677,"wisc","Control group",3.75
"6055",2465714,"wisc","Control group",3.5
"6056",2465716,"wisc","Money priming group",3.25
"6057",2477361,"wisc","Control group",5.25
"6058",2477363,"wisc","Control group",2.625
"6059",2477365,"wisc","Control group",2.875
"6060",2477368,"wisc","Money priming group",4.25
"6061",2477371,"wisc","Money priming group",3.875
"6062",2477374,"wisc","Control group",4.125
"6063",2477375,"wisc","Control group",4.25
"6064",2477418,"wisc","Money priming group",2.875
