"","session_id","referrer","MoneyGroup","Sysjust"
"1592",2431130,"msvu","Money priming group",4.375
"1593",2431131,"msvu","Control group",4.75
"1594",2431132,"msvu","Control group",3.25
"1595",2431133,"msvu","Money priming group",3
"1596",2431134,"msvu","Control group",2.875
"1597",2431135,"msvu","Money priming group",1.375
"1598",2431136,"msvu","Control group",2.5
"1599",2431140,"msvu","Money priming group",2.625
"1600",2431142,"msvu","Control group",3.375
"1601",2431144,"msvu","Control group",2.25
"1602",2431145,"msvu","Control group",4
"1603",2431146,"msvu","Money priming group",3.25
"1604",2431148,"msvu","Control group",3.375
"1605",2431149,"msvu","Money priming group",5.625
"1606",2431150,"msvu","Control group",3.125
"1607",2431151,"msvu","Money priming group",4.625
"1608",2431152,"msvu","Control group",3.875
"1609",2431153,"msvu","Money priming group",3.75
"1610",2431157,"msvu","Money priming group",3.875
"1611",2431162,"msvu","Control group",3.625
"1612",2443533,"msvu","Money priming group",3.125
"1613",2443534,"msvu","Money priming group",3.375
"1614",2443535,"msvu","Money priming group",2.5
"1615",2443536,"msvu","Money priming group",4.375
"1616",2443537,"msvu","Money priming group",4
"1617",2443538,"msvu","Control group",1.5
"1618",2443539,"msvu","Money priming group",4.5
"1619",2443540,"msvu","Money priming group",3.42857142857143
"1620",2443541,"msvu","Money priming group",3.75
"1621",2443542,"msvu","Control group",4.875
"1622",2443543,"msvu","Money priming group",3.375
"1623",2443544,"msvu","Control group",2.375
"1624",2443545,"msvu","Money priming group",4.5
"1625",2443546,"msvu","Control group",4.875
"1626",2443547,"msvu","Control group",2.625
"1627",2443548,"msvu","Money priming group",4.125
"1628",2443549,"msvu","Money priming group",2.625
"1629",2443550,"msvu","Money priming group",4.375
"1630",2443551,"msvu","Control group",4.375
"1631",2443552,"msvu","Money priming group",3.5
"1632",2443553,"msvu","Control group",2.75
"1633",2443554,"msvu","Control group",3.875
"1634",2443555,"msvu","Control group",5
"1635",2443612,"msvu","Money priming group",3.625
"1636",2447535,"msvu","Control group",3.125
"1637",2456029,"msvu","Money priming group",4.625
"1638",2456030,"msvu","Control group",4.5
"1639",2456051,"msvu","Money priming group",3.25
"1640",2456053,"msvu","Control group",4.25
"1641",2456112,"msvu","Control group",3.625
"1642",2456125,"msvu","Money priming group",4.5
"1643",2456199,"msvu","Money priming group",2.75
"1644",2456618,"msvu","Money priming group",3.75
"1645",2456623,"msvu","Money priming group",3.625
"1646",2458273,"msvu","Money priming group",3.875
"1647",2458274,"msvu","Control group",3.625
"1648",2458472,"msvu","Money priming group",4
"1649",2458473,"msvu","Money priming group",5.125
"1650",2458680,"msvu","Money priming group",3.25
"1651",2458684,"msvu","Money priming group",4.71428571428571
"1652",2458686,"msvu","Control group",4.25
"1653",2458741,"msvu","Money priming group",4.125
"1654",2465446,"msvu","Control group",4.625
"1655",2465449,"msvu","Control group",2.25
"1656",2465450,"msvu","Control group",4.75
"1657",2465687,"msvu","Money priming group",2.75
"1658",2465688,"msvu","Control group",2.375
"1659",2465709,"msvu","Control group",3.25
"1660",2465781,"msvu","Money priming group",2.5
"1661",2465788,"msvu","Control group",3.75
"1662",2467414,"msvu","Control group",2.75
"1663",2467415,"msvu","Control group",3.875
"1664",2467421,"msvu","Control group",3.625
"1665",2467478,"msvu","Money priming group",3.375
"1666",2467496,"msvu","Control group",2.75
"1667",2467650,"msvu","Money priming group",2.75
"1668",2467689,"msvu","Control group",2.125
"1669",2467798,"msvu","Money priming group",4.875
"1670",2469512,"msvu","Money priming group",3.25
"1671",2469516,"msvu","Control group",3.75
"1672",2469667,"msvu","Control group",4
"1673",2477280,"msvu","Control group",3.25
"1674",2477288,"msvu","Money priming group",3.375
"1675",2495942,"msvu","Money priming group",4.5
"1676",2497504,"msvu","Control group",4.875
