"","session_id","referrer","MoneyGroup","Sysjust"
"846",2483669,"ku","Control group",3.375
"847",2483687,"ku","Control group",3
"848",2483760,"ku","Control group",3.75
"849",2483819,"ku","Money priming group",2.375
"850",2483825,"ku","Control group",2.125
"851",2483870,"ku","Control group",2.75
"852",2483963,"ku","Money priming group",2.75
"853",2484027,"ku","Money priming group",1
"854",2484223,"ku","Control group",1.75
"855",2484248,"ku","Control group",4.375
"856",2484282,"ku","Control group",3.5
"857",2484311,"ku","Control group",1.875
"858",2484495,"ku","Control group",4.625
"859",2484518,"ku","Money priming group",2.14285714285714
"860",2484541,"ku","Money priming group",2.625
"861",2484655,"ku","Money priming group",1.75
"862",2484735,"ku","Money priming group",2.75
"863",2484763,"ku","Money priming group",2.5
"864",2484839,"ku","Money priming group",2.875
"865",2484935,"ku","Control group",2
"866",2484964,"ku","Control group",3.375
"867",2484991,"ku","Money priming group",2.5
"868",2484998,"ku","Money priming group",4.625
"869",2485106,"ku","Money priming group",2.375
"870",2485128,"ku","Control group",2.25
"871",2485343,"ku","Control group",2.375
"872",2485384,"ku","Money priming group",1.875
"873",2486014,"ku","Control group",4
"874",2486033,"ku","Money priming group",4.375
"875",2486087,"ku","Money priming group",2.71428571428571
"876",2486120,"ku","Money priming group",2.5
"877",2486130,"ku","Money priming group",2.25
"878",2486139,"ku","Money priming group",2.85714285714286
"879",2486189,"ku","Control group",1.875
"880",2486238,"ku","Control group",3.5
"881",2486297,"ku","Money priming group",1.5
"882",2486389,"ku","Money priming group",2.5
"883",2486683,"ku","Control group",2.375
"884",2487627,"ku","Money priming group",2.625
"885",2487736,"ku","Control group",3.25
"886",2487969,"ku","Money priming group",2.5
"887",2487986,"ku","Control group",1
"888",2488624,"ku","Money priming group",2.25
"889",2489799,"ku","Money priming group",3.125
"890",2489978,"ku","Control group",2.5
"891",2490370,"ku","Money priming group",3.25
"892",2491599,"ku","Control group",2.25
"893",2491676,"ku","Money priming group",1.375
"894",2492244,"ku","Money priming group",1.75
"895",2493467,"ku","Control group",2.28571428571429
"896",2497422,"ku","Control group",2.625
"897",2497833,"ku","Money priming group",2.875
"898",2498540,"ku","Control group",2.25
"899",2500646,"ku","Control group",2.125
"900",2500653,"ku","Control group",3.5
"901",2500657,"ku","Money priming group",2.75
"902",2500684,"ku","Control group",2.25
"903",2500701,"ku","Money priming group",4.125
"904",2500731,"ku","Money priming group",1.71428571428571
"905",2500735,"ku","Control group",2.875
"906",2500768,"ku","Money priming group",1.5
"907",2500814,"ku","Control group",2.125
"908",2500872,"ku","Control group",2.625
"909",2500947,"ku","Control group",2.625
"910",2500948,"ku","Control group",3.25
"911",2500958,"ku","Control group",2.125
"912",2500977,"ku","Control group",2.875
"913",2501006,"ku","Control group",2.5
"914",2501189,"ku","Money priming group",2.125
"915",2501191,"ku","Control group",4.5
"916",2501212,"ku","Money priming group",3
"917",2501262,"ku","Money priming group",2.125
"918",2501392,"ku","Control group",2.625
"919",2501462,"ku","Control group",2.375
"920",2501531,"ku","Control group",2.625
"921",2501765,"ku","Money priming group",2.125
"922",2501785,"ku","Control group",1.75
"923",2501908,"ku","Control group",2.625
"924",2502030,"ku","Control group",2.5
"925",2502048,"ku","Control group",2.625
"926",2502097,"ku","Money priming group",4.25
"927",2502180,"ku","Money priming group",1.875
"928",2503046,"ku","Control group",2
"929",2503127,"ku","Money priming group",3.375
"930",2503177,"ku","Control group",4.5
"931",2503211,"ku","Control group",2.5
"932",2503400,"ku","Control group",2.25
"933",2503441,"ku","Control group",2.125
"934",2503649,"ku","Money priming group",2.375
"935",2503687,"ku","Money priming group",2.75
"936",2503943,"ku","Control group",2
"937",2504147,"ku","Money priming group",4.375
"938",2504151,"ku","Money priming group",1
"939",2504793,"ku","Control group",2.875
"940",2504918,"ku","Control group",2.875
"941",2504958,"ku","Money priming group",3.125
"942",2505085,"ku","Money priming group",3
"943",2505329,"ku","Money priming group",2.625
"944",2505448,"ku","Money priming group",2
"945",2505529,"ku","Money priming group",1.125
"946",2505548,"ku","Money priming group",1.75
"947",2505570,"ku","Money priming group",2.375
"948",2506806,"ku","Control group",1.875
"949",2506845,"ku","Control group",2.5
"950",2506881,"ku","Money priming group",3
"951",2507070,"ku","Control group",2.75
"952",2507282,"ku","Money priming group",2.75
"953",2509148,"ku","Money priming group",2.125
"954",2510451,"ku","Money priming group",3.75
"955",2510549,"ku","Money priming group",4.875
"956",2510938,"ku","Money priming group",2.25
"957",2511223,"ku","Money priming group",2.5
"958",2511739,"ku","Money priming group",2.625
