"","session_id","referrer","MoneyGroup","Sysjust"
"5018",2426071,"tamu","Control group",3.125
"5019",2426153,"tamu","Money priming group",4.75
"5020",2426156,"tamu","Money priming group",3
"5021",2426160,"tamu","Control group",3.375
"5022",2426162,"tamu","Control group",5.875
"5023",2426169,"tamu","Control group",3.125
"5024",2426307,"tamu","Money priming group",5.25
"5025",2426309,"tamu","Money priming group",3.75
"5026",2426320,"tamu","Money priming group",2.5
"5027",2426433,"tamu","Control group",3.25
"5028",2426436,"tamu","Money priming group",5.375
"5029",2426441,"tamu","Control group",3
"5030",2426558,"tamu","Money priming group",3.25
"5031",2426560,"tamu","Money priming group",4.25
"5032",2426564,"tamu","Money priming group",5.375
"5033",2426568,"tamu","Money priming group",3.5
"5034",2426571,"tamu","Money priming group",3.75
"5035",2426688,"tamu","Money priming group",4.25
"5036",2426692,"tamu","Control group",4.625
"5037",2426694,"tamu","Money priming group",3.125
"5038",2426695,"tamu","Money priming group",4.375
"5039",2426699,"tamu","Control group",4.625
"5040",2426838,"tamu","Control group",3.375
"5041",2426842,"tamu","Money priming group",2.25
"5042",2426844,"tamu","Money priming group",2.625
"5043",2426847,"tamu","Control group",4.25
"5044",2426854,"tamu","Money priming group",4
"5045",2426866,"tamu","Control group",4.625
"5046",2428570,"tamu","Control group",2.875
"5047",2428571,"tamu","Control group",3.5
"5048",2428572,"tamu","Control group",3
"5049",2428574,"tamu","Money priming group",4.875
"5050",2428575,"tamu","Control group",6
"5051",2428668,"tamu","Money priming group",3.375
"5052",2428670,"tamu","Control group",4.125
"5053",2428758,"tamu","Control group",4.75
"5054",2428759,"tamu","Money priming group",3.125
"5055",2428762,"tamu","Money priming group",3.125
"5056",2428764,"tamu","Control group",3.5
"5057",2428846,"tamu","Control group",4.375
"5058",2428847,"tamu","Control group",3.875
"5059",2428848,"tamu","Money priming group",5.5
"5060",2428851,"tamu","Control group",3.125
"5061",2428930,"tamu","Control group",3.25
"5062",2428939,"tamu","Money priming group",2.875
"5063",2428942,"tamu","Control group",4.625
"5064",2428944,"tamu","Money priming group",3
"5065",2429015,"tamu","Money priming group",3.875
"5066",2429017,"tamu","Control group",4
"5067",2429020,"tamu","Money priming group",3.875
"5068",2429091,"tamu","Money priming group",4.5
"5069",2429093,"tamu","Money priming group",3.875
"5070",2429098,"tamu","Money priming group",3.125
"5071",2429192,"tamu","Money priming group",4.375
"5072",2429193,"tamu","Control group",5
"5073",2429211,"tamu","Money priming group",4.5
"5074",2429343,"tamu","Control group",4.25
"5075",2429345,"tamu","Control group",4.875
"5076",2429351,"tamu","Control group",5.625
"5077",2429353,"tamu","Control group",6
"5078",2429354,"tamu","Money priming group",4
"5079",2429513,"tamu","Control group",3.625
"5080",2429516,"tamu","Control group",2.25
"5081",2429593,"tamu","Control group",3.125
"5082",2429598,"tamu","Money priming group",3.75
"5083",2429605,"tamu","Control group",3.875
"5084",2429628,"tamu","Control group",5.75
"5085",2429631,"tamu","Control group",3.125
"5086",2430828,"tamu","Control group",4.875
"5087",2430833,"tamu","Control group",3
"5088",2430836,"tamu","Money priming group",3.25
"5089",2430914,"tamu","Control group",3.875
"5090",2430915,"tamu","Control group",4.625
"5091",2430916,"tamu","Money priming group",4.5
"5092",2430992,"tamu","Control group",3
"5093",2430993,"tamu","Control group",4.75
"5094",2430994,"tamu","Money priming group",3.625
"5095",2430997,"tamu","Control group",4.25
"5096",2431000,"tamu","Control group",5.875
"5097",2431063,"tamu","Control group",3.75
"5098",2431064,"tamu","Money priming group",4
"5099",2431066,"tamu","Money priming group",4.375
"5100",2431067,"tamu","Money priming group",4
"5101",2431068,"tamu","Money priming group",2.625
"5102",2431113,"tamu","Control group",4.375
"5103",2431450,"tamu","Money priming group",3.75
"5104",2431454,"tamu","Control group",3.125
"5105",2431456,"tamu","Money priming group",3
"5106",2431571,"tamu","Control group",4.25
"5107",2431577,"tamu","Money priming group",5
"5108",2431581,"tamu","Money priming group",5.25
"5109",2431605,"tamu","Control group",4.625
"5110",2431608,"tamu","Control group",5.125
"5111",2431630,"tamu","Control group",5.5
"5112",2431631,"tamu","Money priming group",3.125
"5113",2431633,"tamu","Money priming group",4.375
"5114",2431707,"tamu","Control group",3.75
"5115",2431710,"tamu","Control group",4.75
"5116",2431712,"tamu","Money priming group",4.14285714285714
