"","session_id","referrer","MoneyGroup","Sysjust"
"4331",2435605,"qccuny","Control group",3.625
"4332",2435609,"qccuny","Control group",3.375
"4333",2435611,"qccuny","Control group",3.375
"4335",2435994,"qccuny","Control group",3.375
"4336",2435995,"qccuny","Control group",4.625
"4337",2436001,"qccuny","Control group",3
"4338",2436104,"qccuny","Money priming group",5.5
"4339",2436106,"qccuny","Money priming group",3.375
"4340",2436108,"qccuny","Money priming group",4
"4341",2436109,"qccuny","Control group",3.5
"4342",2440777,"qccuny","Control group",4.5
"4343",2442207,"qccuny","Control group",3.375
"4344",2442594,"qccuny","Money priming group",3.375
"4345",2442597,"qccuny","Control group",5.375
"4346",2442600,"qccuny","Control group",2.625
"4347",2442616,"qccuny","Money priming group",4.25
"4348",2443480,"qccuny","Control group",5.125
"4349",2443559,"qccuny","Control group",4.14285714285714
"4350",2445944,"qccuny","Control group",3.375
"4351",2445947,"qccuny","Money priming group",4.5
"4352",2445952,"qccuny","Control group",4.25
"4353",2445955,"qccuny","Money priming group",4.125
"4354",2446058,"qccuny","Money priming group",2.625
"4355",2446093,"qccuny","Money priming group",3.875
"4356",2446098,"qccuny","Money priming group",4
"4357",2446101,"qccuny","Money priming group",4.375
"4358",2446232,"qccuny","Control group",4.42857142857143
"4359",2446279,"qccuny","Money priming group",3.25
"4360",2446283,"qccuny","Control group",2.125
"4361",2447378,"qccuny","Control group",3.875
"4362",2447379,"qccuny","Control group",3.875
"4363",2447381,"qccuny","Control group",4.75
"4364",2447382,"qccuny","Money priming group",3.5
"4365",2447428,"qccuny","Control group",3.75
"4366",2447431,"qccuny","Money priming group",3.75
"4367",2447432,"qccuny","Money priming group",3.875
"4368",2447571,"qccuny","Money priming group",4.125
"4369",2451780,"qccuny","Control group",5.125
"4370",2452217,"qccuny","Control group",3.25
"4371",2452227,"qccuny","Control group",2.75
"4372",2452232,"qccuny","Control group",3.625
"4373",2452233,"qccuny","Control group",4.375
"4374",2452291,"qccuny","Control group",3.75
"4375",2452351,"qccuny","Money priming group",1.875
"4376",2452354,"qccuny","Control group",1.75
"4377",2452358,"qccuny","Control group",3.75
"4378",2454871,"qccuny","Control group",1.625
"4379",2454875,"qccuny","Money priming group",2.875
"4380",2454880,"qccuny","Money priming group",2.625
"4381",2454887,"qccuny","Control group",2.75
"4382",2454953,"qccuny","Control group",2.5
"4383",2458773,"qccuny","Money priming group",4.375
"4384",2458792,"qccuny","Money priming group",2.375
"4385",2458793,"qccuny","Control group",4.75
"4386",2458871,"qccuny","Money priming group",3.75
"4387",2458873,"qccuny","Control group",2.5
"4388",2458876,"qccuny","Control group",4
"4389",2458906,"qccuny","Money priming group",4.875
"4390",2458992,"qccuny","Control group",3.25
"4391",2458996,"qccuny","Money priming group",4.625
"4392",2459011,"qccuny","Money priming group",3.75
"4393",2459017,"qccuny","Control group",3.5
"4394",2460980,"qccuny","Control group",3.875
"4395",2460982,"qccuny","Control group",2.125
"4396",2460988,"qccuny","Control group",3.5
"4397",2461079,"qccuny","Control group",4.125
"4398",2461192,"qccuny","Control group",2.25
"4399",2461195,"qccuny","Money priming group",3.875
"4400",2461359,"qccuny","Control group",3.75
"4401",2465670,"qccuny","Control group",5.125
"4402",2465683,"qccuny","Control group",4.25
"4403",2466121,"qccuny","Money priming group",4.25
"4404",2466123,"qccuny","Money priming group",2.875
"4405",2466125,"qccuny","Money priming group",4.125
"4406",2468372,"qccuny","Control group",4.625
"4407",2468381,"qccuny","Control group",3
"4408",2468429,"qccuny","Money priming group",3.5
"4409",2468430,"qccuny","Money priming group",3.125
"4410",2468439,"qccuny","Money priming group",1.75
"4411",2468449,"qccuny","Money priming group",3.5
"4412",2469494,"qccuny","Money priming group",3.625
"4413",2469495,"qccuny","Money priming group",3.75
"4414",2469498,"qccuny","Money priming group",3.25
"4415",2469526,"qccuny","Control group",4.25
"4416",2469837,"qccuny","Money priming group",3.25
"4417",2469845,"qccuny","Control group",3
"4418",2469848,"qccuny","Control group",4.75
"4419",2469854,"qccuny","Money priming group",4.875
"4420",2470430,"qccuny","Control group",3.875
"4421",2470432,"qccuny","Money priming group",5.625
"4422",2472217,"qccuny","Control group",4.375
"4423",2472226,"qccuny","Control group",3.625
"4424",2472339,"qccuny","Money priming group",2.375
"4425",2472340,"qccuny","Money priming group",4.75
"4426",2472380,"qccuny","Money priming group",3.375
"4427",2472440,"qccuny","Control group",2.5
"4428",2472457,"qccuny","Control group",4.5
"4429",2473367,"qccuny","Money priming group",3.5
"4430",2473368,"qccuny","Money priming group",3.625
"4431",2473414,"qccuny","Control group",3.875
"4432",2473484,"qccuny","Control group",3.25
"4433",2473485,"qccuny","Control group",4.5
