"","session_id","referrer","MoneyGroup","Sysjust"
"4682",2476887,"swps","Money priming group",2.875
"4683",2476915,"swps","Control group",3.75
"4684",2476916,"swps","Money priming group",2.125
"4685",2476919,"swps","Control group",2.875
"4686",2476923,"swps","Control group",3.625
"4687",2476927,"swps","Control group",4.83333333333333
"4688",2476928,"swps","Control group",3.25
"4689",2476939,"swps","Money priming group",3.375
"4690",2476940,"swps","Control group",3.625
"4691",2476942,"swps","Money priming group",3.875
"4692",2476946,"swps","Control group",4.75
"4693",2476962,"swps","Money priming group",3.875
"4694",2476971,"swps","Control group",3.5
"4695",2476974,"swps","Money priming group",2.25
"4696",2476978,"swps","Money priming group",3.375
"4697",2476979,"swps","Control group",3
"4698",2476985,"swps","Money priming group",2.5
"4699",2476986,"swps","Money priming group",4
"4700",2476996,"swps","Control group",2.625
"4701",2480988,"swps","Money priming group",3.625
"4702",2480992,"swps","Control group",3.875
"4703",2480993,"swps","Control group",3.5
"4704",2480997,"swps","Money priming group",3.125
"4705",2481010,"swps","Control group",2.5
"4706",2481026,"swps","Money priming group",2.875
"4707",2481061,"swps","Money priming group",1.875
"4708",2481067,"swps","Control group",1.375
"4709",2481068,"swps","Money priming group",3.375
"4710",2481072,"swps","Money priming group",4.125
"4711",2481073,"swps","Control group",2.875
"4712",2481082,"swps","Control group",3.875
"4713",2481083,"swps","Control group",3.5
"4714",2481084,"swps","Control group",2.28571428571429
"4715",2481085,"swps","Money priming group",3.5
"4716",2481094,"swps","Control group",4.125
"4717",2481095,"swps","Money priming group",3.25
"4718",2481096,"swps","Money priming group",3.5
"4719",2481100,"swps","Control group",4.25
"4720",2481133,"swps","Control group",3.5
"4721",2481148,"swps","Control group",3.25
"4722",2481219,"swps","Money priming group",2.75
"4723",2481221,"swps","Control group",4
"4724",2481223,"swps","Money priming group",3.375
"4725",2481243,"swps","Control group",3.125
"4726",2481245,"swps","Control group",2.25
"4727",2481246,"swps","Control group",4.25
"4728",2481248,"swps","Money priming group",5.375
"4729",2481291,"swps","Control group",4.625
"4730",2481292,"swps","Control group",2.375
"4731",2481295,"swps","Money priming group",3.125
"4732",2481333,"swps","Control group",2.75
"4733",2481383,"swps","Money priming group",3.125
"4734",2481435,"swps","Control group",4.5
"4735",2481437,"swps","Control group",3.375
"4736",2481439,"swps","Control group",2.875
"4737",2481474,"swps","Money priming group",4.25
"4738",2481478,"swps","Control group",2.25
"4739",2481490,"swps","Money priming group",5.125
"4740",2481498,"swps","Control group",2.125
"4741",2483562,"swps","Control group",3
"4742",2483564,"swps","Control group",2.25
"4743",2483580,"swps","Money priming group",4.75
"4744",2483603,"swps","Money priming group",2.625
"4745",2483618,"swps","Money priming group",3.5
"4746",2483620,"swps","Control group",3.5
"4747",2483622,"swps","Money priming group",2.625
"4748",2483645,"swps","Control group",2.125
"4749",2483646,"swps","Control group",2.75
"4750",2483680,"swps","Money priming group",4.125
"4751",2483697,"swps","Control group",3.625
"4752",2483709,"swps","Control group",3.125
"4753",2483716,"swps","Money priming group",3.625
"4754",2483729,"swps","Money priming group",3.625
"4755",2483731,"swps","Control group",4.5
"4756",2483761,"swps","Control group",3.5
"4757",2483781,"swps","Money priming group",3.375
"4758",2483787,"swps","Control group",3
"4759",2483788,"swps","Control group",3.125
"4760",2483815,"swps","Money priming group",4.375
