"","session_id","referrer","MoneyGroup","Sysjust"
"1140",2479024,"lse","Control group",4.75
"1141",2479025,"lse","Control group",3.375
"1142",2479026,"lse","Control group",4.5
"1143",2479029,"lse","Control group",3.25
"1144",2479030,"lse","Money priming group",3.5
"1145",2479032,"lse","Money priming group",2.625
"1146",2479033,"lse","Control group",2.625
"1147",2479047,"lse","Money priming group",3.875
"1148",2479050,"lse","Control group",3
"1149",2479065,"lse","Money priming group",4.875
"1150",2479074,"lse","Control group",5.125
"1151",2479075,"lse","Control group",4.125
"1152",2479078,"lse","Money priming group",4.28571428571429
"1153",2479081,"lse","Control group",3.75
"1154",2479082,"lse","Control group",5
"1155",2479089,"lse","Money priming group",3.5
"1156",2479090,"lse","Money priming group",2.625
"1157",2479091,"lse","Money priming group",3.5
"1158",2479098,"lse","Money priming group",3.875
"1159",2479110,"lse","Money priming group",4
"1160",2479112,"lse","Control group",3.375
"1161",2479114,"lse","Money priming group",2.5
"1162",2479119,"lse","Control group",4
"1163",2479121,"lse","Control group",5.125
"1164",2479126,"lse","Control group",4.75
"1165",2479128,"lse","Control group",4.625
"1166",2479131,"lse","Money priming group",3.375
"1167",2479134,"lse","Money priming group",2.25
"1168",2479147,"lse","Control group",4.5
"1169",2479162,"lse","Control group",4.25
"1170",2479163,"lse","Money priming group",3
"1171",2479165,"lse","Money priming group",2.75
"1172",2479166,"lse","Money priming group",3.125
"1173",2479167,"lse","Money priming group",4.5
"1174",2479171,"lse","Money priming group",4
"1175",2479175,"lse","Money priming group",5.25
"1176",2479180,"lse","Money priming group",5.75
"1177",2479192,"lse","Money priming group",3.625
"1178",2479199,"lse","Money priming group",4.625
"1179",2479229,"lse","Control group",2.875
"1180",2479240,"lse","Control group",2.75
"1181",2479254,"lse","Control group",3
"1182",2479258,"lse","Control group",3.75
"1183",2479265,"lse","Control group",3.75
"1184",2479269,"lse","Money priming group",2
"1185",2479273,"lse","Control group",4.75
"1186",2479275,"lse","Control group",2.5
"1187",2479276,"lse","Control group",3.25
"1188",2479278,"lse","Money priming group",4.125
"1189",2479280,"lse","Money priming group",3.71428571428571
"1190",2479283,"lse","Money priming group",3.25
"1191",2479285,"lse","Money priming group",4.125
"1192",2479287,"lse","Control group",5.625
"1193",2479297,"lse","Control group",3.375
"1194",2479300,"lse","Control group",2.625
"1195",2479326,"lse","Control group",2.875
"1196",2479330,"lse","Money priming group",4.25
"1197",2479331,"lse","Control group",4.75
"1198",2479334,"lse","Money priming group",3.25
"1199",2479336,"lse","Control group",2.875
"1200",2479337,"lse","Money priming group",3
"1201",2479342,"lse","Money priming group",3
"1202",2479345,"lse","Money priming group",2.75
"1203",2479348,"lse","Control group",4.5
"1204",2479358,"lse","Control group",4.625
"1205",2479368,"lse","Money priming group",2.875
"1206",2481107,"lse","Control group",2.25
"1207",2481108,"lse","Control group",2.875
"1208",2481109,"lse","Money priming group",4.125
"1209",2481111,"lse","Control group",3.875
"1210",2481113,"lse","Control group",3.125
"1211",2481115,"lse","Control group",4.625
"1212",2481118,"lse","Money priming group",4.125
"1213",2481121,"lse","Money priming group",4.625
"1214",2481122,"lse","Money priming group",4.375
"1215",2481124,"lse","Money priming group",4.125
"1216",2481125,"lse","Money priming group",4.5
"1217",2481134,"lse","Money priming group",5.375
"1218",2481136,"lse","Money priming group",4.75
"1219",2481137,"lse","Control group",3.75
"1220",2481138,"lse","Money priming group",3.375
"1221",2481139,"lse","Control group",3.625
"1222",2481140,"lse","Money priming group",3.75
"1223",2481151,"lse","Money priming group",3.625
"1224",2481152,"lse","Money priming group",4.25
"1225",2481154,"lse","Money priming group",4.625
"1226",2481156,"lse","Money priming group",3
"1227",2481157,"lse","Control group",5.875
"1228",2481164,"lse","Control group",5.375
"1229",2481165,"lse","Control group",3.375
"1230",2481166,"lse","Money priming group",4.125
"1231",2481190,"lse","Money priming group",4
"1232",2481191,"lse","Control group",3.625
"1233",2481193,"lse","Control group",3.25
"1234",2481194,"lse","Control group",3.125
"1235",2481195,"lse","Money priming group",4.25
"1236",2481199,"lse","Money priming group",2.75
"1237",2481200,"lse","Control group",3.5
"1238",2481204,"lse","Money priming group",3.25
"1239",2481207,"lse","Control group",4.5
"1240",2481209,"lse","Control group",3.25
"1241",2481210,"lse","Control group",4.625
"1242",2481211,"lse","Control group",4.125
"1243",2481212,"lse","Money priming group",4.25
"1244",2481216,"lse","Control group",3.625
"1245",2481217,"lse","Control group",3.875
"1246",2481220,"lse","Control group",4.875
"1247",2481225,"lse","Money priming group",2.5
"1248",2481227,"lse","Control group",3.375
"1249",2481229,"lse","Money priming group",3.625
"1250",2481231,"lse","Control group",3.125
"1251",2481233,"lse","Money priming group",3.25
"1252",2481236,"lse","Money priming group",5
"1253",2481251,"lse","Control group",4.375
"1254",2481252,"lse","Control group",3.375
"1255",2481255,"lse","Control group",4.375
"1256",2481256,"lse","Money priming group",3
"1257",2481257,"lse","Control group",4.375
"1258",2481258,"lse","Money priming group",5
"1259",2481259,"lse","Money priming group",4.125
"1260",2481262,"lse","Money priming group",3.25
"1261",2481263,"lse","Control group",4.75
"1262",2481264,"lse","Control group",3.125
"1263",2481268,"lse","Money priming group",4
"1264",2481271,"lse","Money priming group",4.625
"1265",2481273,"lse","Control group",4.125
"1266",2481283,"lse","Money priming group",3.375
"1267",2481305,"lse","Control group",2.75
"1268",2481309,"lse","Control group",4.375
"1269",2481310,"lse","Control group",4
"1270",2481311,"lse","Control group",3.5
"1271",2481312,"lse","Control group",2.5
"1272",2481316,"lse","Money priming group",5
"1273",2481320,"lse","Control group",4.75
"1274",2481323,"lse","Control group",2.25
"1275",2481326,"lse","Control group",3
"1276",2481328,"lse","Control group",4
"1277",2481330,"lse","Money priming group",2.625
"1278",2481337,"lse","Control group",3.125
"1279",2481341,"lse","Control group",4
"1280",2481348,"lse","Money priming group",2.75
"1281",2481353,"lse","Control group",3.75
"1282",2481354,"lse","Control group",4.625
"1283",2481356,"lse","Money priming group",3.25
"1284",2481359,"lse","Control group",2
"1285",2481360,"lse","Control group",3.75
"1286",2481364,"lse","Money priming group",3.5
"1287",2481369,"lse","Control group",4.375
"1288",2481389,"lse","Money priming group",3.875
"1289",2481393,"lse","Control group",4.375
"1290",2481420,"lse","Money priming group",3.125
"1291",2481422,"lse","Money priming group",4.875
"1292",2481425,"lse","Money priming group",3.625
"1293",2481427,"lse","Money priming group",1.875
"1294",2481431,"lse","Money priming group",4.875
"1295",2481438,"lse","Control group",3.875
"1296",2481448,"lse","Money priming group",4.125
"1297",2481454,"lse","Control group",2.75
"1298",2481456,"lse","Money priming group",4.25
"1299",2481458,"lse","Control group",4.625
"1300",2481463,"lse","Control group",3.125
"1301",2481467,"lse","Money priming group",2
"1302",2481493,"lse","Control group",3.375
"1303",2481495,"lse","Money priming group",4.25
"1304",2481500,"lse","Control group",4.75
"1305",2481502,"lse","Control group",4.125
"1306",2481505,"lse","Control group",3.75
"1307",2481509,"lse","Money priming group",2.875
"1308",2481514,"lse","Control group",4.125
"1309",2481517,"lse","Control group",3.625
"1310",2481528,"lse","Control group",2
"1311",2481530,"lse","Control group",3.25
"1312",2481531,"lse","Money priming group",3.25
"1313",2481539,"lse","Money priming group",4
"1314",2481577,"lse","Control group",3.5
"1315",2481589,"lse","Control group",2.875
"1316",2481595,"lse","Money priming group",4.25
"1317",2481604,"lse","Control group",4.5
"1318",2481606,"lse","Control group",2.625
"1319",2481608,"lse","Money priming group",3.5
"1320",2481613,"lse","Control group",3.5
"1321",2481617,"lse","Money priming group",4
"1322",2481620,"lse","Money priming group",3.875
"1323",2481624,"lse","Control group",3.5
"1324",2481627,"lse","Control group",4
"1325",2481630,"lse","Money priming group",3.5
"1326",2481670,"lse","Money priming group",4.375
"1327",2481679,"lse","Money priming group",3.375
"1328",2481682,"lse","Money priming group",4.75
"1329",2481700,"lse","Money priming group",4
"1330",2481703,"lse","Money priming group",3.75
"1331",2481711,"lse","Money priming group",3.375
"1332",2481715,"lse","Control group",4.125
"1333",2481719,"lse","Control group",3.625
"1334",2481720,"lse","Money priming group",4.625
"1335",2481723,"lse","Control group",3.75
"1336",2481732,"lse","Control group",4.625
"1337",2481752,"lse","Money priming group",2.5
"1338",2481755,"lse","Money priming group",2.125
"1339",2481757,"lse","Control group",2.375
"1340",2481769,"lse","Money priming group",3.875
"1341",2481770,"lse","Control group",5.75
"1342",2481775,"lse","Control group",4.25
"1343",2481777,"lse","Money priming group",4
"1344",2481779,"lse","Control group",4.125
"1345",2481781,"lse","Money priming group",2.5
"1346",2481783,"lse","Control group",2.25
"1347",2481790,"lse","Control group",4.125
