"","session_id","referrer","MoneyGroup","Sysjust"
"1071",2478783,"lse","Control group",3.875
"1072",2478785,"lse","Money priming group",2.875
"1073",2478786,"lse","Money priming group",2.25
"1074",2478787,"lse","Money priming group",4.75
"1075",2478789,"lse","Control group",3.875
"1076",2478790,"lse","Money priming group",3.375
"1077",2478791,"lse","Control group",3.75
"1078",2478792,"lse","Control group",4.25
"1079",2478793,"lse","Money priming group",3.75
"1080",2478795,"lse","Control group",3.625
"1081",2478796,"lse","Money priming group",3.25
"1082",2478858,"lse","Money priming group",3
"1083",2478859,"lse","Control group",4.375
"1084",2478860,"lse","Money priming group",3.625
"1085",2478862,"lse","Control group",2.625
"1086",2478867,"lse","Control group",3.5
"1087",2478868,"lse","Money priming group",3.375
"1088",2478871,"lse","Control group",4.125
"1089",2478872,"lse","Control group",3.14285714285714
"1090",2478873,"lse","Control group",2.875
"1091",2478875,"lse","Control group",3.5
"1092",2478876,"lse","Control group",3.875
"1093",2478877,"lse","Money priming group",4.25
"1094",2478891,"lse","Control group",4
"1095",2478893,"lse","Money priming group",4.125
"1096",2478894,"lse","Money priming group",3.125
"1097",2478895,"lse","Money priming group",4.125
"1098",2478896,"lse","Control group",1.875
"1099",2478898,"lse","Control group",4.75
"1100",2478899,"lse","Money priming group",5.375
"1101",2478900,"lse","Control group",4.375
"1102",2478901,"lse","Control group",3.5
"1103",2478904,"lse","Money priming group",2
"1104",2478905,"lse","Control group",4.875
"1105",2478912,"lse","Money priming group",3.75
"1106",2478913,"lse","Control group",3.375
"1107",2478914,"lse","Control group",3.875
"1108",2478915,"lse","Control group",5
"1109",2478916,"lse","Money priming group",4.125
"1110",2478917,"lse","Money priming group",3.125
"1111",2478918,"lse","Money priming group",3.75
"1112",2478941,"lse","Control group",4.75
"1113",2478942,"lse","Money priming group",2.875
"1114",2478948,"lse","Money priming group",3.625
"1115",2478950,"lse","Money priming group",2.375
"1116",2478951,"lse","Control group",3.375
"1117",2478953,"lse","Control group",4.375
"1118",2478954,"lse","Control group",4
"1119",2478955,"lse","Control group",5.375
"1120",2478957,"lse","Control group",3.25
"1121",2478958,"lse","Money priming group",5
"1122",2478959,"lse","Control group",3.25
"1123",2478960,"lse","Control group",5
"1124",2478978,"lse","Control group",4.125
"1125",2478979,"lse","Control group",3.125
"1126",2478980,"lse","Control group",5.125
"1127",2478983,"lse","Money priming group",4.125
"1128",2478984,"lse","Money priming group",2.875
"1129",2478985,"lse","Control group",3.375
"1130",2478986,"lse","Control group",3.875
"1131",2478990,"lse","Control group",4
"1132",2478991,"lse","Control group",4.125
"1133",2478996,"lse","Control group",4.875
"1134",2478997,"lse","Control group",4
"1135",2479012,"lse","Money priming group",2.375
"1136",2479015,"lse","Money priming group",3.625
"1137",2479020,"lse","Control group",2.5
"1138",2479021,"lse","Money priming group",5.625
"1139",2479022,"lse","Money priming group",2.71428571428571
