"","session_id","referrer","MoneyGroup","Sysjust"
"1",2400853,"abington","Control group",2.75
"2",2400856,"abington","Control group",3.375
"3",2400860,"abington","Control group",4.25
"4",2400868,"abington","Control group",3.125
"5",2400872,"abington","Money priming group",4
"6",2400914,"abington","Money priming group",4.75
"7",2400916,"abington","Control group",4.5
"8",2400925,"abington","Money priming group",4.125
"9",2400934,"abington","Control group",3.75
"10",2407192,"abington","Control group",1.75
"11",2407222,"abington","Money priming group",4.5
"12",2407225,"abington","Money priming group",4.375
"13",2407227,"abington","Money priming group",4.125
"14",2407268,"abington","Control group",3.75
"15",2407271,"abington","Money priming group",3.25
"16",2407288,"abington","Money priming group",2.5
"17",2407289,"abington","Money priming group",2.625
"18",2407335,"abington","Money priming group",2.75
"19",2407367,"abington","Control group",3.375
"20",2407368,"abington","Control group",4
"21",2407369,"abington","Money priming group",4.75
"22",2407370,"abington","Money priming group",2.625
"23",2407373,"abington","Control group",2.5
"24",2407395,"abington","Control group",4.25
"25",2407403,"abington","Money priming group",4.25
"26",2407404,"abington","Money priming group",2.25
"27",2407405,"abington","Control group",3.125
"28",2407407,"abington","Control group",2.75
"29",2407412,"abington","Control group",4
"30",2407864,"abington","Money priming group",5
"31",2407866,"abington","Control group",4.375
"32",2407983,"abington","Control group",3.125
"33",2407987,"abington","Control group",3.125
"34",2408017,"abington","Money priming group",4.125
"35",2408033,"abington","Control group",4.875
"36",2408059,"abington","Money priming group",4
"37",2408084,"abington","Control group",1.75
"38",2409135,"abington","Money priming group",2.875
"39",2409137,"abington","Money priming group",2.75
"40",2409138,"abington","Money priming group",2
"41",2409144,"abington","Control group",3.75
"42",2409145,"abington","Money priming group",2.375
"43",2409147,"abington","Control group",3.75
"44",2409150,"abington","Money priming group",3.125
"45",2409203,"abington","Control group",3.5
"46",2409204,"abington","Control group",5.375
"47",2409209,"abington","Control group",2.5
"48",2409214,"abington","Money priming group",4.25
"49",2409217,"abington","Control group",2.25
"50",2409255,"abington","Control group",3.375
"51",2409256,"abington","Control group",3.5
"52",2409259,"abington","Money priming group",4.125
"53",2409260,"abington","Control group",4.25
"54",2409264,"abington","Money priming group",3.875
"55",2409552,"abington","Control group",4.25
"56",2409555,"abington","Control group",4
"57",2409556,"abington","Money priming group",4.375
"58",2409603,"abington","Money priming group",5
"59",2409605,"abington","Control group",3.625
"60",2409606,"abington","Money priming group",2.375
"61",2409607,"abington","Money priming group",4.5
"62",2410995,"abington","Money priming group",4.125
"63",2410997,"abington","Money priming group",4.75
"64",2411137,"abington","Money priming group",1.75
"65",2411191,"abington","Control group",4.375
"66",2411192,"abington","Control group",3.625
"67",2411195,"abington","Money priming group",2.625
"68",2411198,"abington","Money priming group",3.5
"69",2411199,"abington","Control group",4.125
"70",2411202,"abington","Money priming group",1.625
"71",2411203,"abington","Money priming group",4.75
"72",2411204,"abington","Control group",3.25
"73",2411205,"abington","Control group",4.125
"74",2411301,"abington","Control group",2.5
"75",2411308,"abington","Money priming group",2.75
"76",2411379,"abington","Control group",3.375
"77",2411382,"abington","Control group",2.75
"78",2411384,"abington","Money priming group",4.625
"79",2411385,"abington","Control group",3.75
"80",2411395,"abington","Money priming group",3.25
"81",2411401,"abington","Control group",3.25
"82",2411402,"abington","Control group",3.25
"83",2411443,"abington","Control group",4.5
"84",2411445,"abington","Money priming group",1.75
