"","session_id","referrer","MoneyGroup","Sysjust"
"2907",2374915,"pi","Money priming group",3.75
"2908",2374924,"pi","Control group",2.375
"2909",2374971,"pi","Control group",3.5
"2910",2375038,"pi","Control group",3.5
"2911",2375052,"pi","Control group",2.875
"2912",2375054,"pi","Control group",5
"2913",2375070,"pi","Money priming group",2
"2914",2375084,"pi","Control group",4.75
"2915",2375142,"pi","Control group",3.125
"2916",2375144,"pi","Control group",3.25
"2917",2375157,"pi","Money priming group",2.5
"2918",2375168,"pi","Control group",3.625
"2919",2375176,"pi","Control group",4.125
"2920",2375182,"pi","Money priming group",5.625
"2921",2375215,"pi","Money priming group",3
"2922",2375225,"pi","Money priming group",2.625
"2923",2375279,"pi","Money priming group",2.125
"2924",2375320,"pi","Money priming group",3.875
"2925",2375322,"pi","Control group",1.875
"2926",2375383,"pi","Control group",2
"2927",2375443,"pi","Money priming group",4.375
"2928",2375461,"pi","Control group",2.125
"2929",2375465,"pi","Control group",3.375
"2930",2375473,"pi","Money priming group",3
"2931",2375480,"pi","Control group",3
"2932",2375482,"pi","Control group",3.125
"2933",2375499,"pi","Money priming group",3.75
"2934",2375682,"pi","Control group",3.625
"2935",2375747,"pi","Control group",2.875
"2936",2375751,"pi","Control group",3.625
"2937",2375759,"pi","Money priming group",1.625
"2938",2375787,"pi","Control group",3.5
"2939",2375799,"pi","Money priming group",4.125
"2940",2375811,"pi","Money priming group",2.375
"2941",2375832,"pi","Control group",2.5
"2942",2375851,"pi","Money priming group",3
"2943",2375858,"pi","Money priming group",3.5
"2944",2375902,"pi","Control group",3.375
"2945",2375912,"pi","Money priming group",4
"2946",2375933,"pi","Money priming group",4.875
"2947",2375936,"pi","Control group",3.25
"2948",2375942,"pi","Control group",3.75
"2949",2375978,"pi","Control group",3.25
"2950",2375984,"pi","Control group",4
"2951",2376014,"pi","Control group",4.375
"2952",2376133,"pi","Control group",5.125
"2953",2376147,"pi","Control group",3.25
"2954",2376170,"pi","Money priming group",2.125
"2955",2376191,"pi","Money priming group",3.75
"2956",2376237,"pi","Money priming group",1.625
"2957",2376261,"pi","Control group",3.875
"2958",2376264,"pi","Money priming group",2.75
"2959",2376348,"pi","Money priming group",2.875
"2960",2376351,"pi","Control group",5
"2961",2376367,"pi","Control group",3.125
"2962",2376368,"pi","Control group",3.625
"2963",2376377,"pi","Money priming group",4.625
"2964",2376383,"pi","Control group",4
"2965",2376385,"pi","Money priming group",2.875
"2966",2376436,"pi","Money priming group",3.75
"2967",2376471,"pi","Control group",4.625
"2968",2376485,"pi","Control group",4.125
"2969",2376497,"pi","Money priming group",1.625
"2970",2376498,"pi","Control group",3.875
"2971",2376509,"pi","Money priming group",2.875
"2972",2376533,"pi","Control group",3.25
"2973",2376548,"pi","Control group",3.875
"2974",2376570,"pi","Money priming group",3.75
"2975",2376586,"pi","Money priming group",3.5
"2976",2376661,"pi","Control group",3.75
"2977",2376686,"pi","Control group",3
"2978",2376712,"pi","Control group",5
