"","session_id","referrer","MoneyGroup","Sysjust"
"2979",2376752,"pi","Money priming group",2.875
"2980",2376766,"pi","Money priming group",3.125
"2981",2376818,"pi","Money priming group",3.125
"2982",2376819,"pi","Money priming group",1.75
"2983",2376821,"pi","Control group",2.875
"2984",2376845,"pi","Control group",4
"2985",2376861,"pi","Money priming group",4.375
"2986",2376874,"pi","Money priming group",2.5
"2987",2376893,"pi","Money priming group",1.875
"2988",2376918,"pi","Money priming group",2.875
"2989",2376933,"pi","Control group",3
"2990",2376948,"pi","Control group",4.375
"2991",2376962,"pi","Money priming group",5.125
"2992",2376971,"pi","Money priming group",4.875
"2993",2376973,"pi","Money priming group",3.625
"2994",2376988,"pi","Money priming group",2.25
"2995",2377002,"pi","Money priming group",2.625
"2996",2377008,"pi","Money priming group",2.75
"2997",2377060,"pi","Money priming group",3.625
"2998",2377064,"pi","Control group",3.5
"2999",2377090,"pi","Money priming group",4
"3000",2377110,"pi","Money priming group",2.75
"3001",2377134,"pi","Money priming group",4.125
"3002",2377163,"pi","Control group",1.75
"3003",2377180,"pi","Control group",3.75
"3004",2377193,"pi","Money priming group",3.375
"3005",2377213,"pi","Control group",4.125
"3006",2377216,"pi","Control group",3.75
"3007",2377227,"pi","Money priming group",3.75
"3008",2377235,"pi","Money priming group",3.25
"3009",2377260,"pi","Money priming group",3.375
"3010",2377266,"pi","Control group",4.75
"3011",2377338,"pi","Money priming group",3.75
"3012",2377354,"pi","Control group",2.75
"3013",2377407,"pi","Control group",3
"3014",2377553,"pi","Money priming group",3.875
"3015",2377754,"pi","Money priming group",2.25
"3016",2377933,"pi","Control group",4.125
"3017",2377957,"pi","Money priming group",4.5
"3018",2377970,"pi","Control group",5.125
"3019",2377989,"pi","Money priming group",4.875
"3020",2377997,"pi","Control group",2.125
"3021",2378031,"pi","Control group",2.125
"3022",2378061,"pi","Control group",4.875
"3023",2378071,"pi","Control group",3.375
"3024",2378073,"pi","Control group",3.375
"3025",2378091,"pi","Control group",4.25
"3026",2378098,"pi","Control group",2.625
"3027",2378104,"pi","Money priming group",2.5
"3028",2378107,"pi","Control group",2.75
"3029",2378118,"pi","Control group",3.375
"3030",2378148,"pi","Control group",3.5
"3031",2378165,"pi","Money priming group",2.75
"3032",2378174,"pi","Money priming group",5
"3033",2378182,"pi","Control group",2.875
"3034",2378202,"pi","Control group",4.25
"3035",2378213,"pi","Control group",3.125
"3036",2378257,"pi","Control group",2.375
"3037",2378277,"pi","Control group",3.625
"3038",2378291,"pi","Money priming group",2.75
"3039",2378321,"pi","Control group",1.75
"3040",2378337,"pi","Control group",4.71428571428571
"3041",2378340,"pi","Money priming group",3.625
"3042",2378511,"pi","Control group",2
"3043",2378525,"pi","Control group",2.75
"3044",2378601,"pi","Control group",3
"3045",2378622,"pi","Money priming group",6
"3046",2378660,"pi","Control group",3.625
"3047",2378696,"pi","Control group",3.25
"3048",2378706,"pi","Control group",3.625
"3049",2378727,"pi","Control group",3.875
"3050",2378743,"pi","Control group",3.5
"3051",2378781,"pi","Money priming group",1.75
"3052",2378786,"pi","Control group",3.375
"3053",2378805,"pi","Money priming group",3.125
"3054",2378811,"pi","Money priming group",3.5
"3055",2378814,"pi","Control group",2.875
"3056",2378846,"pi","Money priming group",3.625
"3057",2378861,"pi","Money priming group",3.25
"3058",2378868,"pi","Control group",3.75
"3059",2378920,"pi","Control group",2.875
"3060",2378931,"pi","Control group",3.875
"3061",2378957,"pi","Money priming group",4.375
"3062",2378972,"pi","Control group",3.875
"3063",2378991,"pi","Control group",4.25
"3064",2378998,"pi","Control group",3.16666666666667
"3065",2379007,"pi","Money priming group",3.75
"3066",2379029,"pi","Money priming group",2.25
"3067",2379037,"pi","Control group",2.625
"3068",2379044,"pi","Control group",3.375
"3069",2379085,"pi","Control group",3.375
"3070",2379090,"pi","Control group",3.75
"3071",2379116,"pi","Money priming group",2.625
"3072",2379135,"pi","Money priming group",3.625
"3073",2379156,"pi","Control group",2.25
"3074",2379183,"pi","Money priming group",3.125
"3075",2379190,"pi","Control group",2.125
"3076",2379222,"pi","Control group",4.875
"3077",2379227,"pi","Money priming group",4.75
"3078",2379299,"pi","Control group",2.25
"3079",2379333,"pi","Money priming group",5.5
"3080",2379335,"pi","Money priming group",2.71428571428571
"3081",2379337,"pi","Control group",2.75
"3082",2379342,"pi","Control group",3.875
"3083",2379343,"pi","Money priming group",3
"3084",2379349,"pi","Control group",2.75
"3085",2379353,"pi","Control group",1.75
"3086",2379369,"pi","Money priming group",2.75
"3087",2379377,"pi","Money priming group",4.25
"3088",2379416,"pi","Control group",3.75
"3089",2379417,"pi","Money priming group",2.5
"3090",2379427,"pi","Money priming group",3.875
"3091",2379471,"pi","Control group",2.375
"3092",2379483,"pi","Control group",3.375
"3093",2379551,"pi","Money priming group",3.875
"3094",2379593,"pi","Money priming group",3.75
"3095",2379625,"pi","Control group",3.5
"3096",2379633,"pi","Money priming group",3.75
"3097",2379845,"pi","Money priming group",3.75
"3098",2379848,"pi","Control group",3.625
"3099",2379876,"pi","Money priming group",3.375
"3100",2379898,"pi","Money priming group",4.25
"3101",2379952,"pi","Money priming group",5
"3102",2379972,"pi","Control group",3.25
"3103",2379979,"pi","Money priming group",4.125
"3104",2379991,"pi","Control group",3.75
"3105",2379994,"pi","Control group",2.875
"3106",2380006,"pi","Money priming group",3.25
"3107",2380054,"pi","Control group",3.875
"3108",2380094,"pi","Control group",2.625
"3109",2380160,"pi","Control group",3.625
"3110",2380175,"pi","Money priming group",4
"3111",2380176,"pi","Money priming group",3.125
"3112",2380183,"pi","Control group",4.875
"3113",2380194,"pi","Money priming group",2.25
"3114",2380203,"pi","Money priming group",2.25
"3115",2380313,"pi","Money priming group",1.25
"3116",2380324,"pi","Money priming group",3.875
"3117",2380325,"pi","Money priming group",3.5
"3118",2380327,"pi","Money priming group",2.75
"3119",2380341,"pi","Money priming group",3.375
"3120",2380346,"pi","Control group",4
"3121",2380348,"pi","Control group",4.625
"3122",2380355,"pi","Money priming group",2.5
"3123",2380360,"pi","Money priming group",4.125
"3124",2380372,"pi","Control group",4.375
"3125",2380381,"pi","Money priming group",4.375
"3126",2380415,"pi","Money priming group",4.75
"3127",2380418,"pi","Money priming group",4.875
"3128",2380433,"pi","Control group",3.125
"3129",2380456,"pi","Control group",2.375
"3131",2380530,"pi","Control group",4.375
"3132",2380629,"pi","Control group",2.5
"3133",2380643,"pi","Money priming group",6
"3134",2380654,"pi","Control group",3.625
"3135",2380660,"pi","Money priming group",3.625
"3136",2380739,"pi","Money priming group",2.875
"3137",2380789,"pi","Control group",2.75
"3138",2380841,"pi","Control group",3.125
"3139",2380842,"pi","Money priming group",3.875
"3140",2380944,"pi","Control group",2.875
"3141",2380954,"pi","Control group",2.875
"3142",2380960,"pi","Money priming group",3.625
"3143",2381016,"pi","Control group",3.5
"3144",2381037,"pi","Money priming group",4.875
"3145",2381170,"pi","Money priming group",3.5
"3146",2381173,"pi","Control group",1.5
"3147",2381178,"pi","Money priming group",3.375
"3148",2381367,"pi","Control group",3.625
"3149",2381380,"pi","Control group",4.75
"3150",2381436,"pi","Control group",3.125
"3151",2381440,"pi","Money priming group",2.125
"3152",2381441,"pi","Money priming group",4.875
"3153",2381442,"pi","Control group",3.375
"3154",2381489,"pi","Money priming group",4.875
"3155",2381510,"pi","Control group",1.625
"3156",2381596,"pi","Money priming group",5.375
"3157",2381626,"pi","Control group",2.375
"3158",2381651,"pi","Control group",4.25
"3159",2381746,"pi","Money priming group",2.25
"3160",2381759,"pi","Money priming group",3.5
"3161",2381767,"pi","Money priming group",2.75
"3162",2381811,"pi","Control group",2.75
"3163",2381855,"pi","Control group",2.875
"3164",2381869,"pi","Money priming group",4.28571428571429
"3165",2381886,"pi","Money priming group",3.5
"3166",2381891,"pi","Control group",3.75
"3167",2381927,"pi","Money priming group",2.125
"3168",2382000,"pi","Control group",4
"3169",2382016,"pi","Money priming group",1.75
"3170",2382020,"pi","Control group",3.125
"3171",2382025,"pi","Control group",2.875
"3172",2382143,"pi","Money priming group",2.25
"3173",2382197,"pi","Money priming group",2.375
"3174",2382210,"pi","Control group",4.5
"3175",2382234,"pi","Control group",4
"3176",2382261,"pi","Money priming group",6.375
"3177",2382280,"pi","Money priming group",3.875
"3178",2382284,"pi","Money priming group",3.25
"3179",2382294,"pi","Money priming group",2.25
"3180",2382296,"pi","Money priming group",2.5
"3181",2382352,"pi","Control group",3.75
"3182",2382381,"pi","Money priming group",2
"3183",2382387,"pi","Control group",1.25
"3184",2382398,"pi","Control group",3.25
"3185",2382435,"pi","Control group",3.75
"3186",2382466,"pi","Money priming group",4.625
"3187",2382475,"pi","Control group",4.125
"3188",2382478,"pi","Money priming group",3.375
"3189",2382484,"pi","Control group",3.875
"3190",2382539,"pi","Control group",2.28571428571429
"3191",2382554,"pi","Money priming group",3.375
"3192",2382570,"pi","Money priming group",3.5
"3193",2382575,"pi","Money priming group",2.5
"3194",2382607,"pi","Control group",1.75
"3195",2382611,"pi","Control group",2.125
"3196",2382623,"pi","Control group",3
"3197",2382630,"pi","Control group",4.125
"3198",2382639,"pi","Control group",3
"3199",2382662,"pi","Control group",4.625
"3200",2382713,"pi","Money priming group",2.625
"3201",2382745,"pi","Money priming group",2.75
"3202",2382797,"pi","Money priming group",3.875
"3203",2382798,"pi","Control group",1
"3204",2382809,"pi","Control group",3.375
"3205",2382891,"pi","Money priming group",4.125
"3206",2382896,"pi","Money priming group",2.75
"3207",2382938,"pi","Money priming group",3.875
"3208",2382943,"pi","Money priming group",2
"3209",2383131,"pi","Control group",2.5
"3210",2383194,"pi","Control group",3.5
"3211",2383314,"pi","Money priming group",1.625
"3212",2383453,"pi","Money priming group",3.25
"3213",2383507,"pi","Money priming group",4.625
"3214",2383612,"pi","Money priming group",1.875
"3215",2383645,"pi","Money priming group",3.25
"3216",2383647,"pi","Control group",1.375
"3217",2383776,"pi","Money priming group",2.625
"3218",2383825,"pi","Money priming group",3
"3219",2383950,"pi","Money priming group",4.875
"3220",2384078,"pi","Money priming group",2.875
"3221",2384108,"pi","Control group",5
"3222",2384122,"pi","Control group",3.25
"3223",2384151,"pi","Control group",2.75
"3224",2384204,"pi","Control group",2.25
"3225",2384239,"pi","Control group",3.375
"3226",2384288,"pi","Money priming group",4
"3227",2384329,"pi","Control group",2.375
"3228",2384367,"pi","Money priming group",4.625
"3229",2384730,"pi","Money priming group",3.75
"3230",2384795,"pi","Money priming group",1.75
"3231",2384897,"pi","Control group",3.25
"3232",2384908,"pi","Money priming group",3.125
"3233",2385056,"pi","Control group",2.125
"3234",2385090,"pi","Money priming group",1.875
"3235",2385388,"pi","Money priming group",4
"3236",2385428,"pi","Control group",2.5
"3237",2385467,"pi","Control group",4.625
"3238",2385542,"pi","Control group",3.125
"3239",2385979,"pi","Control group",3.875
"3240",2386016,"pi","Control group",1.875
"3241",2386055,"pi","Control group",3.5
"3242",2386067,"pi","Control group",3.25
"3243",2386106,"pi","Money priming group",3.625
"3244",2386214,"pi","Money priming group",2.125
"3245",2386239,"pi","Money priming group",4.5
"3246",2386263,"pi","Control group",5.25
"3247",2386286,"pi","Money priming group",2.375
"3248",2386419,"pi","Money priming group",1.5
"3249",2386735,"pi","Money priming group",2.125
"3250",2387031,"pi","Control group",2.625
"3251",2387346,"pi","Money priming group",3.75
"3252",2387488,"pi","Money priming group",3
"3253",2387534,"pi","Control group",3.625
"3254",2387635,"pi","Control group",2.875
"3255",2387683,"pi","Money priming group",4.75
"3256",2387690,"pi","Control group",2
"3257",2387709,"pi","Control group",4.875
"3258",2387718,"pi","Control group",4.125
"3259",2387731,"pi","Control group",5.125
"3260",2387759,"pi","Money priming group",1.625
"3261",2387774,"pi","Control group",2.125
"3262",2387807,"pi","Control group",2.75
"3263",2387809,"pi","Control group",3.75
"3264",2387830,"pi","Control group",2.125
"3265",2387965,"pi","Control group",5.125
"3266",2388005,"pi","Money priming group",2.75
"3267",2388006,"pi","Control group",2.875
"3268",2388013,"pi","Control group",2.5
"3269",2388024,"pi","Money priming group",3.75
"3270",2388040,"pi","Control group",1.25
"3271",2388127,"pi","Money priming group",3.625
"3272",2388169,"pi","Money priming group",3.75
"3273",2388172,"pi","Control group",2.875
"3274",2388224,"pi","Money priming group",2.625
"3275",2388292,"pi","Money priming group",3.375
"3276",2388344,"pi","Control group",3.375
"3277",2388456,"pi","Money priming group",2.625
"3278",2388474,"pi","Money priming group",4.125
"3279",2388551,"pi","Money priming group",1
"3280",2388565,"pi","Money priming group",2.75
"3281",2388600,"pi","Control group",2.875
"3282",2389116,"pi","Money priming group",2.875
"3283",2389142,"pi","Control group",5
"3284",2389213,"pi","Money priming group",2.5
"3285",2389216,"pi","Money priming group",3.25
"3286",2389221,"pi","Control group",3.625
"3287",2389230,"pi","Control group",3.625
"3288",2389376,"pi","Money priming group",4
"3289",2389466,"pi","Money priming group",1.75
"3290",2389500,"pi","Money priming group",4.25
"3291",2389592,"pi","Control group",2.5
"3292",2389614,"pi","Control group",2.25
"3293",2389630,"pi","Money priming group",2.125
"3294",2389638,"pi","Money priming group",2.875
"3295",2389709,"pi","Control group",1.75
"3296",2389807,"pi","Control group",4.875
"3297",2389954,"pi","Money priming group",1.625
"3298",2389959,"pi","Control group",3.125
"3299",2390029,"pi","Money priming group",3
"3300",2390034,"pi","Money priming group",5.25
"3301",2390077,"pi","Money priming group",2.375
"3302",2390134,"pi","Control group",2
"3303",2390158,"pi","Money priming group",3.25
"3304",2390161,"pi","Control group",4.25
"3305",2390252,"pi","Control group",4
"3306",2390260,"pi","Control group",2.25
"3307",2390270,"pi","Money priming group",3.5
"3308",2390297,"pi","Money priming group",3.625
"3309",2390347,"pi","Control group",4
"3310",2390360,"pi","Control group",3.25
"3311",2390374,"pi","Money priming group",4.75
"3312",2390427,"pi","Control group",2
"3313",2390445,"pi","Control group",3.5
"3314",2390466,"pi","Money priming group",2.75
"3315",2390484,"pi","Control group",5.25
"3316",2390499,"pi","Money priming group",3.25
"3317",2390525,"pi","Money priming group",3.85714285714286
"3318",2390549,"pi","Money priming group",2.625
"3319",2390552,"pi","Money priming group",2.875
"3320",2390576,"pi","Control group",2.75
"3321",2390588,"pi","Control group",5.375
"3322",2390617,"pi","Control group",3.625
"3323",2390630,"pi","Control group",3.75
"3324",2390643,"pi","Control group",2.875
"3325",2390740,"pi","Money priming group",2.375
"3326",2390954,"pi","Money priming group",2.75
"3327",2390960,"pi","Money priming group",3
"3328",2390978,"pi","Control group",3.125
"3329",2391000,"pi","Money priming group",1.25
"3330",2391007,"pi","Control group",4.125
"3331",2391027,"pi","Control group",4
"3332",2391055,"pi","Control group",4.28571428571429
"3333",2391119,"pi","Control group",4.875
"3334",2391144,"pi","Money priming group",2.125
"3335",2391155,"pi","Control group",1.375
"3336",2391173,"pi","Money priming group",3.42857142857143
"3337",2391185,"pi","Control group",3.125
"3338",2391205,"pi","Money priming group",2.25
"3339",2391275,"pi","Control group",2.625
"3340",2391280,"pi","Money priming group",4.5
"3341",2391288,"pi","Money priming group",3.75
"3342",2391292,"pi","Control group",3.5
"3343",2391313,"pi","Control group",2.75
"3344",2391319,"pi","Money priming group",4.625
"3345",2391332,"pi","Money priming group",3.625
"3346",2391334,"pi","Money priming group",5.5
"3347",2391347,"pi","Money priming group",2.375
"3348",2391354,"pi","Money priming group",4.125
"3349",2391368,"pi","Money priming group",3.25
"3350",2391387,"pi","Money priming group",3.625
"3351",2391426,"pi","Control group",4.5
"3352",2391491,"pi","Control group",2.875
"3353",2391535,"pi","Control group",3.625
"3354",2391568,"pi","Money priming group",4.125
"3355",2391571,"pi","Money priming group",3.875
"3356",2391627,"pi","Control group",4.875
"3357",2391676,"pi","Money priming group",3.625
"3358",2391757,"pi","Control group",2.125
"3359",2392000,"pi","Money priming group",4.875
"3360",2392042,"pi","Money priming group",4.375
"3361",2392070,"pi","Money priming group",2.875
"3362",2392160,"pi","Control group",1.625
"3363",2392184,"pi","Money priming group",3.75
"3364",2392190,"pi","Control group",1.875
"3365",2392208,"pi","Money priming group",4.625
"3366",2392246,"pi","Control group",3.75
"3367",2392297,"pi","Money priming group",4.125
"3368",2392376,"pi","Money priming group",3.57142857142857
"3369",2392378,"pi","Money priming group",2
"3370",2392418,"pi","Money priming group",1.75
"3371",2392435,"pi","Control group",4.25
"3372",2392458,"pi","Control group",3.75
"3373",2392471,"pi","Control group",2.42857142857143
"3374",2392515,"pi","Money priming group",3.75
"3375",2392578,"pi","Money priming group",4.75
"3376",2392583,"pi","Money priming group",4.5
"3377",2392590,"pi","Control group",4.625
"3378",2392591,"pi","Money priming group",4.625
"3379",2392594,"pi","Money priming group",4.25
"3380",2392597,"pi","Money priming group",3.375
"3381",2392605,"pi","Control group",3.875
"3382",2392657,"pi","Money priming group",3.875
"3383",2392683,"pi","Control group",5.75
"3384",2392693,"pi","Control group",2
"3385",2392696,"pi","Money priming group",2.75
"3386",2392713,"pi","Control group",3.75
"3387",2392729,"pi","Control group",2.5
"3388",2392753,"pi","Money priming group",3.5
"3389",2392782,"pi","Money priming group",3.375
"3390",2392789,"pi","Control group",3.375
"3391",2392794,"pi","Money priming group",2.875
"3392",2392800,"pi","Control group",2.375
"3393",2392813,"pi","Money priming group",3.5
"3394",2392836,"pi","Money priming group",2.875
"3395",2392860,"pi","Control group",3
"3396",2392903,"pi","Control group",3.875
"3397",2393051,"pi","Money priming group",1.375
"3398",2393069,"pi","Money priming group",4.5
"3399",2393113,"pi","Control group",4.75
"3400",2393150,"pi","Control group",3.625
"3401",2393152,"pi","Control group",3
"3402",2393160,"pi","Control group",3.125
"3403",2393189,"pi","Money priming group",3
"3404",2393217,"pi","Money priming group",3.75
"3405",2393284,"pi","Money priming group",3.625
"3406",2393297,"pi","Money priming group",3.125
"3407",2393305,"pi","Money priming group",2.375
"3408",2393361,"pi","Money priming group",2.25
"3409",2393366,"pi","Control group",1.875
"3410",2393399,"pi","Control group",2.875
"3411",2393410,"pi","Money priming group",3.125
"3412",2393417,"pi","Control group",5.125
"3413",2393418,"pi","Control group",2.75
"3414",2393427,"pi","Money priming group",1.375
"3415",2393433,"pi","Money priming group",3.25
"3416",2393474,"pi","Control group",3.625
"3417",2393481,"pi","Control group",2.25
"3418",2393502,"pi","Control group",4.875
"3419",2393521,"pi","Control group",2.25
"3420",2393528,"pi","Money priming group",4.5
"3421",2393534,"pi","Control group",4.375
"3422",2393558,"pi","Money priming group",4.875
"3423",2393568,"pi","Control group",2.375
"3424",2393600,"pi","Money priming group",2.25
"3425",2393604,"pi","Money priming group",3.25
"3426",2393628,"pi","Money priming group",4.25
"3427",2393643,"pi","Money priming group",4.5
"3428",2393682,"pi","Money priming group",2
"3429",2393703,"pi","Money priming group",3.5
"3430",2393714,"pi","Money priming group",5.125
"3431",2393725,"pi","Control group",3.625
"3432",2393736,"pi","Money priming group",4.125
"3433",2393739,"pi","Control group",4
"3434",2393740,"pi","Control group",3.125
"3435",2393745,"pi","Money priming group",4.25
"3436",2393756,"pi","Money priming group",2.75
"3437",2393781,"pi","Money priming group",4
"3438",2393790,"pi","Control group",4.375
"3439",2393791,"pi","Control group",4.71428571428571
"3440",2393796,"pi","Money priming group",1.875
"3441",2393866,"pi","Money priming group",2.75
"3442",2393879,"pi","Control group",4.125
"3443",2393903,"pi","Control group",3.375
"3444",2393910,"pi","Control group",3.125
"3445",2393925,"pi","Control group",3.5
"3446",2393936,"pi","Control group",5.375
"3447",2393937,"pi","Money priming group",3.875
"3448",2393981,"pi","Money priming group",3.625
"3449",2394235,"pi","Money priming group",3.5
"3450",2394746,"pi","Control group",4.5
"3451",2394818,"pi","Control group",2.375
"3452",2394832,"pi","Control group",4.125
"3453",2394911,"pi","Control group",5.25
"3454",2395016,"pi","Money priming group",3.625
"3455",2395063,"pi","Control group",2.125
"3456",2395073,"pi","Control group",4.625
"3457",2395179,"pi","Control group",4.25
"3458",2395198,"pi","Control group",1
"3459",2395257,"pi","Control group",4.625
"3460",2395262,"pi","Control group",3.875
"3461",2395348,"pi","Control group",2.5
"3462",2395481,"pi","Money priming group",4
"3463",2395514,"pi","Control group",3.375
"3464",2395593,"pi","Money priming group",3.75
"3465",2395786,"pi","Control group",5.875
"3466",2395822,"pi","Control group",3.625
"3467",2395860,"pi","Control group",4.125
"3468",2395902,"pi","Money priming group",3.25
"3469",2395903,"pi","Control group",5.5
"3470",2395970,"pi","Money priming group",4.625
"3471",2395971,"pi","Money priming group",4
"3472",2395980,"pi","Money priming group",3.25
"3473",2396008,"pi","Control group",2.625
"3474",2396042,"pi","Control group",4.25
"3475",2396043,"pi","Control group",3.25
"3476",2396431,"pi","Control group",5.5
"3477",2396434,"pi","Control group",4.875
"3478",2396482,"pi","Control group",2.25
"3479",2396511,"pi","Control group",3.875
"3480",2396517,"pi","Money priming group",3.125
"3481",2396527,"pi","Control group",4.5
"3482",2396529,"pi","Money priming group",2.375
"3483",2396551,"pi","Control group",5.25
"3484",2396560,"pi","Control group",3.125
"3485",2396564,"pi","Control group",4.75
"3486",2396610,"pi","Control group",3.875
"3487",2396634,"pi","Control group",2
"3488",2396639,"pi","Control group",4.625
"3489",2396672,"pi","Control group",3.5
"3490",2396677,"pi","Money priming group",2.375
"3491",2396761,"pi","Control group",3.5
"3492",2396769,"pi","Money priming group",3
"3493",2396797,"pi","Control group",3.625
"3494",2396798,"pi","Money priming group",3.875
"3495",2396818,"pi","Control group",3.875
"3496",2396882,"pi","Control group",4
"3497",2396884,"pi","Money priming group",3.25
"3498",2396908,"pi","Money priming group",3.875
"3499",2396954,"pi","Money priming group",2.5
"3500",2396957,"pi","Money priming group",3.85714285714286
"3501",2396966,"pi","Control group",3.625
"3502",2396976,"pi","Control group",3.5
"3503",2397019,"pi","Control group",2.5
"3504",2397069,"pi","Control group",2.5
"3505",2397076,"pi","Control group",2.75
"3506",2397127,"pi","Control group",4.25
"3507",2397159,"pi","Control group",3.75
"3508",2397253,"pi","Control group",3.5
"3509",2397260,"pi","Money priming group",1.25
"3510",2397291,"pi","Control group",3.5
"3511",2397324,"pi","Money priming group",3.625
"3512",2397361,"pi","Money priming group",4.125
"3513",2397372,"pi","Control group",4.375
"3514",2397395,"pi","Money priming group",4.125
"3515",2397461,"pi","Money priming group",2.5
"3516",2397484,"pi","Money priming group",4.125
"3517",2397500,"pi","Money priming group",3.625
"3518",2397529,"pi","Money priming group",3.125
"3519",2397570,"pi","Control group",2.5
"3520",2397595,"pi","Money priming group",4.375
"3521",2397604,"pi","Control group",4.375
"3522",2397634,"pi","Control group",4.25
"3523",2397679,"pi","Money priming group",3.5
"3524",2397944,"pi","Control group",4.125
"3525",2397953,"pi","Money priming group",3.25
"3526",2397968,"pi","Money priming group",5
"3527",2397975,"pi","Control group",3.75
"3528",2397997,"pi","Money priming group",3.875
"3529",2398016,"pi","Control group",3.5
"3530",2398060,"pi","Control group",3.375
"3531",2398068,"pi","Money priming group",4.625
"3532",2398074,"pi","Money priming group",2.75
"3533",2398121,"pi","Money priming group",1
"3534",2398147,"pi","Control group",4.375
"3535",2398166,"pi","Control group",3.375
"3536",2398233,"pi","Money priming group",5.125
"3537",2398234,"pi","Money priming group",3.75
"3538",2398267,"pi","Money priming group",4.625
"3539",2398283,"pi","Control group",4.5
"3540",2398354,"pi","Money priming group",3.125
"3541",2398385,"pi","Control group",2.375
"3542",2398421,"pi","Control group",2.5
"3543",2398453,"pi","Control group",2.375
"3544",2398460,"pi","Money priming group",3.625
"3545",2398553,"pi","Money priming group",5.71428571428571
"3546",2398561,"pi","Control group",3.25
"3547",2398686,"pi","Control group",4.5
"3548",2398705,"pi","Money priming group",2.875
"3549",2398708,"pi","Control group",3.25
"3550",2398769,"pi","Money priming group",2
"3551",2398790,"pi","Control group",5.125
"3552",2398805,"pi","Money priming group",4.25
"3553",2398811,"pi","Money priming group",3.875
"3554",2398829,"pi","Money priming group",3.125
"3555",2398834,"pi","Control group",3.875
"3556",2398843,"pi","Control group",5
"3557",2398855,"pi","Money priming group",4.375
"3558",2398873,"pi","Money priming group",2.375
"3559",2398874,"pi","Control group",2.375
"3560",2398926,"pi","Control group",5.625
"3561",2398947,"pi","Control group",5.75
"3562",2398965,"pi","Money priming group",3.71428571428571
"3563",2399007,"pi","Money priming group",2.75
"3564",2399013,"pi","Control group",2.125
"3565",2399019,"pi","Money priming group",3.125
"3566",2399039,"pi","Control group",3.75
"3567",2399047,"pi","Money priming group",4.875
"3568",2399065,"pi","Control group",2.375
"3569",2399106,"pi","Control group",3.5
"3570",2399118,"pi","Money priming group",3.5
"3571",2399159,"pi","Money priming group",3.625
"3572",2399182,"pi","Control group",3.875
"3573",2399218,"pi","Control group",1.75
"3574",2399224,"pi","Money priming group",3.75
"3575",2399249,"pi","Control group",5.125
