"","session_id","referrer","ContactGroup","Imagineddv"
"1071",2478783,"lse","Control group",5
"1072",2478785,"lse","Control group",5
"1073",2478786,"lse","Contact group",7.75
"1074",2478787,"lse","Control group",6.75
"1075",2478789,"lse","Control group",4.25
"1076",2478790,"lse","Control group",3.25
"1077",2478791,"lse","Contact group",1.75
"1078",2478792,"lse","Contact group",6
"1079",2478793,"lse","Control group",9
"1080",2478795,"lse","Control group",5
"1081",2478796,"lse","Contact group",8
"1082",2478858,"lse","Control group",2.5
"1083",2478859,"lse","Contact group",6.5
"1084",2478860,"lse","Contact group",7.75
"1085",2478862,"lse","Control group",1.25
"1086",2478867,"lse","Contact group",3.5
"1087",2478868,"lse","Control group",6.5
"1088",2478871,"lse","Control group",2
"1089",2478872,"lse","Contact group",6.75
"1090",2478873,"lse","Contact group",7
"1091",2478875,"lse","Contact group",9
"1092",2478876,"lse","Control group",3.5
"1093",2478877,"lse","Control group",5
"1094",2478891,"lse","Contact group",4.75
"1095",2478893,"lse","Contact group",3.25
"1096",2478894,"lse","Contact group",4
"1097",2478895,"lse","Control group",1
"1098",2478896,"lse","Contact group",7.25
"1099",2478898,"lse","Control group",6.25
"1100",2478899,"lse","Control group",5.75
"1101",2478900,"lse","Control group",5
"1102",2478901,"lse","Control group",7.5
"1103",2478904,"lse","Control group",3.25
"1104",2478905,"lse","Control group",2.75
"1105",2478912,"lse","Contact group",5.25
"1106",2478913,"lse","Control group",5.5
"1107",2478914,"lse","Contact group",8.75
"1108",2478915,"lse","Contact group",1.75
"1109",2478916,"lse","Contact group",3.25
"1110",2478917,"lse","Control group",4.5
"1111",2478918,"lse","Control group",6.5
"1112",2478941,"lse","Contact group",4.25
"1113",2478942,"lse","Control group",4
"1114",2478948,"lse","Control group",5.25
"1115",2478950,"lse","Contact group",7.75
"1116",2478951,"lse","Control group",6.5
"1117",2478953,"lse","Contact group",4.25
"1118",2478954,"lse","Control group",4.5
"1119",2478955,"lse","Control group",5.25
"1120",2478957,"lse","Contact group",4.5
"1121",2478958,"lse","Contact group",6.25
"1122",2478959,"lse","Control group",5.5
"1123",2478960,"lse","Contact group",6.75
"1124",2478978,"lse","Contact group",5.25
"1125",2478979,"lse","Contact group",4
"1126",2478980,"lse","Contact group",4
"1127",2478983,"lse","Contact group",6.25
"1128",2478984,"lse","Control group",2.75
"1129",2478985,"lse","Control group",6
"1130",2478986,"lse","Control group",2.75
"1131",2478990,"lse","Control group",5
"1132",2478991,"lse","Contact group",3.75
"1133",2478996,"lse","Contact group",6
"1134",2478997,"lse","Contact group",6.5
"1135",2479012,"lse","Contact group",8
"1136",2479015,"lse","Contact group",5.5
"1137",2479020,"lse","Contact group",6.5
"1138",2479021,"lse","Control group",9
"1139",2479022,"lse","Control group",7.5
"1140",2479024,"lse","Contact group",4
"1141",2479025,"lse","Control group",3.75
"1142",2479026,"lse","Control group",5.25
"1143",2479029,"lse","Contact group",5.75
"1144",2479030,"lse","Contact group",6.5
"1145",2479032,"lse","Contact group",4.75
"1146",2479033,"lse","Contact group",6.25
"1147",2479047,"lse","Contact group",5.75
"1148",2479050,"lse","Contact group",4
"1149",2479065,"lse","Contact group",4
"1150",2479074,"lse","Control group",9
"1151",2479075,"lse","Control group",5.75
"1152",2479078,"lse","Control group",8
"1153",2479081,"lse","Control group",5.5
"1154",2479082,"lse","Control group",3.25
"1155",2479089,"lse","Control group",4.25
"1156",2479090,"lse","Contact group",8
"1157",2479091,"lse","Control group",3
"1158",2479098,"lse","Control group",9
"1159",2479110,"lse","Control group",1.75
"1160",2479112,"lse","Control group",4
"1161",2479114,"lse","Control group",3.25
"1162",2479119,"lse","Contact group",5.25
"1163",2479121,"lse","Control group",6.25
"1164",2479126,"lse","Control group",2.75
"1165",2479128,"lse","Contact group",6.25
"1166",2479131,"lse","Control group",3.25
"1167",2479134,"lse","Contact group",4.5
"1168",2479147,"lse","Contact group",5.25
"1169",2479162,"lse","Contact group",6.75
"1170",2479163,"lse","Control group",5.5
"1171",2479165,"lse","Control group",7.5
"1172",2479166,"lse","Contact group",2
"1173",2479167,"lse","Control group",4.5
"1174",2479171,"lse","Contact group",3.5
"1175",2479175,"lse","Contact group",5.25
"1176",2479180,"lse","Contact group",7
"1177",2479192,"lse","Control group",3
"1178",2479199,"lse","Control group",3.25
"1179",2479229,"lse","Control group",7
"1180",2479240,"lse","Control group",6.75
"1181",2479254,"lse","Control group",5.5
"1182",2479258,"lse","Contact group",5
"1183",2479265,"lse","Control group",3
"1184",2479269,"lse","Control group",8.25
"1185",2479273,"lse","Control group",6.5
"1186",2479275,"lse","Contact group",6.25
"1187",2479276,"lse","Contact group",4
"1188",2479278,"lse","Contact group",5.25
"1189",2479280,"lse","Contact group",4.75
"1190",2479283,"lse","Contact group",5.5
"1191",2479285,"lse","Contact group",5.75
"1192",2479287,"lse","Contact group",2.5
"1193",2479297,"lse","Contact group",5.75
"1194",2479300,"lse","Contact group",4
"1195",2479326,"lse","Contact group",5.75
"1196",2479330,"lse","Contact group",5
"1197",2479331,"lse","Control group",7.25
"1198",2479334,"lse","Control group",6
"1199",2479336,"lse","Control group",4.25
"1200",2479337,"lse","Contact group",3.25
"1201",2479342,"lse","Contact group",8
"1202",2479345,"lse","Control group",2.75
"1203",2479348,"lse","Contact group",6.25
"1204",2479358,"lse","Control group",4.75
"1205",2479368,"lse","Control group",6
"1206",2481107,"lse","Control group",4
"1207",2481108,"lse","Control group",6.5
"1208",2481109,"lse","Contact group",3.75
"1209",2481111,"lse","Contact group",4
"1210",2481113,"lse","Control group",4.75
"1211",2481115,"lse","Control group",4.75
"1212",2481118,"lse","Control group",3.75
"1213",2481121,"lse","Contact group",3.25
"1214",2481122,"lse","Control group",1
"1215",2481124,"lse","Contact group",7
"1216",2481125,"lse","Control group",1
"1217",2481134,"lse","Contact group",3.75
"1218",2481136,"lse","Contact group",9
"1219",2481137,"lse","Contact group",8.5
"1220",2481138,"lse","Control group",6.5
"1221",2481139,"lse","Control group",8
"1222",2481140,"lse","Control group",4.25
"1223",2481151,"lse","Control group",2.25
"1224",2481152,"lse","Contact group",4.75
"1225",2481154,"lse","Contact group",5.25
"1226",2481156,"lse","Contact group",1.75
"1227",2481157,"lse","Contact group",4.75
"1228",2481164,"lse","Control group",5.5
"1229",2481165,"lse","Control group",7
"1230",2481166,"lse","Contact group",4.75
"1231",2481190,"lse","Contact group",6
"1232",2481191,"lse","Control group",4.25
"1233",2481193,"lse","Contact group",5.75
"1234",2481194,"lse","Control group",6.5
"1235",2481195,"lse","Contact group",1.75
"1236",2481199,"lse","Contact group",8.25
"1237",2481200,"lse","Control group",4.25
"1238",2481204,"lse","Contact group",4.5
"1239",2481207,"lse","Contact group",2.5
"1240",2481209,"lse","Control group",3.5
"1241",2481210,"lse","Contact group",5.75
"1242",2481211,"lse","Contact group",4
"1243",2481212,"lse","Contact group",9
"1244",2481216,"lse","Contact group",4.5
"1245",2481217,"lse","Control group",6.75
"1246",2481220,"lse","Control group",5.5
"1247",2481225,"lse","Contact group",7.75
"1248",2481227,"lse","Control group",6.5
"1249",2481229,"lse","Contact group",6
"1250",2481231,"lse","Contact group",1.5
"1251",2481233,"lse","Contact group",5.5
"1252",2481236,"lse","Contact group",4
"1253",2481251,"lse","Control group",8
"1254",2481252,"lse","Contact group",7.5
"1255",2481255,"lse","Control group",2.75
"1256",2481256,"lse","Control group",8.5
"1257",2481257,"lse","Contact group",2.5
"1258",2481258,"lse","Control group",6
"1259",2481259,"lse","Control group",2.5
"1260",2481262,"lse","Contact group",3.25
"1261",2481263,"lse","Contact group",5.5
"1262",2481264,"lse","Contact group",3.5
"1263",2481268,"lse","Control group",3.25
"1264",2481271,"lse","Contact group",6.5
"1265",2481273,"lse","Contact group",4.75
"1266",2481283,"lse","Control group",2
"1267",2481305,"lse","Contact group",7
"1268",2481309,"lse","Control group",4.25
"1269",2481310,"lse","Control group",4.5
"1270",2481311,"lse","Contact group",6.5
"1271",2481312,"lse","Contact group",6
"1272",2481316,"lse","Control group",2
"1273",2481320,"lse","Contact group",4
"1274",2481323,"lse","Contact group",4.5
"1275",2481326,"lse","Control group",4
"1276",2481328,"lse","Control group",3.75
"1277",2481330,"lse","Control group",7
"1278",2481337,"lse","Contact group",1.25
"1279",2481341,"lse","Control group",7.5
"1280",2481348,"lse","Control group",6
"1281",2481353,"lse","Contact group",2.5
"1282",2481354,"lse","Control group",6.75
"1283",2481356,"lse","Control group",5
"1284",2481359,"lse","Contact group",6
"1285",2481360,"lse","Control group",2.5
"1286",2481364,"lse","Contact group",5.75
"1287",2481369,"lse","Control group",2.5
"1288",2481389,"lse","Contact group",5
"1289",2481393,"lse","Contact group",8.5
"1290",2481420,"lse","Control group",9
"1291",2481422,"lse","Control group",1.75
"1292",2481425,"lse","Contact group",7.5
"1293",2481427,"lse","Contact group",7.75
"1294",2481431,"lse","Contact group",3.5
"1295",2481438,"lse","Control group",2.75
"1296",2481448,"lse","Control group",5.5
"1297",2481454,"lse","Contact group",4.5
"1298",2481456,"lse","Control group",5.25
"1299",2481458,"lse","Contact group",3.25
"1300",2481463,"lse","Contact group",7
"1301",2481467,"lse","Control group",7.5
"1302",2481493,"lse","Contact group",5.5
"1303",2481495,"lse","Contact group",8
"1304",2481500,"lse","Control group",4.75
"1305",2481502,"lse","Control group",4
"1306",2481505,"lse","Contact group",4.25
"1307",2481509,"lse","Control group",7
"1308",2481514,"lse","Contact group",5.75
"1309",2481517,"lse","Control group",6.5
"1310",2481528,"lse","Contact group",4
"1311",2481530,"lse","Control group",2.25
"1312",2481531,"lse","Contact group",2.25
"1313",2481539,"lse","Control group",2.75
"1314",2481577,"lse","Control group",4.75
"1315",2481589,"lse","Contact group",5.5
"1316",2481595,"lse","Control group",3.25
"1317",2481604,"lse","Control group",7.75
"1318",2481606,"lse","Contact group",8
"1319",2481608,"lse","Control group",1
"1320",2481613,"lse","Control group",4
"1321",2481617,"lse","Contact group",2.75
"1322",2481620,"lse","Control group",2.5
"1323",2481624,"lse","Control group",6.5
"1324",2481627,"lse","Contact group",2
"1325",2481630,"lse","Contact group",5
"1326",2481670,"lse","Control group",6
"1327",2481679,"lse","Control group",3.5
"1328",2481682,"lse","Contact group",3.25
"1329",2481700,"lse","Contact group",6.75
"1330",2481703,"lse","Contact group",4.75
"1331",2481711,"lse","Contact group",6
"1332",2481715,"lse","Contact group",9
"1333",2481719,"lse","Control group",5.5
"1334",2481720,"lse","Control group",9
"1335",2481723,"lse","Control group",2.75
"1336",2481732,"lse","Contact group",6.5
"1337",2481752,"lse","Control group",8.75
"1338",2481755,"lse","Control group",7.25
"1339",2481757,"lse","Contact group",7
"1340",2481769,"lse","Control group",2.5
"1341",2481770,"lse","Control group",7.5
"1342",2481775,"lse","Contact group",5.25
"1343",2481777,"lse","Control group",1
"1344",2481779,"lse","Contact group",2.75
"1345",2481781,"lse","Contact group",3
"1346",2481783,"lse","Contact group",5.25
"1347",2481790,"lse","Control group",5
