"","session_id","referrer","ContactGroup","Imagineddv"
"4331",2435605,"qccuny","Control group",3.5
"4332",2435609,"qccuny","Contact group",5
"4333",2435611,"qccuny","Contact group",3.75
"4335",2435994,"qccuny","Contact group",3
"4336",2435995,"qccuny","Contact group",3.25
"4337",2436001,"qccuny","Contact group",6.5
"4338",2436104,"qccuny","Contact group",1.75
"4339",2436106,"qccuny","Control group",7.75
"4340",2436108,"qccuny","Control group",2.25
"4341",2436109,"qccuny","Contact group",4
"4342",2440777,"qccuny","Control group",6.5
"4343",2442207,"qccuny","Control group",6
"4344",2442594,"qccuny","Control group",1
"4345",2442597,"qccuny","Control group",3.25
"4346",2442600,"qccuny","Control group",1.5
"4347",2442616,"qccuny","Contact group",2.75
"4348",2443480,"qccuny","Control group",6
"4349",2443559,"qccuny","Contact group",4.5
"4350",2445944,"qccuny","Control group",2.5
"4351",2445947,"qccuny","Contact group",3
"4352",2445952,"qccuny","Contact group",6.25
"4353",2445955,"qccuny","Contact group",8
"4354",2446058,"qccuny","Contact group",4.5
"4356",2446098,"qccuny","Contact group",6
"4357",2446101,"qccuny","Contact group",2
"4358",2446232,"qccuny","Control group",7
"4359",2446279,"qccuny","Control group",5.25
"4360",2446283,"qccuny","Contact group",5
"4361",2447378,"qccuny","Contact group",2.5
"4362",2447379,"qccuny","Contact group",8
"4363",2447381,"qccuny","Control group",3.75
"4364",2447382,"qccuny","Control group",1.25
"4365",2447428,"qccuny","Contact group",2.25
"4366",2447431,"qccuny","Control group",2.66666666666667
"4367",2447432,"qccuny","Control group",3.25
"4368",2447571,"qccuny","Contact group",7.5
"4369",2451780,"qccuny","Control group",4.5
"4370",2452217,"qccuny","Contact group",7.25
"4371",2452227,"qccuny","Contact group",3
"4372",2452232,"qccuny","Contact group",2.5
"4373",2452233,"qccuny","Control group",4
"4374",2452291,"qccuny","Contact group",2
"4375",2452351,"qccuny","Contact group",3.5
"4376",2452354,"qccuny","Control group",3
"4377",2452358,"qccuny","Control group",4.5
"4378",2454871,"qccuny","Contact group",8
"4379",2454875,"qccuny","Control group",2
"4380",2454880,"qccuny","Contact group",7.75
"4381",2454887,"qccuny","Contact group",5.75
"4382",2454953,"qccuny","Control group",8.5
"4383",2458773,"qccuny","Control group",2.25
"4384",2458792,"qccuny","Contact group",6.5
"4385",2458793,"qccuny","Control group",4.25
"4386",2458871,"qccuny","Contact group",1.25
"4387",2458873,"qccuny","Contact group",2.75
"4388",2458876,"qccuny","Contact group",5
"4389",2458906,"qccuny","Control group",9
"4390",2458992,"qccuny","Contact group",1.25
"4391",2458996,"qccuny","Control group",7.75
"4392",2459011,"qccuny","Contact group",3.25
"4393",2459017,"qccuny","Control group",3.5
"4394",2460980,"qccuny","Control group",6.5
"4395",2460982,"qccuny","Control group",6.75
"4396",2460988,"qccuny","Contact group",3
"4397",2461079,"qccuny","Control group",7.75
"4398",2461192,"qccuny","Control group",5
"4399",2461195,"qccuny","Control group",2.5
"4400",2461359,"qccuny","Contact group",5
"4401",2465670,"qccuny","Control group",4.5
"4402",2465683,"qccuny","Control group",7
"4403",2466121,"qccuny","Contact group",2.25
"4404",2466123,"qccuny","Control group",3.75
"4405",2466125,"qccuny","Control group",5
"4406",2468372,"qccuny","Contact group",3.5
"4407",2468381,"qccuny","Control group",5.5
"4408",2468429,"qccuny","Contact group",3
"4409",2468430,"qccuny","Contact group",3.25
"4410",2468439,"qccuny","Contact group",3.5
"4411",2468449,"qccuny","Control group",1.5
"4412",2469494,"qccuny","Contact group",2.25
"4413",2469495,"qccuny","Contact group",6.5
"4414",2469498,"qccuny","Contact group",3
"4415",2469526,"qccuny","Control group",7.75
"4416",2469837,"qccuny","Control group",6
"4417",2469845,"qccuny","Contact group",6
"4418",2469848,"qccuny","Control group",2
"4419",2469854,"qccuny","Control group",5.75
"4420",2470430,"qccuny","Contact group",1.5
"4421",2470432,"qccuny","Control group",7.25
"4422",2472217,"qccuny","Contact group",4.25
"4423",2472226,"qccuny","Contact group",7.75
"4424",2472339,"qccuny","Control group",5.5
"4425",2472340,"qccuny","Contact group",4.5
"4426",2472380,"qccuny","Contact group",3
"4427",2472440,"qccuny","Control group",2.75
"4428",2472457,"qccuny","Contact group",4.25
"4429",2473367,"qccuny","Contact group",2.25
"4430",2473368,"qccuny","Control group",6
"4431",2473414,"qccuny","Contact group",2.5
"4432",2473484,"qccuny","Control group",4.5
"4433",2473485,"qccuny","Control group",8.5
