"","session_id","referrer","ContactGroup","Imagineddv"
"1592",2431130,"msvu","Control group",6
"1593",2431131,"msvu","Contact group",7.5
"1594",2431132,"msvu","Contact group",5
"1595",2431133,"msvu","Contact group",5
"1596",2431134,"msvu","Contact group",8.5
"1597",2431135,"msvu","Control group",6.75
"1598",2431136,"msvu","Contact group",8
"1599",2431140,"msvu","Control group",4.75
"1600",2431142,"msvu","Contact group",3.25
"1601",2431144,"msvu","Contact group",3.75
"1602",2431145,"msvu","Contact group",3.25
"1603",2431146,"msvu","Control group",6
"1604",2431148,"msvu","Contact group",5.5
"1605",2431149,"msvu","Contact group",7.75
"1606",2431150,"msvu","Contact group",5.5
"1607",2431151,"msvu","Control group",2
"1608",2431152,"msvu","Contact group",5
"1609",2431153,"msvu","Contact group",5.75
"1610",2431157,"msvu","Contact group",6.5
"1611",2431162,"msvu","Contact group",9
"1612",2443533,"msvu","Control group",4.75
"1613",2443534,"msvu","Control group",6.5
"1614",2443535,"msvu","Contact group",4
"1615",2443536,"msvu","Control group",3.25
"1616",2443537,"msvu","Control group",1
"1617",2443538,"msvu","Control group",5.25
"1618",2443539,"msvu","Control group",6.75
"1619",2443540,"msvu","Contact group",6.33333333333333
"1620",2443541,"msvu","Control group",3.25
"1621",2443542,"msvu","Control group",5.25
"1622",2443543,"msvu","Contact group",6
"1623",2443544,"msvu","Contact group",6.75
"1624",2443545,"msvu","Control group",4
"1625",2443546,"msvu","Contact group",4.25
"1626",2443547,"msvu","Control group",2.75
"1627",2443548,"msvu","Contact group",6
"1628",2443549,"msvu","Contact group",3.25
"1629",2443550,"msvu","Control group",4
"1630",2443551,"msvu","Control group",5
"1631",2443552,"msvu","Control group",6
"1632",2443553,"msvu","Contact group",6.25
"1633",2443554,"msvu","Control group",5
"1634",2443555,"msvu","Control group",6.25
"1635",2443612,"msvu","Control group",3
"1636",2447535,"msvu","Contact group",6.25
"1637",2456029,"msvu","Control group",3.75
"1638",2456030,"msvu","Control group",7.75
"1639",2456051,"msvu","Control group",5.25
"1640",2456053,"msvu","Control group",4.25
"1641",2456112,"msvu","Contact group",4.25
"1642",2456125,"msvu","Control group",3
"1643",2456199,"msvu","Control group",6.5
"1644",2456618,"msvu","Contact group",4.5
"1645",2456623,"msvu","Control group",7.5
"1646",2458273,"msvu","Contact group",7.75
"1647",2458274,"msvu","Contact group",3.5
"1648",2458472,"msvu","Contact group",6.25
"1649",2458473,"msvu","Contact group",2
"1650",2458680,"msvu","Control group",5.5
"1651",2458684,"msvu","Control group",5
"1652",2458686,"msvu","Control group",1.75
"1653",2458741,"msvu","Contact group",6
"1654",2465446,"msvu","Contact group",8.5
"1655",2465449,"msvu","Control group",7
"1656",2465450,"msvu","Control group",3.25
"1657",2465687,"msvu","Control group",5
"1658",2465688,"msvu","Contact group",6.5
"1659",2465709,"msvu","Control group",5
"1660",2465781,"msvu","Control group",8.25
"1661",2465788,"msvu","Control group",8.5
"1662",2467414,"msvu","Control group",5.25
"1663",2467415,"msvu","Contact group",5
"1664",2467421,"msvu","Control group",2
"1665",2467478,"msvu","Contact group",3
"1666",2467496,"msvu","Contact group",4.5
"1667",2467650,"msvu","Contact group",7
"1668",2467689,"msvu","Contact group",5.75
"1669",2467798,"msvu","Contact group",7.5
"1670",2469512,"msvu","Control group",1.75
"1671",2469516,"msvu","Contact group",6
"1672",2469667,"msvu","Control group",4.5
"1673",2477280,"msvu","Contact group",4
"1674",2477288,"msvu","Contact group",1
"1675",2495942,"msvu","Contact group",6.25
"1676",2497504,"msvu","Contact group",2
