"","session_id","referrer","ContactGroup","Imagineddv"
"2344",2418590,"mturk","Contact group",8
"2345",2418596,"mturk","Control group",5.5
"2346",2418598,"mturk","Contact group",8.75
"2347",2418599,"mturk","Contact group",4.75
"2348",2418600,"mturk","Contact group",5
"2349",2418604,"mturk","Control group",1
"2350",2418610,"mturk","Contact group",2
"2351",2418612,"mturk","Control group",5.25
"2352",2418617,"mturk","Control group",5.25
"2353",2418619,"mturk","Contact group",1.75
"2354",2418624,"mturk","Contact group",1.5
"2355",2418625,"mturk","Control group",6.5
"2356",2418640,"mturk","Control group",1
"2357",2418641,"mturk","Control group",7.75
"2358",2418643,"mturk","Contact group",4.25
"2359",2418646,"mturk","Contact group",4
"2360",2418652,"mturk","Control group",2
"2361",2418654,"mturk","Control group",3
"2362",2418655,"mturk","Contact group",6
"2363",2418656,"mturk","Control group",5.75
"2364",2418663,"mturk","Control group",4
"2365",2418664,"mturk","Control group",4
"2366",2418666,"mturk","Control group",1.5
"2367",2418673,"mturk","Contact group",4.25
"2368",2418677,"mturk","Control group",2.25
"2369",2418687,"mturk","Control group",2
"2370",2418698,"mturk","Contact group",8.5
"2371",2418699,"mturk","Contact group",4.25
"2372",2418709,"mturk","Control group",3
"2373",2418710,"mturk","Control group",2.75
"2374",2418712,"mturk","Contact group",6.25
"2375",2418714,"mturk","Control group",1
"2376",2418717,"mturk","Control group",4.25
"2377",2418720,"mturk","Control group",8.25
"2378",2418738,"mturk","Contact group",4.75
"2379",2418747,"mturk","Control group",4.25
"2380",2418753,"mturk","Control group",3.5
"2381",2418757,"mturk","Contact group",3.25
"2382",2418759,"mturk","Contact group",8.25
"2383",2418779,"mturk","Control group",1
"2384",2418786,"mturk","Control group",2
"2385",2418791,"mturk","Contact group",2.75
"2386",2418793,"mturk","Contact group",5.75
"2387",2418809,"mturk","Contact group",2.5
"2388",2418814,"mturk","Contact group",7.75
"2389",2418847,"mturk","Control group",1.25
"2390",2418866,"mturk","Contact group",3
"2391",2418883,"mturk","Contact group",7
"2392",2418891,"mturk","Contact group",1
"2393",2418905,"mturk","Control group",2.25
"2394",2418908,"mturk","Contact group",7.5
"2395",2418911,"mturk","Control group",8.5
"2396",2419008,"mturk","Contact group",2
"2397",2419016,"mturk","Contact group",5.25
"2398",2419019,"mturk","Contact group",5
"2399",2419029,"mturk","Control group",3.5
"2400",2419049,"mturk","Control group",4.25
"2401",2419055,"mturk","Contact group",6.5
"2402",2419076,"mturk","Contact group",2
"2403",2419095,"mturk","Contact group",7
"2404",2419105,"mturk","Control group",8.5
"2405",2419109,"mturk","Control group",5
"2406",2419111,"mturk","Contact group",6.5
"2407",2419115,"mturk","Control group",3
"2408",2419119,"mturk","Contact group",4.75
"2409",2419125,"mturk","Contact group",6
"2410",2419127,"mturk","Control group",3.5
"2411",2419129,"mturk","Contact group",5.5
"2412",2419141,"mturk","Contact group",4.75
"2413",2419142,"mturk","Control group",5
"2414",2419144,"mturk","Contact group",3.25
"2415",2419147,"mturk","Contact group",4.25
"2416",2419148,"mturk","Control group",4.25
"2417",2419150,"mturk","Contact group",1
"2418",2419164,"mturk","Contact group",1.5
"2419",2419208,"mturk","Contact group",6.5
"2420",2419250,"mturk","Control group",6
"2421",2419254,"mturk","Control group",3.25
"2422",2419316,"mturk","Control group",5.75
"2423",2419366,"mturk","Control group",2
"2424",2419371,"mturk","Control group",5.25
"2425",2419383,"mturk","Control group",4.5
"2426",2419400,"mturk","Contact group",4
"2427",2419401,"mturk","Control group",5
"2428",2419409,"mturk","Control group",3.75
"2429",2419422,"mturk","Contact group",5.75
"2430",2419423,"mturk","Control group",3
"2431",2419426,"mturk","Control group",6.75
"2432",2419432,"mturk","Contact group",6
"2433",2419437,"mturk","Contact group",6.25
"2434",2419438,"mturk","Contact group",5.25
"2435",2419439,"mturk","Contact group",3.25
"2436",2419441,"mturk","Control group",4.25
"2437",2419442,"mturk","Control group",5.5
"2438",2419446,"mturk","Control group",4
"2439",2419451,"mturk","Contact group",3.75
"2440",2419459,"mturk","Control group",4.75
"2441",2419472,"mturk","Contact group",2.75
"2442",2419474,"mturk","Control group",2
"2443",2419494,"mturk","Contact group",1
"2444",2419499,"mturk","Control group",7.75
"2445",2419500,"mturk","Control group",2.5
"2446",2419501,"mturk","Control group",4.5
"2447",2419506,"mturk","Control group",1
"2448",2419508,"mturk","Control group",7.25
"2449",2419509,"mturk","Control group",2.5
"2450",2419513,"mturk","Contact group",4.75
"2451",2419514,"mturk","Control group",4
"2452",2419521,"mturk","Control group",6.5
"2453",2419522,"mturk","Control group",2
"2454",2419525,"mturk","Control group",3.5
"2455",2419529,"mturk","Control group",9
"2456",2419531,"mturk","Control group",1.5
"2457",2419544,"mturk","Control group",6.25
"2458",2419560,"mturk","Control group",3
"2459",2419561,"mturk","Contact group",2.5
"2460",2419563,"mturk","Control group",3.75
"2461",2419568,"mturk","Contact group",7.25
"2462",2419570,"mturk","Contact group",3.25
"2463",2419572,"mturk","Contact group",4.75
"2464",2419573,"mturk","Contact group",5.25
"2465",2419578,"mturk","Control group",2.25
"2466",2419595,"mturk","Control group",6.75
"2467",2419607,"mturk","Contact group",4.5
"2468",2419610,"mturk","Contact group",5
"2469",2419622,"mturk","Contact group",6.75
"2470",2419644,"mturk","Control group",4.75
"2471",2419678,"mturk","Control group",2
"2472",2419684,"mturk","Contact group",5.5
"2473",2419697,"mturk","Contact group",4.25
"2474",2419701,"mturk","Contact group",4
"2475",2419772,"mturk","Contact group",4
"2476",2421704,"mturk","Contact group",7
"2477",2421705,"mturk","Control group",1.25
"2478",2421707,"mturk","Contact group",3.5
"2479",2421710,"mturk","Control group",4.5
"2480",2421716,"mturk","Contact group",1.5
"2481",2421718,"mturk","Contact group",7.5
"2482",2421722,"mturk","Contact group",5.5
"2483",2421723,"mturk","Control group",7.25
"2484",2421724,"mturk","Control group",4.5
"2485",2421725,"mturk","Control group",2.5
"2486",2421726,"mturk","Contact group",3.5
"2487",2421731,"mturk","Control group",7
"2488",2421737,"mturk","Contact group",4.5
"2489",2421739,"mturk","Contact group",8.5
"2490",2421741,"mturk","Contact group",2.25
"2491",2421751,"mturk","Contact group",5.25
"2492",2421759,"mturk","Contact group",4.5
"2493",2421771,"mturk","Control group",5
"2494",2421774,"mturk","Control group",6.25
"2495",2421776,"mturk","Contact group",5
"2496",2421777,"mturk","Control group",1
"2497",2421778,"mturk","Control group",6.5
"2498",2421781,"mturk","Control group",3.5
"2499",2421783,"mturk","Control group",6.75
"2500",2421788,"mturk","Contact group",5.25
"2501",2421794,"mturk","Control group",4.25
"2502",2421796,"mturk","Contact group",5
"2503",2421801,"mturk","Contact group",1
"2504",2421802,"mturk","Control group",2
"2505",2421805,"mturk","Control group",2
"2506",2421812,"mturk","Control group",4.5
"2507",2421814,"mturk","Control group",5.75
"2508",2421817,"mturk","Control group",1
"2509",2421819,"mturk","Control group",4.25
"2510",2421825,"mturk","Contact group",2.5
"2511",2421831,"mturk","Contact group",6
"2512",2421833,"mturk","Contact group",5.25
"2513",2421834,"mturk","Contact group",2
"2514",2421848,"mturk","Control group",5.5
"2515",2421849,"mturk","Control group",1
"2516",2421850,"mturk","Control group",2.75
"2517",2421851,"mturk","Contact group",3.5
"2518",2421870,"mturk","Contact group",7.75
"2519",2421876,"mturk","Contact group",2.75
"2520",2421884,"mturk","Contact group",5.75
"2521",2421946,"mturk","Control group",7.25
"2522",2421972,"mturk","Control group",2.5
"2523",2421974,"mturk","Contact group",8
"2524",2422132,"mturk","Contact group",3.75
"2525",2422150,"mturk","Control group",2.75
"2526",2422160,"mturk","Contact group",2.5
"2527",2422181,"mturk","Contact group",1.25
"2528",2422209,"mturk","Contact group",6.5
"2529",2422212,"mturk","Control group",5.5
"2530",2422220,"mturk","Control group",5.5
"2531",2422271,"mturk","Control group",1.75
"2532",2422288,"mturk","Contact group",3.5
"2533",2422413,"mturk","Contact group",4.25
"2534",2422455,"mturk","Contact group",3.25
"2535",2422458,"mturk","Contact group",3.75
"2536",2422478,"mturk","Contact group",5.5
"2537",2422537,"mturk","Control group",3.5
"2538",2422590,"mturk","Contact group",3
"2539",2422614,"mturk","Contact group",1
"2540",2422637,"mturk","Control group",4.75
"2541",2422659,"mturk","Contact group",5.75
"2542",2422708,"mturk","Contact group",7.25
"2543",2422743,"mturk","Control group",6
"2544",2422744,"mturk","Contact group",3.25
"2545",2422790,"mturk","Contact group",3.5
"2546",2422799,"mturk","Contact group",4.5
"2547",2422809,"mturk","Contact group",3
"2548",2422827,"mturk","Control group",3
"2549",2422872,"mturk","Control group",6.75
"2550",2422888,"mturk","Contact group",4
"2551",2422890,"mturk","Control group",4.25
"2552",2422915,"mturk","Control group",2.5
"2553",2422940,"mturk","Control group",1.25
"2554",2422943,"mturk","Contact group",8.25
"2555",2422951,"mturk","Contact group",9
"2556",2422953,"mturk","Contact group",5
"2557",2422959,"mturk","Control group",5.75
"2558",2423035,"mturk","Contact group",4.25
"2559",2423054,"mturk","Contact group",4.75
"2560",2423074,"mturk","Contact group",3
"2561",2423125,"mturk","Contact group",4.75
"2562",2423144,"mturk","Contact group",3
"2563",2423149,"mturk","Contact group",3.25
"2564",2423164,"mturk","Control group",2.5
"2565",2423186,"mturk","Control group",4.25
"2566",2423201,"mturk","Contact group",7.5
"2567",2423213,"mturk","Control group",3
"2568",2423234,"mturk","Control group",8.25
"2569",2423271,"mturk","Control group",3.25
"2570",2423283,"mturk","Control group",1
"2571",2423290,"mturk","Control group",5
"2572",2423305,"mturk","Control group",4.75
"2573",2423351,"mturk","Contact group",2
"2574",2423366,"mturk","Contact group",1
"2575",2423390,"mturk","Control group",1.25
"2576",2425646,"mturk","Contact group",7.25
"2577",2425650,"mturk","Contact group",3.75
"2578",2425659,"mturk","Control group",4.5
"2579",2425662,"mturk","Contact group",1.5
"2580",2425667,"mturk","Control group",1.75
"2581",2425672,"mturk","Contact group",3
"2582",2425679,"mturk","Contact group",2
"2583",2425683,"mturk","Contact group",4.25
"2584",2425685,"mturk","Contact group",7
"2585",2425688,"mturk","Contact group",5.75
"2586",2425697,"mturk","Contact group",1.5
"2587",2425701,"mturk","Control group",5.75
"2588",2425704,"mturk","Contact group",4.25
"2589",2425753,"mturk","Control group",2.5
"2590",2425755,"mturk","Control group",8.25
"2591",2425763,"mturk","Contact group",1.5
"2592",2425778,"mturk","Control group",1
"2593",2425800,"mturk","Contact group",4.5
"2594",2425825,"mturk","Control group",1
"2595",2425826,"mturk","Contact group",2.5
"2596",2425832,"mturk","Contact group",4.75
"2597",2425837,"mturk","Contact group",4.5
"2598",2425851,"mturk","Control group",4
"2599",2425945,"mturk","Contact group",1.25
"2600",2425953,"mturk","Contact group",2.5
"2601",2425971,"mturk","Contact group",4
"2602",2426053,"mturk","Control group",3.5
"2603",2426089,"mturk","Contact group",2.5
"2604",2426127,"mturk","Contact group",1.25
"2605",2426138,"mturk","Contact group",2.25
"2606",2426158,"mturk","Control group",5
"2607",2426164,"mturk","Control group",4.25
"2608",2426199,"mturk","Control group",3.75
"2609",2426201,"mturk","Contact group",6.25
"2610",2426203,"mturk","Control group",3.5
"2611",2426234,"mturk","Contact group",4.5
"2612",2426240,"mturk","Control group",2
"2613",2426249,"mturk","Contact group",1.25
"2614",2426257,"mturk","Contact group",3.75
"2615",2426297,"mturk","Control group",1.5
"2616",2426306,"mturk","Control group",1
"2617",2426342,"mturk","Control group",2
"2618",2426355,"mturk","Control group",1.5
"2619",2426375,"mturk","Control group",7.25
"2620",2426378,"mturk","Control group",5.75
"2621",2426382,"mturk","Control group",7.5
"2622",2426383,"mturk","Control group",3
"2623",2426399,"mturk","Contact group",6.5
"2624",2426431,"mturk","Control group",5
"2625",2426437,"mturk","Control group",1
"2626",2426439,"mturk","Contact group",4.75
"2627",2426470,"mturk","Control group",9
"2628",2426472,"mturk","Contact group",3.5
"2629",2426476,"mturk","Contact group",3.75
"2630",2426496,"mturk","Control group",1
"2631",2426498,"mturk","Contact group",2
"2632",2426503,"mturk","Contact group",8
"2633",2426534,"mturk","Contact group",6.25
"2634",2426540,"mturk","Contact group",5.25
"2635",2426557,"mturk","Contact group",4
"2636",2426575,"mturk","Control group",4.5
"2637",2426577,"mturk","Contact group",5.25
"2638",2426579,"mturk","Control group",3.75
"2639",2426581,"mturk","Control group",4.75
"2640",2426582,"mturk","Contact group",6
"2641",2426583,"mturk","Control group",4
"2642",2426589,"mturk","Control group",2.5
"2643",2426593,"mturk","Control group",3
"2644",2426595,"mturk","Contact group",5.5
"2645",2426596,"mturk","Contact group",7.5
"2646",2426599,"mturk","Control group",4.75
"2647",2426603,"mturk","Contact group",3.75
"2648",2426607,"mturk","Control group",5
"2649",2426610,"mturk","Control group",9
"2650",2426612,"mturk","Contact group",4.75
"2651",2426613,"mturk","Control group",5
"2652",2426620,"mturk","Contact group",3.75
"2653",2426625,"mturk","Contact group",5.25
"2654",2426641,"mturk","Contact group",6
"2655",2426651,"mturk","Control group",6.25
"2656",2426672,"mturk","Contact group",5.5
"2657",2426678,"mturk","Control group",2.25
"2658",2426683,"mturk","Control group",5
"2659",2426687,"mturk","Control group",4
"2660",2426700,"mturk","Contact group",4.75
"2661",2426713,"mturk","Control group",5.75
"2662",2426728,"mturk","Control group",5
"2663",2426729,"mturk","Control group",3
"2664",2426730,"mturk","Control group",3.25
"2665",2426734,"mturk","Contact group",4
"2666",2426744,"mturk","Contact group",4
"2667",2426780,"mturk","Contact group",2.75
"2668",2426830,"mturk","Control group",2
"2669",2426845,"mturk","Control group",3.5
"2670",2426878,"mturk","Contact group",5.75
"2671",2426879,"mturk","Contact group",2
"2672",2426883,"mturk","Contact group",4.25
"2673",2426921,"mturk","Control group",4
"2674",2426922,"mturk","Contact group",2.5
"2675",2426927,"mturk","Contact group",3
"2676",2426957,"mturk","Contact group",7
