"","session_id","referrer","ContactGroup","Imagineddv"
"5429",2489735,"tilburg","Contact group",1.75
"5430",2489737,"tilburg","Contact group",3.75
"5431",2489745,"tilburg","Contact group",3.75
"5432",2489754,"tilburg","Control group",3.75
"5433",2489757,"tilburg","Contact group",6
"5434",2489759,"tilburg","Control group",8.5
"5435",2489763,"tilburg","Control group",4.5
"5436",2489764,"tilburg","Contact group",4.5
"5437",2489765,"tilburg","Control group",6
"5438",2489766,"tilburg","Control group",5.25
"5439",2489777,"tilburg","Contact group",1.5
"5440",2489790,"tilburg","Contact group",1
"5441",2489797,"tilburg","Control group",5.25
"5442",2489800,"tilburg","Contact group",6.75
"5443",2489804,"tilburg","Contact group",3
"5444",2489805,"tilburg","Contact group",2.5
"5445",2489813,"tilburg","Control group",4.5
"5446",2489815,"tilburg","Control group",9
"5447",2489819,"tilburg","Control group",2.25
"5448",2489821,"tilburg","Control group",6.5
"5449",2489838,"tilburg","Control group",2.5
"5450",2489840,"tilburg","Contact group",3.25
"5451",2489841,"tilburg","Control group",4.25
"5452",2489842,"tilburg","Control group",4.25
"5453",2489843,"tilburg","Control group",4.5
"5454",2489845,"tilburg","Contact group",1.5
"5455",2489846,"tilburg","Control group",6.25
"5456",2489847,"tilburg","Control group",5.5
"5457",2491621,"tilburg","Contact group",5
"5458",2491639,"tilburg","Contact group",2
"5459",2491640,"tilburg","Contact group",6
"5460",2491659,"tilburg","Control group",3.5
"5461",2491660,"tilburg","Contact group",2.75
"5462",2491661,"tilburg","Contact group",6.25
"5463",2491663,"tilburg","Control group",7.5
"5464",2491675,"tilburg","Control group",2.25
"5465",2491681,"tilburg","Contact group",4.75
"5466",2491682,"tilburg","Control group",5.5
"5467",2491691,"tilburg","Contact group",6
"5468",2491692,"tilburg","Contact group",3.25
"5469",2491693,"tilburg","Control group",2
"5470",2491695,"tilburg","Control group",5.5
"5471",2491697,"tilburg","Contact group",4
"5472",2491699,"tilburg","Control group",3.25
"5473",2491701,"tilburg","Contact group",4.75
"5474",2493370,"tilburg","Contact group",1.25
"5475",2493371,"tilburg","Contact group",3.75
"5476",2493372,"tilburg","Control group",2.5
"5477",2493374,"tilburg","Contact group",4
"5478",2493375,"tilburg","Contact group",2.25
"5479",2493403,"tilburg","Control group",1.75
"5480",2493583,"tilburg","Contact group",2.5
"5481",2493618,"tilburg","Contact group",5.25
"5482",2493623,"tilburg","Control group",4
"5483",2493627,"tilburg","Contact group",3
"5484",2493630,"tilburg","Control group",2.5
"5485",2493632,"tilburg","Contact group",2.25
"5486",2493634,"tilburg","Contact group",2.25
"5487",2493639,"tilburg","Control group",5.5
"5488",2493643,"tilburg","Control group",7
"5489",2495318,"tilburg","Control group",5.25
"5490",2495320,"tilburg","Control group",1.75
"5491",2495321,"tilburg","Contact group",4.75
"5492",2495322,"tilburg","Control group",4.25
"5493",2495352,"tilburg","Control group",6
"5494",2495425,"tilburg","Contact group",5.75
"5495",2495427,"tilburg","Control group",3.25
"5496",2495429,"tilburg","Contact group",3
"5497",2495430,"tilburg","Contact group",3.25
"5498",2495431,"tilburg","Contact group",4.75
"5499",2495433,"tilburg","Contact group",3.5
"5500",2495435,"tilburg","Contact group",2.5
"5501",2495438,"tilburg","Contact group",3
"5502",2495440,"tilburg","Contact group",4.75
"5503",2495458,"tilburg","Control group",4
"5504",2495460,"tilburg","Control group",4
"5505",2495590,"tilburg","Control group",6.25
"5506",2497280,"tilburg","Contact group",3.75
"5507",2497308,"tilburg","Contact group",3.5
"5508",2497333,"tilburg","Contact group",7
