"","session_id","referrer","ContactGroup","Imagineddv"
"4236",2484525,"psu","Contact group",3.5
"4237",2484526,"psu","Control group",2
"4238",2484535,"psu","Control group",4.75
"4239",2484537,"psu","Contact group",4.75
"4240",2484538,"psu","Contact group",6.75
"4241",2484548,"psu","Control group",4.75
"4242",2484626,"psu","Control group",1.5
"4243",2484631,"psu","Contact group",4.25
"4244",2484633,"psu","Contact group",3.5
"4245",2484635,"psu","Contact group",1
"4246",2484650,"psu","Contact group",5.5
"4247",2484652,"psu","Contact group",6
"4248",2484726,"psu","Contact group",5.5
"4249",2484730,"psu","Contact group",4.25
"4250",2484746,"psu","Contact group",7
"4251",2484761,"psu","Contact group",5.5
"4252",2484762,"psu","Control group",1.75
"4253",2484765,"psu","Control group",1
"4254",2484829,"psu","Contact group",5.5
"4255",2484831,"psu","Contact group",7
"4256",2484832,"psu","Control group",6.25
"4257",2484833,"psu","Contact group",1
"4258",2484835,"psu","Contact group",5.75
"4259",2484850,"psu","Control group",2.5
"4260",2484921,"psu","Control group",4.75
"4261",2484923,"psu","Control group",4.5
"4262",2484927,"psu","Contact group",2.5
"4263",2484936,"psu","Control group",3.75
"4264",2484944,"psu","Control group",5.5
"4265",2490490,"psu","Contact group",6
"4266",2490493,"psu","Control group",4
"4267",2490496,"psu","Control group",4.25
"4268",2490499,"psu","Control group",3
"4269",2490501,"psu","Control group",6
"4270",2490558,"psu","Contact group",2.5
"4271",2490564,"psu","Contact group",4.25
"4272",2490571,"psu","Contact group",3
"4273",2490574,"psu","Contact group",4
"4274",2490582,"psu","Control group",5.75
"4275",2490586,"psu","Control group",3.5
"4276",2490596,"psu","Contact group",4.25
"4277",2490616,"psu","Contact group",6
"4278",2490617,"psu","Control group",8
"4279",2490624,"psu","Control group",4.75
"4280",2490644,"psu","Contact group",5
"4281",2490651,"psu","Control group",3.75
"4282",2490658,"psu","Contact group",3.75
"4283",2490661,"psu","Control group",3.5
"4284",2490664,"psu","Contact group",4.25
"4285",2490682,"psu","Contact group",3.75
"4286",2490703,"psu","Control group",5.25
"4287",2490714,"psu","Contact group",2.5
"4288",2490730,"psu","Contact group",3.75
"4289",2490736,"psu","Control group",3.75
"4290",2490738,"psu","Contact group",6
"4291",2490741,"psu","Contact group",4.25
"4292",2490743,"psu","Contact group",5
"4293",2490756,"psu","Contact group",3.25
"4294",2490791,"psu","Control group",1
"4295",2490804,"psu","Control group",2
"4296",2492277,"psu","Control group",2.25
"4297",2492280,"psu","Control group",2.75
"4298",2492283,"psu","Contact group",4.75
"4299",2492337,"psu","Contact group",2
"4300",2492339,"psu","Contact group",4.75
"4301",2492340,"psu","Contact group",6
"4302",2492360,"psu","Control group",5.25
"4303",2492363,"psu","Contact group",5.25
"4304",2492365,"psu","Control group",2.25
"4305",2492377,"psu","Control group",5.25
"4306",2492422,"psu","Control group",5
"4307",2492424,"psu","Control group",2.25
"4308",2492428,"psu","Contact group",6
"4309",2492477,"psu","Control group",3.75
"4310",2492480,"psu","Contact group",1.25
"4311",2492498,"psu","Control group",5.75
"4312",2492499,"psu","Control group",4
"4313",2493991,"psu","Contact group",9
"4314",2493995,"psu","Contact group",2.5
"4315",2493998,"psu","Contact group",4.25
"4316",2493999,"psu","Contact group",3.5
"4317",2494001,"psu","Contact group",3.5
"4318",2494004,"psu","Contact group",5.5
"4319",2494055,"psu","Control group",1
"4320",2494062,"psu","Contact group",4.75
"4321",2494064,"psu","Control group",5.25
"4322",2494069,"psu","Control group",6
"4323",2494070,"psu","Contact group",1.75
"4324",2494092,"psu","Control group",1.5
"4325",2494117,"psu","Contact group",2.25
"4326",2494131,"psu","Control group",3.75
"4327",2494134,"psu","Contact group",2.5
"4328",2494135,"psu","Control group",2.25
"4329",2494139,"psu","Control group",2.75
"4330",2494171,"psu","Control group",5.75
