"","session_id","referrer","ContactGroup","Imagineddv"
"959",2456203,"laurier","Contact group",1.75
"960",2456205,"laurier","Contact group",8.75
"961",2456207,"laurier","Control group",1.25
"962",2456209,"laurier","Contact group",2.5
"963",2456213,"laurier","Control group",2
"964",2456214,"laurier","Control group",5
"965",2456217,"laurier","Contact group",2.5
"966",2456219,"laurier","Contact group",3.5
"967",2456221,"laurier","Contact group",5
"968",2456222,"laurier","Control group",4.5
"969",2456225,"laurier","Control group",4.5
"970",2456226,"laurier","Contact group",1.5
"971",2456229,"laurier","Contact group",4.5
"972",2456230,"laurier","Contact group",5.75
"973",2456232,"laurier","Contact group",7.25
"974",2456236,"laurier","Control group",4
"975",2456283,"laurier","Contact group",5.5
"976",2456285,"laurier","Contact group",6.75
"977",2456287,"laurier","Control group",8
"978",2456289,"laurier","Control group",5.75
"979",2456292,"laurier","Control group",3.5
"980",2456297,"laurier","Control group",6.25
"981",2456298,"laurier","Control group",7
"982",2456299,"laurier","Control group",5.75
"983",2456300,"laurier","Control group",7.5
"984",2456302,"laurier","Contact group",1.75
"985",2456304,"laurier","Contact group",2.5
"986",2456305,"laurier","Contact group",4.5
"987",2456308,"laurier","Control group",8
"988",2456310,"laurier","Contact group",5
"989",2456345,"laurier","Contact group",2.25
"990",2456354,"laurier","Contact group",6
"991",2456356,"laurier","Control group",9
"992",2456357,"laurier","Control group",2.75
"993",2456358,"laurier","Control group",5
"994",2456359,"laurier","Contact group",7
"995",2456361,"laurier","Contact group",5.25
"996",2456362,"laurier","Contact group",2.25
"997",2456364,"laurier","Control group",5.5
"998",2456367,"laurier","Control group",2.5
"999",2456368,"laurier","Control group",4.25
"1000",2456369,"laurier","Contact group",6
"1001",2456370,"laurier","Control group",5.5
"1002",2456372,"laurier","Control group",5.5
"1003",2456375,"laurier","Control group",7
"1004",2456378,"laurier","Control group",7.75
"1005",2456383,"laurier","Contact group",6.75
"1006",2456386,"laurier","Control group",4.25
"1007",2456493,"laurier","Control group",7.25
"1008",2456495,"laurier","Control group",4
"1009",2456496,"laurier","Control group",9
"1010",2456499,"laurier","Contact group",8
"1011",2456502,"laurier","Control group",5
"1012",2456503,"laurier","Contact group",5.75
"1013",2456504,"laurier","Contact group",4
"1014",2456505,"laurier","Contact group",4.25
"1015",2456507,"laurier","Control group",2.5
"1016",2456508,"laurier","Contact group",3
"1017",2456509,"laurier","Control group",3.5
"1018",2456510,"laurier","Control group",2
"1019",2456513,"laurier","Contact group",8.5
"1020",2456514,"laurier","Contact group",5.5
"1021",2456517,"laurier","Contact group",5
"1022",2456518,"laurier","Control group",5
"1023",2456536,"laurier","Contact group",4.25
"1024",2456583,"laurier","Contact group",8.25
"1025",2456586,"laurier","Control group",5.25
"1026",2456590,"laurier","Contact group",5.5
"1027",2456591,"laurier","Contact group",3.5
"1028",2456592,"laurier","Control group",5
"1029",2456593,"laurier","Contact group",5
"1030",2456594,"laurier","Contact group",8.25
"1031",2456596,"laurier","Control group",4.25
"1032",2456598,"laurier","Contact group",8.75
"1033",2456601,"laurier","Control group",8.25
"1034",2456602,"laurier","Contact group",3.5
"1035",2456603,"laurier","Control group",2.75
"1036",2456605,"laurier","Contact group",3
"1037",2456606,"laurier","Control group",8.75
"1038",2456612,"laurier","Contact group",4.5
"1039",2456617,"laurier","Contact group",5.5
"1040",2456639,"laurier","Contact group",5.75
"1041",2456685,"laurier","Control group",2.25
"1042",2456686,"laurier","Control group",3
"1043",2456687,"laurier","Control group",2.75
"1044",2456689,"laurier","Contact group",4.5
"1045",2456692,"laurier","Control group",8.75
"1046",2456697,"laurier","Control group",3.75
"1047",2456700,"laurier","Contact group",5.75
"1048",2456701,"laurier","Control group",3.5
"1049",2456702,"laurier","Contact group",5.75
"1050",2456703,"laurier","Contact group",5.25
"1051",2456711,"laurier","Contact group",3.5
"1052",2456715,"laurier","Contact group",6
"1053",2456717,"laurier","Control group",2.5
"1054",2456718,"laurier","Contact group",8
"1055",2456757,"laurier","Control group",5
"1056",2456759,"laurier","Contact group",5.75
"1057",2456760,"laurier","Control group",8.25
"1058",2456763,"laurier","Contact group",4.5
"1059",2456768,"laurier","Contact group",6
"1060",2456770,"laurier","Control group",5.75
"1061",2456772,"laurier","Contact group",4
"1062",2456776,"laurier","Control group",4.75
"1063",2456779,"laurier","Control group",2
"1064",2456781,"laurier","Control group",3
"1065",2456783,"laurier","Control group",3.5
"1066",2456787,"laurier","Control group",2.75
"1067",2456790,"laurier","Contact group",1.5
"1068",2456797,"laurier","Contact group",4.75
"1069",2456805,"laurier","Control group",4
"1070",2456807,"laurier","Control group",7
