"","session_id","referrer","ContactGroup","Imagineddv"
"4682",2476887,"swps","Control group",2.25
"4683",2476915,"swps","Contact group",4
"4684",2476916,"swps","Control group",1.75
"4685",2476919,"swps","Contact group",5
"4686",2476923,"swps","Control group",1.5
"4687",2476927,"swps","Contact group",5.5
"4688",2476928,"swps","Control group",7
"4689",2476939,"swps","Control group",4
"4690",2476940,"swps","Control group",2.25
"4691",2476942,"swps","Control group",4
"4692",2476946,"swps","Control group",2.25
"4693",2476962,"swps","Contact group",6.5
"4694",2476971,"swps","Contact group",5.25
"4695",2476974,"swps","Contact group",3
"4696",2476978,"swps","Control group",2.5
"4697",2476979,"swps","Control group",2.5
"4698",2476985,"swps","Contact group",4.5
"4699",2476986,"swps","Control group",5
"4700",2476996,"swps","Control group",2.5
"4701",2480988,"swps","Control group",5.25
"4702",2480992,"swps","Contact group",4.5
"4703",2480993,"swps","Contact group",4.75
"4704",2480997,"swps","Contact group",1.5
"4705",2481010,"swps","Control group",1
"4706",2481026,"swps","Control group",3
"4707",2481061,"swps","Control group",6
"4708",2481067,"swps","Control group",4.5
"4709",2481068,"swps","Contact group",4.75
"4710",2481072,"swps","Control group",6.75
"4711",2481073,"swps","Control group",2.25
"4712",2481082,"swps","Contact group",5.5
"4713",2481083,"swps","Control group",5
"4714",2481084,"swps","Contact group",3.25
"4715",2481085,"swps","Contact group",1.5
"4716",2481094,"swps","Control group",4.5
"4717",2481095,"swps","Contact group",8
"4718",2481096,"swps","Control group",7.5
"4719",2481100,"swps","Contact group",5.25
"4720",2481133,"swps","Control group",5.25
"4721",2481148,"swps","Control group",4.25
"4722",2481219,"swps","Contact group",3.25
"4723",2481221,"swps","Control group",6
"4724",2481223,"swps","Contact group",4.5
"4725",2481243,"swps","Contact group",4.5
"4726",2481245,"swps","Control group",4.25
"4727",2481246,"swps","Contact group",4
"4728",2481248,"swps","Contact group",5.25
"4729",2481291,"swps","Contact group",3.25
"4730",2481292,"swps","Control group",6.25
"4731",2481295,"swps","Contact group",5
"4732",2481333,"swps","Control group",3.75
"4733",2481383,"swps","Contact group",5
"4734",2481435,"swps","Contact group",6.25
"4735",2481437,"swps","Control group",3
"4736",2481439,"swps","Contact group",1
"4737",2481474,"swps","Contact group",3.5
"4738",2481478,"swps","Contact group",6.5
"4739",2481490,"swps","Control group",3.25
"4740",2481498,"swps","Contact group",4.75
"4741",2483562,"swps","Contact group",4
"4742",2483564,"swps","Contact group",3.75
"4743",2483580,"swps","Contact group",6.75
"4744",2483603,"swps","Contact group",5.75
"4745",2483618,"swps","Contact group",6.25
"4746",2483620,"swps","Contact group",4.5
"4747",2483622,"swps","Contact group",5.5
"4748",2483645,"swps","Control group",3.75
"4749",2483646,"swps","Control group",5.25
"4750",2483680,"swps","Contact group",2.25
"4751",2483697,"swps","Control group",6.75
"4752",2483709,"swps","Control group",1.5
"4753",2483716,"swps","Contact group",4.75
"4754",2483729,"swps","Contact group",4.25
"4755",2483731,"swps","Contact group",8
"4756",2483761,"swps","Contact group",1
"4757",2483781,"swps","Contact group",2.25
"4758",2483787,"swps","Control group",3.25
"4759",2483788,"swps","Control group",1.25
"4760",2483815,"swps","Contact group",5.5
