"","session_id","referrer","ContactGroup","Imagineddv"
"5696",2484019,"unipd","Contact group",6.75
"5697",2484059,"unipd","Control group",5.25
"5698",2484318,"unipd","Control group",3.25
"5699",2484326,"unipd","Contact group",7
"5700",2484426,"unipd","Control group",6.75
"5701",2484434,"unipd","Contact group",2.25
"5702",2484464,"unipd","Contact group",4.75
"5703",2484467,"unipd","Control group",5.75
"5704",2484491,"unipd","Contact group",7
"5705",2484505,"unipd","Contact group",5.25
"5706",2484642,"unipd","Control group",5.25
"5707",2484702,"unipd","Contact group",6.25
"5708",2484722,"unipd","Control group",3
"5709",2484843,"unipd","Contact group",3.25
"5710",2484977,"unipd","Control group",3.75
"5711",2485013,"unipd","Control group",1
"5712",2485029,"unipd","Control group",4
"5713",2485084,"unipd","Contact group",4.25
"5714",2485107,"unipd","Control group",6.75
"5715",2485579,"unipd","Control group",7.25
"5716",2485979,"unipd","Contact group",6.25
"5717",2485980,"unipd","Contact group",7.25
"5718",2485997,"unipd","Control group",6
"5719",2486001,"unipd","Contact group",3.25
"5720",2486003,"unipd","Control group",3.75
"5721",2486015,"unipd","Control group",5.75
"5722",2486023,"unipd","Contact group",4.75
"5723",2486027,"unipd","Control group",3.25
"5724",2486037,"unipd","Contact group",4
"5725",2486040,"unipd","Control group",3.75
"5726",2486108,"unipd","Contact group",4.5
"5728",2486145,"unipd","Control group",4
"5729",2486157,"unipd","Control group",4
"5730",2486158,"unipd","Control group",8.25
"5731",2486167,"unipd","Control group",3.25
"5732",2486181,"unipd","Control group",6.25
"5733",2486191,"unipd","Control group",6.75
"5734",2486204,"unipd","Contact group",6.5
"5735",2486230,"unipd","Contact group",1
"5736",2486263,"unipd","Contact group",1.5
"5737",2486285,"unipd","Control group",6.5
"5738",2486620,"unipd","Contact group",6.25
"5739",2486678,"unipd","Control group",3
"5740",2486682,"unipd","Contact group",7.25
"5741",2486702,"unipd","Control group",4
"5742",2486982,"unipd","Control group",5
"5743",2487020,"unipd","Contact group",4.5
"5744",2487026,"unipd","Control group",3.25
"5745",2487058,"unipd","Contact group",4.25
"5746",2487140,"unipd","Control group",6.75
"5747",2487183,"unipd","Control group",2
"5748",2487244,"unipd","Control group",2
"5749",2487591,"unipd","Contact group",4.75
"5750",2487605,"unipd","Contact group",6.25
"5751",2487621,"unipd","Contact group",7.75
"5752",2487622,"unipd","Control group",3.75
"5753",2487624,"unipd","Contact group",6.75
"5754",2487632,"unipd","Control group",5.25
"5755",2487640,"unipd","Control group",2.75
"5756",2487668,"unipd","Control group",2.25
"5757",2487815,"unipd","Control group",3
"5758",2487825,"unipd","Contact group",5.5
"5759",2487830,"unipd","Contact group",7.5
"5760",2487891,"unipd","Contact group",8
"5761",2487978,"unipd","Contact group",1.5
"5762",2488018,"unipd","Control group",3.5
"5763",2488497,"unipd","Control group",6
"5764",2488508,"unipd","Contact group",1
"5765",2488532,"unipd","Control group",8
"5766",2488542,"unipd","Control group",2.75
"5767",2488545,"unipd","Contact group",4.25
"5768",2488556,"unipd","Contact group",6
"5769",2488614,"unipd","Contact group",7.75
"5770",2488655,"unipd","Control group",4.75
"5771",2488731,"unipd","Contact group",4
"5772",2488886,"unipd","Control group",2.5
"5773",2489769,"unipd","Contact group",6
"5774",2489807,"unipd","Contact group",6
"5775",2489876,"unipd","Contact group",2.75
"5776",2490054,"unipd","Contact group",7
"5777",2490369,"unipd","Control group",4
"5778",2491671,"unipd","Contact group",7.5
"5779",2493475,"unipd","Control group",6
