"","session_id","referrer","ContactGroup","Imagineddv"
"5636",2479466,"unipd","Contact group",7.25
"5637",2481208,"unipd","Control group",5
"5638",2481277,"unipd","Contact group",6.5
"5639",2481290,"unipd","Control group",3.25
"5640",2481300,"unipd","Contact group",2.75
"5641",2481329,"unipd","Contact group",4.25
"5642",2481381,"unipd","Contact group",1
"5643",2481594,"unipd","Contact group",8.5
"5644",2481642,"unipd","Control group",8
"5645",2481650,"unipd","Control group",6.5
"5646",2481666,"unipd","Control group",5.75
"5647",2481669,"unipd","Control group",6
"5648",2481678,"unipd","Contact group",5
"5649",2481688,"unipd","Contact group",4.5
"5650",2481705,"unipd","Control group",6.75
"5651",2481724,"unipd","Contact group",6.25
"5652",2481736,"unipd","Contact group",5.5
"5653",2481756,"unipd","Contact group",3
"5654",2481761,"unipd","Contact group",5.25
"5655",2481762,"unipd","Control group",2.75
"5656",2481766,"unipd","Contact group",4
"5657",2481772,"unipd","Control group",8.5
"5658",2481780,"unipd","Control group",2.5
"5659",2481795,"unipd","Contact group",6.5
"5660",2481809,"unipd","Control group",5.25
"5661",2481814,"unipd","Contact group",3.25
"5662",2481863,"unipd","Control group",6
"5663",2481866,"unipd","Control group",2
"5664",2481867,"unipd","Control group",3.5
"5665",2481915,"unipd","Control group",4.25
"5666",2481937,"unipd","Control group",6.5
"5667",2482069,"unipd","Contact group",4.5
"5668",2482157,"unipd","Contact group",6
"5669",2482162,"unipd","Contact group",6.25
"5670",2482188,"unipd","Control group",5.5
"5671",2482220,"unipd","Contact group",7
"5672",2482247,"unipd","Control group",6.75
"5673",2482249,"unipd","Control group",7
"5674",2482262,"unipd","Control group",7
"5675",2482438,"unipd","Contact group",4.25
"5676",2482453,"unipd","Control group",6.25
"5677",2482461,"unipd","Control group",5.5
"5678",2482476,"unipd","Contact group",3.75
"5679",2482519,"unipd","Contact group",7.75
"5680",2482591,"unipd","Control group",4.75
"5681",2482626,"unipd","Contact group",5.5
"5682",2482641,"unipd","Control group",9
"5683",2482777,"unipd","Control group",7.25
"5684",2482864,"unipd","Contact group",7
"5685",2483502,"unipd","Control group",6
"5686",2483553,"unipd","Control group",1
"5687",2483595,"unipd","Control group",2.25
"5688",2483612,"unipd","Control group",6.5
"5689",2483629,"unipd","Contact group",6.5
"5690",2483770,"unipd","Control group",1
"5691",2483791,"unipd","Contact group",4.5
"5692",2483792,"unipd","Contact group",2.25
"5693",2483871,"unipd","Contact group",3.25
"5694",2483932,"unipd","Control group",4
"5695",2483985,"unipd","Contact group",4.25
