"","session_id","referrer","ContactGroup","Imagineddv"
"85",2401243,"brasilia","Contact group",8.25
"86",2401244,"brasilia","Contact group",5
"87",2401246,"brasilia","Control group",4.75
"88",2401249,"brasilia","Control group",5
"89",2401250,"brasilia","Contact group",2.75
"90",2401251,"brasilia","Contact group",7.25
"91",2401252,"brasilia","Control group",3.75
"92",2401255,"brasilia","Control group",5.75
"93",2401257,"brasilia","Contact group",7
"94",2401258,"brasilia","Contact group",6.75
"95",2401259,"brasilia","Control group",2.5
"96",2401260,"brasilia","Contact group",6
"97",2401261,"brasilia","Contact group",6.5
"98",2401305,"brasilia","Contact group",9
"99",2401306,"brasilia","Contact group",5.5
"100",2401308,"brasilia","Contact group",3.25
"101",2401309,"brasilia","Contact group",3.75
"102",2401312,"brasilia","Contact group",7.75
"103",2401316,"brasilia","Control group",3
"104",2401319,"brasilia","Control group",6
"105",2401320,"brasilia","Contact group",4.75
"106",2401322,"brasilia","Contact group",5.5
"107",2401325,"brasilia","Control group",7.5
"108",2401328,"brasilia","Contact group",1
"109",2401329,"brasilia","Control group",6.75
"110",2401335,"brasilia","Control group",5.25
"111",2401336,"brasilia","Control group",5.75
"112",2401341,"brasilia","Control group",5
"113",2401343,"brasilia","Contact group",4
"114",2401352,"brasilia","Contact group",6.25
"115",2401368,"brasilia","Contact group",5.5
"116",2401371,"brasilia","Contact group",1
"117",2401380,"brasilia","Contact group",6
"118",2401382,"brasilia","Control group",7.25
"119",2401385,"brasilia","Control group",2
"120",2401388,"brasilia","Contact group",5.75
"121",2401389,"brasilia","Control group",5
"122",2401390,"brasilia","Control group",1
"123",2401391,"brasilia","Control group",1
"124",2401393,"brasilia","Contact group",9
"125",2401396,"brasilia","Control group",3.5
"126",2401398,"brasilia","Control group",7
"127",2401399,"brasilia","Control group",3
"128",2401400,"brasilia","Control group",5.75
"129",2401402,"brasilia","Contact group",6.75
"130",2401405,"brasilia","Control group",7.5
"131",2401417,"brasilia","Control group",7.5
"132",2401440,"brasilia","Control group",5
"133",2401462,"brasilia","Contact group",3.5
"134",2401463,"brasilia","Control group",6
"135",2401464,"brasilia","Control group",2.25
"136",2401466,"brasilia","Control group",6
"137",2401472,"brasilia","Contact group",3
"138",2401476,"brasilia","Control group",6.25
"139",2401485,"brasilia","Contact group",7
"140",2401488,"brasilia","Control group",2.25
"141",2401489,"brasilia","Control group",4.5
"142",2401490,"brasilia","Control group",9
"143",2401494,"brasilia","Control group",9
"144",2401495,"brasilia","Contact group",5.25
"145",2401497,"brasilia","Control group",8.5
"146",2402832,"brasilia","Control group",8
"147",2403781,"brasilia","Contact group",1.75
"148",2404006,"brasilia","Contact group",4
"149",2406260,"brasilia","Control group",5
"150",2413394,"brasilia","Contact group",4.75
"151",2413458,"brasilia","Contact group",1.75
"152",2422247,"brasilia","Control group",7.75
"153",2422422,"brasilia","Contact group",5.5
"154",2422639,"brasilia","Control group",4.25
"155",2426482,"brasilia","Contact group",4.75
"156",2428845,"brasilia","Control group",1.75
"157",2428937,"brasilia","Control group",6.25
"158",2429105,"brasilia","Contact group",3.5
"159",2429257,"brasilia","Contact group",5.75
"160",2439535,"brasilia","Control group",2
"161",2442313,"brasilia","Control group",7.75
"162",2442618,"brasilia","Control group",1.5
"163",2442751,"brasilia","Contact group",1.5
"164",2445814,"brasilia","Control group",1
"165",2446096,"brasilia","Control group",3.25
"166",2451802,"brasilia","Contact group",4
"167",2452252,"brasilia","Contact group",2
"168",2452326,"brasilia","Control group",4
"169",2453867,"brasilia","Control group",5.75
"170",2457082,"brasilia","Control group",3
"171",2457236,"brasilia","Contact group",5.75
"172",2458747,"brasilia","Contact group",6.5
"173",2458796,"brasilia","Contact group",4.5
"174",2458919,"brasilia","Contact group",7.25
"175",2462035,"brasilia","Contact group",6.25
"176",2465382,"brasilia","Contact group",6.25
"177",2465673,"brasilia","Control group",2.5
"178",2465905,"brasilia","Contact group",4
"179",2466041,"brasilia","Contact group",3
"180",2466133,"brasilia","Contact group",4.25
"181",2467447,"brasilia","Control group",1.5
"182",2467639,"brasilia","Control group",4.75
"183",2467777,"brasilia","Control group",4.5
"184",2467949,"brasilia","Control group",6
"185",2468111,"brasilia","Control group",5.5
"186",2469707,"brasilia","Control group",6.25
"187",2469812,"brasilia","Contact group",7
"188",2469887,"brasilia","Control group",7.5
"189",2470010,"brasilia","Control group",2
"190",2470140,"brasilia","Control group",6
"191",2471873,"brasilia","Control group",7
"192",2472163,"brasilia","Control group",5
"193",2472247,"brasilia","Contact group",4.25
"194",2472309,"brasilia","Control group",2.25
"195",2477425,"brasilia","Contact group",3.75
"196",2477613,"brasilia","Control group",3
"197",2477757,"brasilia","Control group",6
"198",2477847,"brasilia","Contact group",2
"199",2479434,"brasilia","Control group",1
"200",2479598,"brasilia","Control group",3
"201",2479656,"brasilia","Contact group",4.75
"202",2479774,"brasilia","Contact group",5.25
"203",2482449,"brasilia","Contact group",3.25
"204",2482575,"brasilia","Contact group",6.5
