"","label","effect.size","ci.low","ci.high","p.value","diamond.ratio","dr.low","dr.high","I2","I2.low","I2.high"
"1","Overall",0.122861859405905,0.0929730034431249,0.152750715368685,7.83972794632352e-16,1.42554124706122,1.04999223846823,2.13381110674723,36.768441052799,2.91023556436019,65.2058434615967
