uID,CounterBalance,Prominent1st,Prominent2nd,Asymmetry
241,CBA,12.4545454545455,9.5,2.95454545454546
242,CBB,12.9,10.6363636363636,2.26363636363636
244,CBB,11.9,12.5454545454545,-0.645454545454545
247,CBB,10.3,12.4545454545455,-2.15454545454545
249,CBB,8.5,10.5454545454545,-2.04545454545455
251,CBA,9.81818181818182,8.6,1.21818181818182
253,CBA,10.9090909090909,8.5,2.40909090909091
255,CBB,10.8,14.0909090909091,-3.29090909090909
256,CBB,7.5,12.0909090909091,-4.59090909090909
257,CBA,9.09090909090909,7.9,1.19090909090909
260,CBA,12.9090909090909,8.4,4.50909090909091
263,CBA,15.7272727272727,14,1.72727272727273
265,CBB,9.4,10.1818181818182,-0.781818181818181
266,CBB,10.2,13.0909090909091,-2.89090909090909
268,CBB,10.9,12.4545454545455,-1.55454545454545
271,CBB,11.4,11.8181818181818,-0.418181818181818
273,CBB,12.3,14.7272727272727,-2.42727272727273
278,CBA,11.2727272727273,10.4,0.872727272727273
280,CBB,11.1,10.1818181818182,0.918181818181818
285,CBB,13.6,13,0.6
290,CBB,9.9,9.45454545454546,0.445454545454545
293,CBA,10.2727272727273,9,1.27272727272727
294,CBB,12.2,12.1818181818182,0.0181818181818176
295,CBA,12.0909090909091,11.1,0.990909090909092
296,CBA,11.4545454545455,11.4,0.0545454545454547
298,CBA,9,9.8,-0.800000000000001
300,CBB,9.3,8.81818181818182,0.481818181818182
303,CBA,12.9090909090909,11.7,1.20909090909091
309,CBB,13.2,13.6363636363636,-0.436363636363637
312,CBB,10,12.9090909090909,-2.90909090909091
320,CBA,14.9090909090909,12.7,2.20909090909091
321,CBB,14.7,17.1818181818182,-2.48181818181818
323,CBA,12.1818181818182,9.3,2.88181818181818
325,CBB,8.8,10.3636363636364,-1.56363636363636
327,CBA,13.6363636363636,10.7,2.93636363636364
334,CBB,11.2,12.9090909090909,-1.70909090909091
336,CBA,14.2727272727273,12,2.27272727272727
338,CBB,10.1,10.0909090909091,0.00909090909090793
339,CBA,11.5454545454545,10.9,0.645454545454545
340,CBB,9.6,11.8181818181818,-2.21818181818182
343,CBB,15.4,16.4545454545455,-1.05454545454545
344,CBA,12,10,2
347,CBA,10.9090909090909,8.1,2.80909090909091
350,CBB,10.3,9.63636363636364,0.663636363636364
351,CBA,9.36363636363636,10.1,-0.736363636363636
355,CBB,10.1,10.8181818181818,-0.718181818181819
356,CBA,8.36363636363636,7.6,0.763636363636364
360,CBB,7.1,6.81818181818182,0.281818181818181
362,CBB,10.1,12.7272727272727,-2.62727272727273
367,CBA,10.5454545454545,9.7,0.845454545454546
369,CBA,12.2727272727273,11.2,1.07272727272727
370,CBA,10.9090909090909,7.6,3.30909090909091
371,CBB,12.2,12.8181818181818,-0.618181818181819
373,CBA,12.2727272727273,11.1,1.17272727272727
374,CBB,12.6,11.5454545454545,1.05454545454545
375,CBB,9.1,10.1818181818182,-1.08181818181818
378,CBB,12.4,14,-1.6
380,CBA,12.6363636363636,9.4,3.23636363636364
381,CBA,9.63636363636364,8.7,0.936363636363637
384,CBB,10.3,12.5454545454545,-2.24545454545454
385,CBB,13,12.2727272727273,0.727272727272727
386,CBA,7,10.5,-3.5
388,CBA,13.3636363636364,11.7,1.66363636363636
390,CBA,11.1818181818182,11,0.181818181818182
392,CBA,11.9090909090909,7.7,4.20909090909091
395,CBB,7.3,10.2727272727273,-2.97272727272727
396,CBA,8.72727272727273,6.8,1.92727272727273
398,CBA,11.2727272727273,8.1,3.17272727272727
399,CBA,12.0909090909091,9.7,2.39090909090909
400,CBB,12.3,11.9090909090909,0.390909090909092
401,CBA,10.5454545454545,11.1,-0.554545454545455
402,CBB,13.4,16.9090909090909,-3.50909090909091
403,CBB,12.3,13.2727272727273,-0.972727272727273
406,CBB,8.8,7.90909090909091,0.890909090909092
407,CBB,9.5,9.45454545454546,0.045454545454545
408,CBA,14.7272727272727,11.5,3.22727272727273
413,CBB,10.8,10.6363636363636,0.163636363636364
416,CBA,7.81818181818182,8.2,-0.381818181818181
417,CBB,8.7,9.72727272727273,-1.02727272727273
418,CBB,10.6,11.9090909090909,-1.30909090909091
419,CBA,12.3636363636364,10.8,1.56363636363636
420,CBA,11.7272727272727,9.7,2.02727272727273
421,CBB,10.5,11.8181818181818,-1.31818181818182
424,CBB,9.8,10.1818181818182,-0.381818181818181
425,CBA,13,10.3,2.7
427,CBB,10.1,11.0909090909091,-0.990909090909092
431,CBA,9.54545454545454,9.5,0.045454545454545
434,CBA,11.4545454545455,8.2,3.25454545454546
435,CBB,9.4,8.27272727272727,1.12727272727273
437,CBA,16,13.2,2.8
440,CBA,13.6363636363636,10.1,3.53636363636364
445,CBB,8,10.4545454545455,-2.45454545454546
447,CBA,12.0909090909091,10.6,1.49090909090909
453,CBB,9.2,10.1818181818182,-0.981818181818182
454,CBA,12.4545454545455,10.9,1.55454545454545
455,CBA,10.4545454545455,7.6,2.85454545454546
456,CBB,8.9,11,-2.1
457,CBB,10.6,13.2727272727273,-2.67272727272727
459,CBB,8.4,11.5454545454545,-3.14545454545454
461,CBB,9.1,12.2727272727273,-3.17272727272727
463,CBA,8.54545454545455,7.7,0.845454545454545
467,CBA,12,9.9,2.1
470,CBB,10.7,12,-1.3
471,CBA,9.45454545454546,6,3.45454545454546
472,CBA,8.81818181818182,8.2,0.618181818181819
479,CBA,10.9090909090909,10.8,0.109090909090908
481,CBB,15.9,15.6363636363636,0.263636363636364
482,CBA,10.0909090909091,9.1,0.990909090909092
487,CBB,10.1,13.3636363636364,-3.26363636363636
488,CBA,12.2727272727273,10.7,1.57272727272727
492,CBB,12.9,14.5454545454545,-1.64545454545454
495,CBB,10.9,12.0909090909091,-1.19090909090909
496,CBB,11,12.3636363636364,-1.36363636363636
497,CBB,8.1,11.5454545454545,-3.44545454545455
499,CBA,12,10.7,1.3
502,CBB,6.7,11.4545454545455,-4.75454545454546
503,CBA,12.3636363636364,12.1,0.263636363636364
504,CBA,10,9.2,0.800000000000001
506,CBA,11.8181818181818,9.3,2.51818181818182
508,CBB,8.7,10.3636363636364,-1.66363636363636
510,CBB,7.6,12.0909090909091,-4.49090909090909
511,CBA,10.6363636363636,10.8,-0.163636363636364
512,CBB,7.1,11.2727272727273,-4.17272727272727
515,CBA,10.0909090909091,10.2,-0.109090909090908
516,CBB,9.4,7.63636363636364,1.76363636363636
517,CBA,8.72727272727273,6.3,2.42727272727273
521,CBA,8.81818181818182,6.5,2.31818181818182
522,CBB,10.3,9.45454545454546,0.845454545454546
523,CBB,8.7,9.54545454545454,-0.845454545454546
527,CBB,10,11.1818181818182,-1.18181818181818
530,CBB,9.9,8.54545454545455,1.35454545454546
531,CBA,12.8181818181818,11.1,1.71818181818182
532,CBA,14.1818181818182,12.3,1.88181818181818
533,CBA,10.4545454545455,10.1,0.354545454545455
535,CBA,12.8181818181818,8.8,4.01818181818182
536,CBA,8.27272727272727,7.5,0.772727272727273
538,CBB,13.4,12.1818181818182,1.21818181818182
539,CBA,14.4545454545455,12.8,1.65454545454545
541,CBB,12.7,11.5454545454545,1.15454545454545
545,CBB,12.2,11.7272727272727,0.472727272727273
546,CBB,9.7,11.2727272727273,-1.57272727272727
547,CBA,13.1818181818182,10.6,2.58181818181818
551,CBB,11.1,12.7272727272727,-1.62727272727273
552,CBB,7.9,10.9090909090909,-3.00909090909091
554,CBA,15.0909090909091,12.6,2.49090909090909
557,CBA,13.1818181818182,12.4,0.781818181818181
559,CBA,11,9.4,1.6
560,CBB,10.8,13.6363636363636,-2.83636363636364
561,CBA,12.0909090909091,10.4,1.69090909090909
565,CBA,8.18181818181818,9.4,-1.21818181818182
570,CBB,11,13.9090909090909,-2.90909090909091
571,CBA,9,9.9,-0.9
576,CBB,9.2,9.72727272727273,-0.527272727272727
577,CBB,11.8,14.6363636363636,-2.83636363636364
579,CBB,8.5,10.5454545454545,-2.04545454545455
581,CBB,9.1,10.9090909090909,-1.80909090909091
583,CBA,14,14.6,-0.6
588,CBB,13.4,16.0909090909091,-2.69090909090909
589,CBA,13.6363636363636,12.3,1.33636363636364
590,CBA,9.72727272727273,9.5,0.227272727272727
594,CBA,11.9090909090909,11.6,0.309090909090909
595,CBA,12.1818181818182,10.2,1.98181818181818
597,CBB,9.5,9.81818181818182,-0.318181818181818
599,CBA,10.2727272727273,8.8,1.47272727272727
600,CBA,10.6363636363636,9.7,0.936363636363637
601,CBA,10.6363636363636,7.9,2.73636363636364
604,CBA,13.7272727272727,8.9,4.82727272727273
605,CBA,15.2727272727273,15.7,-0.427272727272726
610,CBB,8.1,10.9090909090909,-2.80909090909091
612,CBB,9,12.7272727272727,-3.72727272727273
613,CBA,10.8181818181818,9.7,1.11818181818182
615,CBA,11.0909090909091,9.7,1.39090909090909
617,CBB,15.2,15.1818181818182,0.0181818181818176
619,CBA,10.6363636363636,8.9,1.73636363636364
622,CBA,13.2727272727273,13.5,-0.227272727272727
623,CBA,12.0909090909091,12.2,-0.109090909090908
624,CBB,8.7,11.0909090909091,-2.39090909090909
627,CBA,12.7272727272727,13.3,-0.572727272727274
629,CBA,8.72727272727273,7.7,1.02727272727273
630,CBB,14.2,15,-0.800000000000001
631,CBB,15.5,13.0909090909091,2.40909090909091
637,CBA,12.8181818181818,10.2,2.61818181818182
638,CBA,10,9.2,0.800000000000001
640,CBA,10.0909090909091,10.6,-0.509090909090908
641,CBA,14.1818181818182,13.7,0.481818181818182
642,CBA,14.9090909090909,16,-1.09090909090909
646,CBB,10.6,10.8181818181818,-0.218181818181819
651,CBA,10.9090909090909,7.3,3.60909090909091
652,CBA,9.27272727272727,10,-0.727272727272727
653,CBA,13.7272727272727,12.1,1.62727272727273
654,CBB,12.4,16,-3.6
658,CBA,12.0909090909091,10.5,1.59090909090909
659,CBB,11.6,12.1818181818182,-0.581818181818182
660,CBB,10.9,10.6363636363636,0.263636363636364
661,CBA,9.09090909090909,11.2,-2.10909090909091
662,CBB,14.5,15.0909090909091,-0.590909090909092
664,CBA,11.9090909090909,13.5,-1.59090909090909
667,CBA,11.7272727272727,14.6,-2.87272727272727
669,CBB,13.5,10.9090909090909,2.59090909090909
670,CBA,12.0909090909091,11.9,0.190909090909091
672,CBA,9.54545454545454,7.7,1.84545454545454
681,CBA,13.9090909090909,11.7,2.20909090909091
682,CBA,11.0909090909091,11.6,-0.509090909090908
685,CBA,13.3636363636364,11.8,1.56363636363636
686,CBB,13.6,14.5454545454545,-0.945454545454545
688,CBB,20,20,0
692,CBB,12.1,10.3636363636364,1.73636363636364
693,CBA,12.8181818181818,10,2.81818181818182
694,CBB,10.7,8.36363636363636,2.33636363636364
696,CBB,10,10.1818181818182,-0.181818181818182
697,CBA,9.63636363636364,8.6,1.03636363636364
699,CBA,12.6363636363636,13.9,-1.26363636363636
700,CBA,11.7272727272727,11.5,0.227272727272727
701,CBA,10.8181818181818,10.1,0.718181818181819
705,CBA,11.3636363636364,11.5,-0.136363636363637
707,CBA,15.3636363636364,16.6,-1.23636363636364
708,CBB,12.8,13.4545454545455,-0.654545454545454
709,CBA,13.1818181818182,11.6,1.58181818181818
710,CBA,8.09090909090909,9.1,-1.00909090909091
711,CBB,9.1,9.18181818181818,-0.081818181818182
712,CBB,9.5,8.81818181818182,0.681818181818182
714,CBB,13.1,12.9090909090909,0.190909090909091
715,CBA,10.6363636363636,8.4,2.23636363636364
717,CBB,7.8,8.90909090909091,-1.10909090909091
718,CBB,11.2,11.4545454545455,-0.254545454545456
723,CBA,11.3636363636364,12.5,-1.13636363636364
728,CBB,11.2,9.09090909090909,2.10909090909091
729,CBA,14.4545454545455,14.7,-0.245454545454544
730,CBB,12.6,11.4545454545455,1.14545454545454
731,CBA,10.1818181818182,10.1,0.081818181818182
732,CBA,11.9090909090909,9.7,2.20909090909091
733,CBA,10.5454545454545,11.2,-0.654545454545454
735,CBB,11.3,9.81818181818182,1.48181818181818
743,CBA,11.5454545454545,12.8,-1.25454545454546
745,CBA,12.6363636363636,9.5,3.13636363636364
747,CBA,8.54545454545455,9.9,-1.35454545454546
748,CBB,11.1,9.90909090909091,1.19090909090909
749,CBA,10.2727272727273,13.6,-3.32727272727273
758,CBA,14,13.3,0.699999999999999
760,CBA,11.7272727272727,11.1,0.627272727272727
762,CBA,12.2727272727273,12.4,-0.127272727272727
763,CBA,10.4545454545455,9.7,0.754545454545456
764,CBB,9.8,12.7272727272727,-2.92727272727273
765,CBB,11.5,10.1818181818182,1.31818181818182
767,CBA,8.63636363636364,8.2,0.436363636363637
771,CBB,8.9,10,-1.1
776,CBB,12.8,17.1818181818182,-4.38181818181818
777,CBA,12.4545454545455,12.2,0.254545454545456
778,CBA,8.54545454545455,8.1,0.445454545454545
786,CBB,13.8,14.9090909090909,-1.10909090909091
788,CBA,11.8181818181818,13.2,-1.38181818181818
789,CBA,10.8181818181818,9.3,1.51818181818182
791,CBA,12.9090909090909,14.4,-1.49090909090909
793,CBB,9.8,9.54545454545454,0.254545454545456
794,CBA,14.0909090909091,12.8,1.29090909090909
796,CBA,12.5454545454545,9,3.54545454545455
798,CBA,13.1818181818182,13.5,-0.318181818181818
801,CBA,13.2727272727273,11.4,1.87272727272727
802,CBA,13.5454545454545,11.9,1.64545454545454
804,CBA,11.3636363636364,13.4,-2.03636363636364
806,CBB,13.1,13.4545454545455,-0.354545454545455
807,CBB,13.5,14.4545454545455,-0.954545454545455
812,CBB,11.5,12.0909090909091,-0.590909090909092
815,CBB,14.4,14.5454545454545,-0.145454545454545
816,CBB,13.8,12.9090909090909,0.890909090909092
817,CBA,11.0909090909091,12.5,-1.40909090909091
818,CBA,11.6363636363636,11.5,0.136363636363637
819,CBB,9.8,12,-2.2
821,CBB,8.4,7.63636363636364,0.763636363636364
822,CBA,13.7272727272727,10.8,2.92727272727273
823,CBA,12.8181818181818,11.7,1.11818181818182
824,CBB,10.2,12.1818181818182,-1.98181818181818
825,CBA,10.0909090909091,9.6,0.490909090909092
828,CBB,10.5,12.0909090909091,-1.59090909090909
831,CBA,12.0909090909091,10,2.09090909090909
832,CBA,11.7272727272727,12.2,-0.472727272727273
836,CBA,13.1818181818182,9.7,3.48181818181818
838,CBB,8.3,10.4545454545455,-2.15454545454545
842,CBA,12.6363636363636,14.7,-2.06363636363636
843,CBA,14.2727272727273,13.5,0.772727272727273
844,CBA,12.6363636363636,10.5,2.13636363636364
845,CBB,13.8,12.7272727272727,1.07272727272727
846,CBB,13.1,14.2727272727273,-1.17272727272727
850,CBA,12.3636363636364,7.5,4.86363636363636
851,CBA,8.27272727272727,10.2,-1.92727272727273
855,CBA,13.7272727272727,10.3,3.42727272727273
856,CBB,9.4,8,1.4
860,CBA,14.0909090909091,14.4,-0.309090909090909
863,CBA,13.4545454545455,6.9,6.55454545454546
864,CBB,7.8,11.3636363636364,-3.56363636363636
865,CBB,16.2,16.2727272727273,-0.0727272727272741
866,CBB,7.2,10.5454545454545,-3.34545454545455
867,CBA,14.0909090909091,12.5,1.59090909090909
872,CBA,10.6363636363636,10.6,0.036363636363637
873,CBA,13.3636363636364,8.5,4.86363636363636
875,CBA,12.4545454545455,9.5,2.95454545454546
879,CBB,11.5,9.81818181818182,1.68181818181818
880,CBB,12.5,14.8181818181818,-2.31818181818182
881,CBA,16.2727272727273,15.2,1.07272727272727
882,CBA,10.6363636363636,8.7,1.93636363636364
883,CBA,17.0909090909091,11.7,5.39090909090909
885,CBA,9.27272727272727,12.8,-3.52727272727273
887,CBA,14.3636363636364,11.1,3.26363636363636
888,CBA,14.7272727272727,12.2,2.52727272727273
889,CBB,9.5,11.0909090909091,-1.59090909090909
890,CBB,11.7,15.2727272727273,-3.57272727272727
891,CBB,7.7,9.63636363636364,-1.93636363636364
893,CBB,10.8,12.1818181818182,-1.38181818181818
898,CBA,11.4545454545455,12,-0.545454545454545
899,CBA,13,8.8,4.2
900,CBA,9.81818181818182,11.1,-1.28181818181818
901,CBB,9.3,10.6363636363636,-1.33636363636364
904,CBA,15.2727272727273,14.5,0.772727272727273
905,CBA,15.4545454545455,15.5,-0.045454545454545
907,CBA,12.0909090909091,10.6,1.49090909090909
909,CBA,11.6363636363636,11.6,0.036363636363637
910,CBB,9.8,10.9090909090909,-1.10909090909091
911,CBB,10.5,11.2727272727273,-0.772727272727273
913,CBA,10.3636363636364,8.7,1.66363636363636
915,CBB,10,10,0
920,CBB,10.4,13,-2.6
921,CBB,12.4,11,1.4
922,CBB,12,16,-4
923,CBA,13.6363636363636,11.8,1.83636363636364
925,CBB,10.3,12.7272727272727,-2.42727272727273
926,CBA,8.72727272727273,11.4,-2.67272727272727
936,CBB,10.8,12.9090909090909,-2.10909090909091
938,CBA,11.3636363636364,9.5,1.86363636363636
939,CBB,10.3,11.3636363636364,-1.06363636363636
944,CBB,9.8,12.5454545454545,-2.74545454545454
945,CBB,11,11.9090909090909,-0.909090909090908
946,CBA,11.8181818181818,11.8,0.0181818181818176
948,CBB,10.8,12,-1.2
951,CBA,10.1818181818182,9.3,0.881818181818181
952,CBA,10.4545454545455,11.1,-0.645454545454545
957,CBA,11.8181818181818,8.4,3.41818181818182
962,CBB,8.9,13.1818181818182,-4.28181818181818
964,CBA,13.2727272727273,7.9,5.37272727272727
966,CBB,10.7,14.2727272727273,-3.57272727272727
967,CBB,12.2,11.8181818181818,0.381818181818181
968,CBA,12.7272727272727,12.9,-0.172727272727274
970,CBA,11.9090909090909,12.6,-0.690909090909091
971,CBB,6.4,9,-2.6
972,CBB,9.7,8.36363636363636,1.33636363636364
975,CBA,10.6363636363636,11.3,-0.663636363636364
976,CBA,14.4545454545455,13.9,0.554545454545455
977,CBA,14.8181818181818,14,0.818181818181818
979,CBB,13.8,14.8181818181818,-1.01818181818182
980,CBB,14.2,15,-0.800000000000001
981,CBA,12.3636363636364,12.1,0.263636363636364
983,CBB,10.9,13.5454545454545,-2.64545454545454
984,CBA,7,7.5,-0.5
986,CBB,8.6,9.09090909090909,-0.490909090909092
990,CBB,11.5,14.1818181818182,-2.68181818181818
993,CBA,10,9.3,0.699999999999999
996,CBA,11.0909090909091,9.6,1.49090909090909
997,CBA,13.1818181818182,12.2,0.981818181818182
998,CBB,7.8,12.7272727272727,-4.92727272727273
1001,CBB,6.7,6.72727272727273,-0.0272727272727273
1002,CBA,13,10.6,2.4
1003,CBA,12.6363636363636,13,-0.363636363636363
1007,CBB,7.6,9.63636363636364,-2.03636363636364
1012,CBB,14,15.6363636363636,-1.63636363636364
1013,CBB,9.1,10.7272727272727,-1.62727272727273
1020,CBB,11,11.6363636363636,-0.636363636363637
1024,CBA,14.0909090909091,15.3,-1.20909090909091
1025,CBB,12.2,14.0909090909091,-1.89090909090909
1026,CBB,8,8.45454545454546,-0.454545454545455
1031,CBB,13.3,12.6363636363636,0.663636363636364
1033,CBA,13.5454545454545,9.3,4.24545454545454
1036,CBA,10.3636363636364,11.6,-1.23636363636364
1040,CBA,10.3636363636364,10,0.363636363636363
1041,CBA,11.1818181818182,8.8,2.38181818181818
1042,CBB,9.6,12.4545454545455,-2.85454545454546
1047,CBB,11.2,12.2727272727273,-1.07272727272727
1048,CBB,13,12.9090909090909,0.0909090909090917
1049,CBA,14.7272727272727,14.3,0.427272727272726
1053,CBB,12.2,12.6363636363636,-0.436363636363637
1055,CBA,10.3636363636364,9.5,0.863636363636363
1057,CBA,12.3636363636364,12.4,-0.036363636363637
1060,CBB,10,10,0
1064,CBB,13,11.1818181818182,1.81818181818182
1065,CBA,12.8181818181818,14,-1.18181818181818
1068,CBB,11.4,11.9090909090909,-0.509090909090908
1071,CBB,9.9,10.9090909090909,-1.00909090909091
1072,CBA,13.8181818181818,10.3,3.51818181818182
1073,CBA,13.3636363636364,12,1.36363636363636
1080,CBB,12.8,14.8181818181818,-2.01818181818182
1082,CBB,8.4,8.63636363636364,-0.236363636363636
1083,CBA,10.7272727272727,10.4,0.327272727272726
1086,CBA,14.2727272727273,12.7,1.57272727272727
1087,CBA,13.2727272727273,12,1.27272727272727
1094,CBB,18.2,16.3636363636364,1.83636363636364
1095,CBA,7.18181818181818,11.6,-4.41818181818182
1098,CBB,8.9,10.1818181818182,-1.28181818181818
1099,CBB,8.9,10.4545454545455,-1.55454545454545
1104,CBB,2,1.81818181818182,0.181818181818182
1107,CBA,9.90909090909091,14.4,-4.49090909090909
1110,CBB,7.4,5.63636363636364,1.76363636363636
1111,CBA,8.45454545454546,6.4,2.05454545454545
1114,CBA,11.0909090909091,9.3,1.79090909090909
1116,CBB,9.2,13.2727272727273,-4.07272727272727
1119,CBA,9.81818181818182,11.8,-1.98181818181818
1122,CBA,14.1818181818182,14.5,-0.318181818181818
1125,CBA,9.81818181818182,8.2,1.61818181818182
1128,CBB,13.2,13.4545454545455,-0.254545454545456
1133,CBA,11.5454545454545,10.7,0.845454545454546
1134,CBA,6.45454545454545,7.8,-1.34545454545455
1139,CBA,4.72727272727273,5.1,-0.372727272727272
1141,CBA,12.8181818181818,12.3,0.518181818181818
1142,CBB,10.5,11.8181818181818,-1.31818181818182
1143,CBA,5.27272727272727,8.1,-2.82727272727273
1144,CBA,9.81818181818182,7.6,2.21818181818182
1151,CBB,7.2,6.63636363636364,0.563636363636364
1152,CBA,10.0909090909091,9.9,0.190909090909091
1154,CBB,15.6,15.8181818181818,-0.218181818181819
1156,CBA,19.9090909090909,20,-0.0909090909090899
1158,CBA,3,3,0
1159,CBB,2.8,3.09090909090909,-0.290909090909091
1161,CBA,4.27272727272727,6.2,-1.92727272727273
1162,CBA,15.1818181818182,13.5,1.68181818181818
1164,CBB,5.4,4.45454545454545,0.945454545454546
1165,CBB,5.8,5.45454545454545,0.345454545454546
1168,CBB,13.7,13.6363636363636,0.0636363636363626
1175,CBA,6.27272727272727,5.8,0.472727272727273
1176,CBB,6,5.36363636363636,0.636363636363637
1177,CBA,7,6.4,0.6
1178,CBA,11.4545454545455,10.9,0.554545454545455
1181,CBB,12.1,11.6363636363636,0.463636363636363
1183,CBA,11,12.2,-1.2
1185,CBA,10.4545454545455,11.5,-1.04545454545455
1189,CBB,12.4,11.8181818181818,0.581818181818182
1191,CBB,12.1,10.9090909090909,1.19090909090909
1194,CBB,11.5,11,0.5
1198,CBB,10.6,11.4545454545455,-0.854545454545455
