"","session_id","referrer","sunkgroup","sunkDV"
"2784",2462516,"oxy","free",4
"2785",2466207,"oxy","paid",9
"2786",2467505,"oxy","paid",9
"2787",2468479,"oxy","free",9
"2788",2468498,"oxy","free",9
"2789",2468526,"oxy","paid",9
"2790",2468562,"oxy","paid",8
"2791",2470610,"oxy","paid",9
"2792",2472850,"oxy","free",8
"2793",2472858,"oxy","free",1
"2794",2473837,"oxy","paid",9
"2795",2474014,"oxy","paid",9
"2796",2474020,"oxy","paid",9
"2797",2474056,"oxy","free",9
"2798",2474176,"oxy","free",1
"2799",2474177,"oxy","paid",9
"2800",2474189,"oxy","free",7
"2801",2474252,"oxy","free",9
"2802",2474254,"oxy","free",7
"2803",2477323,"oxy","free",8
"2804",2477855,"oxy","free",6
"2805",2477933,"oxy","free",8
"2806",2477938,"oxy","free",9
"2807",2478303,"oxy","free",1
"2808",2478307,"oxy","paid",9
"2809",2478344,"oxy","free",9
"2810",2478349,"oxy","free",8
"2811",2479320,"oxy","free",9
"2812",2479506,"oxy","free",9
"2813",2479520,"oxy","free",6
"2814",2479543,"oxy","free",8
"2815",2479549,"oxy","free",7
"2816",2479567,"oxy","paid",9
"2817",2479599,"oxy","paid",8
"2818",2480067,"oxy","free",2
"2819",2480069,"oxy","paid",9
"2820",2480096,"oxy","free",9
"2821",2480103,"oxy","free",9
"2822",2480200,"oxy","free",9
"2823",2480203,"oxy","free",9
"2824",2480294,"oxy","free",4
"2825",2480312,"oxy","paid",8
"2826",2480351,"oxy","paid",9
"2827",2480368,"oxy","free",9
"2828",2480423,"oxy","paid",7
"2830",2482032,"oxy","paid",9
"2831",2482046,"oxy","paid",7
"2832",2482113,"oxy","free",9
"2833",2482637,"oxy","free",1
"2834",2482713,"oxy","paid",9
"2835",2482718,"oxy","free",1
"2836",2482744,"oxy","paid",9
"2837",2482764,"oxy","free",4
"2838",2482785,"oxy","free",9
"2839",2482886,"oxy","free",6
"2840",2482887,"oxy","free",1
"2841",2482889,"oxy","free",6
"2842",2483043,"oxy","paid",9
"2843",2483379,"oxy","free",9
"2844",2483385,"oxy","free",6
"2845",2484212,"oxy","paid",9
"2846",2484256,"oxy","free",8
"2847",2484273,"oxy","paid",9
"2848",2484301,"oxy","paid",9
"2849",2484312,"oxy","free",1
"2850",2484316,"oxy","paid",9
"2851",2484345,"oxy","paid",7
"2852",2484429,"oxy","free",8
"2853",2484440,"oxy","free",6
"2854",2484486,"oxy","paid",9
"2855",2484488,"oxy","free",8
"2856",2484532,"oxy","paid",1
"2857",2484632,"oxy","paid",9
"2858",2484634,"oxy","paid",9
"2859",2484656,"oxy","paid",9
"2860",2484661,"oxy","paid",9
"2861",2484737,"oxy","paid",9
"2862",2484741,"oxy","free",9
"2863",2484870,"oxy","paid",7
"2864",2484875,"oxy","paid",9
"2865",2485179,"oxy","paid",9
"2866",2485308,"oxy","free",7
"2867",2485317,"oxy","paid",9
"2868",2485321,"oxy","paid",9
"2869",2485328,"oxy","paid",9
"2870",2485335,"oxy","paid",9
"2871",2485350,"oxy","paid",8
"2872",2485352,"oxy","paid",9
"2873",2485378,"oxy","free",6
"2874",2485381,"oxy","free",6
"2875",2485408,"oxy","free",9
"2876",2485423,"oxy","free",9
"2877",2485616,"oxy","paid",9
"2878",2486362,"oxy","paid",8
"2879",2486467,"oxy","free",7
"2880",2486468,"oxy","free",7
"2881",2486681,"oxy","paid",9
"2882",2486686,"oxy","paid",9
"2883",2486705,"oxy","paid",9
"2884",2486762,"oxy","free",6
"2885",2487006,"oxy","free",9
"2886",2487036,"oxy","free",9
"2887",2487040,"oxy","paid",1
"2888",2487042,"oxy","free",9
"2889",2487072,"oxy","free",5
"2890",2487074,"oxy","free",9
"2891",2487113,"oxy","paid",9
"2892",2487115,"oxy","free",9
"2893",2487152,"oxy","free",6
"2894",2487187,"oxy","free",9
"2895",2487188,"oxy","free",8
"2896",2487191,"oxy","free",9
"2897",2487196,"oxy","paid",9
"2898",2487219,"oxy","paid",9
"2899",2487225,"oxy","free",8
"2900",2487227,"oxy","paid",9
"2901",2487255,"oxy","free",8
"2902",2487257,"oxy","paid",7
"2903",2487268,"oxy","paid",7
"2904",2487272,"oxy","free",4
"2905",2487330,"oxy","paid",7
"2906",2496938,"oxy","paid",9
