"","session_id","referrer","sunkgroup","sunkDV"
"4930",2421401,"tamu","free",9
"4931",2421408,"tamu","paid",9
"4932",2421415,"tamu","free",9
"4933",2421419,"tamu","free",9
"4934",2421535,"tamu","free",9
"4935",2421543,"tamu","paid",9
"4936",2421547,"tamu","paid",9
"4937",2421553,"tamu","free",6
"4938",2421557,"tamu","paid",9
"4939",2421562,"tamu","free",7
"4940",2421667,"tamu","paid",9
"4941",2421669,"tamu","free",9
"4942",2421671,"tamu","paid",9
"4943",2421672,"tamu","free",9
"4944",2421674,"tamu","free",9
"4945",2421678,"tamu","free",5
"4946",2421853,"tamu","paid",5
"4947",2421858,"tamu","paid",9
"4948",2421859,"tamu","paid",9
"4949",2421862,"tamu","paid",9
"4950",2421868,"tamu","free",9
"4951",2421869,"tamu","paid",9
"4952",2421991,"tamu","paid",9
"4953",2421993,"tamu","free",9
"4954",2421995,"tamu","free",6
"4955",2421999,"tamu","free",6
"4956",2422000,"tamu","paid",9
"4957",2422002,"tamu","free",9
"4958",2422125,"tamu","paid",9
"4959",2422126,"tamu","free",9
"4960",2422127,"tamu","free",9
"4961",2422128,"tamu","paid",9
"4962",2422131,"tamu","free",7
"4963",2422135,"tamu","paid",9
"4964",2422245,"tamu","free",9
"4965",2422249,"tamu","paid",5
"4966",2422252,"tamu","paid",9
"4967",2422437,"tamu","paid",8
"4968",2422444,"tamu","paid",9
"4969",2422449,"tamu","paid",9
"4970",2422459,"tamu","free",9
"4971",2422461,"tamu","paid",6
"4972",2422679,"tamu","paid",9
"4973",2422682,"tamu","free",9
"4974",2422684,"tamu","free",9
"4975",2422687,"tamu","free",9
"4976",2422689,"tamu","paid",9
"4977",2422691,"tamu","paid",9
"4978",2422857,"tamu","paid",7
"4979",2422861,"tamu","paid",9
"4980",2422867,"tamu","paid",9
"4981",2422874,"tamu","paid",9
"4982",2422877,"tamu","free",8
"4983",2422882,"tamu","paid",9
"4984",2423034,"tamu","free",9
"4985",2423038,"tamu","paid",9
"4986",2423251,"tamu","free",8
"4987",2423254,"tamu","free",6
"4988",2423256,"tamu","free",7
"4989",2423258,"tamu","free",7
"4990",2423262,"tamu","free",9
"4991",2423266,"tamu","paid",9
"4992",2425458,"tamu","paid",9
