"","session_id","referrer","sunkgroup","sunkDV"
"205",2430718,"charles","free",7
"206",2430722,"charles","free",9
"207",2430809,"charles","paid",9
"208",2430815,"charles","free",9
"209",2430817,"charles","paid",9
"210",2458124,"charles","paid",6
"211",2458125,"charles","free",7
"212",2458127,"charles","free",8
"213",2458128,"charles","paid",8
"214",2458129,"charles","paid",9
"215",2458130,"charles","paid",7
"216",2458136,"charles","paid",9
"217",2458138,"charles","paid",8
"218",2458139,"charles","paid",9
"219",2458156,"charles","free",6
"220",2458158,"charles","free",8
"221",2458159,"charles","free",7
"222",2458160,"charles","free",1
"223",2458161,"charles","free",7
"224",2458162,"charles","free",7
"225",2458165,"charles","paid",8
"226",2458168,"charles","free",5
"227",2458193,"charles","paid",9
"228",2458195,"charles","paid",9
"229",2458197,"charles","free",8
"230",2458198,"charles","paid",7
"231",2458200,"charles","free",9
"232",2458202,"charles","free",7
"233",2467052,"charles","free",5
"234",2467053,"charles","paid",3
"235",2467054,"charles","free",9
"236",2467055,"charles","paid",8
"237",2467057,"charles","free",9
"238",2467058,"charles","free",8
"239",2467059,"charles","free",9
"240",2469642,"charles","free",7
"241",2469646,"charles","free",7
"242",2469648,"charles","paid",9
"243",2469799,"charles","paid",8
"244",2469803,"charles","free",7
"245",2469810,"charles","free",9
"246",2469814,"charles","paid",9
"247",2469821,"charles","free",1
"248",2469823,"charles","free",1
"249",2469829,"charles","free",9
"250",2469833,"charles","paid",7
"251",2471619,"charles","paid",9
"252",2471620,"charles","free",7
"253",2471621,"charles","free",9
"254",2471623,"charles","free",2
"255",2471626,"charles","paid",9
"256",2471628,"charles","paid",6
"257",2478671,"charles","free",5
"258",2478675,"charles","free",4
"259",2478695,"charles","paid",9
"260",2478696,"charles","paid",7
"261",2478697,"charles","paid",7
"262",2481659,"charles","free",3
"263",2481660,"charles","paid",2
"264",2481672,"charles","paid",9
"265",2481673,"charles","free",8
"266",2481674,"charles","free",7
"267",2481677,"charles","free",9
"268",2481691,"charles","free",9
"269",2481697,"charles","paid",9
"270",2481698,"charles","free",7
"271",2481708,"charles","free",1
"272",2481827,"charles","free",5
"273",2481828,"charles","paid",9
"274",2481830,"charles","free",8
"275",2481831,"charles","free",8
"276",2481833,"charles","free",9
"277",2481834,"charles","paid",8
"278",2483864,"charles","free",6
"279",2483865,"charles","free",9
"280",2483867,"charles","paid",5
"281",2483869,"charles","free",7
"282",2483875,"charles","free",6
"283",2483877,"charles","paid",8
"284",2484010,"charles","free",9
"285",2484011,"charles","paid",7
"286",2484012,"charles","free",9
"287",2484013,"charles","paid",9
"288",2484014,"charles","paid",9
