"","session_id","referrer","sunkgroup","sunkDV"
"5636",2479466,"unipd","free",4
"5637",2481208,"unipd","paid",9
"5638",2481277,"unipd","paid",5
"5639",2481290,"unipd","free",8
"5640",2481300,"unipd","paid",9
"5641",2481329,"unipd","free",9
"5642",2481381,"unipd","free",9
"5643",2481594,"unipd","free",9
"5644",2481642,"unipd","free",7
"5645",2481650,"unipd","free",9
"5646",2481666,"unipd","free",9
"5647",2481669,"unipd","free",9
"5648",2481678,"unipd","paid",9
"5649",2481688,"unipd","paid",7
"5650",2481705,"unipd","free",7
"5651",2481724,"unipd","free",6
"5652",2481736,"unipd","free",8
"5653",2481756,"unipd","paid",4
"5654",2481761,"unipd","paid",9
"5655",2481762,"unipd","paid",9
"5656",2481766,"unipd","paid",9
"5657",2481772,"unipd","free",9
"5658",2481780,"unipd","free",9
"5659",2481795,"unipd","free",9
"5660",2481809,"unipd","paid",9
"5661",2481814,"unipd","free",9
"5662",2481863,"unipd","paid",6
"5663",2481866,"unipd","free",9
"5664",2481867,"unipd","paid",8
"5665",2481915,"unipd","paid",9
"5666",2481937,"unipd","paid",5
"5667",2482069,"unipd","paid",7
"5668",2482157,"unipd","free",9
"5669",2482162,"unipd","paid",8
"5670",2482188,"unipd","paid",7
"5671",2482220,"unipd","free",9
"5672",2482247,"unipd","paid",9
"5673",2482249,"unipd","free",8
"5674",2482262,"unipd","paid",9
"5675",2482438,"unipd","free",1
"5676",2482453,"unipd","paid",9
"5677",2482461,"unipd","paid",7
"5678",2482476,"unipd","paid",7
"5679",2482519,"unipd","free",9
"5680",2482591,"unipd","paid",9
"5681",2482626,"unipd","paid",9
"5682",2482641,"unipd","paid",9
"5683",2482777,"unipd","free",7
"5684",2482864,"unipd","free",4
"5685",2483502,"unipd","paid",9
"5686",2483553,"unipd","free",9
"5687",2483595,"unipd","free",9
"5688",2483612,"unipd","free",9
"5689",2483629,"unipd","paid",5
"5690",2483770,"unipd","free",9
"5691",2483791,"unipd","free",8
"5692",2483792,"unipd","paid",7
"5693",2483871,"unipd","paid",6
"5694",2483932,"unipd","paid",7
"5695",2483985,"unipd","paid",9
"5696",2484019,"unipd","free",6
"5697",2484059,"unipd","free",9
"5698",2484318,"unipd","free",1
"5699",2484326,"unipd","free",9
"5700",2484426,"unipd","free",1
"5701",2484434,"unipd","free",8
"5702",2484464,"unipd","free",9
"5703",2484467,"unipd","paid",9
"5704",2484491,"unipd","paid",9
"5705",2484505,"unipd","paid",9
"5706",2484642,"unipd","paid",9
"5707",2484702,"unipd","paid",9
"5708",2484722,"unipd","free",1
"5709",2484843,"unipd","free",9
"5710",2484977,"unipd","paid",8
"5711",2485013,"unipd","free",1
"5712",2485029,"unipd","free",1
"5713",2485084,"unipd","free",9
"5714",2485107,"unipd","paid",9
"5715",2485579,"unipd","paid",6
"5716",2485979,"unipd","paid",9
"5717",2485980,"unipd","paid",9
"5718",2485997,"unipd","paid",7
"5719",2486001,"unipd","free",9
"5720",2486003,"unipd","free",3
"5721",2486015,"unipd","free",9
"5722",2486023,"unipd","free",9
"5723",2486027,"unipd","paid",9
"5724",2486037,"unipd","paid",8
"5725",2486040,"unipd","paid",5
"5726",2486108,"unipd","paid",9
"5727",2486115,"unipd","paid",9
"5728",2486145,"unipd","paid",9
"5729",2486157,"unipd","free",9
"5730",2486158,"unipd","paid",9
"5731",2486167,"unipd","free",9
"5732",2486181,"unipd","paid",9
"5733",2486191,"unipd","paid",7
"5734",2486204,"unipd","free",9
"5735",2486230,"unipd","free",7
"5736",2486263,"unipd","paid",9
"5737",2486285,"unipd","paid",9
"5738",2486620,"unipd","free",7
"5739",2486678,"unipd","paid",9
"5740",2486682,"unipd","paid",9
"5741",2486702,"unipd","paid",9
"5742",2486982,"unipd","free",8
"5743",2487020,"unipd","paid",9
"5744",2487026,"unipd","paid",9
"5745",2487058,"unipd","free",9
"5746",2487140,"unipd","paid",4
"5747",2487183,"unipd","paid",9
"5748",2487244,"unipd","paid",9
"5749",2487591,"unipd","paid",9
"5750",2487605,"unipd","free",1
"5751",2487621,"unipd","free",9
"5752",2487622,"unipd","paid",8
"5753",2487624,"unipd","paid",9
"5754",2487632,"unipd","free",8
"5755",2487640,"unipd","paid",9
"5756",2487668,"unipd","free",1
"5757",2487815,"unipd","paid",9
"5758",2487825,"unipd","paid",9
"5759",2487830,"unipd","paid",9
"5760",2487891,"unipd","paid",9
"5761",2487978,"unipd","paid",9
"5762",2488018,"unipd","free",6
"5763",2488497,"unipd","paid",9
"5764",2488508,"unipd","paid",9
"5765",2488532,"unipd","paid",9
"5766",2488542,"unipd","free",9
"5767",2488545,"unipd","paid",9
"5768",2488556,"unipd","free",9
"5769",2488614,"unipd","paid",7
"5770",2488655,"unipd","paid",9
"5771",2488731,"unipd","free",8
"5772",2488886,"unipd","paid",9
"5773",2489769,"unipd","free",9
"5774",2489807,"unipd","paid",9
"5775",2489876,"unipd","free",9
"5776",2490054,"unipd","free",8
"5777",2490369,"unipd","paid",8
"5778",2491671,"unipd","paid",9
"5779",2493475,"unipd","paid",9
