"","session_id","referrer","sunkgroup","sunkDV"
"5780",2443384,"uva","free",7
"5781",2443392,"uva","paid",2
"5782",2443401,"uva","free",9
"5783",2443436,"uva","paid",8
"5784",2443445,"uva","free",9
"5785",2443449,"uva","free",7
"5786",2443485,"uva","free",7
"5787",2443494,"uva","paid",9
"5788",2443583,"uva","free",5
"5789",2443625,"uva","paid",9
"5790",2443643,"uva","paid",9
"5791",2443646,"uva","paid",9
"5792",2443669,"uva","paid",9
"5793",2456535,"uva","paid",7
"5794",2456539,"uva","free",9
"5795",2456541,"uva","free",8
"5796",2456550,"uva","free",5
"5797",2456616,"uva","paid",9
"5798",2456620,"uva","paid",4
"5799",2456621,"uva","paid",8
"5800",2456649,"uva","free",9
"5801",2456690,"uva","paid",9
"5802",2456696,"uva","free",7
"5803",2456699,"uva","free",5
"5804",2456709,"uva","paid",9
"5805",2456741,"uva","free",7
"5806",2456758,"uva","free",9
"5807",2456762,"uva","paid",7
"5808",2456767,"uva","free",9
"5809",2461896,"uva","paid",6
"5810",2461900,"uva","paid",9
"5811",2461901,"uva","free",4
"5812",2461905,"uva","free",4
"5813",2461947,"uva","paid",9
"5814",2461950,"uva","paid",9
"5815",2461952,"uva","paid",9
"5816",2461953,"uva","free",7
"5817",2462040,"uva","free",9
"5818",2462051,"uva","paid",5
"5819",2462060,"uva","paid",9
"5820",2462122,"uva","paid",9
"5821",2493673,"uva","free",9
"5822",2493676,"uva","free",7
"5823",2493677,"uva","free",7
"5824",2493724,"uva","free",9
"5825",2493743,"uva","paid",9
"5826",2493783,"uva","paid",8
"5827",2493784,"uva","free",9
"5828",2493797,"uva","paid",9
"5829",2493804,"uva","free",9
"5830",2493811,"uva","paid",8
"5831",2493823,"uva","free",9
"5832",2493824,"uva","paid",9
"5833",2493825,"uva","free",9
"5834",2495929,"uva","paid",9
"5835",2495938,"uva","paid",9
"5836",2495940,"uva","free",7
"5837",2495995,"uva","free",9
"5838",2495998,"uva","paid",9
"5839",2496022,"uva","paid",7
"5840",2496027,"uva","paid",9
"5841",2497527,"uva","free",3
"5842",2497532,"uva","paid",9
"5843",2497560,"uva","free",7
"5844",2497563,"uva","paid",9
"5845",2497591,"uva","paid",9
"5846",2497596,"uva","paid",9
"5847",2497602,"uva","free",8
"5848",2497609,"uva","paid",5
"5849",2497629,"uva","free",5
"5850",2497633,"uva","paid",9
"5851",2497655,"uva","paid",9
"5852",2497672,"uva","free",9
"5853",2503816,"uva","paid",8
"5854",2503817,"uva","paid",8
"5855",2503820,"uva","free",8
"5856",2503821,"uva","paid",9
"5857",2503900,"uva","paid",9
"5858",2503903,"uva","paid",9
"5859",2503904,"uva","paid",8
"5860",2503907,"uva","paid",6
