"","session_id","referrer","sunkgroup","sunkDV"
"6258",2454344,"wpi","free",6
"6259",2454353,"wpi","paid",9
"6260",2454385,"wpi","paid",9
"6261",2456569,"wpi","paid",9
"6262",2456576,"wpi","free",9
"6263",2458809,"wpi","free",9
"6264",2458813,"wpi","free",7
"6265",2458816,"wpi","paid",9
"6266",2458872,"wpi","free",9
"6267",2458893,"wpi","free",9
"6268",2458967,"wpi","free",6
"6269",2458970,"wpi","paid",7
"6270",2458987,"wpi","paid",9
"6271",2459014,"wpi","paid",9
"6272",2461595,"wpi","free",9
"6273",2467812,"wpi","paid",9
"6274",2472292,"wpi","free",1
"6275",2472304,"wpi","free",9
"6276",2472376,"wpi","free",7
"6277",2472395,"wpi","paid",9
"6278",2474017,"wpi","free",9
"6279",2474025,"wpi","paid",9
"6280",2474095,"wpi","free",7
"6281",2474102,"wpi","paid",9
"6282",2477627,"wpi","paid",9
"6283",2477634,"wpi","paid",9
"6284",2477719,"wpi","free",9
"6285",2477729,"wpi","paid",9
"6286",2477731,"wpi","paid",9
"6287",2477736,"wpi","free",6
"6288",2477756,"wpi","free",9
"6289",2477766,"wpi","free",9
"6290",2477773,"wpi","paid",9
"6291",2477776,"wpi","paid",9
"6292",2481938,"wpi","free",9
"6293",2481944,"wpi","paid",9
"6294",2482004,"wpi","paid",9
"6295",2482043,"wpi","free",9
"6296",2482055,"wpi","paid",9
"6297",2482067,"wpi","paid",9
"6298",2482078,"wpi","free",9
"6299",2484324,"wpi","free",9
"6300",2484327,"wpi","paid",6
"6301",2484328,"wpi","free",7
"6302",2484570,"wpi","paid",7
"6303",2484574,"wpi","free",8
"6304",2484654,"wpi","paid",9
"6305",2484679,"wpi","paid",9
"6306",2484690,"wpi","free",5
"6307",2484696,"wpi","free",9
"6308",2484748,"wpi","paid",8
"6309",2484783,"wpi","free",9
"6310",2484805,"wpi","paid",1
"6311",2484862,"wpi","free",6
"6312",2484863,"wpi","free",6
"6313",2484876,"wpi","free",8
"6314",2484887,"wpi","paid",8
"6315",2484890,"wpi","free",9
"6316",2484896,"wpi","paid",8
"6317",2484969,"wpi","paid",9
"6318",2484972,"wpi","free",7
"6319",2484973,"wpi","free",9
"6320",2486492,"wpi","paid",9
"6321",2490381,"wpi","paid",9
"6322",2490384,"wpi","paid",8
"6323",2492391,"wpi","paid",9
"6324",2492394,"wpi","paid",9
"6325",2493944,"wpi","free",9
"6326",2493955,"wpi","paid",9
"6327",2493959,"wpi","free",9
"6328",2493964,"wpi","free",3
"6329",2493970,"wpi","paid",9
"6330",2493974,"wpi","free",9
"6331",2494028,"wpi","paid",9
"6332",2494032,"wpi","paid",9
"6333",2494074,"wpi","free",9
"6334",2494078,"wpi","paid",9
"6335",2494402,"wpi","free",9
"6336",2494404,"wpi","paid",9
"6337",2494405,"wpi","paid",7
"6338",2494407,"wpi","paid",9
"6339",2495930,"wpi","paid",8
"6340",2495934,"wpi","paid",6
"6341",2496017,"wpi","paid",9
"6342",2496023,"wpi","paid",9
"6343",2496026,"wpi","free",8
"6344",2496226,"wpi","free",7
