"","session_id","referrer","sunkgroup","sunkDV"
"846",2483669,"ku","paid",9
"847",2483687,"ku","paid",5
"848",2483760,"ku","free",6
"849",2483819,"ku","paid",7
"850",2483825,"ku","paid",7
"851",2483870,"ku","paid",9
"852",2483963,"ku","paid",6
"853",2484027,"ku","paid",9
"854",2484223,"ku","paid",3
"855",2484248,"ku","paid",9
"856",2484282,"ku","free",1
"857",2484311,"ku","paid",9
"858",2484495,"ku","paid",9
"859",2484518,"ku","free",7
"860",2484541,"ku","paid",2
"861",2484655,"ku","free",6
"862",2484735,"ku","free",6
"863",2484763,"ku","free",3
"864",2484839,"ku","free",6
"865",2484935,"ku","paid",9
"866",2484964,"ku","free",8
"867",2484991,"ku","free",1
"868",2484998,"ku","paid",7
"869",2485106,"ku","free",9
"870",2485128,"ku","free",1
"871",2485343,"ku","paid",7
"872",2485384,"ku","free",8
"873",2486014,"ku","free",9
"874",2486033,"ku","free",9
"875",2486087,"ku","free",9
"876",2486120,"ku","free",9
"877",2486130,"ku","free",6
"878",2486139,"ku","paid",7
"879",2486189,"ku","free",7
"880",2486238,"ku","paid",9
"881",2486297,"ku","paid",9
"882",2486389,"ku","free",9
"883",2486683,"ku","free",7
"884",2487627,"ku","free",8
"885",2487736,"ku","free",3
"886",2487969,"ku","free",7
"887",2487986,"ku","free",3
"888",2488624,"ku","free",4
"889",2489799,"ku","free",6
"890",2489978,"ku","free",6
"891",2490370,"ku","free",9
"892",2491599,"ku","free",2
"893",2491676,"ku","free",9
"894",2492244,"ku","free",1
"895",2493467,"ku","paid",9
"896",2497422,"ku","paid",9
"897",2497833,"ku","free",9
"898",2498540,"ku","paid",8
"899",2500646,"ku","free",6
"900",2500653,"ku","free",9
"901",2500657,"ku","paid",9
"902",2500684,"ku","free",6
"903",2500701,"ku","paid",7
"904",2500731,"ku","free",3
"905",2500735,"ku","free",9
"906",2500768,"ku","free",6
"907",2500814,"ku","free",9
"908",2500872,"ku","paid",8
"909",2500947,"ku","paid",9
"910",2500948,"ku","free",6
"911",2500958,"ku","paid",9
"912",2500977,"ku","paid",7
"913",2501006,"ku","paid",8
"914",2501189,"ku","free",9
"915",2501191,"ku","paid",6
"916",2501212,"ku","free",3
"917",2501262,"ku","paid",6
"918",2501392,"ku","free",9
"919",2501462,"ku","free",8
"920",2501531,"ku","free",9
"921",2501765,"ku","free",9
"922",2501785,"ku","paid",9
"923",2501908,"ku","paid",7
"924",2502030,"ku","paid",9
"925",2502048,"ku","paid",9
"926",2502097,"ku","paid",5
"927",2502180,"ku","free",4
"928",2503046,"ku","paid",5
"929",2503127,"ku","paid",6
"930",2503177,"ku","free",6
"931",2503211,"ku","free",9
"932",2503400,"ku","paid",7
"933",2503441,"ku","free",1
"934",2503649,"ku","paid",9
"935",2503687,"ku","paid",3
"936",2503943,"ku","free",9
"937",2504147,"ku","paid",9
"938",2504151,"ku","free",9
"939",2504793,"ku","paid",9
"940",2504918,"ku","free",9
"941",2504958,"ku","paid",9
"942",2505085,"ku","paid",8
"943",2505329,"ku","paid",9
"944",2505448,"ku","paid",7
"945",2505529,"ku","paid",9
"946",2505548,"ku","free",9
"947",2505570,"ku","free",9
"948",2506806,"ku","paid",9
"949",2506845,"ku","free",5
"950",2506881,"ku","paid",9
"951",2507070,"ku","paid",9
"952",2507282,"ku","free",1
"953",2509148,"ku","free",7
"954",2510451,"ku","free",9
"955",2510549,"ku","paid",9
"956",2510938,"ku","free",9
"957",2511223,"ku","free",9
"958",2511739,"ku","paid",9
