"","session_id","referrer","sunkgroup","sunkDV"
"1",2400853,"abington","paid",9
"2",2400856,"abington","paid",9
"3",2400860,"abington","free",3
"4",2400868,"abington","paid",6
"5",2400872,"abington","paid",9
"6",2400914,"abington","free",9
"7",2400916,"abington","free",9
"8",2400925,"abington","free",7
"9",2400934,"abington","free",9
"10",2407192,"abington","paid",9
"11",2407222,"abington","free",3
"12",2407225,"abington","free",4
"13",2407227,"abington","paid",9
"14",2407268,"abington","free",9
"15",2407271,"abington","free",9
"16",2407288,"abington","paid",6
"17",2407289,"abington","paid",7
"18",2407335,"abington","free",9
"19",2407367,"abington","free",1
"20",2407368,"abington","free",4
"21",2407369,"abington","free",7
"22",2407370,"abington","free",9
"23",2407373,"abington","paid",9
"24",2407395,"abington","paid",7
"25",2407403,"abington","paid",9
"26",2407404,"abington","free",9
"27",2407405,"abington","free",9
"28",2407407,"abington","free",9
"29",2407412,"abington","free",9
"30",2407864,"abington","free",5
"31",2407866,"abington","free",9
"32",2407983,"abington","paid",9
"33",2407987,"abington","free",7
"34",2408017,"abington","free",8
"35",2408033,"abington","paid",8
"36",2408059,"abington","free",1
"37",2408084,"abington","paid",9
"38",2409135,"abington","paid",9
"39",2409137,"abington","free",9
"40",2409138,"abington","paid",9
"41",2409144,"abington","paid",9
"42",2409145,"abington","paid",9
"43",2409147,"abington","free",9
"44",2409150,"abington","paid",7
"45",2409203,"abington","paid",4
"46",2409204,"abington","paid",9
"47",2409209,"abington","paid",9
"48",2409214,"abington","free",9
"49",2409217,"abington","free",9
"50",2409255,"abington","paid",9
"51",2409256,"abington","free",7
"52",2409259,"abington","paid",9
"53",2409260,"abington","free",8
"54",2409264,"abington","paid",5
"55",2409552,"abington","paid",9
"56",2409555,"abington","paid",9
"57",2409556,"abington","free",7
"58",2409603,"abington","free",1
"59",2409605,"abington","free",9
"60",2409606,"abington","paid",9
"61",2409607,"abington","paid",9
"62",2410995,"abington","free",9
"63",2410997,"abington","paid",9
"64",2411137,"abington","free",1
"65",2411191,"abington","free",1
"66",2411192,"abington","free",9
"67",2411195,"abington","free",9
"68",2411198,"abington","free",9
"69",2411199,"abington","free",6
"70",2411202,"abington","free",9
"71",2411203,"abington","free",1
"72",2411204,"abington","paid",9
"73",2411205,"abington","paid",9
"74",2411301,"abington","paid",9
"75",2411308,"abington","free",9
"76",2411379,"abington","paid",9
"77",2411382,"abington","free",9
"78",2411384,"abington","paid",7
"79",2411385,"abington","free",9
"80",2411395,"abington","free",5
"81",2411401,"abington","paid",7
"82",2411402,"abington","free",9
"83",2411443,"abington","free",6
"84",2411445,"abington","free",9
