"","session_id","referrer","sunkgroup","sunkDV"
"1592",2431130,"msvu","paid",9
"1593",2431131,"msvu","paid",9
"1594",2431132,"msvu","paid",9
"1595",2431133,"msvu","paid",9
"1596",2431134,"msvu","free",9
"1597",2431135,"msvu","paid",3
"1598",2431136,"msvu","paid",9
"1599",2431140,"msvu","free",1
"1600",2431142,"msvu","paid",9
"1601",2431144,"msvu","paid",9
"1602",2431145,"msvu","paid",9
"1603",2431146,"msvu","paid",9
"1604",2431148,"msvu","free",7
"1605",2431149,"msvu","free",9
"1606",2431150,"msvu","free",9
"1607",2431151,"msvu","free",8
"1608",2431152,"msvu","free",4
"1609",2431153,"msvu","free",3
"1610",2431157,"msvu","paid",3
"1611",2431162,"msvu","paid",9
"1612",2443533,"msvu","free",9
"1613",2443534,"msvu","paid",9
"1614",2443535,"msvu","free",5
"1615",2443536,"msvu","free",9
"1616",2443537,"msvu","paid",6
"1617",2443538,"msvu","free",9
"1618",2443539,"msvu","free",7
"1619",2443540,"msvu","paid",8
"1620",2443541,"msvu","free",9
"1621",2443542,"msvu","free",9
"1622",2443543,"msvu","free",9
"1623",2443544,"msvu","free",8
"1624",2443545,"msvu","paid",8
"1625",2443546,"msvu","free",4
"1626",2443547,"msvu","paid",9
"1627",2443548,"msvu","free",1
"1628",2443549,"msvu","free",9
"1629",2443550,"msvu","free",5
"1630",2443551,"msvu","paid",9
"1631",2443552,"msvu","free",7
"1632",2443553,"msvu","paid",9
"1633",2443554,"msvu","free",8
"1634",2443555,"msvu","paid",9
"1635",2443612,"msvu","free",9
"1636",2447535,"msvu","free",9
"1637",2456029,"msvu","paid",9
"1638",2456030,"msvu","free",5
"1639",2456051,"msvu","free",7
"1640",2456053,"msvu","free",1
"1641",2456112,"msvu","free",7
"1642",2456125,"msvu","free",9
"1643",2456199,"msvu","paid",9
"1644",2456618,"msvu","free",9
"1645",2456623,"msvu","free",9
"1646",2458273,"msvu","paid",8
"1647",2458274,"msvu","free",9
"1648",2458472,"msvu","free",6
"1649",2458473,"msvu","paid",1
"1650",2458680,"msvu","paid",9
"1651",2458684,"msvu","free",9
"1652",2458686,"msvu","free",9
"1653",2458741,"msvu","paid",9
"1654",2465446,"msvu","paid",9
"1655",2465449,"msvu","free",8
"1656",2465450,"msvu","free",9
"1657",2465687,"msvu","paid",9
"1658",2465688,"msvu","free",8
"1659",2465709,"msvu","free",9
"1660",2465781,"msvu","paid",9
"1661",2465788,"msvu","free",9
"1662",2467414,"msvu","paid",6
"1663",2467415,"msvu","paid",9
"1664",2467421,"msvu","paid",9
"1665",2467478,"msvu","free",9
"1666",2467496,"msvu","paid",9
"1667",2467650,"msvu","free",8
"1668",2467689,"msvu","free",7
"1669",2467798,"msvu","free",9
"1670",2469512,"msvu","paid",5
"1671",2469516,"msvu","paid",9
"1672",2469667,"msvu","paid",8
"1673",2477280,"msvu","paid",9
"1674",2477288,"msvu","paid",9
"1675",2495942,"msvu","paid",7
"1676",2497504,"msvu","paid",9
