"","session_id","referrer","sunkgroup","sunkDV"
"6168",619630,"wl","paid",9
"6169",619631,"wl","free",9
"6170",619674,"wl","free",9
"6171",619812,"wl","paid",8
"6172",619813,"wl","paid",9
"6173",619814,"wl","free",9
"6174",619815,"wl","paid",9
"6175",619816,"wl","free",8
"6176",619817,"wl","free",9
"6177",619818,"wl","paid",9
"6178",619819,"wl","paid",9
"6179",619820,"wl","paid",7
"6180",619821,"wl","free",2
"6181",619823,"wl","paid",8
"6182",620180,"wl","free",9
"6183",2402361,"wl","paid",2
"6184",2402364,"wl","paid",8
"6185",2402367,"wl","paid",9
"6186",2402609,"wl","free",9
"6187",2407256,"wl","paid",9
"6188",2423119,"wl","paid",9
"6189",2423124,"wl","paid",6
"6190",2423129,"wl","paid",8
"6191",2423140,"wl","paid",9
"6192",2423146,"wl","paid",9
"6193",2423150,"wl","paid",8
"6194",2423158,"wl","free",6
"6196",2423162,"wl","free",8
"6197",2423166,"wl","paid",8
"6198",2423175,"wl","free",8
"6199",2423178,"wl","paid",8
"6200",2423187,"wl","paid",7
"6201",2423190,"wl","free",6
"6202",2427277,"wl","free",7
"6203",2427306,"wl","paid",9
"6204",2427312,"wl","paid",8
"6205",2427315,"wl","free",4
"6206",2427318,"wl","paid",9
"6207",2427319,"wl","free",4
"6208",2427320,"wl","paid",8
"6209",2427321,"wl","paid",8
"6210",2429800,"wl","free",7
"6211",2429801,"wl","free",9
"6212",2429807,"wl","paid",7
"6213",2429809,"wl","paid",9
"6214",2429812,"wl","free",7
"6215",2429813,"wl","paid",8
"6216",2429816,"wl","free",9
"6217",2429817,"wl","paid",3
"6218",2429818,"wl","free",9
"6219",2429820,"wl","paid",7
"6220",2429823,"wl","paid",9
"6221",2429824,"wl","paid",9
"6222",2429826,"wl","paid",9
"6223",2429827,"wl","free",9
"6224",2429830,"wl","free",3
"6225",2431590,"wl","free",9
"6226",2431595,"wl","free",5
"6227",2431601,"wl","paid",6
"6228",2431607,"wl","paid",9
"6229",2431662,"wl","paid",9
"6230",2443981,"wl","free",9
"6231",2447928,"wl","paid",9
"6232",2447956,"wl","paid",9
"6233",2454317,"wl","free",8
"6234",2458555,"wl","free",9
"6235",2459510,"wl","free",9
"6236",2459512,"wl","free",9
"6237",2459514,"wl","free",9
"6238",2459517,"wl","paid",9
"6239",2459520,"wl","free",9
"6240",2459588,"wl","paid",6
"6241",2462162,"wl","paid",9
"6242",2462166,"wl","free",7
"6243",2466078,"wl","free",9
"6244",2479546,"wl","free",8
"6245",2479565,"wl","free",8
"6246",2479845,"wl","free",9
"6247",2479851,"wl","paid",9
"6248",2479861,"wl","free",3
"6249",2479943,"wl","free",7
"6250",2480471,"wl","paid",9
"6251",2480476,"wl","paid",7
"6252",2480478,"wl","paid",9
"6253",2480480,"wl","paid",9
"6254",2480482,"wl","free",9
"6255",2480484,"wl","free",9
"6256",2481270,"wl","paid",9
"6257",2481507,"wl","free",9
