"","session_id","referrer","sunkgroup","sunkDV"
"6065",2401013,"wku","paid",8
"6066",2401059,"wku","paid",5
"6067",2401273,"wku","paid",9
"6068",2401275,"wku","free",6
"6069",2401277,"wku","paid",9
"6070",2401278,"wku","free",9
"6071",2401294,"wku","paid",2
"6072",2401426,"wku","paid",9
"6073",2411348,"wku","paid",7
"6074",2411349,"wku","free",7
"6075",2411350,"wku","free",9
"6076",2411352,"wku","free",3
"6077",2411472,"wku","free",9
"6078",2411473,"wku","paid",9
"6079",2411474,"wku","paid",9
"6080",2411475,"wku","paid",8
"6081",2411479,"wku","paid",9
"6082",2411560,"wku","paid",6
"6083",2411561,"wku","free",9
"6084",2411562,"wku","paid",9
"6085",2411564,"wku","free",8
"6086",2411568,"wku","free",7
"6087",2411569,"wku","free",5
"6088",2411724,"wku","free",9
"6089",2411727,"wku","free",8
"6090",2411854,"wku","paid",9
"6091",2411858,"wku","paid",9
"6092",2411860,"wku","paid",9
"6093",2411862,"wku","free",8
"6094",2411945,"wku","paid",9
"6095",2411946,"wku","free",9
"6096",2411947,"wku","free",6
"6097",2411954,"wku","free",9
"6098",2412031,"wku","free",2
"6099",2412032,"wku","paid",9
"6100",2412033,"wku","free",9
"6101",2412035,"wku","paid",9
"6102",2412037,"wku","free",9
"6103",2412071,"wku","free",9
"6104",2412072,"wku","free",7
"6105",2412075,"wku","free",9
"6106",2412084,"wku","paid",9
"6107",2412085,"wku","paid",5
"6108",2426096,"wku","free",5
"6109",2426218,"wku","paid",3
"6110",2426308,"wku","free",7
"6111",2426586,"wku","free",8
"6112",2442947,"wku","free",3
"6113",2442959,"wku","free",7
"6114",2443365,"wku","paid",6
"6115",2443463,"wku","free",9
"6116",2443466,"wku","free",9
"6117",2443468,"wku","free",9
"6118",2443632,"wku","free",9
"6119",2443634,"wku","free",5
"6120",2456929,"wku","free",9
"6121",2456974,"wku","free",6
"6122",2467295,"wku","paid",6
"6123",2469962,"wku","paid",7
"6124",2469972,"wku","free",9
"6125",2470019,"wku","free",9
"6126",2470021,"wku","free",9
"6127",2470108,"wku","paid",9
"6128",2470118,"wku","paid",4
"6129",2470120,"wku","free",7
"6130",2470122,"wku","free",9
"6131",2470195,"wku","paid",9
"6132",2470289,"wku","paid",9
"6133",2470353,"wku","free",9
"6134",2470356,"wku","free",9
"6135",2470433,"wku","free",7
"6136",2470434,"wku","free",9
"6137",2470510,"wku","free",9
"6138",2477199,"wku","free",7
"6139",2477200,"wku","paid",9
"6140",2481988,"wku","free",5
"6141",2482008,"wku","paid",9
"6143",2482012,"wku","paid",9
"6144",2482013,"wku","free",5
"6145",2482014,"wku","paid",8
"6146",2482015,"wku","paid",9
"6147",2482103,"wku","free",8
"6148",2482104,"wku","free",9
"6149",2482117,"wku","free",9
"6150",2482123,"wku","free",7
"6151",2482124,"wku","paid",9
"6152",2482149,"wku","free",9
"6153",2482150,"wku","paid",9
"6154",2482199,"wku","free",7
"6155",2482203,"wku","paid",9
"6156",2482275,"wku","free",7
"6157",2482278,"wku","free",9
"6158",2482280,"wku","paid",9
"6159",2482481,"wku","paid",8
"6160",2482485,"wku","paid",7
"6161",2482487,"wku","paid",6
"6162",2482573,"wku","paid",1
"6163",2482576,"wku","free",6
"6164",2482577,"wku","free",8
"6165",2482581,"wku","free",9
"6166",2482596,"wku","paid",9
"6167",2482610,"wku","paid",9
