"","session_id","referrer","d_art","IATexp.overall","IATEXPfilter"
"6065",2401013,"wku",-0.634520984456385,5.41666666666667,"Include"
"6066",2401059,"wku",1.03514726267089,4.75,"Include"
"6067",2401273,"wku",-0.551285767559832,5.16666666666667,"Include"
"6068",2401275,"wku",0.564908054964628,4.25,"Include"
"6070",2401278,"wku",-0.618405899644986,4.16666666666667,"Include"
"6071",2401294,"wku",0.32506250960144,4.16666666666667,"Include"
"6074",2411349,"wku",0.535548608109435,5.16666666666667,"Include"
"6076",2411352,"wku",-0.444884079079655,3.66666666666667,"Include"
"6077",2411472,"wku",0.487887885411432,5.75,"Include"
"6078",2411473,"wku",-0.204391220951257,3.16666666666667,"Include"
"6079",2411474,"wku",0.211975949229759,5.5,"Include"
"6080",2411475,"wku",0.65328880943292,5.25,"Include"
"6081",2411479,"wku",0.0124669099251119,5,"Include"
"6082",2411560,"wku",0.731190914685207,5.83333333333333,"Include"
"6083",2411561,"wku",1.01767625514771,5.66666666666667,"Include"
"6084",2411562,"wku",0.860305033974719,4.5,"Include"
"6085",2411564,"wku",1.27641728221914,5.83333333333333,"Include"
"6086",2411568,"wku",-0.522237185868582,3.66666666666667,"Include"
"6087",2411569,"wku",0.909864045546324,4.83333333333333,"Include"
"6088",2411724,"wku",-0.273038632407887,2.75,"Include"
"6089",2411727,"wku",0.900184163144303,5.25,"Include"
"6090",2411854,"wku",1.36676258926981,6.16666666666667,"Include"
"6091",2411858,"wku",0.451062163342004,2.91666666666667,"Include"
"6092",2411860,"wku",0.436981275387156,5.33333333333333,"Include"
"6093",2411862,"wku",0.631174288873642,4.5,"Include"
"6094",2411945,"wku",0.37024533511002,3.16666666666667,"Include"
"6095",2411946,"wku",1.22217517442329,4.58333333333333,"Include"
"6096",2411947,"wku",0.269016703243607,5.41666666666667,"Include"
"6097",2411954,"wku",0.919285810229046,5.58333333333333,"Include"
"6098",2412031,"wku",-0.246667110570815,4.75,"Include"
"6099",2412032,"wku",0.124484567405722,5,"Include"
"6100",2412033,"wku",0.913149467315505,5.5,"Include"
"6101",2412035,"wku",-0.0403202389294834,5.66666666666667,"Include"
"6102",2412037,"wku",0.232386224599481,4.08333333333333,"Include"
"6103",2412071,"wku",0.890751531503845,4.66666666666667,"Include"
"6104",2412072,"wku",1.24177575834585,4.66666666666667,"Include"
"6106",2412084,"wku",-0.644233550007078,4.58333333333333,"Include"
"6107",2412085,"wku",1.05467294225389,5.66666666666667,"Include"
"6109",2426218,"wku",-0.386487037898328,4.16666666666667,"Include"
"6111",2426586,"wku",0.4760277016013,5.58333333333333,"Include"
"6112",2442947,"wku",-0.400132682593222,5.41666666666667,"Include"
"6113",2442959,"wku",0.858000331598348,5.75,"Include"
"6114",2443365,"wku",-0.10938673915316,4.41666666666667,"Include"
"6115",2443463,"wku",-0.212539028296777,4.33333333333333,"Include"
"6116",2443466,"wku",0.150446562571361,5,"Include"
"6117",2443468,"wku",0.466376546833383,5.33333333333333,"Include"
"6118",2443632,"wku",0.42056871625245,4.5,"Include"
"6119",2443634,"wku",0.120708150980681,6,"Include"
"6120",2456929,"wku",-0.0347463098742821,4.5,"Include"
"6121",2456974,"wku",0.382374912877033,4.25,"Include"
"6123",2469962,"wku",1.18688633074931,5.5,"Include"
"6125",2470019,"wku",0.655035186350831,5,"Include"
"6126",2470021,"wku",0.823592060728777,5.16666666666667,"Include"
"6127",2470108,"wku",0.174352679024283,4.91666666666667,"Include"
"6128",2470118,"wku",-0.383754037915257,3.25,"Include"
"6129",2470120,"wku",-0.0380039743283121,5,"Include"
"6131",2470195,"wku",-0.072723410055087,4.41666666666667,"Include"
"6132",2470289,"wku",0.569769109260162,4.91666666666667,"Include"
"6133",2470353,"wku",1.1209620131038,5.58333333333333,"Include"
"6134",2470356,"wku",0.408679938904721,5.75,"Include"
"6136",2470434,"wku",-0.388282768391508,3.08333333333333,"Include"
"6137",2470510,"wku",0.973543319323521,4.75,"Include"
"6139",2477200,"wku",0.32814592678251,2.5,"Include"
"6140",2481988,"wku",0.956933870226701,4.75,"Include"
"6141",2482008,"wku",-0.316310069072656,4.91666666666667,"Include"
"6142",2482011,"wku",0.276691899077985,4.83333333333333,"Include"
"6143",2482012,"wku",0.63693497260821,4.16666666666667,"Include"
"6145",2482014,"wku",0.677803228848012,4.5,"Include"
"6146",2482015,"wku",-0.118039878857771,2.33333333333333,"Include"
"6147",2482103,"wku",1.11342641087544,4.91666666666667,"Include"
"6148",2482104,"wku",0.274445383742542,6.25,"Include"
"6149",2482117,"wku",-0.223081570011778,3.41666666666667,"Include"
"6150",2482123,"wku",1.2678337594539,5.66666666666667,"Include"
"6151",2482124,"wku",1.22190025299708,6.08333333333333,"Include"
"6152",2482149,"wku",0.830328341431956,5.41666666666667,"Include"
"6153",2482150,"wku",0.116175448893046,4.75,"Include"
"6154",2482199,"wku",0.210305730842134,5.83333333333333,"Include"
"6155",2482203,"wku",0.594195126514147,3.83333333333333,"Include"
