uID,variable1,variable2,factor
1233,7,6,GlobalFirst
1236,6,6,GlobalFirst
1243,10,10,GlobalFirst
1268,5,5,GlobalFirst
1273,4,5,GlobalFirst
1298,9,1,GlobalFirst
1339,9,11,GlobalFirst
1344,9,10,GlobalFirst
1357,7,11,GlobalFirst
1434,11,11,GlobalFirst
1437,6,5,GlobalFirst
1463,9,6,GlobalFirst
1549,10,6,GlobalFirst
1561,6,9,GlobalFirst
1566,7,9,GlobalFirst
1594,11,11,GlobalFirst
1643,8,10,GlobalFirst
1664,11,11,GlobalFirst
1678,10,10,GlobalFirst
1679,11,11,GlobalFirst
1709,7,8,GlobalFirst
1731,9,11,GlobalFirst
1773,8,9,GlobalFirst
1813,8,9,GlobalFirst
1837,9,10,GlobalFirst
1848,4,9,GlobalFirst
1858,8,7,GlobalFirst
1863,10,9,GlobalFirst
1898,7,8,GlobalFirst
2036,6,5,GlobalFirst
2046,7,6,GlobalFirst
2081,8,4,GlobalFirst
2088,10,9,GlobalFirst
2091,9,3,GlobalFirst
2118,7,11,GlobalFirst
2153,11,11,GlobalFirst
2164,9,6,GlobalFirst
2171,4,3,GlobalFirst
2215,9,3,GlobalFirst
2268,10,10,GlobalFirst
2313,10,10,GlobalFirst
2368,6,1,GlobalFirst
2375,9,11,GlobalFirst
2393,8,8,GlobalFirst
2492,8,4,GlobalFirst
2508,3,2,GlobalFirst
2591,10,10,GlobalFirst
2608,11,1,GlobalFirst
2653,6,5,GlobalFirst
2672,8,2,GlobalFirst
2703,5,11,GlobalFirst
2707,11,10,GlobalFirst
2749,10,11,GlobalFirst
2769,6,10,GlobalFirst
2879,5,2,GlobalFirst
2891,5,9,GlobalFirst
2902,10,11,GlobalFirst
2920,11,10,GlobalFirst
2957,6,9,GlobalFirst
2990,9,9,GlobalFirst
3021,10,3,GlobalFirst
3030,8,8,GlobalFirst
3114,7,5,GlobalFirst
3174,10,10,GlobalFirst
3178,8,5,GlobalFirst
3186,10,8,GlobalFirst
3217,8,1,GlobalFirst
3232,5,10,GlobalFirst
3257,7,9,GlobalFirst
3683,4,1,GlobalFirst
3712,6,1,GlobalFirst
3776,8,6,GlobalFirst
3777,10,10,GlobalFirst
3795,3,5,GlobalFirst
3803,7,9,GlobalFirst
3896,7,6,GlobalFirst
4053,9,10,GlobalFirst
4067,3,5,GlobalFirst
4076,7,7,GlobalFirst
4159,8,11,GlobalFirst
4167,8,3,GlobalFirst
4190,8,10,GlobalFirst
4191,9,9,GlobalFirst
4201,8,9,GlobalFirst
4213,6,1,GlobalFirst
4239,3,4,GlobalFirst
4276,9,9,GlobalFirst
4330,5,4,GlobalFirst
4338,7,6,GlobalFirst
4357,10,7,GlobalFirst
4373,10,9,GlobalFirst
4389,9,9,GlobalFirst
4445,8,9,GlobalFirst
4454,8,10,GlobalFirst
4463,3,6,GlobalFirst
4502,7,2,GlobalFirst
4580,5,4,GlobalFirst
4607,9,11,GlobalFirst
4642,3,2,GlobalFirst
4659,9,5,GlobalFirst
4662,8,6,GlobalFirst
4675,6,2,GlobalFirst
4725,2,3,GlobalFirst
4731,8,5,GlobalFirst
4754,2,2,GlobalFirst
4788,5,1,GlobalFirst
4891,9,10,GlobalFirst
4911,10,8,GlobalFirst
4967,8,9,GlobalFirst
5007,11,1,GlobalFirst
5017,8,4,GlobalFirst
5042,9,10,GlobalFirst
5141,3,4,GlobalFirst
5253,6,5,GlobalFirst
5324,1,11,GlobalFirst
5391,8,6,GlobalFirst
5395,3,6,GlobalFirst
5481,7,5,GlobalFirst
5561,5,4,GlobalFirst
5616,11,11,GlobalFirst
5689,10,9,GlobalFirst
5770,7,3,GlobalFirst
5825,10,6,GlobalFirst
5830,8,5,GlobalFirst
5836,4,9,GlobalFirst
5859,4,2,GlobalFirst
5968,7,6,GlobalFirst
5979,7,9,GlobalFirst
6031,7,4,GlobalFirst
6059,8,10,GlobalFirst
6067,8,6,GlobalFirst
6100,7,1,GlobalFirst
6104,9,4,GlobalFirst
6126,8,5,GlobalFirst
6136,8,10,GlobalFirst
6137,11,11,GlobalFirst
6142,3,4,GlobalFirst
6173,6,2,GlobalFirst
6188,9,3,GlobalFirst
6248,10,10,GlobalFirst
6301,8,10,GlobalFirst
6310,9,3,GlobalFirst
6368,7,1,GlobalFirst
6418,7,9,GlobalFirst
6440,9,4,GlobalFirst
6508,5,6,GlobalFirst
6525,9,9,GlobalFirst
6547,8,9,GlobalFirst
6552,9,6,GlobalFirst
6567,6,6,GlobalFirst
6588,9,11,GlobalFirst
6591,7,7,GlobalFirst
6647,10,6,GlobalFirst
6656,8,6,GlobalFirst
6683,11,11,GlobalFirst
6694,9,11,GlobalFirst
6701,9,6,GlobalFirst
6719,6,6,GlobalFirst
6747,4,3,GlobalFirst
6770,11,4,GlobalFirst
6807,11,7,GlobalFirst
6839,8,5,GlobalFirst
6850,9,11,GlobalFirst
6900,9,9,GlobalFirst
6902,10,3,GlobalFirst
6938,8,9,GlobalFirst
6959,8,10,GlobalFirst
7015,8,8,GlobalFirst
7032,9,8,GlobalFirst
7055,7,7,GlobalFirst
7056,10,7,GlobalFirst
7059,8,9,GlobalFirst
7060,7,8,GlobalFirst
7079,9,1,GlobalFirst
7132,9,6,GlobalFirst
7148,10,10,GlobalFirst
7162,6,8,GlobalFirst
7177,10,1,GlobalFirst
7299,9,11,GlobalFirst
7303,4,2,GlobalFirst
7467,10,11,GlobalFirst
7591,10,11,GlobalFirst
7618,8,2,GlobalFirst
7647,6,7,GlobalFirst
7781,7,2,GlobalFirst
7791,8,8,GlobalFirst
7803,10,9,GlobalFirst
7805,8,10,GlobalFirst
7812,9,6,GlobalFirst
7825,6,9,GlobalFirst
7843,10,11,GlobalFirst
7849,9,6,GlobalFirst
7947,6,4,GlobalFirst
8011,9,11,GlobalFirst
8022,10,11,GlobalFirst
8032,11,10,GlobalFirst
