"","session_id","referrer","anch3group","anchoring3"
"5780",2443384,"uva","highanchor",36000
"5781",2443392,"uva","lowanchor",2009
"5782",2443401,"uva","lowanchor",3500
"5783",2443436,"uva","lowanchor",2500
"5785",2443449,"uva","highanchor",32000
"5786",2443485,"uva","highanchor",10000
"5787",2443494,"uva","lowanchor",20000
"5788",2443583,"uva","highanchor",45300
"5789",2443625,"uva","highanchor",15000
"5790",2443643,"uva","highanchor",35000
"5791",2443646,"uva","lowanchor",15500
"5792",2443669,"uva","highanchor",38000
"5793",2456535,"uva","lowanchor",3000
"5794",2456539,"uva","highanchor",37000
"5795",2456541,"uva","lowanchor",2100
"5796",2456550,"uva","highanchor",34000
"5797",2456616,"uva","lowanchor",10000
"5798",2456620,"uva","lowanchor",5000
"5799",2456621,"uva","highanchor",30000
"5800",2456649,"uva","lowanchor",7000
"5802",2456696,"uva","lowanchor",5000
"5803",2456699,"uva","lowanchor",20000
"5804",2456709,"uva","highanchor",38000
"5805",2456741,"uva","highanchor",44000
"5806",2456758,"uva","highanchor",36000
"5807",2456762,"uva","lowanchor",5000
"5808",2456767,"uva","highanchor",5000
"5809",2461896,"uva","lowanchor",15000
"5810",2461900,"uva","lowanchor",2250
"5811",2461901,"uva","lowanchor",6000
"5812",2461905,"uva","highanchor",25500
"5814",2461950,"uva","highanchor",40000
"5815",2461952,"uva","lowanchor",3000
"5816",2461953,"uva","highanchor",45000
"5817",2462040,"uva","lowanchor",11000
"5818",2462051,"uva","highanchor",30000
"5819",2462060,"uva","lowanchor",20000
"5820",2462122,"uva","highanchor",42000
"5821",2493673,"uva","lowanchor",15000
"5822",2493676,"uva","lowanchor",3000
"5823",2493677,"uva","lowanchor",25000
"5824",2493724,"uva","lowanchor",22000
"5825",2493743,"uva","lowanchor",27000
"5826",2493783,"uva","lowanchor",10000
"5827",2493784,"uva","highanchor",40000
"5828",2493797,"uva","lowanchor",2500
"5829",2493804,"uva","lowanchor",20000
"5830",2493811,"uva","highanchor",36000
"5832",2493824,"uva","lowanchor",28000
"5833",2493825,"uva","highanchor",35000
"5834",2495929,"uva","highanchor",30000
"5835",2495938,"uva","lowanchor",3000
"5836",2495940,"uva","lowanchor",6000
"5837",2495995,"uva","highanchor",44844
"5838",2495998,"uva","lowanchor",2731
"5839",2496022,"uva","highanchor",43000
"5840",2496027,"uva","lowanchor",7000
"5841",2497527,"uva","highanchor",40000
"5842",2497532,"uva","lowanchor",5000
"5843",2497560,"uva","highanchor",32000
"5844",2497563,"uva","lowanchor",5600
"5845",2497591,"uva","highanchor",45235
"5847",2497602,"uva","highanchor",29000
"5848",2497609,"uva","highanchor",30000
"5849",2497629,"uva","highanchor",12500
"5850",2497633,"uva","lowanchor",15000
"5851",2497655,"uva","highanchor",41093
"5852",2497672,"uva","lowanchor",5000
"5853",2503816,"uva","highanchor",20000
"5854",2503817,"uva","lowanchor",31000
"5855",2503820,"uva","highanchor",35000
"5856",2503821,"uva","lowanchor",11000
"5857",2503900,"uva","lowanchor",12000
"5858",2503903,"uva","lowanchor",20000
"5859",2503904,"uva","lowanchor",7800
"5860",2503907,"uva","highanchor",20000
