"","session_id","referrer","reciprocitygroup","reciprocityus"
"4682",2476887,"swps","Asked second","yes"
"4683",2476915,"swps","Asked second","yes"
"4684",2476916,"swps","Asked first","no"
"4685",2476919,"swps","Asked first","yes"
"4686",2476923,"swps","Asked second","yes"
"4687",2476927,"swps","Asked first","yes"
"4688",2476928,"swps","Asked first","yes"
"4689",2476939,"swps","Asked first","yes"
"4690",2476940,"swps","Asked first","yes"
"4691",2476942,"swps","Asked second","yes"
"4692",2476946,"swps","Asked second","yes"
"4693",2476962,"swps","Asked second","yes"
"4694",2476971,"swps","Asked first","yes"
"4695",2476974,"swps","Asked first","yes"
"4696",2476978,"swps","Asked first","yes"
"4697",2476979,"swps","Asked first","yes"
"4698",2476985,"swps","Asked second","yes"
"4699",2476986,"swps","Asked second","yes"
"4700",2476996,"swps","Asked first","yes"
"4701",2480988,"swps","Asked first","no"
"4702",2480992,"swps","Asked second","yes"
"4703",2480993,"swps","Asked first","no"
"4704",2480997,"swps","Asked second","yes"
"4705",2481010,"swps","Asked second","yes"
"4706",2481026,"swps","Asked first","yes"
"4707",2481061,"swps","Asked first","no"
"4708",2481067,"swps","Asked second","yes"
"4709",2481068,"swps","Asked first","yes"
"4710",2481072,"swps","Asked second","no"
"4711",2481073,"swps","Asked second","yes"
"4712",2481082,"swps","Asked first","yes"
"4713",2481083,"swps","Asked second","yes"
"4714",2481084,"swps","Asked second","no"
"4715",2481085,"swps","Asked second","yes"
"4716",2481094,"swps","Asked first","yes"
"4717",2481095,"swps","Asked first","no"
"4718",2481096,"swps","Asked first","yes"
"4719",2481100,"swps","Asked first","yes"
"4720",2481133,"swps","Asked second","yes"
"4721",2481148,"swps","Asked second","no"
"4722",2481219,"swps","Asked second","yes"
"4723",2481221,"swps","Asked first","yes"
"4724",2481223,"swps","Asked second","yes"
"4725",2481243,"swps","Asked first","no"
"4726",2481245,"swps","Asked first","no"
"4727",2481246,"swps","Asked first","no"
"4728",2481248,"swps","Asked first","yes"
"4729",2481291,"swps","Asked first","yes"
"4730",2481292,"swps","Asked first","yes"
"4731",2481295,"swps","Asked first","yes"
"4732",2481333,"swps","Asked second","yes"
"4733",2481383,"swps","Asked first","yes"
"4734",2481435,"swps","Asked second","yes"
"4735",2481437,"swps","Asked second","yes"
"4736",2481439,"swps","Asked first","yes"
"4737",2481474,"swps","Asked first","yes"
"4738",2481478,"swps","Asked second","yes"
"4739",2481490,"swps","Asked second","yes"
"4740",2481498,"swps","Asked second","yes"
"4741",2483562,"swps","Asked first","no"
"4742",2483564,"swps","Asked first","no"
"4743",2483580,"swps","Asked second","no"
"4744",2483603,"swps","Asked second","yes"
"4745",2483618,"swps","Asked second","no"
"4746",2483620,"swps","Asked first","no"
"4747",2483622,"swps","Asked first","yes"
"4748",2483645,"swps","Asked second","yes"
"4749",2483646,"swps","Asked second","yes"
"4750",2483680,"swps","Asked first","yes"
"4751",2483697,"swps","Asked first","yes"
"4752",2483709,"swps","Asked first","no"
"4753",2483716,"swps","Asked second","yes"
"4754",2483729,"swps","Asked first","yes"
"4755",2483731,"swps","Asked first","yes"
"4756",2483761,"swps","Asked first","yes"
"4757",2483781,"swps","Asked second","yes"
"4758",2483787,"swps","Asked second","yes"
"4759",2483788,"swps","Asked first","yes"
"4760",2483815,"swps","Asked first","yes"
