"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck"
"1020","10","mTurk","Agentic",72,NA,NA,NA,NA,NA
"1022","101","mTurk","Communal",75,NA,NA,NA,NA,NA
"1023","102","mTurk","Agentic",70,"27","Other","Male","White, non-Hispanic or latino","Pass"
"1024","103","mTurk","Communal",74,"50","Other","Male","Latino or Hispanic","Pass"
"1025","104","mTurk","Agentic",70,"30",NA,"Female","White, non-Hispanic or latino","Pass"
"1026","105","mTurk","Agentic",73,"29","Other","Male","Asian-American","Pass"
"1027","106","mTurk","Communal",86,"23","Senior","Male","Other","Pass"
"1028","107","mTurk","Agentic",73,"42","Other","Female","Other","Pass"
"1029","108","mTurk","Communal",70,"50","Other","Female","White, non-Hispanic or latino","Pass"
"1030","109","mTurk","Agentic",75,"31","Other","Male","White, non-Hispanic or latino","Pass"
"1032","110","mTurk","Communal",69,"62","Other","Female","White, non-Hispanic or latino","Pass"
"1033","111","mTurk","Communal",70,"35","Other","Female","White, non-Hispanic or latino","Pass"
"1034","112","mTurk","Communal",60,"24","Other","Male","White, non-Hispanic or latino","Fail"
"1035","113","mTurk","Communal",74,"46",NA,"Female","African-American","Pass"
"1036","114","mTurk","Agentic",72,"51","Other","Female","White, non-Hispanic or latino","Pass"
"1037","115","mTurk","Communal",71,"46","Other","Female","White, non-Hispanic or latino","Pass"
"1038","116","mTurk","Communal",70,"53",NA,"Female","White, non-Hispanic or latino","Pass"
"1040","118","mTurk","Agentic",72,"33","Other","Male","White, non-Hispanic or latino","Fail"
"1041","119","mTurk","Communal",75,"30",NA,"Male","White, non-Hispanic or latino","Pass"
"1043","120","mTurk","Agentic",72,"24",NA,"Female","White, non-Hispanic or latino","Pass"
"1044","121","mTurk","Communal",70,"51","Other","Female","White, non-Hispanic or latino","Pass"
"1045","122","mTurk","Agentic",74,"27","Other","Male","White, non-Hispanic or latino","Pass"
"1046","123","mTurk","Agentic",69,"35","Other","Female","White, non-Hispanic or latino","Pass"
"1047","124","mTurk","Agentic",82,"33","Other","Male","Other","Pass"
"1048","125","mTurk","Communal",70,"34","Other","Female","White, non-Hispanic or latino","Pass"
"1049","126","mTurk","Agentic",68,"47","Junior","Female","White, non-Hispanic or latino","Pass"
"1050","127","mTurk","Agentic",74,"26",NA,"Male","White, non-Hispanic or latino","Pass"
"1052","129","mTurk","Communal",65,"30","Other","Female","White, non-Hispanic or latino","Pass"
"1054","130","mTurk","Communal",73,"26",NA,"Male","Asian-American","Pass"
"1056","132","mTurk","Agentic",70,NA,NA,NA,NA,"Fail"
"1057","133","mTurk","Agentic",82,"26","Other","Female","Asian-American","Pass"
"1060","136","mTurk","Agentic",71,"33","Other","Male","White, non-Hispanic or latino","Pass"
"1061","137","mTurk","Communal",65,NA,NA,NA,NA,NA
"1062","138","mTurk","Communal",73,"27",NA,"Female","White, non-Hispanic or latino","Pass"
"1063","139","mTurk","Agentic",70,"53","Other","Female","White, non-Hispanic or latino","Pass"
"1065","140","mTurk","Communal",70,"58","Other","Female","White, non-Hispanic or latino","Pass"
"1066","141","mTurk","Agentic",70,"29","Other","Female","White, non-Hispanic or latino","Pass"
"1067","142","mTurk","Communal",70,"42",NA,"Male","White, non-Hispanic or latino","Pass"
"1068","143","mTurk","Agentic",60,"36","Other","Male","White, non-Hispanic or latino","Pass"
"1069","144","mTurk","Agentic",70,"24","Junior","Male","White, non-Hispanic or latino","Pass"
"1070","145","mTurk","Agentic",72,"36","Senior","Male","African-American","Pass"
"1071","146","mTurk","Agentic",68,"44","Junior","Female","African-American","Pass"
"1073","148","mTurk","Communal",72,"31","Other","Female","White, non-Hispanic or latino","Pass"
"1075","15","mTurk","Agentic",70,"32","Other","Male","White, non-Hispanic or latino","Pass"
"1076","150","mTurk","Agentic",60,"56","Other","Male","African-American","Pass"
"1079","153","mTurk","Communal",72,"54",NA,"Female","White, non-Hispanic or latino","Fail"
"1080","154","mTurk","Communal",70,"60","Other","Female","White, non-Hispanic or latino","Pass"
"1081","155","mTurk","Agentic",73,"54",NA,"Male","White, non-Hispanic or latino","Fail"
"1082","156","mTurk","Agentic",69,"27","Other","Female","White, non-Hispanic or latino","Pass"
"1083","157","mTurk","Agentic",67,"27","Other","Female","African-American","Pass"
"1084","158","mTurk","Communal",71,"29",NA,"Female","White, non-Hispanic or latino","Pass"
"1085","159","mTurk","Agentic",75,"29","Other","Male","Latino or Hispanic","Pass"
"1086","16","mTurk","Communal",78,"50","Other","Female","White, non-Hispanic or latino","Pass"
"1088","161","mTurk","Agentic",60,"26","Other","Male","White, non-Hispanic or latino","Pass"
"1089","162","mTurk","Agentic",72,"34","Other","Female","African-American","Pass"
"1090","163","mTurk","Agentic",72,"50",NA,"Female","White, non-Hispanic or latino","Pass"
"1091","164","mTurk","Communal",77,"32","Other","Female","White, non-Hispanic or latino","Pass"
"1092","165","mTurk","Agentic",78,"24","Other","Female","White, non-Hispanic or latino","Pass"
"1093","166","mTurk","Communal",72,"35","Other","Male","White, non-Hispanic or latino","Pass"
"1095","168","mTurk","Communal",65,NA,NA,NA,NA,NA
"1097","17","mTurk","Agentic",62,"35","Other","Male","White, non-Hispanic or latino","Pass"
"1098","170","mTurk","Agentic",70,"38","Other","Male","African-American","Pass"
"1099","171","mTurk","Agentic",73,"22","Other","Male","White, non-Hispanic or latino","Pass"
"1102","174","mTurk","Communal",73,"30","Other","Female","White, non-Hispanic or latino","Pass"
"1103","175","mTurk","Agentic",73,"64","Other","Male","White, non-Hispanic or latino","Pass"
"1104","176","mTurk","Agentic",78,"35",NA,"Female","White, non-Hispanic or latino","Pass"
"1105","177","mTurk","Agentic",75,"44","Other","Male","White, non-Hispanic or latino","Pass"
"1106","178","mTurk","Communal",70,"26","Other","Female","White, non-Hispanic or latino","Pass"
"1107","179","mTurk","Agentic",72,"53","Other","Female","White, non-Hispanic or latino","Pass"
"1108","18","mTurk","Communal",78,"63","Other","Female","White, non-Hispanic or latino","Pass"
"1109","180","mTurk","Communal",76,NA,NA,NA,NA,NA
"1110","181","mTurk","Communal",69,"46",NA,"Female","White, non-Hispanic or latino","Pass"
"1111","182","mTurk","Communal",74,"27","Other","Male","White, non-Hispanic or latino","Pass"
"1112","183","mTurk","Agentic",69,"35","Other","Female","White, non-Hispanic or latino","Pass"
"1113","184","mTurk","Communal",80,"61","Other","Female","White, non-Hispanic or latino","Pass"
"1114","185","mTurk","Agentic",70,"41","Other","Male","White, non-Hispanic or latino","Pass"
"1115","186","mTurk","Agentic",72,"33","Other","Female","White, non-Hispanic or latino","Pass"
"1116","187","mTurk","Agentic",70,"59",NA,"Male","White, non-Hispanic or latino","Pass"
"1117","188","mTurk","Communal",56,"27","Senior","Male","African-American","Pass"
"1118","189","mTurk","Communal",65,"31",NA,"Male","Asian-American","Pass"
"1119","19","mTurk","Agentic",76,NA,NA,NA,NA,NA
"1120","190","mTurk","Agentic",70,"53",NA,"Female","African-American","Pass"
"1121","191","mTurk","Agentic",72,"28","Other","Male","White, non-Hispanic or latino","Pass"
"1123","193","mTurk","Agentic",70,"37","Other","Male","White, non-Hispanic or latino","Pass"
"1125","195","mTurk","Agentic",65,"21","Sophomore","Male","African-American","Pass"
"1126","196","mTurk","Agentic",66,"22","Other","Female","African-American","Pass"
"1127","197","mTurk","Communal",75,"25","Other","Male","African-American","Pass"
"1128","198","mTurk","Agentic",71,"38","Other","Male","White, non-Hispanic or latino","Pass"
"1130","2","mTurk","Communal",65,"50","Other","Male","White, non-Hispanic or latino","Pass"
"1131","20","mTurk","Communal",70,"22",NA,"Female","White, non-Hispanic or latino","Pass"
"1132","200","mTurk","Agentic",70,"23","Senior","Male","White, non-Hispanic or latino","Pass"
"1133","201","mTurk","Communal",70,"22","First-year","Male","White, non-Hispanic or latino","Pass"
"1134","202","mTurk","Agentic",65,"39","Other","Female","Latino or Hispanic","Pass"
"1135","203","mTurk","Communal",65,"27","Other","Female","African-American","Pass"
"1136","204","mTurk","Communal",70,"36","Other","Male","White, non-Hispanic or latino","Pass"
