"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck"
"1137","205","mTurk","Communal",75,"31",NA,"Female","White, non-Hispanic or latino","Pass"
"1138","206","mTurk","Communal",76,"32","Other","Male","White, non-Hispanic or latino","Pass"
"1139","207","mTurk","Communal",72,"36","Other","Male","White, non-Hispanic or latino","Pass"
"1140","208","mTurk","Communal",68,"33","Other","Male","White, non-Hispanic or latino","Pass"
"1141","209","mTurk","Communal",70,"57","Other","Female","White, non-Hispanic or latino","Pass"
"1142","21","mTurk","Communal",72,NA,NA,NA,NA,NA
"1144","211","mTurk","Agentic",70,"40",NA,"Male","White, non-Hispanic or latino","Pass"
"1145","212","mTurk","Communal",73,"35","Sophomore","Female","White, non-Hispanic or latino","Pass"
"1146","213","mTurk","Agentic",65,NA,NA,NA,NA,NA
"1148","215","mTurk","Agentic",70,"26","Other","Female","White, non-Hispanic or latino","Pass"
"1149","216","mTurk","Agentic",68,"58","Other","Female","Latino or Hispanic","Pass"
"1150","217","mTurk","Communal",70,"41","Other","Female","Other","Pass"
"1151","218","mTurk","Agentic",72,"32","Other","Male","Latino or Hispanic","Pass"
"1152","219","mTurk","Communal",59,NA,NA,NA,NA,NA
"1153","22","mTurk","Agentic",72,"55","Other","Female","White, non-Hispanic or latino","Fail"
"1154","220","mTurk","Communal",65,NA,NA,NA,NA,"Pass"
"1155","221","mTurk","Communal",69,"40",NA,"Female","White, non-Hispanic or latino","Pass"
"1156","222","mTurk","Communal",70,"21","Junior","Female","White, non-Hispanic or latino","Pass"
"1157","223","mTurk","Agentic",65,"57",NA,"Female","White, non-Hispanic or latino","Pass"
"1158","224","mTurk","Communal",77,"28",NA,"Male","African-American","Pass"
"1159","225","mTurk","Communal",70,"44","Other","Male","African-American","Pass"
"1160","226","mTurk","Agentic",75,"40","Other","Female","African-American","Pass"
"1161","227","mTurk","Communal",65,"25","Other","Male","White, non-Hispanic or latino","Pass"
"1162","228","mTurk","Communal",70,"39","Other","Female","White, non-Hispanic or latino","Pass"
"1163","229","mTurk","Agentic",71,"35","Other","Female","White, non-Hispanic or latino","Pass"
"1164","23","mTurk","Communal",70,"31","Other","Female","White, non-Hispanic or latino","Pass"
"1165","230","mTurk","Communal",80,NA,NA,NA,NA,NA
"1166","231","mTurk","Agentic",70,"36",NA,"Male","Latino or Hispanic","Pass"
"1167","232","mTurk","Agentic",72,"36","Other","Male","White, non-Hispanic or latino","Pass"
"1168","233","mTurk","Agentic",75,"32",NA,"Female","White, non-Hispanic or latino","Pass"
"1169","234","mTurk","Communal",72,"27",NA,"Male","White, non-Hispanic or latino","Pass"
"1170","235","mTurk","Agentic",62,"44","Other","Male","White, non-Hispanic or latino","Pass"
"1171","236","mTurk","Communal",77,"49",NA,"Female","White, non-Hispanic or latino","Pass"
"1172","237","mTurk","Communal",72,"41","Other","Male","White, non-Hispanic or latino","Pass"
"1173","238","mTurk","Agentic",68,"35",NA,"Female","White, non-Hispanic or latino","Pass"
"1176","240","mTurk","Communal",75,NA,NA,NA,NA,NA
"1177","241","mTurk","Communal",68,"60",NA,"Male","White, non-Hispanic or latino","Pass"
"1179","243","mTurk","Agentic",87,"27","Other","Female","Other","Pass"
"1181","245","mTurk","Agentic",72,"26","Other","Female","White, non-Hispanic or latino","Pass"
"1182","246","mTurk","Communal",75,NA,NA,NA,NA,NA
"1183","247","mTurk","Agentic",71,"29","Other","Female","Native American and Alaska Native","Pass"
"1184","248","mTurk","Agentic",70,"24","Other","Male","White, non-Hispanic or latino","Pass"
"1185","249","mTurk","Communal",72,"31",NA,"Male","Asian-American","Pass"
"1186","25","mTurk","Agentic",70,"48",NA,"Female","White, non-Hispanic or latino","Pass"
"1188","251","mTurk","Agentic",82,"39","Other","Female","Asian-American","Pass"
"1189","252","mTurk","Communal",67,"29","Other","Female","White, non-Hispanic or latino","Pass"
"1191","254","mTurk","Communal",70,"39",NA,"Male","White, non-Hispanic or latino","Pass"
"1192","255","mTurk","Agentic",72,"35",NA,"Female","White, non-Hispanic or latino","Pass"
"1193","256","mTurk","Agentic",72,"37",NA,"Male","White, non-Hispanic or latino","Pass"
"1194","257","mTurk","Communal",76,"27","Other",NA,"White, non-Hispanic or latino","Pass"
"1195","258","mTurk","Communal",72,"23","Other","Female","White, non-Hispanic or latino","Pass"
"1196","259","mTurk","Communal",73,"36",NA,"Male","Asian-American","Pass"
"1197","26","mTurk","Communal",75,"59","Other","Female","White, non-Hispanic or latino","Pass"
"1200","262","mTurk","Agentic",75,"57","Other","Male","White, non-Hispanic or latino","Pass"
"1201","263","mTurk","Communal",75,"23",NA,"Male","Multiracial","Pass"
"1202","264","mTurk","Communal",70,"39",NA,"Female","White, non-Hispanic or latino","Pass"
"1203","265","mTurk","Communal",70,"59","Other","Female","White, non-Hispanic or latino","Pass"
"1205","267","mTurk","Communal",73,NA,NA,NA,NA,NA
"1206","268","mTurk","Agentic",76,"21","Senior","Female","Multiracial","Pass"
"1207","269","mTurk","Communal",65,"33",NA,"Female","White, non-Hispanic or latino","Pass"
"1208","27","mTurk","Communal",72,"32","Other","Male","White, non-Hispanic or latino","Pass"
"1210","271","mTurk","Communal",72,"30",NA,"Female","White, non-Hispanic or latino","Pass"
"1211","272","mTurk","Agentic",76,"37","Other","Male","White, non-Hispanic or latino","Pass"
"1212","273","mTurk","Agentic",65,NA,NA,NA,NA,NA
"1213","274","mTurk","Communal",72,"27","Other","Male","White, non-Hispanic or latino","Pass"
"1214","275","mTurk","Communal",70,"31","Other","Female","White, non-Hispanic or latino","Pass"
"1215","276","mTurk","Agentic",68,"33","Other","Female","White, non-Hispanic or latino","Pass"
"1216","277","mTurk","Communal",70,"24","Other","Male","White, non-Hispanic or latino","Pass"
"1217","278","mTurk","Agentic",72,"31","Other","Male","Asian-American","Pass"
"1218","279","mTurk","Communal",74,"38",NA,"Female","White, non-Hispanic or latino","Pass"
"1219","28","mTurk","Communal",70,"44","Other","Male","White, non-Hispanic or latino","Pass"
"1220","280","mTurk","Agentic",75,"29","Other","Male","White, non-Hispanic or latino","Pass"
"1221","281","mTurk","Agentic",70,"67",NA,"Female","White, non-Hispanic or latino","Pass"
"1222","282","mTurk","Agentic",74,"39","Other","Male","White, non-Hispanic or latino","Pass"
"1223","283","mTurk","Communal",75,"57",NA,"Female","Asian-American","Pass"
"1224","284","mTurk","Communal",69,"24","Other","Male","White, non-Hispanic or latino","Pass"
"1225","285","mTurk","Communal",69,"19","Other","Female","White, non-Hispanic or latino","Pass"
"1226","286","mTurk","Communal",76,"34","Other","Male","White, non-Hispanic or latino","Pass"
"1227","287","mTurk","Agentic",70,"30","Other","Female","White, non-Hispanic or latino","Pass"
"1228","288","mTurk","Communal",73,"22","Sophomore","Female","Latino or Hispanic","Pass"
"1229","289","mTurk","Agentic",70,"28","Other","Male","White, non-Hispanic or latino","Pass"
"1230","29","mTurk","Agentic",68,"54",NA,"Female","White, non-Hispanic or latino","Pass"
"1231","290","mTurk","Agentic",72,NA,NA,NA,NA,NA
"1232","291","mTurk","Communal",68,"48",NA,"Male","White, non-Hispanic or latino","Pass"
"1233","292","mTurk","Communal",78,"36","Other","Female","White, non-Hispanic or latino","Pass"
"1234","293","mTurk","Agentic",72,NA,NA,NA,NA,NA
"1235","294","mTurk","Agentic",70,"23",NA,"Female","White, non-Hispanic or latino","Pass"
"1236","295","mTurk","Communal",71,"33","Other","Male","White, non-Hispanic or latino","Pass"
"1238","297","mTurk","Agentic",74,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"1239","298","mTurk","Communal",68,"36","Other","Female","White, non-Hispanic or latino","Pass"
"1240","299","mTurk","Agentic",75,"28","Other","Female","Other","Pass"
"1241","3","mTurk","Agentic",79,"68","Other","Female","White, non-Hispanic or latino","Pass"
"1242","30","mTurk","Communal",70,"50",NA,"Male","White, non-Hispanic or latino","Pass"
"1243","300","mTurk","Agentic",68,"40",NA,"Female","White, non-Hispanic or latino","Pass"
"1244","301","mTurk","Agentic",68,"51","Other","Female","White, non-Hispanic or latino","Pass"
"1245","302","mTurk","Communal",78,"31","Other","Male","White, non-Hispanic or latino","Pass"
"1246","303","mTurk","Agentic",70,"34",NA,"Female","White, non-Hispanic or latino","Pass"
"1247","304","mTurk","Agentic",55,"23","Junior","Female","White, non-Hispanic or latino","Pass"
"1249","306","mTurk","Communal",72,"32",NA,"Female","White, non-Hispanic or latino","Pass"
"1251","308","mTurk","Agentic",73,"41","Other","Female","Asian-American","Pass"
"1252","309","mTurk","Communal",78,"36",NA,"Female","White, non-Hispanic or latino","Pass"
"1253","31","mTurk","Communal",76,"25","First-year","Male","White, non-Hispanic or latino","Pass"
"1254","310","mTurk","Agentic",70,"26","Other","Female","Latino or Hispanic","Pass"
"1255","311","mTurk","Agentic",78,"32","Other","Female","White, non-Hispanic or latino","Pass"
"1256","312","mTurk","Communal",65,"31","Sophomore","Male","White, non-Hispanic or latino","Fail"
"1257","313","mTurk","Communal",76,"27",NA,"Female","White, non-Hispanic or latino","Pass"
"1258","314","mTurk","Communal",75,"30","Other","Male","White, non-Hispanic or latino","Pass"
"1259","315","mTurk","Communal",65,"31",NA,"Female","White, non-Hispanic or latino","Pass"
"1260","316","mTurk","Communal",70,"28",NA,"Male","Asian-American","Pass"
"1261","317","mTurk","Communal",70,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"1262","318","mTurk","Communal",72,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"1264","32","mTurk","Communal",67,"44","Other","Female","White, non-Hispanic or latino","Pass"
"1265","320","mTurk","Communal",68,NA,NA,NA,NA,NA
"1266","321","mTurk","Communal",75,"25","Other","Male","African-American","Pass"
"1267","322","mTurk","Agentic",63,"26","Junior","Female","Multiracial","Pass"
"1268","323","mTurk","Agentic",88,"36","Other","Male","Asian-American","Pass"
"1269","324","mTurk","Communal",68,"39","Other","Male","White, non-Hispanic or latino","Fail"
"1270","325","mTurk","Communal",70,"27","Other","Female","White, non-Hispanic or latino","Pass"
"1271","326","mTurk","Agentic",70,"53","Other","Female","White, non-Hispanic or latino","Pass"
"1272","327","mTurk","Communal",75,"22","Sophomore","Male","Asian-American","Pass"
"1273","328","mTurk","Communal",70,"20","Junior","Male","Multiracial","Pass"
"1275","33","mTurk","Communal",64,"31",NA,"Male","White, non-Hispanic or latino","Pass"
"1276","330","mTurk","Communal",69,"35",NA,"Female","White, non-Hispanic or latino","Pass"
"1277","331","mTurk","Communal",70,"29",NA,"Male","White, non-Hispanic or latino","Pass"
"1278","332","mTurk","Communal",72,"25","Other","Male","White, non-Hispanic or latino","Pass"
"1279","333","mTurk","Agentic",70,"26","Other","Male","White, non-Hispanic or latino","Pass"
"1280","334","mTurk","Communal",74,"32","Sophomore","Female","White, non-Hispanic or latino","Pass"
"1281","335","mTurk","Agentic",70,"37","Other","Male","White, non-Hispanic or latino","Pass"
"1282","336","mTurk","Agentic",70,"36","Other","Female","White, non-Hispanic or latino","Pass"
"1284","338","mTurk","Agentic",72,"33",NA,"Male","Asian-American","Pass"
"1285","339","mTurk","Agentic",78,"35","Other","Male","Latino or Hispanic","Pass"
"1287","340","mTurk","Agentic",68,"28","Other","Male","White, non-Hispanic or latino","Pass"
"1288","341","mTurk","Communal",68,"34",NA,"Male","White, non-Hispanic or latino","Pass"
"1290","343","mTurk","Communal",70,"30","Other","Male","White, non-Hispanic or latino","Pass"
"1292","345","mTurk","Agentic",72,"33","Other","Male","White, non-Hispanic or latino","Pass"
"1293","346","mTurk","Communal",80,"33","Other","Female","Latino or Hispanic","Pass"
"1294","347","mTurk","Communal",75,"24","Other","Female","White, non-Hispanic or latino","Pass"
"1295","348","mTurk","Agentic",68,"26","Other","Male","White, non-Hispanic or latino","Pass"
"1296","349","mTurk","Communal",70,"32","Other","Female","White, non-Hispanic or latino","Pass"
"1297","35","mTurk","Agentic",73,NA,NA,NA,NA,NA
"1299","351","mTurk","Agentic",73,"22","Other","Female","White, non-Hispanic or latino","Pass"
"1300","352","mTurk","Communal",73,"32","Other","Female","White, non-Hispanic or latino","Pass"
"1301","353","mTurk","Agentic",75,"32",NA,"Male","Latino or Hispanic","Pass"
"1302","354","mTurk","Agentic",72,"32","Other","Female","White, non-Hispanic or latino","Pass"
"1303","355","mTurk","Agentic",78,"35","Other","Male","African-American","Pass"
"1305","357","mTurk","Agentic",68,"39",NA,"Female","White, non-Hispanic or latino","Pass"
"1306","358","mTurk","Agentic",62,"62",NA,"Male","White, non-Hispanic or latino","Pass"
"1307","359","mTurk","Agentic",74,NA,NA,NA,NA,NA
"1308","36","mTurk","Communal",70,"28","Other","Female","White, non-Hispanic or latino","Pass"
"1309","360","mTurk","Agentic",69,"25","Other","Male","White, non-Hispanic or latino","Pass"
"1310","361","mTurk","Agentic",73,"36","Other","Female","White, non-Hispanic or latino","Pass"
"1311","362","mTurk","Communal",60,NA,NA,NA,NA,NA
"1312","363","mTurk","Communal",74,"23",NA,"Male","White, non-Hispanic or latino","Fail"
"1313","364","mTurk","Communal",71,"25","Other","Female","Asian-American","Pass"
"1316","367","mTurk","Communal",76,"18","First-year","Male","African-American","Fail"
"1317","368","mTurk","Agentic",75,"35","Other","Male","White, non-Hispanic or latino","Pass"
"1320","370","mTurk","Agentic",78,"32","Other","Male","African-American","Pass"
"1321","371","mTurk","Agentic",71,"39",NA,"Male","White, non-Hispanic or latino","Pass"
"1323","373","mTurk","Agentic",73,"26","Other","Male","Latino or Hispanic","Pass"
"1325","375","mTurk","Communal",72,"55",NA,"Female","White, non-Hispanic or latino","Pass"
"1326","376","mTurk","Agentic",67,"43","Other","Female","Asian-American","Pass"
"1327","377","mTurk","Communal",68,NA,NA,NA,NA,NA
"1328","378","mTurk","Agentic",73,"54",NA,"Female","Multiracial","Pass"
"1329","379","mTurk","Agentic",72,"30","Other","Male","Latino or Hispanic","Pass"
"1330","38","mTurk","Communal",64,"28","Other","Male","White, non-Hispanic or latino","Pass"
"1331","380","mTurk","Communal",77,NA,NA,NA,NA,NA
"1332","381","mTurk","Communal",65,"28","Other","Male","White, non-Hispanic or latino","Pass"
"1333","382","mTurk","Agentic",72,"32",NA,"Male","White, non-Hispanic or latino","Pass"
"1334","383","mTurk","Communal",83,NA,NA,NA,NA,"Pass"
"1335","384","mTurk","Communal",73,"38","Other","Male","White, non-Hispanic or latino","Pass"
"1336","385","mTurk","Agentic",68,"42","Other","Male","White, non-Hispanic or latino","Pass"
"1337","386","mTurk","Communal",71,"28","Other","Female","White, non-Hispanic or latino","Pass"
"1338","387","mTurk","Communal",65,"31",NA,"Male","Asian-American","Pass"
"1340","389","mTurk","Agentic",74,"44","Other","Male","White, non-Hispanic or latino","Pass"
"1341","39","mTurk","Communal",70,"30","Other","Male","White, non-Hispanic or latino","Pass"
"1342","390","mTurk","Agentic",83,"33","Sophomore","Male","Latino or Hispanic",NA
"1343","391","mTurk","Communal",74,"25","Other","Male","White, non-Hispanic or latino","Pass"
"1344","392","mTurk","Communal",72,"26","Other","Female","White, non-Hispanic or latino","Pass"
"1345","393","mTurk","Communal",68,"42",NA,"Female","White, non-Hispanic or latino","Pass"
"1347","395","mTurk","Agentic",70,"25","Other","Male","White, non-Hispanic or latino","Pass"
"1348","396","mTurk","Agentic",55,"26","Other","Male","White, non-Hispanic or latino","Pass"
"1349","397","mTurk","Agentic",72,"39","Other","Male","White, non-Hispanic or latino","Pass"
"1350","398","mTurk","Agentic",80,"36",NA,"Male","White, non-Hispanic or latino","Pass"
"1351","399","mTurk","Agentic",68,"50",NA,"Female","White, non-Hispanic or latino","Pass"
"1352","4","mTurk","Agentic",75,NA,NA,NA,NA,NA
"1353","40","mTurk","Communal",80,"53","Other","Male","White, non-Hispanic or latino","Pass"
"1354","400","mTurk","Communal",70,NA,NA,NA,NA,NA
"1356","402","mTurk","Communal",75,"19","Sophomore","Male","Latino or Hispanic","Pass"
"1357","403","mTurk","Communal",72,"33","Junior","Female","Latino or Hispanic","Fail"
"1358","404","mTurk","Agentic",70,NA,NA,NA,NA,NA
"1359","405","mTurk","Communal",62,"30","Other","Female","White, non-Hispanic or latino","Pass"
"1360","406","mTurk","Communal",68,"32","Other","Female","Native Hawaiian and other Pacific Islander","Pass"
"1361","407","mTurk","Agentic",91,"29","Other","Male","Other","Pass"
"1364","41","mTurk","Agentic",72,"63","Other","Female","White, non-Hispanic or latino","Pass"
"1366","411","mTurk","Communal",70,"51","Other","Male","White, non-Hispanic or latino","Pass"
"1367","412","mTurk","Agentic",80,"26",NA,"Female","Asian-American","Pass"
"1369","414","mTurk","Communal",92,"28",NA,"Female","Asian-American","Pass"
"1373","418","mTurk","Agentic",70,"29",NA,"Female","White, non-Hispanic or latino","Pass"
"1374","419","mTurk","Communal",72,"41","Sophomore","Female","White, non-Hispanic or latino","Pass"
"1375","42","mTurk","Agentic",68,"40","Other","Male","White, non-Hispanic or latino","Pass"
"1377","421","mTurk","Agentic",75,"34","Sophomore","Female","African-American","Pass"
"1378","422","mTurk","Communal",75,NA,NA,NA,NA,NA
"1379","423","mTurk","Agentic",75,"64",NA,"Female","White, non-Hispanic or latino","Pass"
"1380","424","mTurk","Agentic",77,NA,NA,NA,NA,NA
"1381","425","mTurk","Agentic",70,"43",NA,"Male","White, non-Hispanic or latino","Pass"
"1382","426","mTurk","Agentic",73,"27","Senior","Male","Asian-American","Pass"
"1385","429","mTurk","Agentic",70,NA,NA,NA,NA,NA
"1386","43","mTurk","Communal",74,"33","Other","Male","Asian-American","Pass"
"1387","430","mTurk","Agentic",75,"35","Other","Female","White, non-Hispanic or latino","Pass"
"1388","431","mTurk","Agentic",90,"42",NA,"Female","Asian-American","Pass"
"1389","432","mTurk","Agentic",85,"26",NA,"Female","Asian-American","Pass"
"1391","434","mTurk","Communal",70,"30","Senior","Female","White, non-Hispanic or latino","Pass"
"1392","435","mTurk","Communal",60,"36",NA,"Male","African-American","Pass"
"1393","436","mTurk","Communal",70,"40",NA,"Female","White, non-Hispanic or latino","Pass"
"1395","438","mTurk","Agentic",68,"61","Other","Male","White, non-Hispanic or latino","Pass"
"1396","439","mTurk","Communal",90,"21","Senior","Male","Other","Pass"
"1397","44","mTurk","Agentic",68,"24","Other","Male","Latino or Hispanic","Pass"
"1400","442","mTurk","Communal",74,NA,NA,NA,NA,NA
"1402","444","mTurk","Communal",74,"31",NA,"Female","White, non-Hispanic or latino","Pass"
"1403","445","mTurk","Agentic",82,"61","Other","Female","Other","Pass"
"1405","447","mTurk","Communal",70,"47","Sophomore","Female","White, non-Hispanic or latino","Pass"
"1406","448","mTurk","Communal",78,"27",NA,"Male","White, non-Hispanic or latino","Pass"
"1407","449","mTurk","Agentic",72,"27","Other","Male","White, non-Hispanic or latino","Pass"
"1408","45","mTurk","Communal",82,"19","Sophomore","Male","Asian-American","Pass"
"1409","450","mTurk","Agentic",73,NA,NA,NA,NA,NA
"1410","451","mTurk","Agentic",68,"24","Other","Male","White, non-Hispanic or latino","Pass"
"1411","452","mTurk","Agentic",70,"34",NA,"Male","Asian-American","Pass"
"1412","453","mTurk","Communal",65,"42",NA,"Female","White, non-Hispanic or latino","Pass"
"1413","454","mTurk","Communal",67,"61","Other","Male","White, non-Hispanic or latino","Pass"
"1414","455","mTurk","Agentic",75,"35",NA,"Male","African-American","Pass"
"1415","456","mTurk","Agentic",55,"46","Other","Female","White, non-Hispanic or latino","Pass"
"1416","457","mTurk","Agentic",80,"25","Junior","Male","Asian-American","Pass"
"1417","458","mTurk","Communal",72,"28",NA,"Female","White, non-Hispanic or latino","Pass"
"1418","459","mTurk","Agentic",72,"36","Other","Female","White, non-Hispanic or latino","Pass"
"1419","46","mTurk","Agentic",77,"37",NA,"Male","Asian-American","Pass"
