"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck"
"856",NA,"MichiganStateUniversity","Agentic",75,"20","Junior","Female","Other","Fail"
"858",NA,"MichiganStateUniversity","Agentic",71,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"859",NA,"MichiganStateUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"861",NA,"MichiganStateUniversity","Communal",70,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"862",NA,"MichiganStateUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"863",NA,"MichiganStateUniversity","Communal",65,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"864",NA,"MichiganStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"865",NA,"MichiganStateUniversity","Communal",75,"19","Sophomore","Female","Asian-American","Fail"
"867",NA,"MichiganStateUniversity","Agentic",68,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"868",NA,"MichiganStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"869",NA,"MichiganStateUniversity","Agentic",70,"22","Senior","Female","Other","Fail"
"870",NA,"MichiganStateUniversity","Agentic",75,"22","Sophomore","Male","Asian-American","Fail"
"872",NA,"MichiganStateUniversity","Communal",70,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"873",NA,"MichiganStateUniversity","Agentic",64,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"874",NA,"MichiganStateUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"875",NA,"MichiganStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"876",NA,"MichiganStateUniversity","Agentic",72,"18","First-year","Female","White, non-Hispanic or latino","Pass"
