"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck"
"2420","53","SanDiegoStateUniversity","Agentic",73,"24","Junior","Male","Other","Fail"
"2421","54","SanDiegoStateUniversity","Agentic",80,"20","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2422","55","SanDiegoStateUniversity","Agentic",60,"18","First-year","Male","Latino or Hispanic","Pass"
"2423","56","SanDiegoStateUniversity","Communal",75,"22","Other","Male","White, non-Hispanic or latino","Pass"
"2424","57","SanDiegoStateUniversity","Communal",79,"19","First-year","Male","Latino or Hispanic","Pass"
"2425","58","SanDiegoStateUniversity","Agentic",70,"20","Sophomore","Male","White, non-Hispanic or latino",NA
"2426","59","SanDiegoStateUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2427","6","SanDiegoStateUniversity","Communal",62,"23","First-year","Male","White, non-Hispanic or latino","Pass"
"2428","60","SanDiegoStateUniversity","Agentic",75,"18","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2429","61","SanDiegoStateUniversity","Agentic",76,"18","First-year","Male","African-American","Fail"
"2430","62","SanDiegoStateUniversity","Communal",70,"19","Sophomore","Female","Asian-American","Fail"
"2431","63","SanDiegoStateUniversity","Agentic",80,"18","First-year","Female","Asian-American","Pass"
"2432","64","SanDiegoStateUniversity","Communal",76,"19","Sophomore","Female","Asian-American","Pass"
"2433","65","SanDiegoStateUniversity","Agentic",70,"19","Sophomore","Female","Other","Pass"
"2434","66","SanDiegoStateUniversity","Agentic",75,"19","Sophomore","Male","Multiracial","Pass"
"2435","67","SanDiegoStateUniversity","Agentic",80,"19","First-year","Female","Asian-American","Pass"
"2436","68","SanDiegoStateUniversity","Communal",73,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2437","69","SanDiegoStateUniversity","Agentic",80,"20","First-year","Female","Other","Fail"
"2438","7","SanDiegoStateUniversity","Communal",90,"19","First-year","Male","Other","Pass"
"2439","70","SanDiegoStateUniversity","Agentic",80,"20","Junior","Female","Native American and Alaska Native","Fail"
"2440","71","SanDiegoStateUniversity","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2441","72","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2442","73","SanDiegoStateUniversity","Agentic",68,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2443","74","SanDiegoStateUniversity","Communal",67,"18","First-year","Female","Asian-American","Fail"
"2444","75","SanDiegoStateUniversity","Communal",65,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"2445","76","SanDiegoStateUniversity","Agentic",78,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2446","77","SanDiegoStateUniversity","Communal",70,"19","Sophomore","Female","African-American","Pass"
"2447","78","SanDiegoStateUniversity","Communal",70,"18","First-year","Male","Asian-American","Fail"
"2448","79","SanDiegoStateUniversity","Agentic",85,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2449","8","SanDiegoStateUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2450","80","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2452","82","SanDiegoStateUniversity","Communal",74,"18","First-year","Male","Latino or Hispanic","Pass"
"2453","83","SanDiegoStateUniversity","Agentic",74,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"2454","84","SanDiegoStateUniversity","Communal",67,"23","Senior","Male","Asian-American","Pass"
"2455","85","SanDiegoStateUniversity","Agentic",65,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2456","86","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","Asian-American","Pass"
"2457","87","SanDiegoStateUniversity","Communal",78,"23","Junior","Female","White, non-Hispanic or latino","Pass"
"2458","88","SanDiegoStateUniversity","Agentic",69,"18","First-year","Female","Latino or Hispanic","Pass"
"2459","89","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","Asian-American","Pass"
"2460","9","SanDiegoStateUniversity","Agentic",85,"19","Sophomore","Male","Asian-American","Pass"
"2461","90","SanDiegoStateUniversity","Agentic",70,"18","First-year","Female","African-American","Fail"
"2462","91","SanDiegoStateUniversity","Agentic",72,"29","Senior","Female","Latino or Hispanic","Pass"
"2463","92","SanDiegoStateUniversity","Agentic",66,"18","First-year","Female","Latino or Hispanic","Pass"
"2464","93","SanDiegoStateUniversity","Communal",72,"18","First-year","Male","Asian-American","Pass"
"2465","94","SanDiegoStateUniversity","Agentic",73,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2466","95","SanDiegoStateUniversity","Agentic",70,"19","First-year","Female","Asian-American","Fail"
"2467","96","SanDiegoStateUniversity","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2468","97","SanDiegoStateUniversity","Communal",70,"18","First-year","Female","Multiracial","Pass"
"2469","98","SanDiegoStateUniversity","Agentic",70,"18","First-year","Female","Multiracial","Pass"
"2470","99","SanDiegoStateUniversity","Communal",75,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2471",NA,"SanDiegoStateUniversity","Communal",70,NA,NA,NA,NA,NA
"2472",NA,"SanDiegoStateUniversity","Communal",78,"18","First-year","Female","Asian-American","Fail"
"2473",NA,"SanDiegoStateUniversity","Communal",70,"18","First-year","Female","Asian-American","Pass"
"2474",NA,"SanDiegoStateUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2475",NA,"SanDiegoStateUniversity","Communal",75,"19","First-year","Male","Asian-American","Fail"
"2476",NA,"SanDiegoStateUniversity","Communal",73,"18","First-year","Female","Latino or Hispanic","Pass"
"2477",NA,"SanDiegoStateUniversity","Agentic",75,NA,NA,NA,NA,NA
"2478",NA,"SanDiegoStateUniversity","Agentic",79,"23","Senior","Female","Asian-American","Fail"
"2479",NA,"SanDiegoStateUniversity","Agentic",72,NA,NA,NA,NA,NA
"2480",NA,"SanDiegoStateUniversity","Communal",80,"23","Other","Female","Asian-American","Fail"
