"","session_id","referrer","ContactGroup","Imagineddv"
"5204",2479820,"tamuon","Control group",3.75
"5205",2479821,"tamuon","Contact group",3
"5206",2479829,"tamuon","Control group",1.75
"5207",2479834,"tamuon","Contact group",2
"5208",2479835,"tamuon","Contact group",1
"5209",2479842,"tamuon","Control group",1.5
"5210",2479846,"tamuon","Contact group",7.25
"5211",2479847,"tamuon","Contact group",1.75
"5212",2479864,"tamuon","Contact group",2.75
"5213",2479877,"tamuon","Control group",1
"5214",2479886,"tamuon","Contact group",5.25
"5215",2479892,"tamuon","Contact group",1.75
"5216",2479894,"tamuon","Contact group",7
"5217",2479895,"tamuon","Contact group",5.75
"5218",2480000,"tamuon","Contact group",5
"5219",2480132,"tamuon","Contact group",4.75
"5220",2480144,"tamuon","Control group",3.5
"5221",2480159,"tamuon","Contact group",2.75
"5222",2480162,"tamuon","Contact group",3.5
"5223",2480177,"tamuon","Contact group",4
"5224",2480194,"tamuon","Control group",3.25
"5225",2480201,"tamuon","Contact group",4.75
"5226",2480215,"tamuon","Contact group",3
"5227",2480220,"tamuon","Contact group",5.5
"5228",2480228,"tamuon","Contact group",6.25
"5229",2480236,"tamuon","Contact group",5.25
"5230",2480242,"tamuon","Contact group",1
"5231",2480266,"tamuon","Control group",2
"5232",2480280,"tamuon","Control group",5
"5233",2480283,"tamuon","Contact group",5.5
"5234",2480332,"tamuon","Contact group",8
"5235",2480343,"tamuon","Control group",1
"5236",2480353,"tamuon","Contact group",5
"5237",2480356,"tamuon","Control group",5
"5238",2480366,"tamuon","Contact group",4
"5239",2480372,"tamuon","Contact group",2.25
"5240",2480383,"tamuon","Contact group",6.25
"5241",2480385,"tamuon","Contact group",2
"5242",2480422,"tamuon","Contact group",3.5
"5243",2480440,"tamuon","Control group",6.75
"5244",2480462,"tamuon","Contact group",2
"5245",2480467,"tamuon","Control group",6.25
"5246",2480474,"tamuon","Control group",4.25
"5247",2480477,"tamuon","Control group",3.25
"5248",2480481,"tamuon","Control group",6
"5249",2480490,"tamuon","Control group",2.5
"5250",2480516,"tamuon","Control group",4.5
"5251",2480518,"tamuon","Contact group",9
"5252",2480541,"tamuon","Contact group",4.75
"5253",2480558,"tamuon","Contact group",6.5
"5254",2480566,"tamuon","Contact group",3
"5255",2480567,"tamuon","Contact group",2.5
"5256",2480574,"tamuon","Control group",6.5
"5257",2480585,"tamuon","Contact group",2
"5258",2480627,"tamuon","Contact group",5
"5259",2480628,"tamuon","Control group",2.25
"5260",2480632,"tamuon","Contact group",3.75
"5261",2480650,"tamuon","Contact group",3.75
"5262",2480672,"tamuon","Contact group",5
"5263",2480675,"tamuon","Contact group",3.25
"5264",2480687,"tamuon","Contact group",6.75
"5265",2480690,"tamuon","Control group",3
"5266",2480693,"tamuon","Control group",3.25
"5267",2480707,"tamuon","Control group",3.25
"5268",2480720,"tamuon","Control group",5
"5269",2480725,"tamuon","Contact group",3.75
"5270",2480727,"tamuon","Contact group",6.25
"5271",2480728,"tamuon","Control group",2.75
"5272",2480731,"tamuon","Control group",5
"5273",2480733,"tamuon","Contact group",6
"5274",2480735,"tamuon","Contact group",3.75
"5275",2480811,"tamuon","Contact group",3.5
"5276",2480827,"tamuon","Control group",5
"5277",2480834,"tamuon","Contact group",6.5
"5278",2480836,"tamuon","Contact group",6.75
"5279",2480838,"tamuon","Contact group",4.75
"5280",2480841,"tamuon","Contact group",4.25
"5281",2480848,"tamuon","Contact group",7.75
"5282",2480849,"tamuon","Control group",3.25
"5283",2480851,"tamuon","Contact group",2.25
"5284",2480855,"tamuon","Contact group",2.5
"5285",2480864,"tamuon","Contact group",5.25
"5286",2480865,"tamuon","Contact group",2.5
"5287",2480867,"tamuon","Contact group",1.75
"5288",2480868,"tamuon","Control group",2
"5289",2480869,"tamuon","Control group",3
"5290",2480877,"tamuon","Contact group",3.75
"5291",2480882,"tamuon","Contact group",3.25
"5292",2480889,"tamuon","Control group",4.75
"5293",2480892,"tamuon","Control group",3.5
"5294",2480895,"tamuon","Contact group",5.25
"5295",2480909,"tamuon","Control group",4
"5296",2480941,"tamuon","Contact group",4.25
"5297",2480952,"tamuon","Control group",3.75
"5298",2480957,"tamuon","Contact group",1
"5299",2480959,"tamuon","Control group",5
"5300",2480979,"tamuon","Contact group",1.75
"5301",2480981,"tamuon","Contact group",7
"5302",2480994,"tamuon","Contact group",6
"5303",2481527,"tamuon","Contact group",3.5
"5304",2481543,"tamuon","Control group",3.5
"5305",2481597,"tamuon","Control group",3
"5306",2481598,"tamuon","Control group",2.5
"5307",2481643,"tamuon","Control group",4
"5308",2481651,"tamuon","Control group",5
"5309",2481702,"tamuon","Control group",6.25
"5310",2481714,"tamuon","Contact group",5.25
"5311",2481741,"tamuon","Contact group",3.5
"5312",2481750,"tamuon","Contact group",2
"5313",2481751,"tamuon","Control group",3.25
"5314",2481788,"tamuon","Contact group",4
"5315",2481851,"tamuon","Contact group",4.5
"5316",2481868,"tamuon","Contact group",1.75
"5317",2481885,"tamuon","Control group",7
"5318",2481901,"tamuon","Control group",2
"5319",2481902,"tamuon","Contact group",5.25
"5320",2481903,"tamuon","Control group",1.25
"5321",2481911,"tamuon","Control group",7
"5322",2481912,"tamuon","Contact group",1.75
"5323",2481951,"tamuon","Control group",1
"5324",2481964,"tamuon","Control group",2.25
"5325",2481965,"tamuon","Control group",6
"5326",2482000,"tamuon","Contact group",4
"5327",2482018,"tamuon","Contact group",6
"5328",2482061,"tamuon","Control group",1
"5329",2482084,"tamuon","Control group",4
"5330",2482088,"tamuon","Contact group",5.75
"5331",2482092,"tamuon","Contact group",2.25
"5332",2482098,"tamuon","Control group",3
"5333",2482108,"tamuon","Control group",5
"5334",2482114,"tamuon","Control group",5
"5335",2482143,"tamuon","Contact group",4
"5336",2482158,"tamuon","Control group",2.75
"5337",2482170,"tamuon","Contact group",5.25
"5338",2482186,"tamuon","Contact group",4.75
"5339",2482192,"tamuon","Control group",2.5
"5340",2482228,"tamuon","Contact group",4.5
"5341",2482235,"tamuon","Contact group",3.5
"5342",2482264,"tamuon","Control group",4.5
"5343",2482272,"tamuon","Control group",2.25
"5344",2482273,"tamuon","Contact group",1.25
"5345",2482289,"tamuon","Contact group",6.75
"5346",2482290,"tamuon","Contact group",2.75
"5347",2482291,"tamuon","Contact group",1.25
"5348",2482324,"tamuon","Control group",6.25
"5349",2482338,"tamuon","Contact group",4
"5350",2482356,"tamuon","Control group",2.25
"5351",2482358,"tamuon","Contact group",3.5
"5352",2482368,"tamuon","Control group",5
"5353",2482387,"tamuon","Control group",4.25
"5354",2482388,"tamuon","Contact group",1
"5355",2482419,"tamuon","Contact group",5
"5356",2482421,"tamuon","Control group",3.25
"5357",2482471,"tamuon","Control group",4.25
"5358",2482482,"tamuon","Control group",1.5
"5359",2482508,"tamuon","Contact group",3.25
"5360",2482555,"tamuon","Contact group",1.75
